wage,gender,age,city,institution,interest
7337,1,26,8,26,0
5603,1,23,1,7,0
4405,2,23,4,34,1
12534,2,23,3,5,1
11425,1,22,2,3,1
14326,2,25,5,39,0
10103,2,19,4,9,1
6450,2,25,1,12,1
5647,1,23,6,36,1
6591,1,22,5,11,0
4830,2,21,3,34,0
6431,1,20,6,28,0
7572,2,18,6,40,1
12326,1,25,2,33,0
4515,2,26,8,17,0
10003,1,23,2,21,1
4276,2,18,3,3,1
4198,1,22,6,33,1
14821,1,26,6,30,0
9963,2,25,7,39,0
7573,1,23,4,7,0
11331,2,26,8,15,0
3496,2,19,8,10,1
6901,2,25,1,29,1
4653,2,21,3,24,0
14666,1,19,3,30,0
9099,1,23,4,1,0
13418,1,26,1,11,1
4019,1,23,4,18,1
4552,1,22,1,37,0
9825,2,21,6,2,0
7810,2,21,3,12,1
3723,2,23,1,16,0
7505,1,21,5,18,1
4611,1,19,3,2,0
4156,2,21,1,15,0
4179,1,23,1,15,1
11701,1,20,2,22,1
8418,2,22,5,3,1
4567,2,23,1,35,1
5577,1,25,2,26,1
11853,1,23,5,11,0
3520,2,20,1,26,0
10365,2,20,1,25,0
4378,2,22,4,13,1
10430,1,23,4,15,0
10591,1,21,4,7,1
9285,1,24,5,33,0
3753,1,21,1,22,0
12234,2,25,4,19,0
14140,2,23,2,18,0
7213,1,22,8,1,1
9361,1,22,5,23,1
6263,1,18,8,2,0
10125,2,20,1,8,1
14625,1,26,2,5,1
3479,2,21,5,33,1
9612,2,25,5,6,0
7019,2,26,1,23,1
3286,2,26,3,37,1
10847,1,18,6,33,1
10072,2,21,7,29,1
3324,2,23,4,26,0
8689,2,18,4,24,1
10760,1,22,7,34,1
5966,2,24,4,23,0
12205,1,22,7,31,1
4677,2,22,6,36,0
3707,1,20,7,29,0
11936,1,26,4,30,0
6942,1,20,4,21,1
9535,2,25,8,36,1
5530,2,22,2,27,1
3751,2,20,1,37,0
14620,2,22,3,5,1
12899,1,18,3,28,1
12821,2,26,8,31,0
14905,2,25,4,39,1
9565,2,22,3,11,0
9840,2,26,1,4,0
8473,1,23,1,16,1
8664,1,24,3,29,0
11820,1,25,6,32,1
8527,1,23,1,21,1
8870,1,24,3,32,0
6542,1,19,7,15,0
6048,2,18,4,16,0
7608,1,26,3,9,0
7054,1,26,1,26,0
11162,2,25,8,27,0
13976,2,26,2,32,1
9147,1,23,3,7,0
7450,1,20,6,6,0
3990,1,24,3,15,1
9063,1,20,6,25,0
4174,1,21,6,40,0
6793,1,19,2,39,1
10213,2,21,5,34,0
8880,2,24,2,31,0
13567,1,25,5,29,1
7555,2,19,6,26,1
3313,2,26,1,22,1
9288,1,24,4,24,0
13994,1,19,4,4,1
6184,2,21,3,33,1
8585,2,24,8,5,0
3129,2,23,5,37,0
6243,2,21,2,30,1
8472,1,26,2,20,1
3290,2,24,6,12,1
3397,1,21,4,38,1
12988,1,26,3,20,0
12802,2,18,2,24,0
11622,1,25,2,24,0
8775,2,23,7,16,1
9990,1,25,6,9,1
12160,2,26,4,8,0
6407,1,20,4,16,1
11606,1,23,2,28,1
10693,2,20,2,14,1
9265,1,23,5,25,0
9477,1,26,8,28,0
14525,2,22,2,7,1
11019,1,18,1,12,0
8033,1,25,3,8,1
10147,2,19,5,37,0
4196,1,20,1,13,0
13344,2,25,2,14,1
13240,2,19,8,18,1
8258,2,22,1,32,0
4471,1,25,5,24,1
5490,1,25,6,7,1
12921,1,20,3,25,1
6501,1,25,3,14,1
12676,2,25,5,5,0
11824,1,23,4,9,0
13477,2,25,1,19,0
6957,2,26,8,21,1
4586,1,23,5,28,0
7150,2,21,8,16,0
7931,1,22,8,18,1
6393,2,23,6,36,1
6145,1,20,7,37,1
4897,1,26,1,8,0
13385,1,23,1,21,1
8490,1,26,6,27,1
7226,1,23,5,19,1
8996,1,20,6,39,0
4994,1,22,7,25,1
11411,2,20,2,26,0
11779,1,20,2,31,0
3675,2,18,8,10,0
4609,1,25,5,26,1
6190,1,21,4,3,1
4974,2,26,6,9,1
7547,2,26,7,7,0
4903,2,25,1,22,0
9350,1,22,1,15,1
14727,1,18,1,14,1
6709,1,22,3,6,1
8222,2,23,2,11,0
9911,1,22,4,28,0
11989,2,26,6,39,0
11679,2,20,8,5,1
6017,1,22,6,11,1
9219,1,20,4,27,0
3784,1,26,7,21,0
12587,2,19,8,16,1
3371,1,20,7,30,1
12058,2,23,8,10,0
10655,2,21,1,29,1
13984,1,24,8,30,1
14160,2,24,7,10,0
4322,1,19,5,39,0
9572,1,22,7,23,0
8530,1,21,6,29,0
7049,1,20,1,34,1
12999,2,24,3,4,1
11193,2,18,1,20,0
9120,2,26,3,6,1
6805,2,19,1,29,1
5535,2,25,4,24,0
8702,1,20,1,19,0
5437,2,24,6,32,1
5173,2,24,1,31,0
5115,1,23,7,11,0
10423,2,22,6,35,1
11200,1,25,7,22,1
4165,1,18,7,30,0
14469,2,23,5,36,0
7292,2,26,2,30,1
6046,2,22,1,2,1
11134,2,21,2,37,1
12504,1,24,6,27,0
11443,2,24,3,19,0
3800,1,20,3,23,1
13081,1,24,8,4,0
10600,1,20,2,11,0
10102,2,25,5,30,1
8082,1,23,4,23,1
13007,1,24,7,16,1
5987,1,26,4,22,0
6846,1,18,6,1,1
14490,2,23,8,37,1
5644,1,19,7,18,0
9056,2,25,7,8,1
12868,1,26,5,1,1
7045,2,20,3,31,0
14305,2,26,2,7,1
5917,1,21,8,18,0
6393,2,20,1,19,1
14571,2,24,5,18,0
8853,1,22,8,9,0
7823,1,22,4,12,0
9682,1,20,2,17,0
12582,2,24,3,11,0
9567,1,26,1,39,0
5090,1,18,1,9,0
9035,1,22,8,10,1
4357,2,22,2,10,0
10766,1,19,1,18,1
9257,1,25,2,9,0
10196,1,21,6,31,1
7604,1,22,2,4,1
3945,1,24,4,3,0
6893,1,20,1,21,1
14245,2,24,1,38,0
3493,1,18,3,29,0
8790,2,23,8,8,1
6138,2,24,2,40,1
5244,2,26,3,13,1
5767,2,23,5,13,0
10411,1,26,6,35,0
14213,1,25,7,18,0
7750,2,18,5,2,1
4192,1,24,2,2,0
4905,2,24,5,10,1
7909,2,20,8,3,1
10393,2,23,1,4,1
5057,2,24,8,27,1
13722,1,24,7,16,0
6446,1,24,5,8,0
3071,2,23,8,13,1
13493,2,25,8,11,0
13286,2,20,4,20,1
6766,1,25,6,19,1
12345,1,21,4,10,1
9746,2,19,5,28,1
11468,2,25,2,8,0
4801,1,23,3,7,0
8095,2,18,3,11,1
14333,2,25,6,33,1
7310,1,22,8,25,0
9675,2,21,8,7,1
14616,1,20,7,34,0
11655,2,19,6,27,0
9709,1,20,8,26,1
12013,1,19,5,24,0
13327,1,21,3,19,0
6690,1,21,4,20,1
9163,1,25,5,6,1
11194,2,21,4,8,0
13115,2,19,3,37,0
4854,2,20,5,10,1
10531,1,26,3,37,1
10102,2,25,4,4,0
7558,2,25,3,10,0
3336,2,20,8,5,0
9193,1,23,2,31,1
14122,1,26,2,34,0
13855,2,21,6,14,1
14084,1,19,8,18,1
12221,1,24,8,40,0
9876,2,22,1,22,1
10922,2,19,4,25,1
8116,1,23,5,4,1
4432,2,20,7,5,0
14965,1,21,1,40,1
10763,2,20,8,8,1
7969,2,21,5,6,1
3011,1,19,2,29,0
14427,1,20,4,1,1
4831,1,25,1,28,0
4445,1,24,2,16,1
10532,2,20,7,19,1
5304,2,25,4,18,1
12911,1,21,4,16,1
4671,1,23,8,26,1
7383,1,26,5,32,1
10264,2,21,5,13,0
10684,1,20,7,39,1
6209,2,26,8,8,0
14555,2,21,8,7,0
9083,2,23,5,21,1
7232,2,25,2,35,1
6393,1,19,5,12,1
12150,2,22,8,18,1
14972,2,19,6,10,0
9204,1,24,7,25,1
8492,1,19,6,23,1
9804,1,23,1,40,1
4338,2,18,8,15,1
13273,2,23,6,32,1
10896,2,26,3,29,0
5567,2,19,1,22,0
9633,1,21,1,24,0
14329,2,20,5,13,0
7670,1,21,4,3,1
5436,1,22,3,12,1
13513,2,20,4,5,0
9985,2,26,1,36,0
3875,2,23,7,27,0
7716,2,21,7,31,0
14525,2,25,7,33,1
5865,1,21,3,34,0
9338,1,19,5,12,1
7285,2,26,1,26,1
9547,2,26,8,15,1
8061,2,21,4,27,0
8014,2,26,4,37,0
6534,2,20,6,12,1
5217,2,25,4,29,0
5655,2,18,5,1,1
12694,1,21,4,9,0
4669,1,26,1,26,0
10656,2,18,4,38,0
13406,1,18,4,37,1
6477,1,26,2,1,1
8491,2,25,6,28,1
10020,2,23,7,37,1
10270,1,24,7,30,1
6713,2,19,3,36,1
3310,2,18,6,27,1
10123,2,21,6,6,0
7794,2,25,8,16,1
6294,2,23,8,18,1
13174,2,25,8,31,0
3748,2,21,4,21,1
7340,1,20,2,37,1
11888,2,20,8,35,1
11085,1,23,8,37,1
14067,1,20,2,30,1
7694,2,24,6,8,0
4025,1,19,7,4,0
5699,1,20,2,35,1
13180,1,26,7,17,1
5961,1,20,8,14,1
14602,2,23,2,39,0
13070,1,18,7,15,0
8927,1,23,7,8,1
8308,1,24,1,32,1
4335,2,23,4,23,0
13929,2,24,8,40,1
9876,2,21,2,33,0
12125,2,26,3,23,0
12302,1,19,2,27,1
11597,2,23,1,4,0
8159,2,22,3,16,0
5741,1,18,4,25,1
12829,1,21,8,14,1
8120,2,26,4,30,1
6121,2,19,8,27,0
10093,2,22,7,27,0
12143,1,26,3,14,1
5670,2,23,5,5,0
4789,2,22,2,27,1
4185,2,25,6,19,1
11496,1,22,1,4,0
10659,2,18,7,11,1
5750,2,18,4,30,0
12874,1,20,6,37,1
4907,2,25,6,24,1
11203,2,18,1,22,0
12767,2,18,3,28,0
3617,2,24,2,10,1
8873,1,21,1,26,0
6102,2,24,3,19,1
7343,2,21,7,1,0
4583,2,24,2,10,1
9558,1,18,7,1,1
10209,2,20,6,12,0
4392,1,22,7,4,0
10494,1,24,5,38,0
11919,1,20,7,10,0
8304,1,24,4,1,0
11108,1,20,3,36,1
13995,1,24,6,9,1
7363,1,26,1,26,0
6583,2,22,5,14,0
5143,1,20,3,2,0
3778,2,23,2,17,1
4678,2,20,1,14,0
9286,1,18,5,35,1
7101,1,18,2,2,1
11478,2,22,8,26,1
7254,2,22,5,19,1
14642,2,22,8,7,0
12183,2,24,7,28,1
5913,1,22,2,16,1
8686,2,19,5,25,1
10747,1,18,4,10,1
11777,1,21,4,34,1
9107,2,23,6,2,1
8215,1,25,2,11,0
8524,1,25,8,9,1
13474,2,20,5,33,1
13802,2,18,7,17,0
10248,1,23,1,7,1
11445,1,20,5,12,1
4622,1,22,7,24,0
7787,2,23,7,7,0
8474,1,20,1,12,1
10250,2,23,2,29,0
8262,2,23,7,9,0
12357,1,18,3,13,0
13425,1,20,5,2,0
10867,1,26,5,34,1
9801,2,23,3,34,1
10786,1,21,8,36,1
8544,1,24,6,25,1
3073,1,19,4,5,0
8983,1,20,1,26,1
10941,1,20,5,14,1
9243,1,24,2,39,0
14599,1,24,4,4,0
10857,2,24,6,33,0
6468,1,24,5,10,0
6545,2,22,5,35,0
6871,1,21,4,31,0
5537,1,22,3,30,0
10454,1,19,8,36,0
6054,2,18,5,7,0
6574,1,25,6,13,1
5105,2,24,7,22,0
4584,2,21,1,15,0
10139,2,22,3,37,1
13821,2,22,6,14,1
7369,2,25,8,18,0
8165,2,25,4,29,0
9577,2,19,2,11,1
12913,1,24,7,34,0
7133,2,23,7,23,1
14408,1,26,5,3,1
8889,1,22,6,3,0
11840,2,25,8,35,1
11924,1,23,6,38,1
3671,2,19,4,22,1
4791,2,23,5,11,0
5124,1,23,3,14,1
13071,1,22,7,16,0
5196,1,19,5,40,0
13838,2,18,5,4,1
3784,2,24,2,2,0
14321,2,25,3,11,0
14690,1,25,4,14,1
11454,2,24,3,26,1
11149,2,19,8,15,0
7331,2,18,5,35,1
3630,2,23,3,27,0
5060,2,26,8,13,0
14914,1,25,6,20,0
14749,2,23,7,23,0
5789,1,22,8,12,1
10436,1,25,8,25,0
8662,1,24,8,34,1
10198,1,21,4,19,1
8255,2,25,3,17,1
7199,1,20,5,3,0
10194,1,21,5,37,0
13171,1,21,2,17,0
7056,2,26,3,13,1
10754,2,25,5,30,1
13179,1,22,5,26,1
3868,2,21,2,12,1
4550,2,23,7,31,1
13299,1,26,7,34,0
7768,1,20,4,37,0
10524,1,20,8,13,1
12106,2,21,4,4,1
14428,2,23,7,20,1
9019,1,19,3,27,1
14695,1,26,3,38,0
10129,2,22,4,9,1
5689,1,21,4,18,1
4476,1,21,1,6,1
4328,2,20,4,26,0
11743,2,26,8,21,0
5998,1,25,6,2,1
9986,2,19,8,21,0
10852,1,20,3,13,1
7777,1,24,5,13,0
14483,2,20,3,9,0
6032,2,18,3,19,0
6919,1,23,4,4,0
9308,1,24,1,18,1
6366,1,22,3,9,0
8708,1,18,8,14,0
13560,1,19,5,40,1
12023,1,18,6,25,0
11214,1,18,3,39,1
5448,1,19,2,13,0
5275,2,22,6,5,1
12856,2,20,4,30,1
10044,1,24,6,24,1
14654,1,24,5,29,0
6781,2,23,6,31,1
10216,2,18,1,9,1
14423,2,19,8,19,1
10877,2,24,1,10,1
8579,1,18,6,33,0
3163,2,22,2,10,1
4591,2,26,7,19,0
13690,1,22,7,4,1
13281,2,21,5,18,1
3069,1,25,2,28,1
3498,2,24,7,17,0
5847,2,21,8,21,0
4846,1,19,1,39,0
13367,2,23,4,4,0
14417,2,21,2,6,0
12763,2,21,3,2,1
3043,2,25,2,11,1
12920,2,24,2,40,1
4762,2,23,7,30,0
5213,2,25,1,19,1
8552,1,23,7,11,1
7473,1,22,7,31,0
9585,2,20,1,17,1
13268,1,26,5,37,1
14392,2,20,2,1,1
5593,2,23,7,11,0
11160,1,21,2,4,1
12776,2,22,5,34,0
11424,1,26,6,37,0
14703,2,23,7,7,0
3087,1,19,3,11,1
3872,1,20,2,6,0
6942,1,25,2,14,1
13873,2,25,3,28,1
9410,1,25,6,14,1
7179,2,25,4,37,0
8179,1,18,1,9,1
10107,2,26,4,7,1
3827,2,20,1,14,1
3713,1,24,1,13,1
11232,2,21,6,32,0
4261,1,24,2,12,0
7238,2,19,6,30,0
6126,2,25,4,8,0
5939,1,21,8,17,0
12137,2,22,2,24,0
7766,2,19,4,38,0
13836,1,23,3,19,1
14763,2,21,2,27,1
11969,1,19,8,24,1
8771,2,20,8,24,0
12275,1,26,7,30,1
13691,1,26,2,18,0
10062,1,24,2,37,0
3689,2,22,1,1,1
4521,1,19,5,25,1
13642,2,20,6,16,1
7009,2,23,6,9,0
11282,2,19,6,10,0
4993,2,23,5,12,1
4611,1,23,4,34,1
5298,1,23,8,38,0
7094,1,26,3,12,1
7836,2,26,5,40,0
10182,1,18,2,13,1
8414,1,20,2,5,0
8471,2,18,7,7,1
5552,2,19,8,30,1
11454,2,20,6,29,1
6732,1,24,6,3,1
12641,2,18,4,16,0
7468,2,20,7,1,1
14615,2,24,6,7,1
8199,1,18,3,19,0
9599,2,20,8,40,1
10915,1,25,6,17,1
10000,2,20,7,5,0
9664,1,25,5,8,1
8710,2,24,4,18,0
4545,1,18,8,10,1
4742,2,25,8,19,1
8888,1,25,2,19,0
4441,1,25,4,37,1
7997,1,26,4,39,0
7216,2,23,2,34,0
4938,2,26,1,15,0
6557,1,24,4,39,1
6233,2,21,6,20,0
8650,2,20,3,10,0
6342,2,21,6,32,1
7209,1,22,8,24,1
9838,2,21,2,25,0
8000,2,26,8,1,0
11169,2,19,2,21,1
13418,2,21,2,36,0
10582,2,21,7,6,1
4859,2,25,2,24,1
13709,1,23,7,33,0
9927,1,20,6,28,1
11688,1,25,2,37,1
4403,2,19,6,11,0
11106,1,18,3,11,1
8332,2,18,5,37,0
11694,1,20,3,16,1
7811,2,20,5,2,0
13602,2,26,3,25,1
13423,2,18,2,15,1
9452,1,20,7,40,1
4293,2,22,1,31,1
3053,2,25,8,31,0
13839,2,24,2,36,0
9902,1,22,7,13,0
8795,1,23,5,15,1
6625,2,18,4,34,1
3497,1,25,2,7,0
13632,1,20,6,28,0
8594,2,25,1,40,1
13869,2,26,1,19,0
13409,1,20,1,36,0
4816,1,20,5,16,1
7474,2,25,4,35,1
11862,1,25,2,6,0
11014,2,26,3,39,0
3813,1,20,6,24,0
8936,1,23,7,29,1
12849,1,18,7,35,0
12220,1,24,1,30,1
10563,1,23,6,32,1
3742,1,20,1,17,1
6537,1,24,2,30,1
10063,2,20,8,31,0
11601,1,21,7,6,1
4208,1,22,7,35,1
12686,1,22,2,37,0
9297,2,21,8,2,0
4647,1,25,3,31,1
11023,1,20,6,4,0
6210,2,22,1,37,0
7831,1,24,7,30,0
3678,2,19,4,19,0
6948,1,23,2,21,1
4182,1,22,2,20,0
11383,1,18,6,24,1
7646,2,19,3,33,1
8744,2,21,7,9,1
3731,2,26,7,34,1
12210,2,18,1,9,1
10036,1,23,3,6,1
14665,1,25,6,9,1
14133,2,25,5,21,1
10327,1,23,6,12,1
3998,2,21,5,25,0
5493,2,19,8,18,0
11657,1,22,2,4,0
6883,2,25,2,12,0
9810,1,19,1,5,1
5864,2,24,2,2,1
4674,1,24,3,29,1
6196,1,22,8,34,1
10693,2,22,1,17,1
7035,1,23,7,25,0
11001,2,20,5,20,0
13497,1,19,1,39,1
5130,2,24,8,30,1
14735,2,19,3,33,1
12774,2,20,6,25,1
6258,2,20,5,22,0
13384,2,23,3,14,1
6511,2,18,4,11,0
11794,2,19,2,12,0
13370,2,19,6,12,0
10901,1,26,2,19,1
8194,1,20,5,40,1
9255,1,21,4,34,0
12550,1,22,1,19,0
4266,2,18,6,1,0
3126,2,18,2,10,0
3181,2,22,7,17,1
8564,1,19,3,9,1
4723,2,20,6,19,0
12546,1,18,1,37,1
7536,1,23,3,35,1
9378,1,18,5,5,0
6027,1,25,3,12,0
7732,2,23,3,37,0
4661,1,24,5,1,0
11709,1,24,8,37,0
6493,1,19,3,34,1
13662,2,19,2,38,0
8522,1,23,3,40,0
6943,1,23,3,1,0
7446,2,24,3,20,1
5548,2,21,5,17,0
12513,2,20,6,10,0
9267,1,26,8,7,0
8649,2,23,2,15,1
7311,2,24,3,19,0
12831,1,26,6,33,1
13083,1,18,2,2,0
13553,2,24,4,27,1
8444,1,26,6,15,0
8569,1,18,6,12,1
9437,1,24,4,16,1
14745,2,23,6,28,1
12984,2,18,7,9,0
6382,1,25,6,12,0
9184,1,20,5,28,1
3963,2,23,2,23,1
4288,1,21,8,22,0
9463,2,19,2,28,0
9456,1,19,6,2,0
12671,1,19,6,24,0
3251,2,25,8,25,0
9719,1,20,7,26,0
11357,1,20,1,18,1
14245,2,18,1,4,0
14691,1,22,3,11,1
9693,2,23,8,19,0
5426,2,23,4,21,1
10406,1,25,7,24,0
5965,1,19,5,36,1
12054,2,18,6,14,0
4736,2,21,8,4,0
6942,1,18,7,37,1
9046,2,20,6,9,1
9670,1,23,5,35,1
5191,1,26,2,25,0
12151,1,25,8,32,0
5195,1,22,2,16,1
14051,2,22,3,38,0
8551,1,18,4,7,0
13254,1,18,4,6,1
11997,2,26,4,29,1
9829,1,19,7,29,0
8643,1,23,4,12,0
11998,2,18,5,27,0
3113,2,18,7,6,1
9490,2,24,5,15,0
9508,2,19,6,15,1
6832,2,20,1,38,1
11847,1,22,7,20,0
8071,1,24,2,34,0
9954,2,24,1,23,0
5695,1,18,7,1,1
13414,1,18,7,34,1
13170,2,21,7,8,1
7356,1,20,6,16,1
5197,2,18,8,26,0
5965,1,24,5,31,0
14393,2,21,6,38,0
6878,2,19,8,28,1
7758,2,19,4,14,1
13076,2,18,7,33,0
14549,1,19,4,18,0
13148,1,19,2,20,0
5491,1,20,2,10,1
11139,1,26,6,38,0
12671,1,22,8,35,0
8455,2,19,4,38,1
8902,1,21,7,26,0
14830,2,22,5,38,0
3461,2,25,3,30,0
9454,1,22,6,16,1
14092,2,23,2,20,0
12695,2,26,4,26,1
14566,2,26,6,31,1
8583,1,20,1,28,1
8548,1,25,2,16,1
14011,1,24,3,40,1
6704,2,26,6,25,0
4844,1,18,8,23,1
3204,2,18,3,4,0
5763,1,22,3,37,0
9054,1,21,7,23,1
6120,1,21,3,15,1
9963,2,26,6,10,0
9802,2,23,5,28,1
13135,2,20,6,24,0
6169,1,23,2,28,0
6543,2,26,4,28,0
9269,2,26,4,8,1
7860,2,20,2,32,0
12109,2,26,5,24,0
7085,2,23,6,28,1
3814,2,24,3,11,0
3370,2,24,3,19,0
14313,2,26,6,29,1
6742,2,19,7,27,0
10199,2,19,2,40,1
5531,2,26,3,35,1
7672,1,25,2,4,0
9666,1,23,1,16,0
13590,2,18,2,3,1
14470,1,21,3,33,1
6948,1,18,8,19,0
14441,1,20,8,39,1
3822,2,26,8,27,0
8534,1,20,8,14,1
6537,2,21,3,28,0
9688,2,18,6,2,1
13543,1,26,3,39,1
9987,1,24,3,6,1
11304,1,25,7,10,0
4864,2,18,7,9,0
6549,2,21,3,26,0
9767,1,26,1,21,1
3848,1,24,1,28,0
11270,1,25,4,26,0
3002,1,24,4,18,1
11596,1,20,3,20,1
3238,2,21,3,34,0
10719,1,21,8,19,0
6731,1,26,2,7,0
14596,2,23,2,21,0
8695,2,21,4,28,0
3708,1,26,6,23,1
11556,1,20,4,19,0
13656,1,25,1,31,0
10655,1,22,2,40,0
4881,2,21,8,28,0
11536,1,23,2,18,1
8625,1,18,3,33,1
8775,1,19,8,13,1
5715,1,20,1,31,1
9877,2,25,1,31,1
3719,1,21,8,12,0
8452,2,21,5,33,0
13146,1,18,7,21,0
7972,1,19,4,24,1
5879,2,21,3,34,1
8807,1,26,8,32,0
7623,1,22,6,16,0
10027,2,24,5,39,0
6025,2,24,2,24,0
12760,2,23,8,3,1
11546,2,25,3,35,1
13023,2,24,2,36,1
11709,2,21,5,7,0
14522,1,21,1,23,0
7591,2,19,7,21,1
6448,1,21,2,10,0
13587,2,22,7,8,1
14341,1,24,2,24,1
7207,2,20,1,5,1
12842,1,20,2,24,1
3054,2,21,7,40,0
13322,1,24,4,3,1
7447,2,24,7,25,0
6819,1,21,8,14,1
4882,1,23,4,35,1
10633,2,23,8,22,1
12906,1,22,8,31,1
5604,2,25,4,19,0
5345,2,20,3,10,0
12120,2,25,7,29,1
4487,1,19,4,7,1
3386,2,23,6,38,0
14299,1,21,4,38,0
9339,2,19,2,9,1
6691,1,26,6,34,0
14771,2,25,7,5,1
9147,1,25,5,9,0
8125,1,19,6,35,1
11852,1,22,7,31,0
7269,2,23,2,4,1
8693,1,24,6,28,1
14318,1,24,6,33,1
13915,2,19,8,32,0
4507,1,23,3,35,1
8919,2,20,3,9,0
3391,1,23,8,15,1
10292,2,19,5,36,0
14504,1,21,7,39,1
9341,1,25,6,15,0
4225,1,23,5,6,1
5715,1,23,5,23,0
14707,2,19,2,17,1
3427,2,19,2,27,1
7909,2,23,1,28,1
4828,2,23,2,21,1
11607,2,25,7,31,1
14571,2,20,4,40,1
9674,2,24,6,39,1
3587,1,19,4,7,0
8756,2,26,5,37,0
11191,2,22,8,17,1
10766,1,18,6,7,0
12910,2,18,2,31,0
10152,1,18,7,26,0
14490,1,25,5,6,1
10191,1,19,7,12,1
6076,1,19,1,34,1
5426,2,19,1,2,0
13090,2,21,2,21,1
11018,2,20,8,36,0
8856,2,19,3,2,1
6852,1,24,4,24,1
7594,1,23,7,36,0
7104,1,19,6,6,0
14208,2,18,3,32,0
7790,2,21,5,33,0
6023,1,23,6,20,1
4798,1,20,8,33,0
14134,1,23,4,5,0
10005,1,26,5,6,0
13448,2,26,3,25,1
9917,1,20,1,21,1
6207,1,23,2,28,0
13801,2,21,1,4,0
14058,2,18,2,40,1
14346,2,26,6,35,0
11509,2,23,4,22,0
6826,1,24,6,40,0
11895,2,22,5,24,0
4541,1,22,6,4,1
11462,2,26,2,33,1
9098,1,18,7,37,1
14616,1,21,1,39,1
7159,1,21,7,5,1
9680,1,22,5,26,1
9255,1,23,6,12,1
13380,2,21,1,36,0
8400,2,25,6,31,0
6310,1,22,3,5,1
9172,1,26,2,18,0
10089,1,18,6,19,0
3106,2,26,5,38,0
10741,1,18,1,2,1
4500,1,19,3,18,1
12941,2,24,2,20,1
14790,2,18,3,38,0
14756,1,25,2,33,0
9402,2,25,1,8,1
13295,1,24,4,26,1
5310,2,23,3,8,0
13857,1,26,2,30,1
8309,1,22,6,26,0
3250,2,25,5,33,0
10532,2,18,4,30,0
7677,1,18,4,33,1
12169,2,22,3,35,0
3830,2,24,5,15,0
6352,2,19,6,2,0
10799,1,19,7,23,1
10693,1,22,8,9,0
9787,1,26,2,14,1
3141,2,26,1,19,0
5606,2,25,8,29,0
4061,1,22,4,32,1
3455,2,22,2,40,1
9282,1,26,2,37,1
5379,2,20,5,14,1
3387,2,20,5,30,0
8163,1,21,7,3,0
6293,2,24,4,31,1
7473,1,25,5,40,0
11651,2,20,8,13,1
6728,2,19,5,18,0
9209,2,18,7,8,0
11451,2,19,4,18,1
4872,1,22,1,29,0
14767,2,22,6,5,0
4475,1,25,7,23,1
14617,2,19,3,34,0
4017,1,24,5,26,0
8338,1,25,1,33,0
12822,1,21,8,36,1
8102,2,25,7,16,0
4652,2,18,5,38,1
5722,1,18,7,38,0
12860,1,26,3,29,0
8299,2,19,7,6,1
11166,1,22,8,3,0
4572,2,18,7,32,0
13386,2,21,4,20,1
13780,1,25,1,5,0
9653,2,25,1,3,1
4198,1,19,7,12,0
8223,1,20,8,4,0
8494,2,22,2,31,0
5395,2,24,5,23,1
7565,1,23,2,12,1
14036,2,23,1,26,0
13929,1,25,7,9,1
7828,2,23,4,6,1
11559,2,20,8,29,1
6241,2,18,2,39,0
9137,1,18,1,29,1
9700,1,26,1,16,0
9295,1,22,5,21,0
8368,2,21,8,24,0
4972,1,22,3,27,1
11291,1,24,1,12,1
9322,1,26,7,10,1
6455,1,18,1,40,1
8269,1,19,1,12,0
4236,1,26,6,10,0
5275,2,26,3,5,1
9810,2,26,4,19,0
5209,1,23,7,20,0
3192,2,26,5,9,1
11245,1,25,5,21,1
11215,1,25,6,23,1
10523,1,20,4,15,0
3454,1,19,3,23,1
7390,1,23,3,4,1
7953,1,22,2,11,1
10271,2,24,7,34,0
3331,1,18,1,3,0
4073,1,18,3,24,1
7348,2,25,2,3,1
5384,2,23,6,3,1
6387,2,22,8,15,1
7655,2,20,7,31,0
3408,1,18,7,32,0
8939,2,18,3,14,0
11971,1,22,5,6,0
4315,2,21,5,22,0
8447,1,21,2,23,1
3670,2,23,3,1,1
8643,1,24,8,4,1
12607,1,21,4,32,0
13170,1,23,3,17,1
11975,1,24,7,10,0
13375,1,23,8,22,0
12091,2,18,2,31,0
5477,2,24,6,28,0
7057,2,24,2,22,0
11098,1,18,1,6,1
3359,2,25,5,23,1
9636,1,25,5,17,1
7884,1,26,2,36,0
5313,2,26,3,40,1
13413,1,19,5,30,0
12723,1,25,2,8,0
13824,1,24,5,2,0
9309,2,20,3,21,1
14886,1,19,1,1,1
7435,1,20,8,31,0
14856,1,20,5,18,1
14297,2,20,2,8,0
5313,1,22,8,25,1
3283,1,26,6,36,0
14232,2,24,4,39,1
6007,2,18,2,21,0
7494,1,25,3,34,0
5726,1,26,6,5,0
14351,2,24,4,23,1
6796,2,23,1,24,0
7827,1,25,4,25,1
9243,1,19,3,28,1
9579,2,26,2,11,0
3895,1,21,8,7,0
3659,1,26,8,7,0
11033,1,25,3,21,1
8985,2,20,6,39,0
9610,2,25,6,26,1
8067,2,23,3,12,1
5929,1,22,4,18,0
10736,1,26,5,2,1
10984,2,20,4,33,1
6941,2,24,6,33,0
12855,2,24,6,1,0
5814,2,21,2,7,0
10741,2,24,8,9,1
14500,1,20,1,2,1
14181,1,20,2,16,1
3838,1,26,6,19,0
11896,1,22,3,28,1
8498,2,25,5,9,0
