Tuition,ParentWage,CanAfford
30000,3709,0
30000,4718,0
30000,7628,0
30000,10923,1
30000,9363,1
30000,12804,1
30000,7183,0
30000,9349,1
30000,11167,1
30000,10490,1
30000,4984,0
30000,13213,1
30000,3170,0
30000,10380,1
30000,5169,0
30000,11391,1
30000,6477,0
30000,9819,1
30000,6474,0
30000,3289,0
30000,8348,1
30000,13233,1
30000,3449,0
30000,10802,1
30000,11030,1
30000,8611,1
30000,4750,0
30000,4469,0
30000,11937,1
30000,5710,0
30000,11972,1
30000,10612,1
30000,11603,1
30000,11953,1
30000,12573,1
30000,10176,1
30000,6460,0
30000,9327,1
30000,4554,0
30000,9252,1
30000,7837,0
30000,11536,1
30000,7984,0
30000,13308,1
30000,13510,1
30000,8634,1
30000,7859,0
30000,7965,0
30000,5133,0
30000,12454,1
30000,11545,1
30000,13430,1
30000,10681,1
30000,13403,1
30000,9810,1
30000,5008,0
30000,13646,1
30000,7723,0
30000,7829,0
30000,4876,0
30000,3544,0
30000,9694,1
30000,5070,0
30000,10207,1
30000,11187,1
30000,4531,0
30000,12123,1
30000,6691,0
30000,7922,0
30000,12421,1
30000,5873,0
30000,10629,1
30000,10135,1
30000,11808,1
30000,10202,1
30000,5180,0
30000,8525,1
30000,7645,0
30000,9514,1
30000,8189,0
30000,10537,1
30000,10096,1
30000,7034,0
30000,10931,1
30000,11627,1
30000,8336,1
30000,9095,1
30000,6495,0
30000,4098,0
30000,7668,0
30000,11725,1
30000,9696,1
30000,7542,0
30000,4127,0
30000,12707,1
30000,3688,0
30000,8770,1
30000,3968,0
30000,4712,0
30000,8115,0
30000,3134,0
30000,5790,0
30000,11928,1
30000,6173,0
30000,3337,0
30000,5594,0
30000,4843,0
30000,3207,0
30000,6374,0
30000,4773,0
30000,6394,0
30000,9654,1
30000,10196,1
30000,3070,0
30000,7978,0
30000,9631,1
30000,10813,1
30000,5610,0
30000,9229,1
30000,13240,1
30000,11691,1
30000,8559,1
30000,12552,1
30000,6350,0
30000,9262,1
30000,4256,0
30000,10885,1
30000,5831,0
30000,7669,0
30000,12626,1
30000,9671,1
30000,9185,1
30000,9265,1
30000,3177,0
30000,9804,1
30000,11844,1
30000,4245,0
30000,11793,1
30000,9611,1
30000,11545,1
30000,3873,0
30000,13760,1
30000,3706,0
30000,13179,1
30000,13037,1
30000,12887,1
30000,11259,1
30000,11564,1
30000,7438,0
30000,10270,1
30000,8620,1
30000,8520,1
30000,9979,1
30000,12527,1
30000,4506,0
30000,9948,1
30000,11566,1
30000,13976,1
30000,9401,1
30000,7425,0
30000,5329,0
30000,4276,0
30000,5336,0
30000,8281,0
30000,9157,1
30000,13140,1
30000,3772,0
30000,12500,1
30000,9919,1
30000,11189,1
30000,9579,1
30000,7099,0
30000,5725,0
30000,11695,1
30000,12685,1
30000,11730,1
30000,13098,1
30000,12689,1
30000,7646,0
30000,10317,1
30000,4973,0
30000,11833,1
30000,13767,1
30000,7620,0
30000,12840,1
30000,7300,0
30000,6995,0
30000,13408,1
30000,5513,0
30000,7729,0
30000,6676,0
30000,6999,0
30000,12000,1
30000,9927,1
30000,12744,1
30000,13101,1
30000,6544,0
30000,9775,1
30000,12780,1
30000,12799,1
30000,4586,0
30000,7094,0
30000,7832,0
30000,10872,1
30000,5741,0
30000,11022,1
30000,5726,0
30000,5498,0
30000,9516,1
30000,5573,0
30000,3617,0
30000,9962,1
30000,5746,0
30000,3610,0
30000,3212,0
30000,8157,0
30000,5349,0
30000,13696,1
30000,3908,0
30000,4365,0
30000,7678,0
30000,7250,0
30000,10535,1
30000,8426,1
30000,4852,0
30000,9118,1
30000,12135,1
30000,3463,0
30000,6399,0
30000,12609,1
30000,6957,0
30000,3344,0
30000,3826,0
30000,11013,1
30000,6705,0
30000,6025,0
30000,4272,0
30000,13023,1
30000,12549,1
30000,8092,0
30000,5382,0
30000,12458,1
30000,8840,1
30000,8737,1
30000,4073,0
30000,7748,0
30000,6573,0
30000,4252,0
30000,8812,1
30000,4179,0
30000,6558,0
30000,7253,0
30000,8178,0
30000,8200,0
30000,11086,1
30000,5633,0
30000,8551,1
30000,5750,0
30000,8937,1
30000,4505,0
30000,13278,1
30000,6158,0
30000,9164,1
30000,3401,0
30000,11254,1
30000,4323,0
30000,12475,1
30000,6547,0
30000,4868,0
30000,13731,1
30000,7821,0
30000,5550,0
30000,8138,0
30000,9167,1
30000,9916,1
30000,4092,0
30000,5023,0
30000,6658,0
30000,5624,0
30000,7224,0
30000,5555,0
30000,8312,0
30000,12557,1
30000,11524,1
30000,3439,0
30000,13832,1
30000,3479,0
30000,5672,0
30000,12863,1
30000,12696,1
30000,11863,1
30000,6886,0
30000,3077,0
30000,13245,1
30000,9523,1
30000,8471,1
30000,4782,0
30000,12190,1
30000,5024,0
30000,7825,0
30000,13528,1
30000,6505,0
30000,5708,0
30000,5537,0
30000,8986,1
30000,6196,0
30000,10261,1
30000,13263,1
30000,8603,1
30000,5284,0
30000,9968,1
30000,11674,1
30000,9458,1
30000,7260,0
30000,4160,0
30000,11560,1
30000,8558,1
30000,12976,1
30000,4104,0
30000,13337,1
30000,6059,0
30000,12118,1
30000,8342,1
30000,8172,0
30000,4245,0
30000,8148,0
30000,11216,1
30000,3115,0
30000,3908,0
30000,6425,0
30000,3452,0
30000,9206,1
30000,3318,0
30000,9008,1
30000,5547,0
30000,11030,1
30000,7047,0
30000,4442,0
30000,10249,1
30000,11454,1
30000,11077,1
30000,7878,0
30000,5688,0
30000,13368,1
30000,7627,0
30000,10061,1
30000,13725,1
30000,8352,1
30000,12081,1
30000,11545,1
30000,7061,0
30000,6654,0
30000,4016,0
30000,5709,0
30000,11791,1
30000,13823,1
30000,4604,0
30000,10383,1
30000,7274,0
30000,10216,1
30000,3389,0
30000,11646,1
30000,10294,1
30000,5926,0
30000,3402,0
30000,5934,0
30000,13767,1
30000,6035,0
30000,6366,0
30000,4036,0
30000,7051,0
30000,4428,0
30000,7846,0
30000,8299,0
30000,10169,1
30000,10094,1
30000,5870,0
30000,11516,1
30000,12234,1
30000,7093,0
30000,10899,1
30000,13935,1
30000,9188,1
30000,10247,1
30000,9226,1
30000,8572,1
30000,4522,0
30000,7294,0
30000,5581,0
30000,7633,0
30000,13746,1
30000,8221,0
30000,10395,1
30000,9089,1
30000,7955,0
30000,6260,0
30000,13363,1
30000,11043,1
30000,12030,1
30000,6834,0
30000,10468,1
30000,12904,1
30000,7452,0
30000,12129,1
30000,7019,0
30000,7852,0
30000,8687,1
30000,6266,0
30000,9325,1
30000,8334,1
30000,9701,1
30000,4700,0
30000,13338,1
30000,5175,0
30000,6148,0
30000,10412,1
30000,7574,0
30000,7445,0
30000,8736,1
30000,11836,1
30000,6150,0
30000,4910,0
30000,3165,0
30000,10244,1
30000,12780,1
30000,8133,0
30000,9780,1
30000,6024,0
30000,8259,0
30000,8605,1
30000,13703,1
30000,6527,0
30000,9914,1
30000,9321,1
30000,5519,0
30000,11801,1
30000,9463,1
30000,5509,0
30000,7615,0
30000,5384,0
30000,12046,1
30000,6168,0
30000,9697,1
30000,6337,0
30000,6204,0
30000,10136,1
30000,13120,1
30000,3893,0
30000,9920,1
30000,4385,0
30000,7870,0
30000,6950,0
30000,8951,1
30000,6430,0
30000,12533,1
30000,5132,0
30000,13767,1
30000,3587,0
30000,10764,1
30000,9766,1
30000,8557,1
30000,12293,1
30000,8056,0
30000,13072,1
30000,10936,1
30000,10159,1
30000,3898,0
30000,6989,0
30000,4922,0
30000,10034,1
30000,3196,0
30000,12129,1
30000,12373,1
30000,8336,1
30000,10246,1
30000,10833,1
30000,7773,0
30000,8417,1
30000,3967,0
30000,11660,1
30000,12809,1
30000,12476,1
30000,11214,1
30000,10001,1
30000,11041,1
30000,12790,1
30000,10845,1
30000,11036,1
30000,13600,1
30000,5919,0
30000,11940,1
30000,5017,0
30000,12638,1
30000,3127,0
30000,13830,1
30000,6364,0
30000,5410,0
30000,6078,0
30000,11535,1
30000,3680,0
30000,6242,0
30000,8265,0
30000,5234,0
30000,9799,1
30000,12971,1
30000,6256,0
30000,12069,1
30000,4652,0
30000,10441,1
30000,9550,1
30000,3541,0
30000,9268,1
30000,10202,1
30000,3802,0
30000,7539,0
30000,7552,0
30000,12831,1
30000,12507,1
30000,4657,0
30000,4202,0
30000,12165,1
30000,5815,0
30000,6098,0
30000,6356,0
30000,4530,0
30000,3804,0
30000,3008,0
30000,12831,1
30000,8258,0
30000,10406,1
30000,5241,0
30000,10556,1
30000,5508,0
30000,4227,0
30000,6819,0
30000,7126,0
30000,8726,1
30000,10698,1
30000,8505,1
30000,11894,1
30000,13977,1
30000,11881,1
30000,7250,0
30000,5879,0
30000,10781,1
30000,11175,1
30000,7509,0
30000,5956,0
30000,12503,1
30000,12151,1
30000,13246,1
30000,13852,1
30000,7268,0
30000,11129,1
30000,4642,0
30000,13974,1
30000,3346,0
30000,4177,0
30000,9345,1
30000,6800,0
30000,4428,0
30000,7784,0
30000,12559,1
30000,10718,1
30000,11784,1
30000,13003,1
30000,10615,1
30000,5867,0
30000,3584,0
30000,6648,0
30000,13613,1
30000,11751,1
30000,4661,0
30000,7686,0
30000,6677,0
30000,8588,1
30000,4877,0
30000,7682,0
30000,9593,1
30000,11523,1
30000,13493,1
30000,8779,1
30000,3680,0
30000,6181,0
30000,3808,0
30000,3248,0
30000,11870,1
30000,12121,1
30000,9467,1
30000,9485,1
30000,7390,0
30000,10583,1
30000,7943,0
30000,9157,1
30000,5126,0
30000,3264,0
30000,4745,0
30000,6983,0
30000,3948,0
30000,8775,1
30000,5827,0
30000,8581,1
30000,7346,0
30000,11091,1
30000,11605,1
30000,3873,0
30000,5299,0
30000,9639,1
30000,3268,0
30000,6451,0
30000,5298,0
30000,9083,1
30000,3664,0
30000,8481,1
30000,4944,0
30000,4394,0
30000,11769,1
30000,7271,0
30000,6527,0
30000,7124,0
30000,10905,1
30000,11035,1
30000,5647,0
30000,6021,0
30000,3495,0
30000,10181,1
30000,4505,0
30000,12370,1
30000,5713,0
30000,10783,1
30000,7765,0
30000,3566,0
30000,8096,0
30000,7895,0
30000,8611,1
30000,11519,1
30000,5166,0
30000,11118,1
30000,11720,1
30000,5933,0
30000,4313,0
30000,8548,1
30000,9306,1
30000,5614,0
30000,12936,1
30000,9301,1
30000,12421,1
30000,3166,0
30000,10701,1
30000,13425,1
30000,7596,0
30000,8718,1
30000,11597,1
30000,9195,1
30000,10331,1
30000,12652,1
30000,3397,0
30000,8301,0
30000,6153,0
30000,10101,1
30000,3421,0
30000,8417,1
30000,8504,1
30000,7835,0
30000,8597,1
30000,10442,1
30000,10462,1
30000,8567,1
30000,6761,0
30000,7923,0
30000,10734,1
30000,13773,1
30000,4864,0
30000,8798,1
30000,7603,0
30000,11445,1
30000,8153,0
30000,7189,0
30000,4418,0
30000,3724,0
30000,6785,0
30000,11794,1
30000,6669,0
30000,8116,0
30000,6324,0
30000,4951,0
30000,8470,1
30000,7172,0
30000,7042,0
30000,3972,0
30000,4646,0
30000,7859,0
30000,8434,1
30000,11050,1
30000,9003,1
30000,5703,0
30000,6212,0
30000,8344,1
30000,10270,1
30000,11927,1
30000,13482,1
30000,7194,0
30000,11672,1
30000,3318,0
30000,9703,1
30000,12577,1
30000,12964,1
30000,7554,0
30000,8340,1
30000,9521,1
30000,5430,0
30000,4948,0
30000,6553,0
30000,8272,0
30000,10789,1
30000,12691,1
30000,3187,0
30000,12837,1
30000,4090,0
30000,11803,1
30000,8291,0
30000,4672,0
30000,5161,0
30000,10108,1
30000,8928,1
30000,3996,0
30000,9315,1
30000,4637,0
30000,6495,0
30000,8449,1
30000,10390,1
30000,6409,0
30000,9789,1
30000,6267,0
30000,10857,1
30000,4125,0
30000,8993,1
30000,10071,1
30000,4530,0
30000,12920,1
30000,6150,0
30000,3369,0
30000,6892,0
30000,4912,0
30000,9188,1
30000,11290,1
30000,8017,0
30000,11022,1
30000,13566,1
30000,4507,0
30000,4726,0
30000,12889,1
30000,7386,0
30000,12475,1
30000,13435,1
30000,3503,0
30000,7496,0
30000,5038,0
30000,8221,0
30000,10061,1
30000,12979,1
30000,4615,0
30000,4521,0
30000,10632,1
30000,11014,1
30000,8039,0
30000,9702,1
30000,10297,1
30000,9945,1
30000,3574,0
30000,10029,1
30000,9952,1
30000,3763,0
30000,6893,0
30000,3134,0
30000,3842,0
30000,4542,0
30000,7509,0
30000,7824,0
30000,6563,0
30000,8987,1
30000,9367,1
30000,7627,0
30000,13699,1
30000,12271,1
30000,10674,1
30000,6102,0
30000,4044,0
30000,3078,0
30000,6204,0
30000,6173,0
30000,8609,1
30000,11161,1
30000,6609,0
30000,10018,1
30000,11617,1
30000,12854,1
30000,9960,1
30000,4007,0
30000,12674,1
30000,6560,0
30000,9074,1
30000,13356,1
30000,4348,0
30000,7586,0
30000,5222,0
30000,4955,0
30000,11401,1
30000,8091,0
30000,11016,1
30000,13138,1
30000,4042,0
30000,6376,0
30000,4752,0
30000,8493,1
30000,6416,0
30000,9782,1
30000,5987,0
30000,8534,1
30000,8891,1
30000,11518,1
30000,5090,0
30000,8923,1
30000,10968,1
30000,9732,1
30000,11961,1
30000,7101,0
30000,13655,1
30000,4791,0
30000,6904,0
30000,5982,0
30000,5268,0
30000,5763,0
30000,11678,1
30000,12663,1
30000,10878,1
30000,9716,1
30000,4164,0
30000,13993,1
30000,7906,0
30000,9996,1
30000,11329,1
30000,3181,0
30000,8593,1
30000,4497,0
30000,12565,1
30000,8336,1
30000,8146,0
30000,13458,1
30000,12880,1
30000,5771,0
30000,12477,1
30000,10767,1
30000,9433,1
30000,11231,1
30000,7333,0
30000,4419,0
30000,8776,1
30000,13483,1
30000,5079,0
30000,13830,1
30000,11085,1
30000,5688,0
30000,10661,1
30000,13333,1
30000,8053,0
30000,4571,0
30000,13564,1
30000,7751,0
30000,4320,0
30000,9772,1
30000,11706,1
30000,3845,0
30000,9475,1
30000,13077,1
30000,8617,1
30000,6527,0
30000,5702,0
30000,6868,0
30000,5287,0
30000,11119,1
30000,9061,1
30000,7767,0
30000,11753,1
30000,10711,1
30000,3026,0
30000,8586,1
30000,3899,0
30000,3218,0
30000,6272,0
30000,13905,1
30000,12952,1
30000,11544,1
30000,11703,1
30000,12759,1
30000,4706,0
30000,9977,1
30000,6568,0
30000,3037,0
30000,3798,0
30000,5659,0
30000,6041,0
30000,13806,1
30000,8881,1
30000,4502,0
30000,9307,1
30000,9398,1
30000,9716,1
30000,6539,0
30000,6861,0
30000,5469,0
30000,12573,1
30000,8498,1
30000,11531,1
30000,9258,1
30000,4476,0
30000,4512,0
30000,7603,0
30000,5628,0
30000,11373,1
30000,11502,1
30000,7636,0
30000,9919,1
30000,8014,0
30000,10329,1
30000,4663,0
30000,10729,1
30000,9830,1
30000,10399,1
30000,11219,1
30000,12449,1
30000,9355,1
30000,6765,0
30000,11518,1
30000,13083,1
30000,6028,0
30000,12893,1
30000,12331,1
30000,11536,1
30000,3249,0
30000,12277,1
30000,10381,1
30000,4160,0
30000,11002,1
30000,11573,1
30000,9213,1
30000,4850,0
30000,4827,0
30000,9366,1
30000,13059,1
30000,8703,1
30000,3629,0
30000,7304,0
30000,6426,0
30000,9532,1
30000,5758,0
30000,7928,0
30000,11079,1
30000,9643,1
30000,10973,1
30000,8611,1
30000,11246,1
30000,9306,1
30000,8145,0
30000,10952,1
30000,3612,0
30000,13285,1
30000,9563,1
30000,5826,0
30000,11308,1
30000,10290,1
30000,5704,0
30000,6706,0
30000,11674,1
30000,12845,1
30000,4169,0
30000,10542,1
30000,10164,1
30000,8228,0
30000,11782,1
30000,11655,1
30000,3929,0
30000,5492,0
30000,10031,1
30000,7832,0
30000,13566,1
30000,3430,0
30000,11230,1
30000,13813,1
30000,7410,0
30000,3096,0
30000,8560,1
30000,7716,0
30000,6247,0
30000,12516,1
30000,12638,1
30000,7886,0
30000,5303,0
30000,12852,1
30000,11630,1
30000,13872,1
30000,8246,0
30000,7433,0
30000,3821,0
30000,10692,1
30000,7337,0
30000,6216,0
30000,12443,1
30000,6556,0
30000,7679,0
30000,7812,0
30000,12277,1
30000,4020,0
30000,3292,0
30000,7660,0
30000,10709,1
30000,11447,1
30000,7596,0
30000,6126,0
30000,12445,1
30000,12038,1
30000,10942,1
30000,10735,1
30000,4650,0
30000,3860,0
30000,4030,0
30000,5109,0
30000,9928,1
30000,6661,0
30000,8349,1
30000,12380,1
30000,9302,1
30000,11674,1
30000,13803,1
30000,11178,1
30000,12647,1
30000,5037,0
30000,7359,0
30000,9785,1
30000,8486,1
30000,12484,1
30000,13714,1
30000,3779,0
30000,3649,0
30000,7065,0
30000,7982,0
30000,7273,0
30000,11917,1
30000,12317,1
30000,9156,1
30000,9104,1
30000,6740,0
30000,4505,0
30000,11456,1
30000,13281,1
30000,6182,0
30000,9473,1
30000,13187,1
30000,9323,1
30000,7152,0
30000,9081,1
30000,10998,1
30000,3238,0
30000,8309,0
30000,6913,0
30000,5230,0
30000,13070,1
30000,6717,0
30000,12608,1
30000,3035,0
30000,12608,1
30000,3793,0
30000,7040,0
30000,8123,0
30000,9508,1
30000,6523,0
30000,9272,1
30000,8546,1
30000,13676,1
30000,10983,1
30000,6911,0
30000,3992,0
30000,12750,1
30000,10007,1
30000,4081,0
30000,10812,1
30000,6468,0
30000,13084,1
30000,3399,0
30000,9934,1
30000,10504,1
30000,8850,1
30000,6872,0
30000,3105,0
30000,12727,1
30000,6290,0
30000,11377,1
30000,9068,1
30000,11325,1
30000,13681,1
30000,11471,1
30000,4277,0
30000,8900,1
30000,5669,0
30000,5111,0
30000,11358,1
30000,13112,1
30000,6706,0
30000,12951,1
30000,9592,1
30000,5114,0
30000,5353,0
30000,13304,1
30000,5054,0
30000,10754,1
30000,3582,0
30000,7885,0
30000,12199,1
30000,12854,1
30000,13539,1
30000,4228,0
30000,13813,1
30000,8485,1
30000,7141,0
30000,13422,1
30000,4218,0
30000,3087,0
30000,11492,1
30000,7819,0
30000,5902,0
30000,6204,0
30000,8647,1
30000,3631,0
30000,4221,0
30000,4065,0
30000,13751,1
30000,6120,0
30000,3720,0
30000,12006,1
30000,11013,1
30000,3311,0
30000,8232,0
30000,5630,0
30000,10818,1
30000,13525,1
30000,7850,0
30000,4797,0
30000,5499,0
30000,8435,1
30000,6049,0
30000,11025,1
30000,10516,1
30000,5940,0
30000,6585,0
30000,7593,0
30000,7030,0
30000,12481,1
30000,6019,0
30000,8625,1
30000,6838,0
30000,3189,0
30000,4554,0
30000,11695,1
30000,7546,0
30000,8284,0
30000,5761,0
30000,10579,1
30000,5923,0
30000,4435,0
30000,11300,1
30000,5087,0
30000,9084,1
30000,11632,1
30000,6903,0
30000,6810,0
30000,5691,0
30000,8688,1
30000,11262,1
30000,5742,0
30000,5362,0
30000,11401,1
30000,10572,1
30000,6332,0
30000,8060,0
30000,8066,0
30000,9610,1
30000,12087,1
30000,11643,1
30000,5385,0
30000,9977,1
30000,9559,1
30000,11737,1
30000,3341,0
30000,9339,1
30000,10642,1
30000,10152,1
30000,8357,1
30000,3690,0
30000,6278,0
30000,13258,1
30000,10913,1
30000,11614,1
30000,9215,1
30000,7826,0
30000,11014,1
30000,12400,1
30000,7089,0
30000,8499,1
30000,9184,1
30000,11638,1
30000,10562,1
30000,6597,0
30000,8616,1
30000,9613,1
30000,7771,0
30000,7849,0
30000,9357,1
30000,7349,0
30000,4570,0
30000,5374,0
30000,5905,0
30000,7046,0
30000,3784,0
30000,10996,1
30000,13281,1
30000,8447,1
30000,7596,0
30000,6620,0
30000,12878,1
30000,11545,1
30000,6684,0
30000,13456,1
30000,5413,0
30000,13309,1
30000,8429,1
30000,11053,1
30000,7096,0
30000,7273,0
30000,9584,1
30000,13086,1
30000,11279,1
30000,8072,0
30000,10667,1
30000,10480,1
30000,9896,1
30000,4119,0
30000,5839,0
30000,11266,1
30000,6819,0
30000,13862,1
30000,5840,0
30000,12922,1
30000,6776,0
30000,12143,1
30000,11132,1
30000,9873,1
30000,7597,0
30000,7117,0
30000,4334,0
30000,7967,0
30000,11090,1
30000,8955,1
30000,11257,1
30000,9948,1
30000,3682,0
30000,4164,0
30000,6480,0
30000,8081,0
30000,13554,1
30000,10341,1
30000,12215,1
30000,3341,0
30000,4568,0
30000,6974,0
30000,11947,1
30000,10529,1
30000,12069,1
30000,12770,1
30000,13604,1
30000,3485,0
30000,9123,1
30000,11594,1
30000,3416,0
30000,4292,0
30000,8902,1
30000,9468,1
30000,8359,1
30000,5528,0
30000,7530,0
30000,11147,1
30000,13337,1
30000,7610,0
30000,6164,0
30000,8224,0
30000,5480,0
30000,13222,1
30000,9880,1
30000,10763,1
30000,11111,1
30000,4600,0
30000,10134,1
30000,11850,1
30000,13330,1
30000,11894,1
30000,8405,1
30000,4488,0
30000,11028,1
30000,7689,0
30000,12264,1
30000,9479,1
30000,3686,0
30000,7891,0
30000,9221,1
30000,13342,1
30000,10803,1
30000,9404,1
30000,13095,1
30000,5022,0
30000,11511,1
30000,4422,0
30000,3807,0
30000,12146,1
30000,12991,1
30000,3993,0
30000,4794,0
30000,9353,1
30000,10516,1
30000,4483,0
30000,5680,0
30000,12091,1
30000,12800,1
30000,5680,0
30000,7108,0
30000,4334,0
30000,8304,0
30000,5563,0
30000,3368,0
30000,4859,0
30000,3037,0
30000,13910,1
30000,12431,1
30000,3732,0
30000,11392,1
30000,11786,1
30000,11453,1
30000,4830,0
30000,9422,1
30000,8080,0
30000,9632,1
30000,7600,0
30000,7117,0
30000,11870,1
30000,10512,1
30000,6629,0
30000,12882,1
30000,11686,1
30000,4138,0
30000,4593,0
30000,11062,1
30000,7617,0
30000,5710,0
30000,4814,0
30000,5644,0
30000,5649,0
30000,8389,1
30000,8098,0
30000,8407,1
30000,9687,1
30000,8936,1
30000,4079,0
30000,12041,1
30000,13556,1
30000,10845,1
30000,13707,1
30000,8149,0
30000,10842,1
30000,7603,0
30000,11981,1
30000,4468,0
30000,4230,0
30000,4084,0
30000,8694,1
30000,12044,1
30000,8013,0
30000,8614,1
30000,8890,1
30000,13992,1
30000,10152,1
30000,8664,1
30000,3719,0
30000,10946,1
30000,12701,1
30000,7294,0
30000,11197,1
30000,8805,1
30000,13257,1
30000,13899,1
30000,8506,1
30000,6320,0
30000,9615,1
30000,6309,0
30000,6769,0
30000,10526,1
30000,6944,0
30000,4747,0
30000,7261,0
30000,8205,0
30000,12720,1
30000,7241,0
30000,11684,1
30000,5929,0
30000,4655,0
30000,3781,0
30000,10251,1
30000,12924,1
30000,8716,1
30000,9630,1
30000,12805,1
30000,6075,0
30000,5248,0
30000,6930,0
30000,9157,1
30000,4880,0
30000,4049,0
30000,9383,1
30000,3809,0
30000,3859,0
30000,8193,0
30000,10964,1
30000,5089,0
30000,11401,1
30000,11786,1
30000,7885,0
30000,12600,1
30000,8532,1
30000,6188,0
30000,7724,0
30000,9887,1
30000,5964,0
30000,10254,1
30000,3137,0
30000,6694,0
30000,10930,1
30000,8807,1
30000,11034,1
30000,7712,0
30000,7595,0
30000,11115,1
30000,12986,1
30000,3066,0
30000,8098,0
30000,10517,1
30000,12084,1
30000,6211,0
30000,13340,1
30000,11324,1
30000,11227,1
30000,12642,1
30000,13235,1
30000,4137,0
30000,10128,1
30000,6704,0
30000,8681,1
30000,7898,0
30000,4309,0
30000,7499,0
30000,7194,0
30000,5766,0
30000,9383,1
30000,10111,1
30000,13183,1
30000,10012,1
30000,9518,1
30000,9188,1
30000,11863,1
30000,13852,1
30000,8083,0
30000,5567,0
30000,12847,1
30000,5989,0
30000,11754,1
30000,12672,1
30000,3576,0
30000,7500,0
30000,4669,0
30000,11123,1
30000,11253,1
30000,4332,0
30000,5942,0
30000,9834,1
30000,7410,0
30000,11683,1
30000,5665,0
30000,6360,0
30000,4773,0
30000,12886,1
30000,6914,0
30000,4682,0
30000,7043,0
30000,9297,1
30000,7481,0
30000,12771,1
30000,4625,0
30000,3825,0
30000,10475,1
30000,9964,1
30000,7691,0
30000,11219,1
30000,11862,1
30000,3709,0
30000,9262,1
30000,7189,0
30000,8359,1
30000,10373,1
30000,8606,1
30000,3005,0
30000,5835,0
30000,10043,1
30000,10787,1
30000,8959,1
30000,13043,1
30000,12718,1
30000,6186,0
30000,13195,1
30000,8295,0
30000,13873,1
30000,3079,0
30000,13866,1
30000,3081,0
30000,10238,1
30000,8608,1
30000,8233,0
30000,5740,0
30000,8146,0
30000,7732,0
30000,4165,0
30000,11094,1
30000,12950,1
30000,4058,0
30000,4156,0
30000,8293,0
30000,10199,1
30000,9379,1
30000,7642,0
30000,5621,0
30000,4140,0
30000,3787,0
30000,12389,1
30000,12350,1
30000,13403,1
30000,12393,1
30000,8062,0
30000,3598,0
30000,6205,0
30000,8911,1
30000,10871,1
30000,3275,0
30000,8192,0
30000,4078,0
30000,4371,0
30000,7858,0
30000,5248,0
30000,8672,1
30000,4264,0
30000,8993,1
30000,6543,0
30000,5779,0
30000,10838,1
30000,7445,0
30000,10911,1
30000,6220,0
30000,13388,1
30000,10472,1
30000,7748,0
30000,10023,1
30000,11194,1
30000,5851,0
30000,7019,0
30000,7576,0
30000,7026,0
30000,9184,1
30000,13104,1
30000,4467,0
30000,11088,1
30000,3258,0
30000,4201,0
30000,7139,0
30000,8362,1
30000,13340,1
30000,6240,0
30000,10716,1
30000,6655,0
30000,8221,0
30000,6313,0
30000,3431,0
30000,5381,0
30000,9137,1
30000,4931,0
30000,12008,1
30000,13254,1
30000,5482,0
30000,3737,0
30000,13387,1
30000,9034,1
30000,9902,1
30000,6155,0
30000,9421,1
30000,7213,0
30000,10029,1
30000,5265,0
30000,10651,1
30000,10901,1
30000,4115,0
30000,3471,0
30000,4967,0
30000,13430,1
30000,4468,0
30000,13498,1
30000,5042,0
30000,12065,1
30000,8048,0
30000,6969,0
30000,12324,1
30000,6074,0
30000,5140,0
30000,9639,1
30000,12373,1
30000,13270,1
30000,5232,0
30000,12396,1
30000,10125,1
30000,8049,0
30000,4082,0
30000,5309,0
30000,7868,0
30000,7895,0
30000,12299,1
30000,8917,1
30000,13404,1
30000,12515,1
30000,12614,1
30000,6884,0
30000,6927,0
30000,7964,0
30000,9025,1
30000,12803,1
30000,5323,0
30000,6711,0
30000,9560,1
30000,9875,1
30000,8017,0
30000,7854,0
30000,7601,0
30000,6073,0
30000,13481,1
30000,7891,0
30000,3578,0
30000,6478,0
30000,10188,1
30000,13146,1
30000,7322,0
30000,3881,0
30000,7811,0
30000,11069,1
30000,9013,1
30000,9870,1
30000,6166,0
30000,11295,1
30000,11587,1
30000,10324,1
30000,3753,0
30000,4025,0
30000,11564,1
30000,6770,0
30000,12854,1
30000,4712,0
30000,11335,1
30000,8796,1
30000,12617,1
30000,11419,1
30000,12347,1
30000,8989,1
30000,9980,1
30000,6366,0
30000,11224,1
30000,10114,1
30000,9405,1
30000,8383,1
30000,12765,1
30000,11933,1
30000,8935,1
30000,8085,0
30000,12850,1
30000,8796,1
30000,12856,1
30000,12323,1
30000,9233,1
30000,7978,0
30000,7078,0
30000,10585,1
30000,12006,1
30000,7405,0
30000,4371,0
30000,13921,1
30000,13440,1
30000,4874,0
30000,5812,0
30000,6797,0
30000,11052,1
30000,5962,0
30000,11096,1
30000,6276,0
30000,3012,0
30000,7776,0
30000,10455,1
30000,12950,1
30000,9455,1
30000,7656,0
30000,8714,1
30000,4453,0
30000,4469,0
30000,13282,1
30000,11314,1
30000,8403,1
30000,12345,1
30000,8972,1
30000,3215,0
30000,3355,0
30000,5548,0
30000,3460,0
30000,10363,1
30000,4617,0
30000,8477,1
30000,9234,1
30000,4893,0
30000,10763,1
30000,13383,1
30000,12412,1
30000,4200,0
30000,13058,1
30000,11918,1
30000,6781,0
30000,8615,1
30000,10239,1
30000,3307,0
30000,8208,0
30000,10127,1
