Gender,Age,City,Tuition,Signup,Grades,ParentWage,CanAfford
1,19,5,30000,3000,3,4103,0
2,21,8,30000,3000,3,5680,0
1,25,7,30000,3000,2,3524,0
2,22,4,30000,3000,4,3319,0
2,21,5,30000,3000,2,7308,0
1,24,8,30000,3000,2,7484,0
1,25,3,30000,3000,4,13574,1
2,25,8,30000,3000,3,7097,0
2,24,1,30000,3000,3,5046,0
1,18,3,30000,3000,3,11558,1
2,22,8,30000,3000,1,8497,1
1,23,4,30000,3000,1,11851,1
1,18,4,30000,3000,1,7466,0
1,20,6,30000,3000,2,5540,0
2,18,7,30000,3000,1,13275,1
1,21,8,30000,3000,3,12175,1
2,24,5,30000,3000,2,10433,1
1,21,2,30000,3000,2,4546,0
1,21,8,30000,3000,2,4011,0
1,25,7,30000,3000,1,5085,0
1,20,8,30000,3000,4,6661,0
1,21,1,30000,3000,2,11794,1
2,19,1,30000,3000,4,9870,1
2,22,8,30000,3000,4,11348,1
1,22,5,30000,3000,4,4395,0
2,19,3,30000,3000,1,5343,0
2,21,2,30000,3000,4,10929,1
1,24,2,30000,3000,1,7303,0
2,22,2,30000,3000,2,3843,0
1,18,5,30000,3000,1,5668,0
2,18,4,30000,3000,1,9047,1
2,23,3,30000,3000,4,5357,0
2,19,1,30000,3000,1,6226,0
1,22,5,30000,3000,4,8503,1
2,19,3,30000,3000,3,12231,1
2,20,1,30000,3000,4,12659,1
1,20,3,30000,3000,3,10197,1
1,22,6,30000,3000,3,10580,1
2,24,2,30000,3000,2,4629,0
1,24,3,30000,3000,4,6466,0
2,23,7,30000,3000,2,10574,1
2,20,6,30000,3000,1,12146,1
1,24,3,30000,3000,4,3289,0
2,25,7,30000,3000,3,7146,0
1,22,5,30000,3000,1,12714,1
2,21,6,30000,3000,1,6976,0
2,21,3,30000,3000,1,3822,0
2,21,2,30000,3000,4,10279,1
1,22,4,30000,3000,3,5876,0
2,19,3,30000,3000,2,5644,0
1,22,8,30000,3000,2,13526,1
2,19,8,30000,3000,2,9764,1
2,21,7,30000,3000,2,5806,0
2,24,1,30000,3000,2,12223,1
2,23,6,30000,3000,3,6815,0
1,21,4,30000,3000,3,5397,0
2,25,8,30000,3000,4,13840,1
2,23,3,30000,3000,4,8334,1
2,21,6,30000,3000,2,8719,1
1,22,4,30000,3000,4,4132,0
1,18,5,30000,3000,3,9924,1
1,20,3,30000,3000,4,3927,0
2,19,4,30000,3000,2,13359,1
1,20,1,30000,3000,2,13406,1
2,25,4,30000,3000,1,3195,0
1,24,2,30000,3000,4,8133,0
1,19,6,30000,3000,3,6895,0
1,21,3,30000,3000,2,9207,1
2,22,3,30000,3000,1,3269,0
2,21,2,30000,3000,1,11174,1
1,20,1,30000,3000,1,3500,0
2,25,5,30000,3000,1,13792,1
1,21,4,30000,3000,2,7794,0
2,24,7,30000,3000,2,3538,0
1,20,3,30000,3000,2,6347,0
1,23,4,30000,3000,1,13406,1
1,20,6,30000,3000,3,10725,1
1,25,1,30000,3000,1,7211,0
1,22,4,30000,3000,2,13353,1
1,20,7,30000,3000,4,9225,1
2,20,2,30000,3000,4,3149,0
2,22,3,30000,3000,2,3617,0
1,20,2,30000,3000,2,13558,1
2,24,5,30000,3000,4,9555,1
2,24,5,30000,3000,4,11860,1
1,21,5,30000,3000,4,8693,1
2,21,8,30000,3000,1,6590,0
1,24,4,30000,3000,1,4518,0
1,24,6,30000,3000,1,5934,0
2,24,7,30000,3000,1,13823,1
1,23,2,30000,3000,3,13723,1
2,24,2,30000,3000,2,3875,0
2,18,1,30000,3000,2,4839,0
1,21,7,30000,3000,4,8779,1
1,21,3,30000,3000,3,8202,0
1,23,8,30000,3000,4,6000,0
1,19,3,30000,3000,3,4478,0
2,19,3,30000,3000,3,9725,1
2,25,8,30000,3000,4,9653,1
2,23,4,30000,3000,1,13184,1
2,22,4,30000,3000,3,11233,1
1,20,7,30000,3000,3,8605,1
2,18,8,30000,3000,4,7559,0
2,25,5,30000,3000,3,3507,0
1,21,6,30000,3000,1,3295,0
1,24,4,30000,3000,3,6119,0
2,19,4,30000,3000,4,13663,1
1,18,3,30000,3000,4,3284,0
1,20,1,30000,3000,3,7131,0
1,20,6,30000,3000,2,11568,1
2,22,2,30000,3000,2,8115,0
1,18,2,30000,3000,4,13576,1
2,20,1,30000,3000,1,10822,1
1,23,8,30000,3000,1,6847,0
1,18,6,30000,3000,1,3687,0
1,23,7,30000,3000,2,6088,0
1,25,2,30000,3000,1,3273,0
1,18,2,30000,3000,4,11868,1
1,23,2,30000,3000,2,5407,0
2,21,4,30000,3000,3,4136,0
1,20,4,30000,3000,1,5250,0
1,25,8,30000,3000,3,3083,0
1,19,7,30000,3000,1,10486,1
2,21,2,30000,3000,4,3553,0
2,20,5,30000,3000,2,12089,1
1,24,7,30000,3000,3,11140,1
1,18,6,30000,3000,3,4940,0
2,21,6,30000,3000,1,3347,0
1,18,7,30000,3000,3,4611,0
2,21,5,30000,3000,3,12684,1
1,21,4,30000,3000,2,4917,0
2,21,5,30000,3000,1,5664,0
2,21,7,30000,3000,2,10616,1
1,20,6,30000,3000,2,13467,1
1,18,3,30000,3000,2,10875,1
2,23,8,30000,3000,1,12029,1
1,19,5,30000,3000,2,7314,0
2,21,1,30000,3000,3,11516,1
2,19,5,30000,3000,2,10027,1
1,25,3,30000,3000,2,8912,1
1,21,3,30000,3000,3,4287,0
2,18,8,30000,3000,4,9413,1
1,22,3,30000,3000,2,9030,1
1,25,2,30000,3000,3,8635,1
2,21,1,30000,3000,2,5089,0
1,22,4,30000,3000,3,7689,0
1,24,1,30000,3000,4,10208,1
2,23,2,30000,3000,3,4970,0
2,24,8,30000,3000,3,11529,1
1,18,3,30000,3000,2,12017,1
1,22,3,30000,3000,1,13389,1
1,25,6,30000,3000,1,5667,0
1,23,1,30000,3000,3,12836,1
2,23,1,30000,3000,1,9511,1
2,21,4,30000,3000,4,10139,1
2,24,5,30000,3000,3,8082,0
1,23,5,30000,3000,4,6645,0
1,19,8,30000,3000,1,3707,0
1,22,2,30000,3000,2,7664,0
1,22,7,30000,3000,2,8128,0
1,20,7,30000,3000,3,12755,1
1,21,3,30000,3000,3,9961,1
1,25,8,30000,3000,2,9796,1
2,22,4,30000,3000,2,7743,0
1,18,5,30000,3000,1,5826,0
1,24,3,30000,3000,1,4821,0
2,23,7,30000,3000,1,11282,1
1,18,2,30000,3000,4,11969,1
1,19,2,30000,3000,1,12676,1
2,21,4,30000,3000,4,10862,1
2,20,5,30000,3000,4,12964,1
2,24,1,30000,3000,3,6093,0
2,23,4,30000,3000,4,7437,0
2,21,7,30000,3000,3,9632,1
1,25,1,30000,3000,2,3239,0
2,24,2,30000,3000,3,13785,1
2,22,2,30000,3000,1,5824,0
2,25,3,30000,3000,3,11722,1
1,23,4,30000,3000,1,13554,1
1,20,3,30000,3000,2,7368,0
2,19,7,30000,3000,2,9847,1
2,19,8,30000,3000,4,10241,1
2,24,6,30000,3000,2,9655,1
1,24,8,30000,3000,1,7880,0
2,21,1,30000,3000,3,9676,1
1,22,2,30000,3000,3,12767,1
2,22,8,30000,3000,3,4298,0
2,20,1,30000,3000,1,4037,0
1,24,7,30000,3000,4,13240,1
1,22,7,30000,3000,3,3758,0
2,25,1,30000,3000,3,6686,0
2,19,6,30000,3000,1,5524,0
1,24,1,30000,3000,4,12437,1
1,20,3,30000,3000,4,3876,0
2,18,7,30000,3000,3,11762,1
1,21,2,30000,3000,3,10028,1
2,25,3,30000,3000,3,5208,0
1,25,4,30000,3000,3,8320,0
2,21,2,30000,3000,4,4799,0
1,25,4,30000,3000,1,9790,1
1,19,1,30000,3000,4,11928,1
2,21,2,30000,3000,3,9214,1
2,25,6,30000,3000,1,9427,1
2,24,3,30000,3000,2,12546,1
1,24,7,30000,3000,3,6145,0
2,24,1,30000,3000,1,9400,1
2,20,7,30000,3000,2,12562,1
2,24,1,30000,3000,4,8046,0
2,18,7,30000,3000,1,3838,0
1,23,5,30000,3000,1,6243,0
1,18,3,30000,3000,1,4118,0
1,20,8,30000,3000,1,13713,1
1,24,8,30000,3000,3,11209,1
1,25,3,30000,3000,3,13020,1
1,21,6,30000,3000,4,13438,1
2,18,3,30000,3000,4,5126,0
1,20,3,30000,3000,2,11473,1
1,20,3,30000,3000,3,9299,1
1,24,1,30000,3000,3,10971,1
1,19,3,30000,3000,1,7454,0
1,22,5,30000,3000,3,5827,0
2,23,5,30000,3000,3,5729,0
2,21,3,30000,3000,4,5459,0
1,24,6,30000,3000,2,8307,0
1,23,7,30000,3000,1,12389,1
1,24,6,30000,3000,1,10251,1
2,18,7,30000,3000,2,6067,0
2,20,3,30000,3000,4,6974,0
2,24,7,30000,3000,1,3839,0
2,22,8,30000,3000,3,7024,0
2,19,3,30000,3000,3,4349,0
2,23,8,30000,3000,2,7900,0
1,23,5,30000,3000,1,12436,1
1,23,1,30000,3000,3,8961,1
1,22,8,30000,3000,2,10851,1
1,25,2,30000,3000,3,7982,0
2,22,3,30000,3000,4,3130,0
2,25,2,30000,3000,4,10500,1
2,24,5,30000,3000,2,3032,0
2,18,7,30000,3000,2,9467,1
2,21,6,30000,3000,2,13398,1
1,24,2,30000,3000,4,5851,0
2,22,6,30000,3000,4,8195,0
1,20,5,30000,3000,2,4772,0
2,25,2,30000,3000,4,6057,0
1,20,8,30000,3000,2,12154,1
2,21,7,30000,3000,4,6805,0
1,19,5,30000,3000,2,10957,1
1,24,2,30000,3000,3,7949,0
2,18,6,30000,3000,4,4870,0
2,22,8,30000,3000,3,12509,1
2,20,2,30000,3000,2,11629,1
2,23,3,30000,3000,4,11695,1
1,20,8,30000,3000,1,12478,1
1,24,6,30000,3000,3,11153,1
1,23,6,30000,3000,3,10725,1
2,18,6,30000,3000,1,3897,0
1,20,3,30000,3000,2,12242,1
1,19,7,30000,3000,2,11180,1
1,19,6,30000,3000,4,7414,0
2,21,5,30000,3000,4,9678,1
2,22,3,30000,3000,3,9974,1
1,23,5,30000,3000,1,5020,0
1,21,7,30000,3000,2,10797,1
1,18,6,30000,3000,2,12773,1
1,21,2,30000,3000,1,6037,0
2,19,5,30000,3000,1,8128,0
1,23,6,30000,3000,1,4536,0
1,23,8,30000,3000,1,10163,1
2,21,2,30000,3000,1,8868,1
1,25,4,30000,3000,2,5516,0
2,21,5,30000,3000,3,5385,0
1,23,6,30000,3000,4,6650,0
1,25,1,30000,3000,4,12356,1
2,23,8,30000,3000,2,12025,1
2,20,8,30000,3000,2,8710,1
2,19,5,30000,3000,3,5365,0
2,25,3,30000,3000,1,6046,0
2,25,6,30000,3000,4,3726,0
1,21,6,30000,3000,2,9062,1
2,25,4,30000,3000,1,9821,1
2,22,8,30000,3000,1,10811,1
1,20,7,30000,3000,4,4130,0
2,22,6,30000,3000,2,5623,0
1,24,4,30000,3000,2,9103,1
1,20,6,30000,3000,2,13253,1
2,21,7,30000,3000,3,13574,1
2,19,4,30000,3000,3,4219,0
1,18,1,30000,3000,3,10038,1
2,24,1,30000,3000,3,5491,0
1,18,5,30000,3000,3,11090,1
1,22,4,30000,3000,4,5947,0
1,20,5,30000,3000,4,10326,1
1,22,3,30000,3000,2,12976,1
2,21,2,30000,3000,3,13225,1
2,24,6,30000,3000,2,5407,0
1,25,4,30000,3000,4,11618,1
1,20,7,30000,3000,2,13305,1
2,18,5,30000,3000,3,10646,1
2,19,3,30000,3000,3,9071,1
2,20,1,30000,3000,1,12464,1
2,18,6,30000,3000,3,7168,0
1,22,6,30000,3000,4,13184,1
2,24,2,30000,3000,3,9354,1
1,19,4,30000,3000,1,4933,0
1,18,7,30000,3000,4,7326,0
1,20,2,30000,3000,3,8357,1
2,19,3,30000,3000,4,9743,1
1,20,2,30000,3000,3,8442,1
1,20,7,30000,3000,3,8199,0
1,19,5,30000,3000,1,6683,0
1,20,3,30000,3000,1,12252,1
1,24,2,30000,3000,3,8013,0
1,22,1,30000,3000,4,12118,1
2,22,4,30000,3000,4,7048,0
2,25,7,30000,3000,1,3822,0
2,19,5,30000,3000,4,6347,0
1,25,1,30000,3000,3,9092,1
1,22,5,30000,3000,3,4762,0
2,19,1,30000,3000,2,10650,1
1,18,6,30000,3000,4,3924,0
2,19,7,30000,3000,2,7257,0
2,19,6,30000,3000,1,13264,1
1,22,6,30000,3000,2,4650,0
1,21,8,30000,3000,1,13397,1
2,22,3,30000,3000,1,8312,0
1,21,4,30000,3000,2,13809,1
2,24,5,30000,3000,2,9819,1
2,20,7,30000,3000,2,10833,1
2,24,7,30000,3000,1,4824,0
1,18,7,30000,3000,1,5523,0
2,25,3,30000,3000,4,13620,1
2,24,6,30000,3000,1,12426,1
2,19,8,30000,3000,3,13058,1
2,23,1,30000,3000,3,6591,0
1,19,8,30000,3000,1,3255,0
1,20,3,30000,3000,2,11373,1
2,24,4,30000,3000,2,5058,0
2,18,2,30000,3000,4,7767,0
2,20,4,30000,3000,4,3814,0
2,25,6,30000,3000,1,12777,1
2,20,5,30000,3000,2,6786,0
1,25,2,30000,3000,3,11605,1
2,25,3,30000,3000,4,6737,0
2,20,8,30000,3000,3,5878,0
2,21,6,30000,3000,4,6195,0
1,24,2,30000,3000,2,5862,0
2,22,4,30000,3000,1,4969,0
1,24,8,30000,3000,4,11118,1
2,22,4,30000,3000,3,5806,0
1,20,5,30000,3000,4,3720,0
2,19,6,30000,3000,4,6457,0
1,18,6,30000,3000,2,8953,1
2,21,3,30000,3000,3,4536,0
2,24,5,30000,3000,1,5029,0
1,24,5,30000,3000,4,10217,1
2,19,1,30000,3000,1,11105,1
2,18,3,30000,3000,4,3604,0
2,25,1,30000,3000,2,11889,1
1,25,7,30000,3000,3,11997,1
1,22,7,30000,3000,4,3331,0
2,20,3,30000,3000,4,6165,0
2,19,8,30000,3000,3,9037,1
2,19,1,30000,3000,1,11233,1
2,25,6,30000,3000,3,4692,0
2,22,6,30000,3000,1,3050,0
1,18,1,30000,3000,1,6201,0
2,21,5,30000,3000,2,13139,1
1,21,8,30000,3000,1,5287,0
2,21,6,30000,3000,3,10638,1
1,19,6,30000,3000,2,3126,0
1,20,7,30000,3000,3,7459,0
2,23,7,30000,3000,3,8223,0
1,20,4,30000,3000,4,8167,0
1,18,5,30000,3000,4,13472,1
1,22,1,30000,3000,1,3723,0
2,21,3,30000,3000,1,12103,1
1,21,2,30000,3000,3,6188,0
1,18,3,30000,3000,3,5938,0
2,25,5,30000,3000,4,10795,1
1,22,5,30000,3000,1,11915,1
1,21,5,30000,3000,3,13248,1
2,22,1,30000,3000,3,6987,0
1,19,7,30000,3000,1,5560,0
2,25,1,30000,3000,2,13743,1
1,25,3,30000,3000,1,5384,0
1,21,8,30000,3000,4,12936,1
2,18,6,30000,3000,1,8272,0
1,18,1,30000,3000,3,12619,1
2,22,4,30000,3000,3,10548,1
1,20,5,30000,3000,3,4644,0
1,19,4,30000,3000,3,6015,0
1,22,7,30000,3000,1,6226,0
1,22,1,30000,3000,1,7857,0
1,20,3,30000,3000,3,8124,0
1,23,3,30000,3000,2,12988,1
2,19,7,30000,3000,2,7285,0
2,18,4,30000,3000,1,8468,1
1,23,2,30000,3000,3,9064,1
1,21,8,30000,3000,3,11094,1
2,19,4,30000,3000,4,13388,1
2,23,6,30000,3000,1,5960,0
1,20,5,30000,3000,1,5749,0
1,24,3,30000,3000,3,12854,1
1,20,8,30000,3000,1,13769,1
1,19,1,30000,3000,1,12714,1
1,23,2,30000,3000,2,11143,1
2,24,7,30000,3000,3,7923,0
1,21,3,30000,3000,4,13183,1
2,23,4,30000,3000,1,8923,1
2,22,5,30000,3000,2,3639,0
2,23,4,30000,3000,3,12699,1
2,24,1,30000,3000,3,10254,1
1,25,4,30000,3000,3,10934,1
2,24,1,30000,3000,4,9082,1
2,20,1,30000,3000,2,4083,0
1,25,1,30000,3000,2,10479,1
1,23,4,30000,3000,1,8833,1
2,19,8,30000,3000,4,12676,1
1,18,2,30000,3000,1,5128,0
2,21,6,30000,3000,1,13302,1
2,25,5,30000,3000,4,9303,1
2,19,4,30000,3000,2,6972,0
1,25,5,30000,3000,3,4159,0
2,20,4,30000,3000,2,4655,0
2,18,6,30000,3000,4,7607,0
1,23,5,30000,3000,2,9580,1
1,20,1,30000,3000,3,8981,1
2,24,2,30000,3000,4,9637,1
1,24,1,30000,3000,2,9229,1
1,22,2,30000,3000,1,9401,1
1,20,6,30000,3000,1,5675,0
1,21,3,30000,3000,2,6487,0
2,23,6,30000,3000,1,8811,1
1,18,6,30000,3000,3,9542,1
1,25,3,30000,3000,2,10391,1
1,25,1,30000,3000,1,7299,0
1,25,5,30000,3000,1,11852,1
1,21,6,30000,3000,3,4370,0
1,24,8,30000,3000,2,8229,0
1,18,8,30000,3000,1,5534,0
1,21,1,30000,3000,2,4951,0
1,24,8,30000,3000,2,4201,0
1,20,5,30000,3000,4,11868,1
1,24,5,30000,3000,4,11574,1
1,21,2,30000,3000,1,4102,0
2,21,1,30000,3000,2,13129,1
2,23,7,30000,3000,3,13906,1
2,23,7,30000,3000,1,6474,0
1,21,6,30000,3000,4,9519,1
1,21,5,30000,3000,1,7307,0
2,25,8,30000,3000,2,4065,0
1,21,3,30000,3000,4,12310,1
1,22,8,30000,3000,1,13475,1
2,19,7,30000,3000,4,3991,0
1,23,8,30000,3000,1,7436,0
2,20,5,30000,3000,2,3935,0
1,22,1,30000,3000,1,10457,1
2,23,5,30000,3000,2,9666,1
1,20,3,30000,3000,2,6674,0
2,23,8,30000,3000,1,13906,1
2,19,4,30000,3000,4,8357,1
1,19,1,30000,3000,4,6180,0
2,25,6,30000,3000,1,3374,0
2,24,6,30000,3000,4,9122,1
1,25,7,30000,3000,4,6306,0
2,19,6,30000,3000,4,6796,0
2,21,1,30000,3000,1,6178,0
1,25,8,30000,3000,4,4997,0
1,24,5,30000,3000,4,11298,1
2,18,6,30000,3000,3,8406,1
1,18,5,30000,3000,2,11122,1
2,25,5,30000,3000,2,3285,0
2,22,5,30000,3000,1,9067,1
1,19,3,30000,3000,3,6922,0
1,22,2,30000,3000,3,4398,0
1,21,7,30000,3000,3,3026,0
1,22,4,30000,3000,4,11543,1
2,20,8,30000,3000,3,11501,1
1,21,1,30000,3000,4,7616,0
1,25,2,30000,3000,4,5296,0
2,24,5,30000,3000,2,13883,1
1,24,1,30000,3000,3,6436,0
1,22,8,30000,3000,3,4417,0
1,19,4,30000,3000,3,12359,1
2,24,7,30000,3000,2,12132,1
2,21,8,30000,3000,1,7413,0
2,18,5,30000,3000,1,9177,1
1,18,6,30000,3000,3,12507,1
1,21,7,30000,3000,4,7500,0
2,22,8,30000,3000,1,8004,0
2,24,8,30000,3000,1,10033,1
2,25,1,30000,3000,3,4157,0
2,25,6,30000,3000,1,11830,1
1,19,2,30000,3000,1,11192,1
2,21,2,30000,3000,4,7724,0
1,20,2,30000,3000,2,3439,0
1,23,5,30000,3000,3,4415,0
1,22,5,30000,3000,4,5591,0
2,21,8,30000,3000,4,13081,1
2,22,5,30000,3000,4,7017,0
1,18,7,30000,3000,1,13832,1
2,21,6,30000,3000,1,5551,0
2,21,6,30000,3000,2,12435,1
1,20,8,30000,3000,2,12658,1
2,24,7,30000,3000,4,4836,0
1,21,6,30000,3000,4,6069,0
1,23,6,30000,3000,4,8741,1
1,21,6,30000,3000,4,10126,1
2,22,6,30000,3000,3,9036,1
1,19,8,30000,3000,3,10207,1
1,18,1,30000,3000,4,8955,1
2,20,6,30000,3000,4,8915,1
1,24,6,30000,3000,3,7863,0
1,20,3,30000,3000,1,13528,1
2,19,7,30000,3000,3,10658,1
1,24,5,30000,3000,4,9183,1
2,19,3,30000,3000,4,3463,0
2,23,4,30000,3000,2,8151,0
2,19,3,30000,3000,2,8096,0
2,22,8,30000,3000,4,10633,1
1,25,7,30000,3000,1,7718,0
1,24,5,30000,3000,3,9552,1
2,20,6,30000,3000,3,7046,0
1,18,4,30000,3000,1,13768,1
1,21,3,30000,3000,3,7260,0
1,25,1,30000,3000,2,3524,0
2,18,4,30000,3000,4,8597,1
1,18,5,30000,3000,3,11048,1
2,22,3,30000,3000,1,8891,1
2,22,3,30000,3000,4,6622,0
2,25,6,30000,3000,1,9558,1
2,24,4,30000,3000,1,8561,1
1,18,2,30000,3000,3,4604,0
2,18,8,30000,3000,4,12725,1
2,22,5,30000,3000,3,3427,0
1,24,3,30000,3000,1,6576,0
2,25,3,30000,3000,2,6141,0
1,22,6,30000,3000,1,13033,1
1,22,2,30000,3000,3,6812,0
2,21,3,30000,3000,4,11632,1
1,23,1,30000,3000,4,13596,1
2,23,6,30000,3000,4,5404,0
1,18,8,30000,3000,4,9050,1
1,20,5,30000,3000,1,10429,1
2,23,1,30000,3000,2,13485,1
1,18,8,30000,3000,4,9970,1
2,22,4,30000,3000,4,5182,0
2,20,2,30000,3000,2,8330,0
1,21,6,30000,3000,3,3959,0
2,18,3,30000,3000,3,8991,1
2,25,2,30000,3000,1,8885,1
1,21,6,30000,3000,1,3527,0
2,19,2,30000,3000,2,7171,0
2,22,7,30000,3000,1,13874,1
1,22,4,30000,3000,2,9218,1
1,25,8,30000,3000,1,3782,0
2,21,2,30000,3000,2,11508,1
1,22,7,30000,3000,1,3183,0
2,24,6,30000,3000,1,11028,1
1,23,4,30000,3000,4,11800,1
1,25,3,30000,3000,1,10520,1
2,18,2,30000,3000,3,12388,1
2,22,7,30000,3000,4,11450,1
2,21,7,30000,3000,3,3825,0
2,23,7,30000,3000,4,5308,0
1,18,6,30000,3000,3,4517,0
2,23,3,30000,3000,1,8216,0
1,22,3,30000,3000,2,7846,0
1,22,8,30000,3000,4,12027,1
2,24,7,30000,3000,2,5726,0
1,25,8,30000,3000,1,3056,0
2,25,1,30000,3000,1,9883,1
2,22,3,30000,3000,1,3517,0
2,18,3,30000,3000,4,5775,0
1,23,2,30000,3000,1,12267,1
1,24,6,30000,3000,4,11397,1
1,20,5,30000,3000,1,12111,1
1,18,7,30000,3000,2,10913,1
1,25,8,30000,3000,4,7116,0
1,21,3,30000,3000,1,13030,1
2,18,6,30000,3000,4,10037,1
1,24,7,30000,3000,2,11078,1
1,18,4,30000,3000,4,7997,0
1,23,2,30000,3000,4,4435,0
2,18,2,30000,3000,1,13846,1
2,24,1,30000,3000,3,4922,0
1,20,8,30000,3000,2,12033,1
1,23,3,30000,3000,3,7084,0
2,25,4,30000,3000,2,7384,0
2,21,4,30000,3000,4,10208,1
1,19,2,30000,3000,1,4888,0
1,22,3,30000,3000,2,3995,0
1,22,8,30000,3000,4,4029,0
1,23,2,30000,3000,3,13130,1
2,25,2,30000,3000,1,12504,1
2,21,2,30000,3000,3,9339,1
2,20,2,30000,3000,4,11545,1
1,21,2,30000,3000,4,10729,1
2,19,3,30000,3000,1,12880,1
1,19,3,30000,3000,2,12096,1
1,19,8,30000,3000,3,5369,0
2,21,4,30000,3000,1,9300,1
1,25,8,30000,3000,3,5074,0
2,22,3,30000,3000,4,9320,1
1,22,3,30000,3000,3,7888,0
1,23,8,30000,3000,2,5462,0
1,19,7,30000,3000,3,8310,0
2,19,5,30000,3000,4,6149,0
2,24,8,30000,3000,4,7452,0
1,19,6,30000,3000,4,12209,1
1,24,4,30000,3000,1,4805,0
1,20,5,30000,3000,3,4319,0
1,22,1,30000,3000,1,9056,1
2,24,6,30000,3000,1,8046,0
2,22,3,30000,3000,1,5665,0
2,23,1,30000,3000,2,6230,0
2,19,7,30000,3000,4,4322,0
2,24,2,30000,3000,1,7849,0
2,22,6,30000,3000,3,9521,1
1,18,6,30000,3000,3,8178,0
2,23,4,30000,3000,4,3164,0
2,22,5,30000,3000,1,13848,1
2,25,5,30000,3000,3,8722,1
1,22,1,30000,3000,4,5271,0
2,21,5,30000,3000,2,8789,1
2,23,5,30000,3000,4,10368,1
2,19,4,30000,3000,3,6871,0
2,22,2,30000,3000,2,3521,0
1,20,7,30000,3000,4,6331,0
2,24,6,30000,3000,1,6455,0
1,22,1,30000,3000,3,8597,1
2,20,2,30000,3000,1,3851,0
2,21,4,30000,3000,1,10360,1
2,23,2,30000,3000,3,3450,0
1,21,3,30000,3000,1,10200,1
2,22,6,30000,3000,3,3937,0
2,24,4,30000,3000,3,11044,1
2,19,7,30000,3000,1,4321,0
2,25,2,30000,3000,4,9101,1
1,22,7,30000,3000,2,8754,1
1,22,1,30000,3000,2,4674,0
1,21,4,30000,3000,2,13921,1
1,21,6,30000,3000,1,13500,1
1,19,8,30000,3000,1,7556,0
2,20,4,30000,3000,4,3228,0
1,18,4,30000,3000,3,13237,1
1,18,1,30000,3000,3,6602,0
1,19,3,30000,3000,2,12230,1
1,21,4,30000,3000,4,3457,0
1,22,8,30000,3000,3,5828,0
2,24,1,30000,3000,2,6467,0
1,24,1,30000,3000,3,6607,0
1,18,3,30000,3000,3,13386,1
2,23,7,30000,3000,2,13172,1
1,24,3,30000,3000,1,10857,1
2,24,7,30000,3000,2,5316,0
1,24,2,30000,3000,4,4836,0
1,18,4,30000,3000,4,12497,1
1,18,6,30000,3000,3,8853,1
1,19,5,30000,3000,4,9546,1
1,19,3,30000,3000,4,8522,1
2,25,3,30000,3000,2,5225,0
1,25,3,30000,3000,2,11990,1
1,22,7,30000,3000,3,3209,0
1,20,1,30000,3000,2,10627,1
1,21,2,30000,3000,4,3787,0
1,18,8,30000,3000,4,12200,1
2,22,8,30000,3000,2,11222,1
1,22,6,30000,3000,1,3538,0
2,24,1,30000,3000,3,11909,1
1,18,6,30000,3000,4,10434,1
1,21,5,30000,3000,2,4116,0
1,19,2,30000,3000,3,5116,0
2,21,1,30000,3000,1,13024,1
2,20,8,30000,3000,1,10006,1
2,25,1,30000,3000,1,13141,1
1,18,5,30000,3000,3,5103,0
2,18,8,30000,3000,3,4107,0
1,23,8,30000,3000,3,11292,1
1,24,3,30000,3000,4,5105,0
2,20,8,30000,3000,1,7160,0
1,20,8,30000,3000,2,3219,0
2,19,8,30000,3000,1,10007,1
2,24,6,30000,3000,3,3813,0
1,24,2,30000,3000,2,12716,1
2,21,3,30000,3000,4,11362,1
2,23,6,30000,3000,3,6379,0
1,25,6,30000,3000,2,6538,0
1,23,6,30000,3000,3,9524,1
2,22,8,30000,3000,4,10517,1
2,25,2,30000,3000,4,11349,1
2,23,6,30000,3000,1,3835,0
2,24,3,30000,3000,1,8463,1
2,22,4,30000,3000,4,5928,0
2,24,5,30000,3000,1,13215,1
1,21,1,30000,3000,1,5500,0
2,19,1,30000,3000,1,13412,1
2,18,7,30000,3000,4,13107,1
1,22,4,30000,3000,4,13249,1
2,25,6,30000,3000,1,8040,0
2,23,4,30000,3000,4,3565,0
1,24,8,30000,3000,1,4268,0
2,25,8,30000,3000,1,7703,0
1,19,1,30000,3000,4,10519,1
2,19,2,30000,3000,2,6296,0
2,18,6,30000,3000,3,4387,0
2,18,8,30000,3000,2,13211,1
1,23,1,30000,3000,3,13280,1
1,19,6,30000,3000,4,9738,1
2,19,1,30000,3000,1,11626,1
1,21,3,30000,3000,1,13206,1
1,18,4,30000,3000,4,11357,1
2,18,3,30000,3000,1,5927,0
1,22,1,30000,3000,4,10142,1
1,24,8,30000,3000,4,5507,0
2,25,7,30000,3000,1,11684,1
1,25,3,30000,3000,4,4648,0
2,23,8,30000,3000,4,7299,0
1,20,5,30000,3000,2,9781,1
2,23,8,30000,3000,3,11351,1
2,22,1,30000,3000,3,8841,1
2,25,1,30000,3000,1,4087,0
1,19,7,30000,3000,3,13098,1
1,21,8,30000,3000,2,9983,1
2,23,7,30000,3000,1,5225,0
1,24,4,30000,3000,2,6250,0
2,19,3,30000,3000,1,13254,1
2,24,6,30000,3000,1,9545,1
1,25,8,30000,3000,1,11200,1
2,18,1,30000,3000,4,13220,1
2,24,1,30000,3000,1,7505,0
1,23,2,30000,3000,2,3957,0
1,25,4,30000,3000,1,9171,1
1,18,6,30000,3000,3,6369,0
