Gender,Age,City,Tuition,Signup,Grades,ParentWage,CanAfford,ScholarshipGrades,SchGrAfford,Competence,SchGrComAfford,Rural,SchGrRuAfford,SchGrRuComAfford
Female,19,Azilal,30000,3000,TresBien,11882,,,,,,,,
Female,24,Khouribga,30000,3000,TresBien,13941,,,,,,,,
Male,24,FqihBenSalah,30000,3000,Bien,18229,,,,,,,,
Male,18,Rural,30000,3000,TresBien,12046,,,,,,,,
Male,23,Rural,30000,3000,Moyenne,15601,,,,,,,,
Male,19,BeniMellal,30000,3000,Bien,19775,,,,,,,,
Female,22,Azilal,30000,3000,,9428,,,,,,,,
Female,19,FqihBenSalah,30000,3000,TresBien,4485,,,,,,,,
Male,24,FqihBenSalah,30000,3000,TresBien,17389,,,,,,,,
Female,19,Tadla,30000,3000,Passable,10875,,,,,,,,
Male,23,FqihBenSalah,30000,3000,Moyenne,18128,,,,,,,,
Male,25,Tadla,30000,3000,,15499,,,,,,,,
Female,23,Rural,30000,3000,Passable,9112,,,,,,,,
Female,22,Azilal,30000,3000,,5501,,,,,,,,
Male,20,Ouedzem,30000,3000,Bien,11365,,,,,,,,
Male,25,FqihBenSalah,30000,3000,Passable,10727,,,,,,,,
Male,21,Khenifra,30000,3000,Passable,10966,,,,,,,,
Female,20,Ouedzem,30000,3000,Moyenne,14838,,,,,,,,
Female,23,Rural,30000,3000,Bien,16465,,,,,,,,
Female,22,Rural,30000,3000,TresBien,11249,,,,,,,,
Female,23,Rural,30000,3000,Moyenne,9010,,,,,,,,
Female,25,BeniMellal,30000,3000,Bien,14685,,,,,,,,
Female,20,Tadla,30000,3000,Passable,18336,,,,,,,,
Female,18,Azilal,30000,3000,Bien,7860,,,,,,,,
Male,18,Rural,30000,3000,TresBien,8715,,,,,,,,
Female,24,Khenifra,30000,3000,Passable,5848,,,,,,,,
Female,21,Khouribga,30000,3000,TresBien,7315,,,,,,,,
Female,21,Azilal,30000,3000,Moyenne,3259,,,,,,,,
Male,20,Rural,30000,3000,Moyenne,5719,,,,,,,,
Male,19,Azilal,30000,3000,Moyenne,9945,,,,,,,,
Female,21,Khenifra,30000,3000,Moyenne,12740,,,,,,,,
Male,19,Ouedzem,30000,3000,Passable,5522,,,,,,,,
Male,21,FqihBenSalah,30000,3000,Bien,9071,,,,,,,,
Male,21,Khouribga,30000,3000,,13393,,,,,,,,
Male,24,Rural,30000,3000,Bien,4756,,,,,,,,
Male,23,Khenifra,30000,3000,Moyenne,14776,,,,,,,,
Male,20,Ouedzem,30000,3000,,14589,,,,,,,,
Female,20,Khouribga,30000,3000,Passable,18364,,,,,,,,
Female,23,FqihBenSalah,30000,3000,Moyenne,17200,,,,,,,,
Female,24,Azilal,30000,3000,,5957,,,,,,,,
Male,19,Azilal,30000,3000,Bien,17106,,,,,,,,
Female,20,BeniMellal,30000,3000,Passable,3701,,,,,,,,
Male,25,Khouribga,30000,3000,,16964,,,,,,,,
Male,25,Ouedzem,30000,3000,Bien,6071,,,,,,,,
Male,23,Tadla,30000,3000,Bien,17233,,,,,,,,
Male,21,Khouribga,30000,3000,Moyenne,18353,,,,,,,,
Female,21,BeniMellal,30000,3000,Passable,17375,,,,,,,,
Male,21,Azilal,30000,3000,Passable,18679,,,,,,,,
Female,24,Rural,30000,3000,TresBien,13535,,,,,,,,
Male,21,Khenifra,30000,3000,,7053,,,,,,,,
Male,18,BeniMellal,30000,3000,,17649,,,,,,,,
Male,20,Azilal,30000,3000,,15353,,,,,,,,
Female,25,BeniMellal,30000,3000,Passable,4257,,,,,,,,
Female,25,Ouedzem,30000,3000,Passable,7058,,,,,,,,
Female,22,Khenifra,30000,3000,,12541,,,,,,,,
Female,21,Ouedzem,30000,3000,Moyenne,3556,,,,,,,,
Male,20,Khenifra,30000,3000,Bien,11869,,,,,,,,
Male,21,BeniMellal,30000,3000,Bien,13057,,,,,,,,
Male,20,BeniMellal,30000,3000,Bien,8772,,,,,,,,
Female,24,Khenifra,30000,3000,Moyenne,13473,,,,,,,,
Male,20,Khenifra,30000,3000,Passable,10031,,,,,,,,
Female,20,Ouedzem,30000,3000,,12001,,,,,,,,
Male,22,Khouribga,30000,3000,Bien,6033,,,,,,,,
Male,23,Azilal,30000,3000,Passable,18549,,,,,,,,
Female,18,Khenifra,30000,3000,TresBien,17088,,,,,,,,
Male,21,Rural,30000,3000,TresBien,14247,,,,,,,,
Female,24,Tadla,30000,3000,,11521,,,,,,,,
Male,22,FqihBenSalah,30000,3000,,12818,,,,,,,,
Female,21,Tadla,30000,3000,Moyenne,16293,,,,,,,,
Male,24,Ouedzem,30000,3000,,16255,,,,,,,,
Male,21,BeniMellal,30000,3000,TresBien,5245,,,,,,,,
Female,21,FqihBenSalah,30000,3000,Moyenne,7462,,,,,,,,
Female,22,Rural,30000,3000,Moyenne,5705,,,,,,,,
Female,24,Rural,30000,3000,TresBien,18422,,,,,,,,
Male,20,BeniMellal,30000,3000,TresBien,11421,,,,,,,,
Female,23,Rural,30000,3000,Moyenne,7330,,,,,,,,
Male,24,BeniMellal,30000,3000,Bien,18398,,,,,,,,
Male,20,Rural,30000,3000,TresBien,13200,,,,,,,,
Male,19,Khenifra,30000,3000,,13827,,,,,,,,
Female,22,Ouedzem,30000,3000,Bien,10996,,,,,,,,
Female,19,Khenifra,30000,3000,Passable,16993,,,,,,,,
Male,25,Rural,30000,3000,TresBien,10069,,,,,,,,
Male,25,Ouedzem,30000,3000,,11589,,,,,,,,
Male,22,FqihBenSalah,30000,3000,TresBien,15762,,,,,,,,
Female,19,Khouribga,30000,3000,Bien,14363,,,,,,,,
Male,24,BeniMellal,30000,3000,Bien,13834,,,,,,,,
Male,18,Khenifra,30000,3000,Bien,3968,,,,,,,,
Male,22,Tadla,30000,3000,,3467,,,,,,,,
Male,24,Ouedzem,30000,3000,,6794,,,,,,,,
Female,25,Ouedzem,30000,3000,,17838,,,,,,,,
Female,21,FqihBenSalah,30000,3000,,13774,,,,,,,,
Female,25,FqihBenSalah,30000,3000,Passable,17136,,,,,,,,
Male,22,Rural,30000,3000,TresBien,10661,,,,,,,,
Male,21,Ouedzem,30000,3000,TresBien,13218,,,,,,,,
Female,22,Khouribga,30000,3000,TresBien,3232,,,,,,,,
Male,19,Tadla,30000,3000,,15199,,,,,,,,
Male,23,Khouribga,30000,3000,Passable,3731,,,,,,,,
Male,18,Rural,30000,3000,Bien,18001,,,,,,,,
Female,24,Azilal,30000,3000,,6962,,,,,,,,
Female,25,FqihBenSalah,30000,3000,Bien,4463,,,,,,,,
Female,21,Tadla,30000,3000,Bien,12102,,,,,,,,
Male,23,FqihBenSalah,30000,3000,TresBien,17516,,,,,,,,
Female,22,Rural,30000,3000,Moyenne,19362,,,,,,,,
Male,18,BeniMellal,30000,3000,,19967,,,,,,,,
Male,22,Tadla,30000,3000,TresBien,13475,,,,,,,,
Male,20,Khenifra,30000,3000,,18016,,,,,,,,
Female,22,Khenifra,30000,3000,Passable,16547,,,,,,,,
Male,20,Rural,30000,3000,Bien,16544,,,,,,,,
Female,23,Khouribga,30000,3000,TresBien,8606,,,,,,,,
Female,22,FqihBenSalah,30000,3000,,6922,,,,,,,,
Male,19,BeniMellal,30000,3000,,18613,,,,,,,,
Male,22,Azilal,30000,3000,Bien,18560,,,,,,,,
Male,24,FqihBenSalah,30000,3000,Bien,4953,,,,,,,,
Female,23,FqihBenSalah,30000,3000,,12105,,,,,,,,
Female,23,Azilal,30000,3000,Passable,3931,,,,,,,,
Female,20,Ouedzem,30000,3000,Bien,9218,,,,,,,,
Female,23,Khenifra,30000,3000,Moyenne,11707,,,,,,,,
Male,19,Ouedzem,30000,3000,Passable,17024,,,,,,,,
Female,21,FqihBenSalah,30000,3000,Passable,15799,,,,,,,,
Female,22,Rural,30000,3000,Passable,5020,,,,,,,,
Female,19,Khouribga,30000,3000,Passable,14228,,,,,,,,
Female,18,Tadla,30000,3000,TresBien,17735,,,,,,,,
Male,20,Tadla,30000,3000,,18930,,,,,,,,
Male,18,Khouribga,30000,3000,TresBien,4504,,,,,,,,
Male,23,Ouedzem,30000,3000,Moyenne,10508,,,,,,,,
Male,21,Azilal,30000,3000,,7711,,,,,,,,
Male,23,Azilal,30000,3000,Moyenne,3047,,,,,,,,
Male,19,Khouribga,30000,3000,Bien,19142,,,,,,,,
Male,22,Ouedzem,30000,3000,,13092,,,,,,,,
Female,21,FqihBenSalah,30000,3000,Bien,13362,,,,,,,,
Male,20,Azilal,30000,3000,,19352,,,,,,,,
Female,24,BeniMellal,30000,3000,TresBien,5320,,,,,,,,
Male,25,BeniMellal,30000,3000,,16056,,,,,,,,
Male,24,Tadla,30000,3000,Passable,12071,,,,,,,,
Male,18,FqihBenSalah,30000,3000,,4034,,,,,,,,
Male,24,Azilal,30000,3000,Moyenne,19080,,,,,,,,
Female,20,Tadla,30000,3000,Bien,18874,,,,,,,,
Female,23,Khouribga,30000,3000,Bien,7799,,,,,,,,
Male,20,Azilal,30000,3000,Moyenne,7823,,,,,,,,
Female,25,Ouedzem,30000,3000,TresBien,10930,,,,,,,,
Female,22,FqihBenSalah,30000,3000,Moyenne,15185,,,,,,,,
Male,18,Rural,30000,3000,Passable,5097,,,,,,,,
Female,18,Ouedzem,30000,3000,Bien,6332,,,,,,,,
Male,22,Khenifra,30000,3000,TresBien,16682,,,,,,,,
Female,19,Ouedzem,30000,3000,,3582,,,,,,,,
Female,20,BeniMellal,30000,3000,TresBien,14344,,,,,,,,
Male,22,Azilal,30000,3000,Bien,13184,,,,,,,,
Male,20,Khenifra,30000,3000,Passable,12533,,,,,,,,
Male,20,Azilal,30000,3000,Bien,14245,,,,,,,,
Male,23,BeniMellal,30000,3000,TresBien,12059,,,,,,,,
Male,21,Azilal,30000,3000,,7185,,,,,,,,
Female,24,FqihBenSalah,30000,3000,,14132,,,,,,,,
Male,18,BeniMellal,30000,3000,TresBien,3502,,,,,,,,
Female,20,Ouedzem,30000,3000,Passable,5399,,,,,,,,
Male,22,Azilal,30000,3000,Passable,7087,,,,,,,,
Female,19,Ouedzem,30000,3000,Moyenne,19735,,,,,,,,
Male,18,Ouedzem,30000,3000,Bien,10880,,,,,,,,
Male,21,BeniMellal,30000,3000,,16106,,,,,,,,
Male,25,Khouribga,30000,3000,TresBien,19215,,,,,,,,
Male,19,Azilal,30000,3000,TresBien,19197,,,,,,,,
Male,24,FqihBenSalah,30000,3000,TresBien,15117,,,,,,,,
Male,18,Khouribga,30000,3000,Bien,12331,,,,,,,,
Female,23,Azilal,30000,3000,Bien,15082,,,,,,,,
Female,21,Khouribga,30000,3000,Passable,11930,,,,,,,,
Female,18,Khenifra,30000,3000,Bien,14400,,,,,,,,
Female,22,BeniMellal,30000,3000,Moyenne,8241,,,,,,,,
Male,24,FqihBenSalah,30000,3000,Moyenne,3344,,,,,,,,
Female,25,Azilal,30000,3000,TresBien,17994,,,,,,,,
Female,20,Khenifra,30000,3000,,10239,,,,,,,,
Female,21,Tadla,30000,3000,Bien,16232,,,,,,,,
Male,21,BeniMellal,30000,3000,Bien,14709,,,,,,,,
Male,20,Khenifra,30000,3000,Passable,4206,,,,,,,,
Female,19,Khenifra,30000,3000,TresBien,16204,,,,,,,,
Female,22,Tadla,30000,3000,Passable,4020,,,,,,,,
Female,24,Azilal,30000,3000,Bien,13612,,,,,,,,
Male,21,Khouribga,30000,3000,Moyenne,13542,,,,,,,,
Male,24,Azilal,30000,3000,Passable,4040,,,,,,,,
Male,19,Azilal,30000,3000,TresBien,10483,,,,,,,,
Female,19,Rural,30000,3000,Bien,14236,,,,,,,,
Female,18,Khenifra,30000,3000,,8687,,,,,,,,
Male,25,Ouedzem,30000,3000,Moyenne,13699,,,,,,,,
Male,18,Tadla,30000,3000,TresBien,18142,,,,,,,,
Male,22,Ouedzem,30000,3000,,13391,,,,,,,,
Female,23,Tadla,30000,3000,TresBien,19705,,,,,,,,
Female,24,BeniMellal,30000,3000,TresBien,16446,,,,,,,,
Female,19,Tadla,30000,3000,TresBien,13323,,,,,,,,
Female,22,FqihBenSalah,30000,3000,TresBien,15292,,,,,,,,
Male,18,BeniMellal,30000,3000,Bien,18933,,,,,,,,
Male,25,Khouribga,30000,3000,TresBien,3087,,,,,,,,
Female,22,Azilal,30000,3000,Moyenne,6152,,,,,,,,
Female,23,Ouedzem,30000,3000,Moyenne,15019,,,,,,,,
Female,24,BeniMellal,30000,3000,Passable,9367,,,,,,,,
Female,19,Azilal,30000,3000,Bien,16161,,,,,,,,
Female,19,Azilal,30000,3000,Moyenne,12048,,,,,,,,
Male,21,Khouribga,30000,3000,Moyenne,19123,,,,,,,,
Male,18,Rural,30000,3000,Bien,17109,,,,,,,,
Female,22,Khouribga,30000,3000,Moyenne,4265,,,,,,,,
Male,22,FqihBenSalah,30000,3000,TresBien,3323,,,,,,,,
Female,20,FqihBenSalah,30000,3000,Passable,17003,,,,,,,,
Male,25,Khouribga,30000,3000,Passable,8101,,,,,,,,
Male,24,Azilal,30000,3000,,3779,,,,,,,,
Male,21,Khenifra,30000,3000,Passable,10061,,,,,,,,
Female,19,Azilal,30000,3000,Moyenne,14455,,,,,,,,
Male,19,Ouedzem,30000,3000,,6321,,,,,,,,
Male,21,Khouribga,30000,3000,Passable,13606,,,,,,,,
Female,20,Rural,30000,3000,TresBien,7241,,,,,,,,
Female,22,Azilal,30000,3000,,12378,,,,,,,,
Female,20,Ouedzem,30000,3000,Passable,12566,,,,,,,,
Female,20,Azilal,30000,3000,Moyenne,10770,,,,,,,,
Male,25,BeniMellal,30000,3000,Bien,14283,,,,,,,,
Female,22,Azilal,30000,3000,TresBien,19213,,,,,,,,
Female,22,FqihBenSalah,30000,3000,Moyenne,18571,,,,,,,,
Female,25,BeniMellal,30000,3000,Bien,7630,,,,,,,,
Male,22,BeniMellal,30000,3000,,18082,,,,,,,,
Female,20,Tadla,30000,3000,Bien,7911,,,,,,,,
Male,25,Tadla,30000,3000,,12427,,,,,,,,
Female,18,BeniMellal,30000,3000,TresBien,3472,,,,,,,,
Male,19,Rural,30000,3000,Passable,7597,,,,,,,,
Female,22,Azilal,30000,3000,Moyenne,8158,,,,,,,,
Female,24,Tadla,30000,3000,Moyenne,3693,,,,,,,,
Male,24,Ouedzem,30000,3000,Passable,18310,,,,,,,,
Male,22,Khenifra,30000,3000,Bien,13709,,,,,,,,
Male,25,Ouedzem,30000,3000,Passable,16638,,,,,,,,
Male,20,Tadla,30000,3000,,8510,,,,,,,,
Female,18,FqihBenSalah,30000,3000,,15956,,,,,,,,
Female,18,Ouedzem,30000,3000,Moyenne,13014,,,,,,,,
Female,25,Azilal,30000,3000,Bien,11952,,,,,,,,
Female,25,BeniMellal,30000,3000,Passable,11349,,,,,,,,
Female,20,Khouribga,30000,3000,Moyenne,19736,,,,,,,,
Female,19,Khenifra,30000,3000,Passable,19669,,,,,,,,
Male,21,FqihBenSalah,30000,3000,Passable,5975,,,,,,,,
Female,18,Azilal,30000,3000,,12234,,,,,,,,
Female,20,FqihBenSalah,30000,3000,Passable,6369,,,,,,,,
Male,25,Rural,30000,3000,Bien,8527,,,,,,,,
Female,22,Rural,30000,3000,,11733,,,,,,,,
Female,24,FqihBenSalah,30000,3000,Moyenne,5822,,,,,,,,
Male,23,BeniMellal,30000,3000,Bien,4406,,,,,,,,
Female,21,Rural,30000,3000,Passable,6936,,,,,,,,
Female,19,Khouribga,30000,3000,Moyenne,8775,,,,,,,,
Male,25,Rural,30000,3000,Passable,12710,,,,,,,,
Female,24,Khenifra,30000,3000,,8660,,,,,,,,
Female,22,Rural,30000,3000,Bien,17472,,,,,,,,
Female,22,Ouedzem,30000,3000,Moyenne,4166,,,,,,,,
Male,25,Khenifra,30000,3000,TresBien,12767,,,,,,,,
Female,21,Khouribga,30000,3000,TresBien,9233,,,,,,,,
Female,21,FqihBenSalah,30000,3000,,9311,,,,,,,,
Male,25,Khouribga,30000,3000,Passable,14099,,,,,,,,
Male,23,Ouedzem,30000,3000,Moyenne,10250,,,,,,,,
Female,25,BeniMellal,30000,3000,Passable,12966,,,,,,,,
Female,19,BeniMellal,30000,3000,TresBien,13755,,,,,,,,
Male,20,FqihBenSalah,30000,3000,TresBien,4749,,,,,,,,
Female,19,FqihBenSalah,30000,3000,Bien,8760,,,,,,,,
Female,19,BeniMellal,30000,3000,Passable,7480,,,,,,,,
Male,18,Khouribga,30000,3000,TresBien,10774,,,,,,,,
Male,22,FqihBenSalah,30000,3000,Moyenne,9110,,,,,,,,
Male,18,Khouribga,30000,3000,Passable,15135,,,,,,,,
Male,21,Tadla,30000,3000,Moyenne,19105,,,,,,,,
Female,18,Khouribga,30000,3000,TresBien,17171,,,,,,,,
Male,18,Khenifra,30000,3000,Moyenne,14480,,,,,,,,
Female,20,Ouedzem,30000,3000,,14226,,,,,,,,
Male,19,Khenifra,30000,3000,,7555,,,,,,,,
Male,18,Ouedzem,30000,3000,Moyenne,17341,,,,,,,,
Male,21,Azilal,30000,3000,Bien,15114,,,,,,,,
Male,25,Tadla,30000,3000,,5735,,,,,,,,
Male,18,Khouribga,30000,3000,Passable,17715,,,,,,,,
Female,19,BeniMellal,30000,3000,Bien,9544,,,,,,,,
Male,19,Rural,30000,3000,Moyenne,10189,,,,,,,,
Male,24,Khouribga,30000,3000,Moyenne,15522,,,,,,,,
Male,21,Ouedzem,30000,3000,,18537,,,,,,,,
Female,23,Khenifra,30000,3000,Moyenne,13376,,,,,,,,
Female,23,Ouedzem,30000,3000,,4305,,,,,,,,
Female,21,FqihBenSalah,30000,3000,,9077,,,,,,,,
Male,20,BeniMellal,30000,3000,,11439,,,,,,,,
Male,20,Rural,30000,3000,Bien,17624,,,,,,,,
Female,20,Khouribga,30000,3000,Moyenne,9341,,,,,,,,
Female,21,FqihBenSalah,30000,3000,Passable,4413,,,,,,,,
Female,22,Ouedzem,30000,3000,Passable,17312,,,,,,,,
Male,25,Khenifra,30000,3000,,9876,,,,,,,,
Male,20,Tadla,30000,3000,TresBien,4255,,,,,,,,
Male,22,FqihBenSalah,30000,3000,,15303,,,,,,,,
Female,18,Ouedzem,30000,3000,Moyenne,8706,,,,,,,,
Female,25,Rural,30000,3000,Bien,19332,,,,,,,,
Female,23,Ouedzem,30000,3000,Moyenne,4370,,,,,,,,
Female,24,Azilal,30000,3000,Passable,4097,,,,,,,,
Female,20,Azilal,30000,3000,Bien,17214,,,,,,,,
Female,25,Azilal,30000,3000,,8703,,,,,,,,
Male,25,Ouedzem,30000,3000,Moyenne,9158,,,,,,,,
Female,23,Azilal,30000,3000,Passable,19954,,,,,,,,
Female,25,Rural,30000,3000,TresBien,6489,,,,,,,,
Female,18,Khenifra,30000,3000,Moyenne,5285,,,,,,,,
Male,19,Khouribga,30000,3000,Bien,6824,,,,,,,,
Male,23,FqihBenSalah,30000,3000,Passable,10785,,,,,,,,
Female,22,Khenifra,30000,3000,Bien,13975,,,,,,,,
Male,23,Rural,30000,3000,,6361,,,,,,,,
Male,20,Rural,30000,3000,,5445,,,,,,,,
Female,22,Khenifra,30000,3000,TresBien,17584,,,,,,,,
Male,25,Ouedzem,30000,3000,,8476,,,,,,,,
Female,20,Khouribga,30000,3000,,15494,,,,,,,,
Male,21,FqihBenSalah,30000,3000,TresBien,18284,,,,,,,,
Male,22,Rural,30000,3000,Passable,16353,,,,,,,,
Female,19,FqihBenSalah,30000,3000,TresBien,17766,,,,,,,,
Male,18,FqihBenSalah,30000,3000,Bien,16377,,,,,,,,
Female,18,FqihBenSalah,30000,3000,,9420,,,,,,,,
Female,23,Tadla,30000,3000,TresBien,8434,,,,,,,,
Female,23,FqihBenSalah,30000,3000,TresBien,15139,,,,,,,,
Female,22,Khouribga,30000,3000,Passable,18746,,,,,,,,
Male,22,BeniMellal,30000,3000,,11224,,,,,,,,
Female,23,Rural,30000,3000,Bien,19104,,,,,,,,
Male,19,Ouedzem,30000,3000,Moyenne,18809,,,,,,,,
Female,21,Tadla,30000,3000,Bien,6494,,,,,,,,
Male,24,Ouedzem,30000,3000,Moyenne,13789,,,,,,,,
Female,20,BeniMellal,30000,3000,TresBien,3766,,,,,,,,
Female,18,FqihBenSalah,30000,3000,Moyenne,10267,,,,,,,,
Male,18,Khouribga,30000,3000,,6177,,,,,,,,
Female,19,FqihBenSalah,30000,3000,Moyenne,5280,,,,,,,,
Female,19,FqihBenSalah,30000,3000,TresBien,11312,,,,,,,,
Male,19,Khenifra,30000,3000,Bien,19135,,,,,,,,
Female,24,BeniMellal,30000,3000,Moyenne,17389,,,,,,,,
Female,21,Khouribga,30000,3000,Passable,16139,,,,,,,,
Female,21,Azilal,30000,3000,,13246,,,,,,,,
Female,24,Ouedzem,30000,3000,Passable,13127,,,,,,,,
Male,22,Ouedzem,30000,3000,TresBien,11935,,,,,,,,
Male,25,Khenifra,30000,3000,Passable,19698,,,,,,,,
Male,25,Rural,30000,3000,TresBien,19203,,,,,,,,
Female,19,BeniMellal,30000,3000,Passable,15071,,,,,,,,
Female,21,Tadla,30000,3000,Bien,5150,,,,,,,,
Female,25,FqihBenSalah,30000,3000,Moyenne,11570,,,,,,,,
Female,25,Khouribga,30000,3000,Moyenne,9277,,,,,,,,
Male,22,Rural,30000,3000,,14834,,,,,,,,
Male,18,Azilal,30000,3000,TresBien,11928,,,,,,,,
Female,24,Azilal,30000,3000,Bien,4492,,,,,,,,
Female,20,Tadla,30000,3000,Passable,16557,,,,,,,,
Female,24,BeniMellal,30000,3000,,12003,,,,,,,,
Female,18,Khenifra,30000,3000,,5566,,,,,,,,
Male,18,Azilal,30000,3000,,19416,,,,,,,,
Male,23,Rural,30000,3000,Bien,19700,,,,,,,,
Male,22,Khenifra,30000,3000,Bien,15899,,,,,,,,
Male,25,BeniMellal,30000,3000,,17996,,,,,,,,
Male,21,Tadla,30000,3000,TresBien,11570,,,,,,,,
Male,18,BeniMellal,30000,3000,Passable,13217,,,,,,,,
Male,18,BeniMellal,30000,3000,Moyenne,9035,,,,,,,,
Male,25,FqihBenSalah,30000,3000,,18938,,,,,,,,
Female,18,Khouribga,30000,3000,Bien,9336,,,,,,,,
Male,22,Khouribga,30000,3000,,5845,,,,,,,,
Female,21,FqihBenSalah,30000,3000,Bien,17684,,,,,,,,
Female,18,Azilal,30000,3000,,7333,,,,,,,,
Male,20,BeniMellal,30000,3000,TresBien,9803,,,,,,,,
Male,19,Khenifra,30000,3000,Bien,14628,,,,,,,,
Female,19,Khenifra,30000,3000,Bien,10148,,,,,,,,
Male,21,Ouedzem,30000,3000,Passable,4522,,,,,,,,
Male,22,Rural,30000,3000,Moyenne,5702,,,,,,,,
Male,22,Tadla,30000,3000,Bien,15938,,,,,,,,
Female,23,FqihBenSalah,30000,3000,Bien,13715,,,,,,,,
Female,25,Ouedzem,30000,3000,Passable,6857,,,,,,,,
Male,18,FqihBenSalah,30000,3000,TresBien,15207,,,,,,,,
Male,24,Rural,30000,3000,Moyenne,4446,,,,,,,,
Female,24,Khouribga,30000,3000,Bien,15316,,,,,,,,
Female,22,Rural,30000,3000,Passable,16532,,,,,,,,
Female,23,BeniMellal,30000,3000,TresBien,17657,,,,,,,,
Female,20,Rural,30000,3000,TresBien,12736,,,,,,,,
Male,18,Ouedzem,30000,3000,,13420,,,,,,,,
Male,18,Khouribga,30000,3000,Passable,7142,,,,,,,,
Female,22,Ouedzem,30000,3000,Bien,14440,,,,,,,,
Male,21,Azilal,30000,3000,Moyenne,6205,,,,,,,,
Male,21,FqihBenSalah,30000,3000,Passable,4374,,,,,,,,
Male,20,Khouribga,30000,3000,Bien,17956,,,,,,,,
Female,24,Khouribga,30000,3000,Passable,13897,,,,,,,,
Male,21,Azilal,30000,3000,Moyenne,14114,,,,,,,,
Female,25,Khenifra,30000,3000,,5745,,,,,,,,
Male,24,Azilal,30000,3000,Bien,19624,,,,,,,,
Female,25,Ouedzem,30000,3000,TresBien,9676,,,,,,,,
Female,22,Azilal,30000,3000,TresBien,14928,,,,,,,,
Male,21,Rural,30000,3000,,15267,,,,,,,,
Female,21,Ouedzem,30000,3000,Moyenne,18913,,,,,,,,
Male,19,FqihBenSalah,30000,3000,,18777,,,,,,,,
Male,23,Khouribga,30000,3000,Bien,14204,,,,,,,,
Male,19,BeniMellal,30000,3000,Moyenne,5217,,,,,,,,
Male,19,Tadla,30000,3000,Moyenne,4260,,,,,,,,
Female,21,FqihBenSalah,30000,3000,Bien,3140,,,,,,,,
Female,24,BeniMellal,30000,3000,TresBien,13383,,,,,,,,
Female,20,Azilal,30000,3000,Passable,7886,,,,,,,,
Female,25,Tadla,30000,3000,Moyenne,19510,,,,,,,,
Male,25,Ouedzem,30000,3000,,12012,,,,,,,,
Female,23,Khouribga,30000,3000,,15427,,,,,,,,
Female,21,BeniMellal,30000,3000,,10291,,,,,,,,
Female,25,Ouedzem,30000,3000,Moyenne,10762,,,,,,,,
Male,24,Tadla,30000,3000,TresBien,17451,,,,,,,,
Male,20,Azilal,30000,3000,TresBien,17731,,,,,,,,
Female,25,Khouribga,30000,3000,Bien,6968,,,,,,,,
Female,18,Rural,30000,3000,Moyenne,3109,,,,,,,,
Male,18,Tadla,30000,3000,,10536,,,,,,,,
Male,24,Azilal,30000,3000,,9854,,,,,,,,
Male,19,BeniMellal,30000,3000,Passable,12480,,,,,,,,
Male,24,Khenifra,30000,3000,Moyenne,6263,,,,,,,,
Female,22,BeniMellal,30000,3000,,9640,,,,,,,,
Male,25,FqihBenSalah,30000,3000,Bien,6968,,,,,,,,
Male,22,Khouribga,30000,3000,Moyenne,9345,,,,,,,,
Male,21,BeniMellal,30000,3000,Passable,19876,,,,,,,,
Female,19,Azilal,30000,3000,,7945,,,,,,,,
Female,19,Rural,30000,3000,Passable,5757,,,,,,,,
Female,25,FqihBenSalah,30000,3000,,8055,,,,,,,,
Female,19,Khouribga,30000,3000,TresBien,15666,,,,,,,,
Male,19,Azilal,30000,3000,Moyenne,5467,,,,,,,,
Male,20,Ouedzem,30000,3000,TresBien,19480,,,,,,,,
Male,18,Ouedzem,30000,3000,,17405,,,,,,,,
Female,22,Khenifra,30000,3000,Moyenne,12198,,,,,,,,
Male,25,Tadla,30000,3000,Passable,9699,,,,,,,,
Female,24,Khouribga,30000,3000,Moyenne,7995,,,,,,,,
Male,21,BeniMellal,30000,3000,TresBien,8608,,,,,,,,
Female,24,Ouedzem,30000,3000,Bien,12816,,,,,,,,
Female,19,Khenifra,30000,3000,Passable,5436,,,,,,,,
Female,21,Khenifra,30000,3000,Passable,6420,,,,,,,,
Male,24,Rural,30000,3000,,8254,,,,,,,,
Male,24,FqihBenSalah,30000,3000,Moyenne,18391,,,,,,,,
Female,22,Khouribga,30000,3000,Moyenne,18594,,,,,,,,
Female,18,FqihBenSalah,30000,3000,,10506,,,,,,,,
Female,19,Tadla,30000,3000,TresBien,19235,,,,,,,,
Male,22,Rural,30000,3000,Passable,13160,,,,,,,,
Female,20,FqihBenSalah,30000,3000,,12558,,,,,,,,
Male,18,Khouribga,30000,3000,,19059,,,,,,,,
Male,21,Khenifra,30000,3000,Passable,11467,,,,,,,,
Female,18,Khenifra,30000,3000,Passable,18480,,,,,,,,
Male,21,Khenifra,30000,3000,Passable,18090,,,,,,,,
Female,21,Azilal,30000,3000,,13981,,,,,,,,
Female,18,Rural,30000,3000,Moyenne,6568,,,,,,,,
Female,18,Khouribga,30000,3000,Bien,4889,,,,,,,,
Male,24,FqihBenSalah,30000,3000,Moyenne,5087,,,,,,,,
Female,23,Rural,30000,3000,TresBien,6690,,,,,,,,
Female,20,Khouribga,30000,3000,Moyenne,5611,,,,,,,,
Female,22,FqihBenSalah,30000,3000,Passable,18420,,,,,,,,
Female,19,FqihBenSalah,30000,3000,Passable,18532,,,,,,,,
Male,23,Tadla,30000,3000,,4068,,,,,,,,
