gender,age,city,institution,userexperience
1,20,9,40,277
19,18,16,19,343
2,20,9,12,136
5,26,3,21,368
10,23,12,46,944
20,21,2,12,709
14,22,8,46,488
17,19,10,33,379
19,21,3,44,836
5,21,19,50,722
17,18,13,31,308
20,25,12,11,123
13,19,13,21,252
15,19,19,47,999
16,20,14,59,684
20,18,13,2,161
18,20,18,23,976
19,21,17,45,8
4,19,4,48,636
7,20,11,47,707
17,21,5,12,300
11,22,9,47,970
12,18,18,27,421
18,21,13,50,437
5,24,18,45,997
18,25,1,34,18
18,23,4,47,650
13,23,17,49,357
9,20,2,10,272
6,22,18,51,683
11,23,14,54,940
20,24,3,43,868
1,23,13,29,262
4,22,11,51,86
19,21,8,8,926
17,24,18,20,846
10,26,20,14,35
10,22,10,8,164
16,24,19,58,304
2,18,11,44,825
1,18,8,37,967
15,25,12,45,194
12,19,16,35,677
6,22,18,51,96
7,23,5,24,88
14,20,11,23,625
19,24,6,30,414
9,19,11,27,380
2,18,18,30,154
3,23,20,28,991
11,26,4,1,61
6,20,17,50,442
7,22,12,46,124
19,22,13,57,327
12,25,6,38,802
18,21,18,12,416
12,18,17,60,715
13,18,11,55,967
3,19,15,41,622
17,23,13,10,249
1,20,9,30,596
10,19,11,35,105
11,25,9,5,59
18,26,4,16,255
9,22,16,1,724
2,19,17,58,61
12,19,15,9,786
10,26,6,53,366
15,19,6,6,473
2,24,7,5,281
11,22,6,40,39
10,23,20,8,757
8,25,5,16,478
17,26,4,52,408
11,23,5,28,102
4,20,6,27,60
20,25,20,37,761
16,22,13,6,294
12,23,9,40,632
11,18,10,3,936
3,22,6,55,625
19,18,9,22,426
8,21,2,18,395
4,26,5,44,485
14,18,15,24,172
20,21,13,36,692
16,19,8,28,759
13,21,14,7,614
10,19,17,39,707
8,18,1,15,611
12,20,15,59,744
8,20,20,46,530
1,26,3,31,362
6,19,17,49,142
9,19,3,2,78
17,21,9,4,284
11,25,17,56,520
4,21,17,27,512
12,20,10,1,389
8,20,13,6,966
18,18,20,13,878
11,22,13,14,749
3,19,16,26,930
8,24,4,18,211
8,25,6,53,955
6,22,13,20,798
1,24,19,47,697
9,18,18,56,998
3,22,7,19,368
18,20,2,50,696
15,19,1,27,624
5,21,2,41,131
20,21,2,59,793
7,26,4,59,346
18,22,2,10,860
1,23,18,32,753
11,20,3,7,462
18,25,1,34,689
3,20,16,24,152
17,26,13,23,692
2,24,14,35,881
11,26,7,43,76
1,24,10,60,64
9,23,8,53,284
6,22,20,28,303
3,20,7,44,498
6,24,7,10,947
3,25,12,5,739
18,20,11,30,313
12,24,4,25,268
14,24,4,14,667
10,23,7,15,483
9,21,3,9,339
11,23,8,53,346
11,19,11,34,993
11,22,18,37,550
12,21,13,35,814
3,21,14,41,18
4,26,15,14,865
17,20,6,54,478
12,22,2,17,514
1,23,16,39,311
1,20,12,13,736
6,20,6,20,98
13,25,16,43,470
13,20,12,25,291
18,18,19,33,522
16,26,18,9,195
4,24,4,52,418
6,22,20,35,300
2,18,20,10,197
14,23,1,41,762
7,21,4,12,280
17,21,7,39,636
2,26,12,35,174
20,20,9,32,33
11,22,13,7,587
10,22,13,58,506
11,18,15,27,189
12,18,20,56,124
14,18,13,2,126
13,21,12,60,425
17,22,18,11,139
19,22,18,55,726
12,25,12,19,137
1,21,9,29,404
16,19,13,29,858
10,22,5,1,895
20,23,9,30,909
11,18,10,20,80
2,23,6,40,475
1,18,11,3,233
5,20,13,18,195
5,18,4,26,743
1,21,1,43,788
15,25,4,30,333
19,24,11,8,216
12,21,1,51,149
3,19,8,13,388
16,26,19,27,203
4,23,5,31,963
6,18,8,48,174
15,20,1,18,388
13,26,8,11,726
9,21,8,9,763
3,20,13,16,756
2,24,16,49,59
5,23,5,60,749
5,19,19,58,46
10,25,6,23,707
12,22,20,2,136
19,25,18,59,822
16,20,9,21,951
17,19,16,56,576
8,19,6,30,64
9,22,12,8,455
5,25,7,26,267
20,18,15,20,502
13,18,7,23,329
18,20,3,9,672
20,24,8,1,608
3,24,17,11,146
4,25,8,25,728
6,18,15,13,687
3,26,1,48,441
11,18,11,15,389
9,19,14,9,135
9,25,11,27,822
15,25,9,11,556
13,19,17,52,364
10,18,14,30,41
19,19,19,10,230
13,25,19,38,299
20,26,4,30,336
11,21,6,5,206
16,26,10,57,128
14,24,4,12,136
5,19,17,46,14
9,20,6,18,419
5,22,16,45,459
14,23,1,25,143
15,21,9,50,618
6,26,18,33,366
1,18,19,56,247
1,24,6,41,949
19,18,1,18,563
6,19,16,47,127
11,26,8,13,60
9,25,7,26,790
15,21,7,27,257
8,24,13,3,866
8,22,6,49,243
10,21,1,10,280
18,24,1,15,667
13,21,11,12,284
5,24,20,42,15
8,21,11,28,850
8,21,1,57,4
13,19,2,48,862
8,19,11,8,453
18,21,10,12,471
20,18,19,35,219
16,26,12,21,405
9,26,3,55,136
5,25,17,20,772
11,21,1,48,201
11,26,8,3,349
12,19,4,17,788
14,21,1,59,782
13,26,6,6,66
5,23,12,2,590
20,21,20,44,245
1,26,3,54,697
14,26,9,6,537
12,26,16,31,927
19,23,7,48,342
8,25,6,17,775
18,23,8,7,169
17,23,11,18,821
13,26,6,49,401
11,22,11,36,327
16,26,5,18,485
13,25,1,6,711
5,19,12,15,477
3,25,2,51,369
17,22,1,30,479
13,26,17,32,238
16,21,11,40,415
9,21,19,35,976
9,20,1,1,486
3,23,14,56,615
1,25,20,56,67
7,20,17,14,639
10,18,18,59,472
18,18,19,4,307
13,18,19,34,790
9,24,2,33,357
18,22,7,21,705
18,25,13,8,155
17,21,19,30,928
5,23,18,29,606
10,19,3,26,538
5,24,10,17,62
16,23,13,38,699
1,25,11,42,537
12,19,17,4,162
9,20,2,29,917
5,25,2,22,145
14,23,10,34,111
10,23,19,8,457
8,18,2,14,586
13,23,11,24,244
6,22,4,22,240
18,19,15,19,439
12,22,8,48,867
1,20,8,18,973
4,21,8,43,443
5,21,20,54,571
9,21,20,39,757
14,22,10,51,176
17,23,11,34,776
6,18,10,52,32
3,23,14,6,188
14,21,2,26,506
4,24,16,30,462
9,26,17,11,660
13,24,7,21,536
13,20,19,27,47
18,21,6,43,567
15,20,2,33,327
2,19,4,47,949
16,25,4,7,103
5,21,3,42,956
18,21,14,40,816
13,25,12,49,927
13,24,11,20,597
9,24,1,22,263
14,21,12,17,86
11,25,20,38,554
7,25,16,4,90
11,18,11,54,423
10,25,10,51,214
20,20,7,52,332
1,25,6,2,892
7,18,4,2,993
8,22,16,49,648
8,25,11,36,210
14,19,1,57,420
4,23,7,53,451
8,18,15,41,942
2,26,1,6,23
17,21,12,13,140
1,26,13,25,505
20,22,9,45,703
16,26,4,13,608
14,22,13,44,751
13,24,17,3,689
14,23,15,55,385
10,23,12,18,187
18,19,6,11,798
18,22,6,5,993
14,25,7,6,714
14,23,12,14,278
3,22,9,27,271
1,25,8,19,532
20,19,16,22,302
13,26,6,26,28
20,24,2,29,878
13,20,9,56,955
9,22,1,2,694
16,19,15,15,153
4,26,17,14,792
8,18,2,46,655
8,19,13,12,713
3,23,7,30,699
20,21,7,10,606
17,20,1,31,169
18,25,8,53,3
14,20,3,17,127
4,23,2,18,172
15,26,13,58,378
4,21,19,21,806
18,25,6,28,470
2,18,18,22,847
14,25,7,1,822
1,24,4,57,241
3,20,2,37,407
20,24,19,26,190
4,23,2,58,169
4,23,14,38,220
16,19,16,3,144
4,20,14,21,451
18,22,16,15,24
10,23,1,57,303
4,25,8,51,71
12,20,1,25,75
9,19,3,29,76
6,19,1,7,967
20,21,11,13,803
8,26,11,1,641
10,20,12,5,977
1,25,19,60,400
5,26,19,16,792
16,25,17,2,792
14,21,9,38,658
10,22,19,33,682
13,23,4,54,456
12,19,1,9,175
8,23,3,46,126
19,24,7,24,407
10,24,10,34,941
15,25,11,20,415
1,19,2,57,747
13,25,4,2,457
4,19,5,56,356
7,25,13,41,436
11,25,20,28,448
5,24,10,54,898
16,25,19,6,70
8,26,8,41,85
15,26,5,41,727
20,23,16,35,456
2,23,3,43,8
13,20,14,14,764
12,24,1,57,652
9,22,8,48,399
8,23,7,24,892
4,24,16,13,88
7,25,18,5,869
19,20,19,9,596
2,20,18,3,294
10,20,2,34,887
1,21,18,44,420
20,22,2,50,273
8,21,19,37,17
14,19,19,23,171
20,23,20,17,668
2,26,13,14,627
11,26,1,25,847
7,22,19,12,108
9,23,16,32,978
9,18,14,58,216
11,22,10,51,983
16,22,3,19,597
18,21,15,58,46
6,23,9,31,970
13,24,7,4,388
9,19,3,8,715
1,19,12,46,127
17,19,8,59,278
12,19,1,10,257
12,21,14,12,346
20,24,15,24,866
12,22,8,4,961
5,24,13,18,417
5,19,4,51,782
13,19,19,36,475
20,19,17,16,112
4,24,6,38,218
3,25,8,12,649
12,26,18,57,131
14,25,9,35,823
7,18,6,28,774
9,24,13,56,682
3,18,10,16,439
4,21,6,19,733
13,25,3,39,162
19,26,1,46,699
17,25,10,11,794
1,22,7,30,104
13,19,16,38,643
7,18,1,29,470
8,21,9,39,683
7,24,8,25,756
13,25,2,56,304
14,20,5,25,40
7,26,12,51,287
10,22,20,50,966
10,19,14,40,551
7,21,6,48,385
8,20,8,23,823
8,25,4,8,500
8,19,7,15,811
5,23,18,34,311
15,21,7,34,929
11,20,9,3,1000
13,20,6,26,268
20,22,7,6,988
7,24,20,42,39
1,26,5,60,690
11,19,7,17,651
12,23,3,31,374
20,19,6,16,391
12,21,14,8,91
9,22,12,8,923
9,22,12,17,765
19,19,15,29,167
12,19,20,36,637
9,18,11,59,370
16,19,5,48,724
11,18,7,22,857
7,24,2,33,570
14,21,20,2,617
3,19,17,6,400
5,22,2,60,53
11,20,9,33,688
2,20,1,24,735
20,22,17,8,14
6,18,18,6,869
18,24,5,2,794
4,18,9,33,231
14,21,13,26,728
15,23,13,45,914
2,23,9,31,129
18,22,4,21,214
2,23,17,28,926
15,23,17,12,997
15,25,17,20,416
10,26,5,9,744
3,23,4,3,204
17,22,17,3,525
2,23,16,22,239
1,24,15,28,807
11,25,16,7,930
20,19,3,53,418
13,26,11,37,464
6,18,18,60,317
3,26,18,39,269
20,26,10,9,42
8,26,16,33,280
7,20,20,17,349
4,23,20,55,494
2,24,4,10,118
8,20,4,9,537
6,26,3,54,9
19,20,6,39,211
1,21,1,48,664
12,21,9,29,424
16,26,9,46,879
2,24,10,46,629
17,24,9,43,806
15,21,18,17,596
20,25,6,25,201
12,20,19,43,698
19,24,11,21,79
1,22,15,56,657
11,26,6,9,338
8,20,5,29,955
5,19,6,29,233
16,20,7,38,807
15,18,4,48,728
6,24,13,35,420
17,19,3,20,791
7,26,10,21,235
11,21,13,6,543
13,23,14,1,436
20,21,6,36,591
8,23,4,33,656
3,22,9,33,33
10,20,5,24,737
10,23,18,14,957
20,23,17,41,680
13,25,14,35,647
4,24,17,37,90
6,26,16,14,3
13,21,9,16,633
11,25,19,23,906
13,18,13,43,983
7,26,4,36,391
2,23,2,58,230
7,25,20,30,793
17,24,18,9,653
7,19,9,56,426
6,21,6,30,218
19,20,17,28,679
11,22,1,52,3
1,21,18,12,4
2,24,4,53,918
14,18,12,58,293
4,20,7,45,278
10,25,3,45,854
7,22,10,45,102
20,25,13,47,273
19,18,19,1,946
16,19,19,46,35
19,26,12,14,923
11,19,1,15,662
20,25,10,45,736
4,26,20,14,716
15,22,19,59,853
7,18,5,18,9
19,24,1,45,982
9,19,20,8,680
5,23,12,35,30
8,21,11,51,80
5,20,6,49,451
18,24,9,16,760
20,25,10,26,193
5,26,5,39,705
16,23,6,39,391
4,26,13,41,260
15,20,11,39,843
17,23,11,11,249
7,24,18,45,658
16,19,20,49,995
10,25,12,21,905
8,21,18,31,786
19,21,7,27,78
4,18,5,41,301
8,25,13,59,556
17,20,7,12,951
15,20,10,46,835
10,19,8,50,957
6,22,15,42,917
9,18,5,10,566
17,20,4,40,864
17,24,14,2,927
1,18,18,11,606
7,22,18,21,87
7,23,11,38,186
6,21,18,1,417
10,22,20,15,292
4,24,20,19,505
11,20,7,60,37
8,25,19,52,669
19,26,15,60,983
2,22,17,45,973
3,26,20,8,4
6,20,8,16,315
2,18,15,17,327
2,25,5,47,215
18,25,9,31,423
18,20,14,55,165
18,24,5,38,560
12,19,1,32,796
8,19,11,47,58
19,26,1,33,578
20,20,12,7,688
16,20,4,3,28
6,22,1,14,273
3,21,8,37,77
17,19,6,17,432
11,22,1,52,173
18,25,17,3,371
1,22,19,17,726
4,20,14,14,806
4,22,9,10,44
20,21,6,34,627
19,25,8,37,21
4,19,1,26,792
7,21,14,60,136
18,21,18,5,70
18,25,5,52,940
3,23,12,40,750
4,21,6,59,534
11,21,8,1,635
10,22,10,16,534
2,18,5,43,409
6,20,3,21,900
1,25,20,12,116
17,18,13,38,796
6,21,1,45,798
16,24,6,50,771
3,23,2,37,285
17,22,1,1,537
13,22,6,16,307
19,22,16,15,188
19,26,4,11,376
18,18,1,19,248
8,19,20,38,470
15,20,2,48,165
18,20,17,37,762
11,25,11,46,841
16,21,18,40,929
16,22,3,9,941
17,22,17,17,506
7,21,7,49,404
14,22,3,29,450
2,19,8,50,134
20,22,11,52,702
12,26,5,57,805
20,24,18,46,956
20,18,19,1,163
19,25,8,9,124
14,18,20,12,854
17,26,11,38,496
17,26,9,11,430
11,23,7,13,62
19,24,10,15,210
7,23,20,60,480
4,22,16,7,656
6,22,19,12,891
9,25,7,57,726
18,18,10,21,446
4,19,9,31,255
2,22,9,3,558
9,20,17,44,594
4,20,16,29,554
20,25,16,40,987
6,26,9,54,215
5,18,19,47,121
8,18,9,34,895
15,20,19,27,456
1,21,14,3,810
17,24,2,22,618
7,26,12,43,336
2,24,7,53,135
1,23,15,5,890
7,22,19,23,804
6,25,1,17,824
18,26,17,26,409
12,20,13,37,262
17,26,7,32,920
17,21,8,29,590
1,18,5,19,795
10,18,3,54,781
9,18,6,47,313
2,20,5,26,625
10,19,2,38,829
3,20,17,28,298
2,26,20,33,872
16,22,19,26,455
7,24,14,19,34
5,23,11,18,618
14,22,15,35,904
18,22,14,11,705
7,24,1,12,766
20,25,4,55,463
10,21,4,12,235
18,19,13,39,575
11,20,5,40,338
13,19,20,29,350
15,23,18,12,878
18,23,4,24,595
6,20,14,9,940
13,23,15,56,122
3,21,20,33,895
11,20,4,40,479
19,22,10,36,283
16,19,18,19,270
9,22,3,10,285
11,26,9,58,772
9,21,16,15,792
4,23,12,20,153
12,23,2,25,241
9,25,16,10,677
17,18,20,41,276
18,21,18,30,858
7,18,2,28,180
17,20,15,60,411
17,26,6,10,936
8,23,4,37,311
15,19,10,53,543
2,24,7,12,646
6,24,10,30,417
18,24,2,21,962
6,24,6,50,60
5,18,16,15,661
17,19,20,15,148
16,23,17,12,737
3,25,18,19,965
17,22,12,2,771
7,22,20,55,525
5,20,3,34,415
9,26,15,8,281
18,26,19,13,129
3,19,8,30,634
18,24,19,42,56
19,22,9,49,1000
14,22,11,20,158
16,22,7,45,414
12,24,11,7,419
14,21,3,31,829
20,18,8,5,836
9,20,19,8,957
17,18,8,8,761
16,26,11,5,25
1,22,6,13,849
13,25,5,43,397
1,23,19,45,682
16,23,11,41,747
4,23,12,26,124
9,26,11,40,513
7,26,11,35,888
20,19,6,6,333
14,25,15,31,742
6,18,3,25,764
8,22,16,57,690
9,25,14,17,177
17,21,20,7,711
7,19,8,43,782
12,22,20,39,185
13,25,7,14,839
17,25,3,7,521
17,19,15,54,805
3,19,9,16,441
10,20,7,8,794
18,25,9,19,513
15,20,11,21,704
1,26,6,52,415
12,20,15,29,276
2,18,13,38,866
10,22,2,22,210
3,22,12,44,668
14,26,14,44,715
14,21,10,7,746
5,22,20,48,841
17,21,16,24,243
1,23,8,56,944
17,21,20,57,982
12,24,17,51,543
9,21,10,44,982
1,18,12,12,61
2,21,8,44,705
10,25,7,5,105
7,21,14,29,913
4,19,20,52,793
16,18,3,46,578
15,22,7,33,656
12,20,20,7,958
11,24,17,20,170
17,24,17,24,72
17,19,19,53,685
17,22,12,49,288
17,22,9,1,676
1,19,7,33,999
14,24,16,35,727
1,19,9,37,256
15,26,18,47,146
20,24,13,38,202
20,19,19,48,257
15,24,1,17,164
16,23,14,10,951
20,20,2,60,800
15,20,15,27,865
19,26,15,54,781
9,19,5,13,355
14,23,18,45,757
11,24,4,18,349
3,22,4,52,155
2,24,17,33,154
17,22,1,41,17
15,21,12,17,99
19,26,9,20,398
14,23,12,32,916
7,22,12,22,611
19,23,12,54,113
4,20,2,39,514
3,21,14,23,813
17,20,20,39,547
5,25,8,52,726
6,20,6,21,408
13,20,9,11,361
14,21,2,17,817
20,21,4,55,613
5,24,17,21,371
9,22,1,15,123
6,22,3,48,454
9,23,9,43,602
5,21,2,22,174
19,24,20,1,735
15,18,1,13,349
7,25,20,59,70
5,21,11,1,740
2,18,2,8,721
18,26,6,19,122
6,23,16,21,136
3,20,2,54,896
20,24,8,35,934
1,26,14,31,173
10,22,19,28,91
1,22,12,38,736
7,21,5,42,33
11,24,2,25,299
10,20,18,60,363
4,26,6,49,339
17,21,16,1,770
11,23,9,43,582
7,23,3,24,221
14,20,5,21,557
16,21,15,52,470
8,25,4,36,323
2,18,4,9,644
4,18,11,1,48
13,20,9,36,975
2,19,16,23,127
10,21,15,51,738
1,26,17,37,783
8,24,11,24,174
16,26,4,29,658
3,25,15,38,238
5,26,20,22,369
13,21,6,23,215
17,21,18,15,426
11,26,4,7,49
15,25,11,26,370
16,18,4,27,419
1,23,8,9,698
12,21,3,13,570
17,25,19,22,945
6,22,12,27,591
16,19,12,22,810
20,21,9,10,705
8,23,9,55,989
2,23,15,17,394
14,18,14,15,733
14,20,13,56,949
11,23,18,3,61
10,25,2,10,891
7,20,11,2,729
20,21,5,21,597
17,21,19,19,855
10,23,1,57,791
17,18,1,32,813
7,19,18,49,101
19,21,1,7,299
2,24,17,4,654
7,25,1,28,57
7,24,12,53,51
11,24,19,42,724
15,21,6,52,757
7,19,20,44,481
17,19,9,11,246
10,22,18,30,341
2,25,12,19,761
9,24,15,46,918
9,21,20,35,382
1,22,6,56,209
18,19,2,47,777
1,19,5,53,55
19,18,6,44,608
5,21,1,22,501
9,25,9,36,371
14,18,8,34,804
17,18,13,40,882
16,24,14,37,541
7,18,16,56,147
12,26,20,15,931
14,21,1,46,875
9,23,20,8,916
17,26,14,42,797
2,19,3,40,992
6,18,11,27,10
3,21,20,19,872
14,18,12,48,709
5,26,18,19,88
15,19,6,49,230
10,18,9,2,250
14,26,3,49,768
3,24,20,42,892
17,24,13,59,988
1,20,15,33,599
13,23,19,6,513
1,26,17,43,678
17,21,17,42,311
19,24,3,29,676
15,23,19,36,498
16,26,16,4,217
8,18,20,16,789
19,23,17,3,382
20,19,2,57,341
13,19,10,46,207
17,23,3,6,763
10,18,12,26,215
8,25,20,6,677
10,19,18,35,499
12,19,7,27,793
7,22,9,12,172
6,20,14,6,715
18,26,7,10,109
3,23,18,9,195
3,22,16,19,343
15,18,6,40,892
12,18,6,17,843
6,21,13,35,37
6,20,14,11,825
18,18,4,55,382
1,26,16,45,327
3,20,12,28,44
2,21,12,57,624
12,24,8,25,869
17,18,12,55,889
8,24,5,9,130
1,24,6,55,595
7,23,12,33,335
16,21,10,57,758
2,18,6,31,231
16,25,6,10,731
4,25,5,26,328
19,23,6,41,493
18,26,15,55,589
15,24,11,45,696
15,21,17,58,322
7,25,11,34,959
7,25,13,12,810
15,19,8,29,260
8,20,9,36,878
15,26,10,27,748
9,24,11,7,979
7,19,10,32,397
6,20,16,57,994
11,18,10,12,253
20,19,13,41,937
2,22,13,54,344
2,20,13,2,134
9,22,8,35,1000
10,20,16,33,141
9,21,19,54,223
8,24,4,3,452
10,19,14,35,506
5,20,9,18,644
15,23,7,30,227
13,19,13,42,452
5,25,4,46,993
2,26,17,17,219
16,23,3,23,727
4,24,20,5,573
8,19,3,56,762
3,18,16,33,35
2,26,17,28,984
5,18,7,9,739
17,18,20,8,460
17,26,8,40,937
6,19,19,48,850
6,25,13,47,87
6,18,15,43,956
15,25,5,22,7
8,24,6,32,612
14,22,17,5,366
6,25,5,1,944
2,19,12,18,509
4,25,6,17,797
9,19,14,13,973
7,18,2,51,877
13,26,7,9,394
15,26,19,10,75
17,20,9,34,395
1,20,9,39,199
20,23,13,12,211
6,24,11,48,604
9,23,9,34,374
15,19,16,41,827
3,26,1,59,811
18,22,20,9,400
18,26,18,1,476
19,24,8,40,813
18,20,7,53,398
19,22,9,52,528
13,26,13,18,631
4,25,2,3,395
12,19,7,52,789
5,24,14,29,727
3,20,12,13,479
20,19,6,52,333
7,18,4,48,324
10,26,18,16,301
16,26,6,1,438
11,21,18,6,721
18,22,16,31,629
8,22,20,13,945
2,18,10,39,479
11,19,20,52,890
20,18,8,18,139
9,18,6,24,746
12,18,3,20,602
9,20,8,40,794
10,19,17,55,243
4,26,3,6,641
4,24,3,57,63
14,25,3,16,355
2,22,10,9,72
10,25,16,21,668
14,18,14,49,841
18,24,7,51,436
18,22,8,25,963
11,19,15,37,490
17,19,10,23,442
19,23,13,59,748
6,23,7,33,498
12,18,16,31,571
12,26,10,51,178
14,19,17,57,969
19,24,14,1,762
13,24,3,31,156
11,19,5,12,749
13,20,18,30,467
6,25,5,39,813
11,19,9,54,984
1,19,15,20,544
18,21,2,9,681
2,19,11,19,612
4,24,13,19,311
7,18,9,16,590
5,22,20,43,511
7,25,8,24,119
9,22,2,42,408
19,25,20,23,760
14,19,17,37,313
19,19,16,60,796
4,19,1,25,844
7,23,6,19,662
20,20,5,6,1
11,22,9,55,394
19,25,6,45,341
20,19,20,55,742
17,20,11,15,656
14,25,3,14,257
20,18,14,19,40
8,24,5,33,782
10,20,1,28,592
1,20,18,12,649
12,26,3,41,984
13,24,17,36,914
9,18,15,32,565
14,18,1,36,702
8,21,8,6,280
17,20,12,58,391
16,23,13,11,746
6,18,3,30,26
9,21,5,1,853
20,19,4,43,595
19,22,10,25,482
17,22,17,40,937
14,20,18,34,213
3,18,7,22,871
11,22,10,13,823
3,26,20,14,780
7,23,13,49,261
17,21,10,57,149
6,21,19,59,43
7,22,18,54,45
17,26,16,24,329
9,20,8,11,942
4,26,13,28,222
7,26,10,48,10
2,24,18,10,72
8,19,2,13,333
15,24,1,3,558
18,22,12,50,623
14,22,3,56,48
16,20,6,2,174
1,22,20,31,741
14,20,14,16,716
6,20,19,27,283
20,24,14,10,728
20,25,3,29,689
11,21,3,38,123
20,25,17,48,619
2,23,20,41,957
1,20,6,24,785
11,23,18,18,630
5,19,6,2,406
4,26,8,35,262
15,18,10,11,3
6,18,6,60,477
8,22,14,21,911
9,23,2,18,82
8,25,7,57,274
11,22,4,41,824
11,19,20,3,584
10,20,3,44,120
11,21,7,55,156
8,21,11,53,27
18,26,18,1,938
10,24,11,53,194
8,24,16,32,327
19,25,1,26,881
8,18,19,50,982
19,20,1,29,627
1,20,19,44,848
2,18,3,49,934
13,25,4,3,322
3,24,15,9,163
3,18,17,18,996
18,25,15,45,296
15,25,16,26,742
14,22,3,10,419
19,22,18,26,668
8,21,15,43,305
7,25,14,57,242
7,18,6,45,321
17,23,8,53,62
18,18,16,57,740
17,22,5,39,751
20,20,19,40,166
2,23,18,23,156
5,23,8,54,266
15,24,13,4,365
18,18,20,55,543
8,26,6,11,768
17,22,1,16,213
5,26,5,51,969
5,18,10,17,452
17,24,14,16,968
10,22,16,8,279
10,23,7,18,17
8,18,7,56,979
13,24,14,29,521
5,26,11,34,755
3,26,15,41,76
12,19,5,43,583
8,18,8,42,456
13,21,10,3,292
17,24,8,4,298
20,20,10,31,163
2,25,8,8,502
18,21,9,49,211
19,23,13,19,901
10,21,9,7,327
2,22,12,39,465
17,25,4,30,851
3,21,11,46,941
7,24,17,25,876
12,25,7,14,533
11,23,17,17,251
7,25,20,49,539
17,23,15,36,530
12,19,3,48,747
13,20,10,55,478
11,26,15,4,128
13,23,8,29,436
8,25,12,32,400
5,24,1,54,928
14,26,16,17,974
15,21,16,22,863
12,19,9,54,141
9,20,1,60,65
20,24,18,2,804
5,20,10,60,867
12,25,1,8,39
14,20,6,21,364
20,18,8,58,608
9,21,4,52,567
5,24,9,23,95
8,21,10,12,206
3,24,12,59,994
2,22,4,19,569
5,21,11,53,891
6,21,17,40,831
14,25,6,17,561
1,23,17,19,370
4,24,6,13,762
2,18,5,5,822
16,26,15,22,738
20,23,8,39,489
16,26,3,44,9
3,20,12,41,775
19,25,1,35,824
16,19,11,28,780
9,21,15,27,330
14,26,8,51,979
5,23,3,38,433
12,25,15,30,680
1,21,13,18,241
14,19,8,37,306
20,18,2,15,812
5,21,6,5,801
18,22,18,26,610
15,24,17,13,768
12,24,6,38,75
6,23,3,26,780
16,22,17,17,373
20,18,20,41,250
1,18,6,31,318
14,20,18,23,837
9,21,10,16,764
7,18,9,11,139
20,21,9,45,926
9,19,18,31,42
6,21,10,47,926
8,26,1,21,190
14,22,12,16,942
11,24,2,35,940
4,24,20,36,805
8,21,18,35,733
13,24,18,6,782
3,24,14,52,66
13,21,4,48,942
3,19,10,20,245
6,25,2,40,476
16,25,16,56,93
3,24,4,58,981
10,18,6,9,552
20,18,14,14,656
6,24,13,28,264
4,22,11,19,72
19,19,10,59,141
8,19,20,44,609
1,26,7,54,689
17,20,9,17,275
8,23,8,29,362
19,21,4,53,177
17,25,17,52,365
10,20,6,26,957
17,23,13,57,185
14,23,19,4,940
19,23,16,29,217
10,23,14,39,350
12,22,7,32,717
13,25,19,49,293
12,18,4,56,799
18,23,5,27,617
20,24,6,36,983
20,26,6,11,52
19,24,3,36,422
10,26,10,30,355
13,25,10,25,344
14,18,9,7,857
9,25,9,37,274
10,22,10,31,671
12,25,4,14,621
13,21,12,42,169
10,18,6,3,150
15,19,14,30,45
20,23,20,33,685
2,22,18,51,803
15,26,7,10,131
5,24,6,3,66
9,24,8,14,296
1,26,6,57,596
5,24,19,42,534
4,22,19,22,244
14,21,13,20,720
8,20,17,57,456
5,19,1,21,933
17,19,2,5,817
7,21,3,1,226
2,26,19,12,573
17,26,13,49,663
17,20,4,43,805
8,19,7,27,537
8,21,11,16,791
16,22,5,3,816
5,25,18,31,818
13,26,3,8,679
10,22,20,35,662
10,22,2,9,804
10,22,7,30,640
19,21,2,40,633
18,22,2,36,205
5,20,2,51,11
10,24,7,43,2
11,22,13,46,676
8,22,6,56,749
15,21,7,49,246
16,23,6,43,805
20,18,9,48,164
19,19,19,2,836
4,20,2,31,606
8,24,6,41,528
14,24,14,5,204
15,21,8,13,693
5,26,13,35,583
12,19,5,59,165
17,22,12,37,492
12,22,3,3,156
13,25,13,8,456
19,26,11,26,876
8,25,5,39,121
8,20,5,30,364
15,20,10,3,190
3,24,1,48,783
3,19,7,58,919
13,26,19,38,906
14,22,8,13,615
10,18,2,39,405
15,26,6,29,936
15,25,9,49,427
6,23,14,60,801
6,22,11,18,222
17,24,8,15,883
3,20,16,12,285
19,24,7,5,271
9,20,16,30,206
14,21,5,42,623
14,23,5,13,779
2,18,15,59,655
14,24,4,30,482
17,22,3,33,753
1,20,17,28,631
17,18,3,46,819
10,18,14,51,545
6,20,17,13,490
1,23,2,28,825
4,26,16,12,83
19,25,2,45,391
4,22,10,55,766
17,19,8,53,364
7,26,16,16,16
2,24,9,53,310
17,19,10,17,612
3,23,2,13,774
15,20,4,59,404
10,23,7,48,383
17,25,16,57,45
9,26,18,57,590
15,20,16,41,916
15,21,5,24,245
9,22,19,44,239
9,21,10,32,832
15,25,16,24,599
5,23,4,25,724
8,24,19,30,151
20,21,13,20,35
3,20,18,18,333
11,25,10,2,468
4,18,17,8,664
15,26,15,10,998
19,23,8,18,747
17,18,1,57,741
12,26,19,40,684
13,25,20,37,539
12,25,8,22,371
1,26,12,9,402
1,23,10,30,30
19,25,8,30,217
15,19,12,7,223
9,24,9,28,300
