wage,costliving,gender,age,branch,userexperience,city,competence,merite
4949,1786,2,20,2,56,2,3,3
7740,1997,1,19,1,79,5,2,1
14089,1817,2,18,1,59,6,3,4
8618,1421,1,19,2,60,6,3,2
8712,791,2,19,2,86,6,3,4
6316,1495,2,19,2,82,3,3,4
6249,1279,1,18,1,21,5,2,1
14842,1300,2,20,1,42,2,1,4
9246,1480,2,18,1,54,2,3,2
6013,1349,2,19,1,30,1,3,3
10974,636,2,21,1,40,5,4,3
4570,1406,2,21,2,68,5,2,4
13535,661,1,19,1,17,4,1,1
8243,1374,1,21,1,91,1,4,1
13393,2062,1,19,1,86,5,3,1
8288,1959,1,19,2,15,6,1,3
10017,1249,2,17,2,87,4,4,4
10498,1087,2,17,2,66,6,2,4
12265,1274,1,18,2,34,2,4,4
11273,1990,2,21,1,9,6,3,3
11014,1001,2,18,2,82,4,3,2
11298,896,1,18,2,18,1,4,3
10122,935,2,19,2,97,3,4,3
9181,1168,1,21,2,18,3,2,1
10228,704,2,18,2,71,1,4,2
9426,1657,2,18,2,62,1,1,4
13549,1677,1,19,1,55,5,3,1
8422,1788,1,21,2,89,2,4,1
6173,1109,2,20,1,45,2,1,4
8665,1222,1,18,2,40,6,4,3
4854,1182,2,21,1,65,6,4,3
4002,1286,2,20,1,76,6,1,2
5137,1726,2,21,2,62,3,3,4
8907,1594,2,18,2,13,3,1,4
7549,1587,1,18,1,84,3,3,4
4327,719,2,17,1,88,1,4,3
6608,913,2,17,1,15,4,4,1
7069,985,2,21,2,33,5,3,1
14740,1566,2,18,1,16,4,2,1
14793,1361,1,19,2,48,3,4,1
11997,1945,1,17,2,51,6,2,4
4146,1725,1,19,1,25,6,4,2
6533,748,1,19,1,17,1,4,3
4598,1442,1,17,1,82,4,4,1
14536,1156,1,18,1,46,1,1,3
12428,1075,2,18,1,38,6,1,4
8052,649,1,17,2,91,2,1,4
14453,1133,2,19,1,28,1,4,2
10162,754,1,20,1,24,1,1,2
4900,2049,2,17,2,28,2,3,1
9944,1960,1,21,2,57,3,3,4
8768,1554,2,17,2,29,3,2,2
11303,1479,1,20,2,16,3,1,4
14646,1420,2,18,1,14,1,4,2
5530,1901,2,20,1,61,1,3,3
10097,1037,1,19,2,61,6,3,2
10236,935,2,17,1,5,2,4,2
13954,1931,2,19,2,84,6,4,3
9605,1213,1,21,2,35,1,4,4
4046,631,2,18,2,49,1,4,2
10334,1577,1,21,1,27,2,1,2
14155,1317,1,19,1,16,1,1,3
7126,808,2,20,1,20,5,4,1
12807,1551,1,19,2,12,2,1,4
14241,1495,2,19,2,82,1,3,4
14313,1872,1,19,2,88,2,4,4
4327,1693,1,20,1,35,1,2,4
12734,880,1,17,1,79,2,4,2
9269,863,1,17,2,96,4,3,4
6817,780,2,21,2,35,1,1,2
9660,693,1,17,1,83,1,3,4
4765,1045,1,21,1,29,5,1,2
7204,752,1,18,2,69,3,1,4
5732,1491,2,21,1,65,6,3,2
6484,1678,1,19,1,97,4,1,3
6912,1292,1,21,2,58,5,1,3
8439,2035,2,17,2,15,4,2,4
4170,660,1,20,2,81,6,1,2
12530,1986,2,20,1,39,6,2,1
7780,843,1,17,2,57,4,3,3
8673,1082,2,19,2,52,4,2,2
13879,1276,2,21,2,48,6,1,1
10851,1153,1,21,1,22,3,1,3
4556,1495,1,18,2,12,1,3,4
11677,1957,2,19,2,34,3,2,3
13559,1343,1,21,2,2,5,4,1
7825,1954,2,17,1,51,4,3,1
7578,1970,1,19,1,22,1,3,3
7569,1729,2,17,2,65,4,1,1
11613,1888,2,19,2,82,2,2,4
6566,1663,1,21,2,57,2,3,4
12197,2086,2,17,2,5,4,4,1
6206,1120,2,21,1,88,5,3,4
9034,1245,1,17,2,43,3,1,3
9630,1617,2,17,2,32,3,1,2
9536,1582,2,21,1,54,3,1,2
11288,1477,2,20,2,87,3,2,4
4365,1393,2,19,2,40,1,4,4
12053,1912,1,18,2,39,1,1,3
9606,1453,1,18,1,69,5,3,2
11687,766,1,17,2,59,6,3,1
6913,1188,1,21,2,2,1,2,3
12159,1233,1,19,1,67,3,4,4
8176,1445,2,17,2,33,4,3,2
12559,1811,2,19,1,84,2,3,1
8189,1055,1,18,2,18,6,2,3
6173,693,1,17,2,71,5,3,1
11467,1008,1,21,2,31,3,4,1
9178,717,1,20,1,57,3,1,4
9621,2064,1,20,1,4,4,1,4
6231,1230,1,18,2,87,2,2,4
4865,2078,1,21,1,33,6,2,1
13708,1860,2,18,1,97,3,3,4
4154,1261,1,19,2,95,6,4,2
10641,1227,1,18,1,90,5,2,3
10769,1700,1,17,1,84,5,1,2
11213,1751,1,18,2,65,2,3,3
8990,1328,1,21,2,25,3,4,3
9104,1298,1,20,1,42,5,1,4
4928,2076,2,21,1,23,1,1,2
14418,845,2,20,1,38,4,3,2
6681,1555,1,21,1,51,3,1,4
6532,1659,2,17,1,87,5,2,2
9468,654,2,21,1,20,6,3,3
10265,1995,1,21,1,88,5,2,2
5541,873,1,19,1,92,5,2,4
8255,1350,1,21,1,53,3,2,1
10721,1841,2,21,1,15,2,1,1
8531,622,1,19,2,49,1,4,4
8386,784,2,19,1,74,3,3,2
4666,1004,2,21,1,15,2,3,1
12159,1515,2,19,1,98,4,1,2
4002,1323,2,21,1,91,4,2,1
10301,1043,2,21,2,42,4,2,1
12810,2094,1,18,2,28,6,3,4
7040,647,2,18,2,24,6,4,4
13842,1009,2,21,1,82,5,1,2
13258,1507,2,20,2,83,6,3,2
4286,714,2,19,2,81,5,1,3
8439,1485,1,18,2,77,6,3,1
10518,2057,2,18,2,71,4,4,2
14974,616,2,17,2,58,3,1,3
7585,1707,2,18,1,56,6,2,4
4920,1967,2,21,1,92,5,4,4
4871,1937,1,17,1,14,2,3,3
6207,1170,2,18,1,28,3,3,3
14674,641,1,21,1,49,1,2,1
11622,824,2,18,1,85,2,2,3
11749,1814,2,21,2,26,1,4,2
11316,1439,1,18,1,17,3,3,3
13667,2097,2,21,2,96,4,4,3
13602,957,2,18,1,16,1,1,4
10463,1066,2,18,1,23,5,3,1
6353,1298,2,17,1,92,4,3,2
10978,608,1,17,2,74,3,3,2
6330,1712,2,18,1,19,1,3,1
11058,907,2,19,1,55,4,2,2
7595,1061,2,20,1,34,1,4,1
7525,1516,1,18,2,80,5,3,1
14674,730,1,19,1,49,2,2,4
10717,859,2,18,2,30,6,3,4
6974,1625,2,19,2,95,5,3,2
13457,692,2,21,2,80,6,4,3
7029,1533,1,17,2,51,3,1,2
13753,668,2,20,2,54,4,2,2
13442,1999,2,21,1,26,5,4,4
13174,1993,2,17,2,52,6,1,1
6770,829,2,18,1,70,3,2,3
11512,1767,1,19,2,7,4,1,1
14566,783,1,21,2,46,3,3,3
6566,708,2,17,1,33,4,3,4
12807,1283,2,17,2,45,1,4,3
6132,1025,1,18,2,93,4,3,3
13785,682,1,17,1,8,3,4,3
14058,954,2,18,1,94,2,4,3
12237,1926,2,18,1,81,3,2,1
10775,2048,1,17,1,80,4,4,3
12320,779,1,18,2,63,2,4,4
11976,733,2,17,2,46,2,2,4
11177,732,2,17,2,19,1,4,3
13354,1896,2,21,2,21,3,1,4
13615,1917,2,21,1,62,3,2,1
12519,1997,2,20,1,40,5,2,3
7459,1318,2,19,1,49,4,4,1
10751,1151,1,20,1,20,2,4,2
13474,1782,2,17,1,30,2,1,1
13894,1792,1,17,1,71,6,2,4
6403,731,2,20,2,73,5,1,3
9270,662,2,18,1,99,3,2,1
10949,609,1,20,1,25,6,4,4
12136,1597,2,17,2,26,6,1,1
13210,897,2,19,2,43,6,1,2
6267,1377,2,19,2,95,1,1,1
14207,1908,2,19,1,26,4,2,4
7084,1635,2,17,2,77,6,3,3
6045,1888,1,20,2,50,4,4,1
6656,1197,1,17,2,40,6,3,1
13129,697,2,19,2,66,1,3,1
10364,1617,1,19,1,37,3,3,2
6873,1850,2,17,1,82,2,3,4
10565,720,1,18,1,84,3,4,4
13114,986,2,17,2,20,5,1,3
10718,1169,2,20,2,51,6,1,4
9010,1722,2,19,2,25,6,4,4
6394,1260,2,20,1,63,1,4,1
8836,1676,2,20,1,29,1,2,2
13799,1710,1,19,2,43,5,1,3
5595,949,1,17,2,58,5,1,4
13927,1207,2,21,1,17,2,1,3
7308,960,1,20,2,8,4,4,3
14210,1173,1,18,2,19,3,4,1
11102,1452,1,19,2,2,1,2,2
13514,659,1,17,1,40,4,2,1
9741,833,2,18,1,5,6,4,1
7635,1834,1,18,2,89,4,2,4
7814,1809,2,21,2,16,1,3,3
14766,1602,2,20,2,42,1,2,1
13183,1058,1,18,1,72,4,4,4
10583,1059,2,18,2,70,2,3,3
14454,1378,1,17,1,13,2,4,4
12578,1555,1,20,1,25,6,2,3
6223,1337,1,17,1,78,4,3,4
12699,1394,1,19,1,61,3,4,1
5538,2076,2,20,2,79,3,1,2
8388,945,1,17,1,26,2,3,1
14850,989,2,17,1,70,1,1,1
10636,1916,1,17,1,74,1,2,1
12628,653,1,19,2,54,4,4,4
8377,1223,1,20,2,11,1,3,4
12529,1327,2,19,2,78,3,2,2
4674,1252,1,21,2,63,5,3,1
7554,1741,2,17,2,28,6,3,2
10021,991,1,17,2,66,4,4,4
13212,1995,1,21,1,83,1,2,1
6737,2098,1,18,2,33,1,3,2
13426,981,2,21,1,99,1,1,1
12156,744,1,19,1,24,1,4,1
9116,1163,1,20,1,85,3,3,3
9091,824,1,20,1,80,4,1,3
8856,699,1,18,2,85,1,3,4
8726,1974,2,21,2,2,2,2,1
10363,1537,1,19,2,82,2,3,2
5339,626,2,21,1,87,4,3,3
8357,1332,1,17,2,13,2,4,2
6690,1570,2,20,2,92,1,2,4
14985,1662,2,21,1,70,3,3,3
7368,659,1,19,1,45,5,4,2
6438,1010,2,17,2,25,4,2,1
10817,813,2,19,1,39,6,3,2
4198,756,2,18,2,4,5,1,4
6982,680,2,21,2,52,1,3,1
14534,1009,1,18,1,44,5,1,1
5104,1850,1,21,2,5,4,2,3
4515,1839,1,17,1,18,1,4,2
10738,1809,2,18,1,22,3,3,3
13836,906,1,17,2,71,3,2,4
5411,1393,2,21,1,97,4,3,4
13538,1396,1,20,1,31,3,3,4
5826,706,2,18,2,5,2,3,4
12866,1524,2,18,1,93,4,1,2
9711,1100,1,20,1,13,3,2,4
8685,761,2,19,2,19,4,3,2
7058,1104,2,17,2,8,6,1,2
13014,717,1,17,2,70,5,3,1
13142,739,2,17,1,73,2,1,2
5374,640,1,21,1,37,3,1,4
4679,1550,2,19,1,88,2,4,4
13263,1070,2,18,1,6,5,3,3
8748,1301,1,20,1,62,4,3,4
13329,701,2,19,2,7,2,1,2
7132,637,1,21,2,48,6,3,4
7055,1169,1,18,1,86,5,4,4
4227,1211,1,17,1,6,1,1,4
8124,1016,2,18,1,21,1,4,2
7449,1589,2,18,2,12,4,1,3
5539,2080,1,17,2,25,3,2,2
12670,1512,2,18,1,88,6,1,3
10407,1259,1,18,1,61,1,4,3
5412,627,2,18,1,61,4,1,3
12448,684,1,17,1,41,5,3,1
13315,861,2,21,1,33,1,1,2
4551,851,2,21,2,7,1,2,3
6367,999,2,19,1,24,3,4,3
11240,1416,2,18,2,45,4,2,3
14779,1702,1,20,1,61,5,4,1
14377,2074,2,21,2,79,6,2,2
6304,772,1,21,2,72,1,4,3
14331,800,1,17,1,2,3,2,4
6519,761,1,21,2,28,3,2,3
7552,1533,1,18,1,63,2,1,3
11240,1934,1,21,2,99,3,3,3
4039,971,2,17,2,60,5,1,2
8411,901,2,20,1,50,4,3,2
6925,815,1,20,2,23,5,3,1
4319,1947,2,20,1,42,5,2,1
9189,921,2,20,1,38,1,3,2
8323,1776,1,19,1,19,3,1,2
14562,604,1,17,1,14,5,4,3
14665,1351,2,18,2,84,4,1,4
11691,829,1,20,2,71,2,3,2
4380,773,2,18,1,14,6,2,1
9238,1796,2,19,1,47,4,3,4
14771,1069,1,17,1,100,4,1,2
14465,1429,1,21,2,81,3,2,4
8854,1347,2,19,1,59,5,4,2
14816,982,1,17,1,55,2,4,4
11712,1248,1,20,2,39,5,2,1
9982,1702,1,17,2,26,3,2,2
4705,1119,2,18,1,98,6,1,2
7940,664,1,19,2,13,4,3,1
7453,1093,1,21,2,76,5,4,3
10556,872,1,21,2,12,2,4,1
7044,1447,1,18,1,53,3,1,3
7589,1710,2,20,2,42,4,1,1
13200,649,2,17,2,97,1,1,2
9924,1521,1,18,1,27,1,1,1
4654,1141,1,17,1,32,5,2,2
14517,1315,1,21,1,70,6,3,4
11651,1023,1,21,2,24,3,3,3
14506,823,1,18,1,90,3,2,2
6529,1480,2,18,2,22,4,1,1
14274,1089,1,17,2,29,2,3,4
5251,1472,1,21,1,8,6,1,1
12154,1467,2,18,2,34,5,4,3
14567,689,2,19,1,75,1,4,1
6424,1415,1,19,1,32,5,4,1
5684,1626,2,18,1,94,4,1,3
5629,1055,1,17,1,68,3,3,3
8698,1732,2,20,2,62,6,3,2
4361,1736,1,20,1,39,2,3,2
6900,1776,1,18,2,51,3,1,2
12486,1659,1,18,1,17,6,3,2
14177,1641,1,21,1,58,1,4,2
8673,737,2,21,1,87,6,1,2
5217,1635,1,19,1,93,3,4,4
5037,905,1,18,1,45,4,2,1
7070,1270,1,20,1,23,3,4,2
4282,1294,2,21,1,95,1,2,1
5719,1511,1,20,1,1,1,3,2
8175,888,1,18,2,100,5,1,2
8338,663,1,21,1,39,4,3,2
8861,1362,1,19,1,65,1,1,1
7734,1498,2,18,2,38,2,2,3
4363,1660,1,18,2,5,3,1,2
12993,1238,1,20,1,29,4,4,4
14697,1613,1,20,2,32,5,1,3
10922,1351,2,20,2,59,5,1,4
6193,2039,1,20,2,73,6,4,4
10157,1276,1,20,2,65,5,4,3
14211,1537,2,19,2,37,3,1,2
10424,1438,1,17,1,49,6,2,3
5540,1585,2,19,2,13,1,4,2
7481,1038,1,17,2,77,3,2,3
9866,1040,2,20,1,31,3,4,4
4734,1739,1,19,1,64,2,4,4
9515,1162,2,18,1,21,3,1,3
12049,1229,1,20,2,98,1,4,3
8412,1258,1,18,2,75,4,4,4
13683,1864,2,20,1,55,1,1,2
4138,727,2,18,1,92,2,3,1
8912,943,2,19,1,17,4,3,1
9824,1052,1,20,1,35,4,3,3
13928,790,2,17,2,35,2,4,3
9669,1901,2,21,2,91,1,1,4
7194,1637,1,21,1,95,1,4,2
14919,1688,1,18,1,68,4,2,2
11945,1281,1,20,1,12,6,4,4
11803,1979,2,21,2,38,2,4,4
9710,638,1,19,2,17,6,4,1
10250,2026,1,18,2,53,3,3,2
8057,1463,2,19,2,49,2,1,2
9762,1807,1,21,2,37,6,1,1
7618,1674,2,17,2,80,3,2,4
5974,1698,1,18,1,70,1,3,1
4722,748,1,18,2,8,1,4,4
12686,1283,2,17,1,94,2,3,1
6585,1247,1,18,1,16,3,1,3
11170,656,1,17,2,19,3,4,3
13436,872,2,20,1,57,3,1,1
6676,2051,1,17,1,66,4,2,1
11240,1647,1,19,1,70,1,1,3
13260,1512,1,20,2,28,5,4,4
12400,1233,1,19,1,90,3,1,1
9522,617,2,21,1,7,3,2,3
7581,1684,1,17,2,95,1,3,2
11280,1185,2,18,2,69,5,2,1
4176,945,2,18,1,44,2,3,4
5928,2009,2,21,1,87,4,2,4
8756,1684,1,20,1,79,2,2,4
13884,1777,2,20,2,79,2,3,3
11239,1698,2,18,2,57,5,2,4
7965,1391,2,18,2,85,3,4,1
8338,1050,1,17,2,21,5,2,3
5621,1369,2,19,1,78,2,3,2
7146,1694,1,20,2,19,3,2,4
10106,1606,2,20,2,15,6,1,2
10036,1807,2,17,1,76,4,1,3
8442,1028,2,21,1,62,4,4,3
5281,1643,2,21,2,80,4,3,3
10686,1925,2,21,1,26,4,3,4
13053,1699,1,20,1,52,6,4,2
13313,735,1,18,2,96,3,2,4
7649,878,1,20,2,32,3,1,1
5378,1492,2,17,2,2,3,3,1
6940,1117,1,17,1,3,1,1,3
13570,1655,2,17,1,95,3,4,3
8042,1059,2,19,2,43,3,3,4
5674,941,2,17,2,22,1,4,3
10839,921,2,21,2,84,1,3,1
5874,738,2,17,1,1,2,3,4
14558,1937,1,18,2,29,4,4,1
12354,1131,2,17,2,40,1,4,1
11546,2020,2,18,2,82,2,2,2
13262,1624,2,21,1,89,3,3,4
8509,781,2,19,2,14,1,4,2
13835,1941,1,19,1,42,6,2,3
8178,751,1,20,2,22,2,4,1
5033,934,1,19,2,99,2,2,1
11424,1035,1,17,1,94,6,2,4
11957,1347,1,17,1,8,2,3,3
9423,1497,1,20,1,62,4,4,4
9389,1954,1,21,1,86,5,1,1
12246,1880,2,20,1,9,2,4,3
11361,720,1,17,2,98,3,1,3
5027,2011,1,19,2,40,6,3,3
14270,1027,1,18,2,16,5,3,2
14719,1676,2,18,2,57,6,4,2
4475,1318,2,20,2,72,3,1,1
8683,1620,1,19,2,95,1,3,4
8337,1610,1,20,1,27,5,2,2
14635,806,2,18,1,66,2,4,3
4730,662,2,20,1,29,2,1,3
6906,1423,2,17,1,23,6,1,3
4459,704,1,17,1,18,6,3,1
14349,1277,2,19,2,57,1,4,4
7125,1848,1,20,2,79,1,4,2
13407,1302,2,18,1,87,6,3,3
5556,940,2,20,1,8,2,4,4
10901,1028,2,17,1,17,6,1,1
14856,1996,1,18,1,67,5,1,1
7736,1666,1,19,1,65,2,4,3
12998,1463,1,20,1,3,1,1,1
7858,1407,2,18,2,11,2,4,4
9084,1450,2,18,2,97,1,1,2
8663,1906,1,21,1,54,6,2,2
12285,1061,1,18,1,7,3,2,3
6210,1502,1,20,1,67,6,4,2
13909,1535,2,17,2,77,3,4,3
9344,908,2,20,2,71,5,1,3
12198,1568,2,19,2,92,4,2,4
13142,1701,1,17,1,19,4,4,3
10811,1211,1,20,2,68,4,4,1
12159,1712,2,18,2,23,5,2,4
4593,1496,1,21,2,63,6,4,2
13344,900,1,21,1,83,2,4,3
6028,1642,2,20,1,30,5,3,2
5663,1881,1,19,1,5,2,1,1
12141,1784,2,18,2,36,4,1,3
12460,1218,2,19,1,8,5,1,4
11288,1855,1,20,1,84,5,3,4
5635,1507,2,21,2,74,1,4,2
5516,1880,2,18,2,77,5,2,2
11774,955,2,20,1,12,2,4,4
14768,1411,1,17,1,67,2,1,1
5752,1298,2,19,2,93,4,3,1
4972,1323,2,20,1,58,6,1,2
13837,1791,2,18,2,15,5,2,2
8269,1789,2,17,2,6,4,2,4
6462,1026,1,20,1,47,3,4,1
5425,717,1,21,2,35,4,3,4
9516,1519,1,19,2,50,3,2,3
13380,2009,1,19,1,50,6,1,4
5309,1367,2,17,2,19,3,4,3
8390,1461,2,18,2,46,3,3,1
4421,1699,2,18,2,86,3,2,4
10699,1715,1,20,1,15,4,1,3
12272,2010,2,19,2,49,6,3,1
5443,1167,2,20,2,34,6,2,3
4530,1256,2,21,1,70,2,2,4
13085,649,1,17,2,88,5,1,3
11980,1618,2,19,1,47,2,1,1
12211,1458,2,18,1,52,3,2,1
12289,1415,1,21,2,5,5,1,2
7455,2098,1,17,1,59,4,4,4
9723,1763,1,18,1,50,3,4,3
11476,1767,1,18,1,71,3,1,3
8956,1866,2,19,1,98,6,1,2
9103,1018,2,20,1,19,3,4,3
7571,1806,1,20,2,37,2,3,3
6514,1177,1,21,2,47,3,2,2
10792,1171,1,18,1,57,6,2,4
4807,1689,1,19,2,22,4,2,3
4793,1749,1,17,1,72,1,4,3
12586,1772,2,20,2,38,5,3,1
5371,1636,2,20,1,95,5,4,2
11026,1741,1,19,1,8,1,2,2
5485,1036,2,21,2,20,5,1,4
11327,1412,1,21,2,44,1,3,3
6626,2040,2,17,1,63,1,3,3
5854,1871,1,19,1,58,4,2,2
13666,2020,2,20,1,51,2,1,3
12490,1649,2,18,2,41,5,3,1
12572,750,2,18,1,14,5,3,3
10789,1174,2,20,2,46,3,4,4
14435,1196,1,18,2,31,6,4,1
10527,1357,1,18,2,98,1,4,4
11117,1896,2,20,1,59,2,2,4
6326,644,2,17,1,64,3,2,4
11343,941,1,19,1,3,1,3,2
14583,1620,1,20,1,55,6,1,1
13653,2050,1,19,1,11,2,4,4
12903,1657,1,18,2,99,4,1,2
14382,2085,1,18,2,32,4,4,2
5517,936,2,18,2,82,5,4,2
8200,1332,1,19,1,82,2,2,4
4067,943,1,19,2,59,6,3,3
13189,1789,2,21,2,89,2,2,3
7761,1027,1,20,1,39,1,3,3
13731,603,2,21,1,32,2,2,2
4043,1822,2,20,2,81,4,1,1
12289,1421,1,17,2,91,5,4,4
8245,768,1,21,1,77,6,4,4
10460,787,1,17,2,74,6,1,3
6246,1612,1,21,1,42,2,2,3
5936,1746,2,20,2,51,2,1,1
9145,1708,2,18,1,97,3,2,1
8016,2025,2,17,2,41,6,1,1
5323,1998,1,21,2,5,6,2,3
11462,1486,2,18,2,25,2,1,2
10504,1560,2,18,2,92,4,1,4
4522,2076,1,17,2,22,1,3,4
11889,1931,2,18,2,72,2,3,1
5420,1752,2,21,2,24,4,1,4
12938,848,1,18,1,60,5,2,3
8237,674,2,17,2,64,4,1,4
14233,1776,1,17,2,100,2,2,1
8751,831,2,18,1,33,6,3,1
13659,1128,2,21,2,46,1,4,4
9265,1538,2,20,2,60,6,4,3
5895,1056,1,17,1,45,1,4,3
9581,923,2,21,2,38,6,4,4
6840,632,1,17,1,68,6,4,3
9504,1683,2,21,1,27,2,2,2
13621,688,2,20,2,45,1,3,1
9038,774,1,17,2,56,4,1,2
14226,727,2,19,1,2,3,2,3
14623,1583,1,18,1,8,2,3,1
4344,1228,1,20,2,37,5,3,4
13425,1225,1,21,2,35,1,2,1
8316,719,2,21,1,98,3,2,1
12990,2058,1,21,1,23,4,2,3
6973,1934,1,17,1,29,3,3,1
13817,2081,1,20,2,30,4,1,1
12900,603,2,21,1,82,2,1,4
14745,2075,1,18,1,100,3,1,2
5719,912,2,20,1,29,6,4,3
6506,622,2,18,1,17,1,4,3
5487,1306,2,21,2,74,6,4,2
9586,1100,2,18,1,90,5,1,3
11625,837,1,21,1,19,4,1,3
5873,787,2,18,1,88,3,2,2
11273,1376,1,19,2,18,2,1,1
5125,1487,1,18,2,76,2,2,3
4087,2098,1,18,2,80,2,2,2
12559,684,1,21,1,88,3,2,4
13977,1260,2,18,1,55,4,2,3
12281,1826,2,17,2,79,3,3,4
9474,2072,2,17,2,72,5,1,1
9101,814,1,18,2,61,6,2,3
5969,1699,2,20,2,62,1,2,2
10938,2008,2,19,1,5,5,1,1
14582,1148,2,18,2,87,3,1,4
10738,1407,1,17,1,67,2,3,2
14499,1120,2,18,1,87,5,1,1
14982,1628,2,17,2,29,3,1,2
6546,2038,2,21,2,70,2,2,4
10603,792,1,18,2,69,3,4,2
13609,1358,2,21,1,67,3,1,2
10695,1117,2,19,2,70,4,1,1
10829,1550,2,19,2,23,5,4,1
8606,1343,2,20,1,96,5,3,1
9387,1609,1,20,2,82,4,4,3
12509,1420,1,20,1,9,3,3,2
5611,968,1,18,2,88,4,4,4
14175,1024,2,20,2,30,4,4,4
11547,1234,2,21,1,47,3,3,1
13828,1976,1,20,1,26,2,1,2
10401,1239,2,18,1,64,1,4,2
13299,1987,2,20,2,23,6,3,2
13572,1845,1,21,2,85,5,2,2
11481,1109,2,17,1,84,1,2,3
12527,1800,2,17,2,78,3,2,3
12938,1382,2,19,2,70,2,3,1
8578,1446,2,19,1,88,2,4,4
11231,1697,1,20,2,9,4,4,4
9885,2054,1,20,1,14,4,3,3
9123,765,2,20,2,38,5,2,2
9719,1852,1,18,1,24,4,2,4
12764,1281,2,19,2,3,1,2,1
10141,1583,2,21,2,50,4,1,1
11656,1825,1,21,2,34,2,4,3
11809,1272,1,17,2,75,6,2,1
9627,1635,2,21,1,57,4,3,1
12565,646,2,19,1,26,6,2,4
9187,2002,1,17,2,49,3,2,2
6469,607,1,19,2,32,5,4,2
12868,2028,2,18,2,43,6,3,4
11168,628,1,21,2,58,3,1,4
9896,2007,2,19,1,76,4,2,1
6342,1554,1,20,2,4,3,1,4
5253,1307,2,17,1,18,3,3,4
12537,1059,2,19,1,71,3,4,3
9485,931,2,19,1,77,3,2,2
7168,701,1,18,2,69,6,1,2
4901,1116,2,17,1,23,1,1,3
4601,1822,2,21,2,100,6,1,1
5137,1001,2,21,1,67,3,1,1
8106,669,2,20,2,93,1,1,2
5123,1897,2,18,1,35,1,2,1
11301,1053,1,18,2,95,6,3,4
11063,1986,2,21,1,81,4,2,4
12091,912,2,17,2,78,6,2,4
14301,1580,2,20,1,68,4,4,4
11330,2001,1,17,1,65,4,3,4
9914,1883,1,20,1,92,6,4,1
6887,1702,1,17,2,100,3,1,4
12662,1381,2,17,2,25,1,4,4
8773,2083,1,19,1,42,3,2,4
9414,1987,1,18,1,73,4,4,1
4332,949,2,21,2,9,6,4,4
5676,665,1,21,1,60,5,3,4
6733,1520,1,19,2,83,3,2,2
5469,1293,1,18,2,21,4,4,2
8636,1692,1,17,1,100,4,2,3
11728,1430,2,17,2,91,4,2,4
11259,1168,2,18,2,6,1,1,2
4541,1656,2,19,2,60,4,3,2
7642,1657,2,18,1,12,6,2,1
6184,1367,2,18,2,24,6,3,4
5954,797,1,18,2,78,3,3,2
8697,609,1,21,2,96,6,1,4
6906,1707,2,20,2,76,1,3,2
10483,1767,2,20,2,20,3,3,3
13129,1331,1,21,2,69,4,2,4
4609,1293,2,19,2,48,2,2,3
4538,1479,2,19,1,65,3,2,3
11801,1536,2,19,1,5,2,2,4
13765,1517,2,21,1,59,3,3,3
5022,1838,1,19,1,68,3,2,3
14320,1663,1,17,2,89,5,2,1
5289,715,2,20,1,50,2,4,4
14186,1937,1,19,1,28,1,3,1
14800,1774,1,17,2,77,3,4,1
5692,1796,2,17,2,8,4,3,3
12493,1846,2,17,2,66,6,2,4
7052,1991,1,18,1,90,2,1,4
5664,813,2,21,1,47,4,1,2
4207,1304,1,21,2,74,3,4,4
4070,1770,1,20,1,8,6,1,1
12677,1691,2,20,1,12,2,3,1
8300,1685,2,17,1,8,2,4,4
14434,1354,1,19,1,35,2,2,3
14445,677,1,17,1,88,2,2,1
12845,2094,2,17,1,5,6,1,4
11880,1097,1,21,1,75,3,3,1
12015,1139,2,21,1,73,2,1,4
10390,1727,2,20,1,62,6,2,1
14026,1787,1,18,1,36,5,3,4
4988,837,2,19,1,97,5,2,2
14631,1526,1,20,2,2,5,3,3
9137,636,2,21,1,92,5,3,1
12684,832,2,17,1,93,5,1,3
4223,1255,2,20,2,60,3,4,3
13037,1667,1,19,1,3,4,1,2
12614,1668,2,21,2,4,4,2,4
13843,708,2,18,1,10,5,4,2
6710,1675,1,20,1,18,3,4,4
7196,1551,1,20,2,51,6,3,1
9806,1588,2,18,1,22,3,3,4
6755,2077,2,17,1,65,6,4,3
7018,718,1,17,2,16,5,2,2
4726,1224,2,20,1,4,3,2,3
6983,1667,1,18,2,13,4,3,2
6117,1251,2,18,1,6,4,3,4
8924,613,2,20,2,9,3,4,2
10453,1764,1,17,2,8,5,4,3
4646,806,1,21,1,98,3,3,3
5432,1185,1,21,1,68,5,4,3
8069,958,1,20,2,45,5,1,3
6526,883,1,21,2,13,5,1,3
5929,1142,1,21,1,71,5,4,1
10116,1774,1,18,1,48,4,1,1
4146,1273,1,20,1,65,6,3,1
14748,2057,1,19,2,34,3,1,1
6779,759,1,18,1,83,6,1,1
6287,1007,2,20,2,34,4,4,3
5313,868,1,18,1,88,2,3,1
10076,841,2,17,1,99,5,2,4
8138,862,2,18,1,20,1,2,3
12890,1635,2,19,1,76,4,2,3
7627,1512,2,19,2,15,6,3,4
14517,2081,2,17,1,84,2,1,4
11112,767,1,21,1,82,4,3,4
9553,1164,1,20,1,34,4,1,2
12103,1553,2,18,2,10,5,1,3
14780,1643,1,18,1,10,1,1,2
11832,1266,1,17,2,4,5,3,1
9570,1499,1,18,2,31,3,2,4
