Student_ID,Gender,Age,City,Tuition,Signup,Grades,ParentWage,CanAfford
11305,Male,23,Azilal,30000,3000,Bien,4496,
11306,Male,25,Azilal,30000,3000,Tres Bien,10202,
11307,Male,24,OuedZem,30000,3000,Passable,14980,
11308,Female,20,Beni Mellal,30000,3000,Passable,16086,
11309,Female,24,Azilal,30000,3000,Moyen,16688,
11310,Male,21,Tadla,30000,3000,Passable,10061,
11311,Male,25,Khenifra,30000,3000,Moyen,14611,
11312,Female,21,OuedZem,30000,3000,Moyen,5364,
11313,Male,18,OuedZem,30000,3000,Moyen,5233,
11314,Male,21,Khenifra,30000,3000,Tres Bien,8806,
11315,Male,18,FqihBenSalah,30000,3000,Bien,11363,
11316,Female,25,Tadla,30000,3000,Tres Bien,11067,
11317,Male,20,OuedZem,30000,3000,Passable,14819,
11318,Male,18,OuedZem,30000,3000,Bien,10446,
11319,Male,25,Tadla,30000,3000,Moyen,16526,
11320,Female,25,OuedZem,30000,3000,Moyen,16085,
11321,Female,18,Azilal,30000,3000,Passable,17984,
11322,Male,24,Beni Mellal,30000,3000,Bien,9807,
11323,Female,25,Azilal,30000,3000,Moyen,17411,
11324,Female,20,FqihBenSalah,30000,3000,Bien,6571,
11325,Female,23,Khouribga,30000,3000,Tres Bien,17340,
11326,Male,24,Tadla,30000,3000,Bien,15327,
11327,Female,25,Beni Mellal,30000,3000,Moyen,4551,
11328,Female,21,Tadla,30000,3000,Bien,11352,
11329,Male,18,FqihBenSalah,30000,3000,Bien,7884,
11330,Male,25,Khenifra,30000,3000,Moyen,17626,
11331,Female,25,Azilal,30000,3000,Bien,16552,
11332,Female,22,FqihBenSalah,30000,3000,Passable,14749,
11333,Male,18,FqihBenSalah,30000,3000,Tres Bien,11546,
11334,Female,22,Tadla,30000,3000,Bien,12229,
11335,Male,20,Khenifra,30000,3000,Tres Bien,16685,
11336,Female,18,Tadla,30000,3000,Moyen,7483,
11337,Male,23,Azilal,30000,3000,Tres Bien,19782,
11338,Female,20,Khenifra,30000,3000,Tres Bien,7478,
11339,Female,19,Khenifra,30000,3000,Passable,19389,
11340,Male,18,Khenifra,30000,3000,Passable,18192,
11341,Female,24,FqihBenSalah,30000,3000,Tres Bien,9400,
11342,Male,25,Khouribga,30000,3000,Moyen,9861,
11343,Male,22,Khouribga,30000,3000,Bien,6158,
11344,Male,20,Khouribga,30000,3000,Bien,8538,
11345,Male,19,FqihBenSalah,30000,3000,Moyen,16563,
11346,Female,22,OuedZem,30000,3000,Passable,5428,
11347,Female,22,FqihBenSalah,30000,3000,Tres Bien,11396,
11348,Male,19,FqihBenSalah,30000,3000,Bien,8331,
11349,Male,19,FqihBenSalah,30000,3000,Tres Bien,12570,
11350,Female,22,OuedZem,30000,3000,Tres Bien,5317,
11351,Female,23,Azilal,30000,3000,Tres Bien,8962,
11352,Male,25,Khenifra,30000,3000,Passable,14017,
11353,Male,23,FqihBenSalah,30000,3000,Tres Bien,18010,
11354,Female,22,OuedZem,30000,3000,Bien,5932,
11355,Female,24,FqihBenSalah,30000,3000,Moyen,18396,
11356,Female,23,Khouribga,30000,3000,Passable,18653,
11357,Male,24,FqihBenSalah,30000,3000,Passable,9080,
11358,Male,18,Tadla,30000,3000,Bien,7547,
11359,Male,19,Khenifra,30000,3000,Passable,15724,
11360,Female,22,Khouribga,30000,3000,Passable,9633,
11361,Male,24,OuedZem,30000,3000,Moyen,15641,
11362,Male,19,Tadla,30000,3000,Moyen,8506,
11363,Male,20,FqihBenSalah,30000,3000,Bien,4610,
11364,Female,24,Khenifra,30000,3000,Moyen,7066,
11365,Female,23,OuedZem,30000,3000,Tres Bien,6188,
11366,Female,20,Azilal,30000,3000,Moyen,11865,
11367,Male,21,Azilal,30000,3000,Bien,7407,
11368,Female,25,Khouribga,30000,3000,Tres Bien,10448,
11369,Male,21,FqihBenSalah,30000,3000,Bien,10646,
11370,Male,18,Azilal,30000,3000,Tres Bien,15356,
11371,Male,20,OuedZem,30000,3000,Passable,8878,
11372,Female,22,Azilal,30000,3000,Passable,5553,
11373,Male,23,Beni Mellal,30000,3000,Moyen,18525,
11374,Female,24,Khouribga,30000,3000,Moyen,16086,
11375,Male,20,Azilal,30000,3000,Passable,15707,
11376,Female,20,Khouribga,30000,3000,Bien,17377,
11377,Male,21,Khouribga,30000,3000,Tres Bien,13917,
11378,Female,24,Khenifra,30000,3000,Tres Bien,14429,
11379,Female,21,OuedZem,30000,3000,Moyen,17344,
11380,Male,21,Khouribga,30000,3000,Passable,11536,
11381,Male,25,Khenifra,30000,3000,Moyen,17922,
11382,Male,20,FqihBenSalah,30000,3000,Tres Bien,9143,
11383,Female,24,Azilal,30000,3000,Moyen,17457,
11384,Male,25,FqihBenSalah,30000,3000,Tres Bien,16837,
11385,Male,24,Khenifra,30000,3000,Passable,13580,
11386,Female,23,Azilal,30000,3000,Bien,15164,
11387,Male,19,Khenifra,30000,3000,Passable,6726,
11388,Female,22,Azilal,30000,3000,Bien,10310,
11389,Male,25,FqihBenSalah,30000,3000,Passable,18282,
11390,Male,19,FqihBenSalah,30000,3000,Moyen,8556,
11391,Male,24,Tadla,30000,3000,Bien,11513,
11392,Male,19,FqihBenSalah,30000,3000,Passable,19469,
11393,Female,23,Khenifra,30000,3000,Tres Bien,13154,
11394,Female,19,Tadla,30000,3000,Bien,7219,
11395,Female,19,Tadla,30000,3000,Passable,6934,
11396,Female,25,Khouribga,30000,3000,Bien,13214,
11397,Male,18,OuedZem,30000,3000,Tres Bien,9559,
11398,Female,23,FqihBenSalah,30000,3000,Bien,15622,
11399,Male,23,OuedZem,30000,3000,Passable,13846,
11400,Male,24,Azilal,30000,3000,Passable,7611,
11401,Male,24,Khenifra,30000,3000,Moyen,5603,
11402,Female,20,Azilal,30000,3000,Moyen,8242,
11403,Male,25,Tadla,30000,3000,Tres Bien,11841,
11404,Female,25,Tadla,30000,3000,Bien,17036,
11405,Female,21,Khouribga,30000,3000,Moyen,17821,
11406,Female,19,Beni Mellal,30000,3000,Tres Bien,7307,
11407,Female,24,Tadla,30000,3000,Passable,14512,
11408,Female,25,Khouribga,30000,3000,Moyen,15808,
11409,Male,21,Beni Mellal,30000,3000,Passable,19392,
11410,Male,23,Khouribga,30000,3000,Tres Bien,9514,
11411,Male,25,OuedZem,30000,3000,Bien,11681,
11412,Female,18,OuedZem,30000,3000,Bien,6184,
11413,Female,20,OuedZem,30000,3000,Bien,13976,
11414,Male,21,Azilal,30000,3000,Tres Bien,13144,
11415,Female,20,Khouribga,30000,3000,Bien,14760,
11416,Male,18,Beni Mellal,30000,3000,Moyen,12794,
11417,Female,18,OuedZem,30000,3000,Moyen,19903,
11418,Male,21,Beni Mellal,30000,3000,Passable,10218,
11419,Female,25,Khouribga,30000,3000,Moyen,7073,
11420,Male,20,FqihBenSalah,30000,3000,Bien,5936,
11421,Female,22,Khouribga,30000,3000,Bien,7783,
11422,Male,23,Tadla,30000,3000,Passable,11881,
11423,Male,20,FqihBenSalah,30000,3000,Tres Bien,18178,
11424,Female,18,Tadla,30000,3000,Moyen,5955,
11425,Male,23,Tadla,30000,3000,Moyen,12563,
11426,Male,20,Tadla,30000,3000,Bien,8393,
11427,Male,18,Tadla,30000,3000,Moyen,16177,
11428,Male,20,Khouribga,30000,3000,Moyen,10023,
11429,Female,20,Khenifra,30000,3000,Tres Bien,10685,
11430,Female,25,FqihBenSalah,30000,3000,Moyen,7301,
11431,Male,20,Khouribga,30000,3000,Tres Bien,4748,
11432,Male,19,Khouribga,30000,3000,Passable,18483,
11433,Female,20,Beni Mellal,30000,3000,Passable,15513,
11434,Male,24,Khouribga,30000,3000,Bien,4102,
11435,Male,23,Azilal,30000,3000,Bien,8378,
11436,Female,24,Azilal,30000,3000,Passable,19724,
11437,Male,19,FqihBenSalah,30000,3000,Moyen,6558,
11438,Male,18,FqihBenSalah,30000,3000,Bien,13107,
11439,Female,19,OuedZem,30000,3000,Tres Bien,13872,
11440,Male,19,OuedZem,30000,3000,Moyen,19911,
11441,Female,25,Azilal,30000,3000,Tres Bien,17357,
11442,Male,25,FqihBenSalah,30000,3000,Moyen,10310,
11443,Male,18,Khenifra,30000,3000,Passable,15028,
11444,Male,21,Beni Mellal,30000,3000,Bien,18110,
11445,Female,18,FqihBenSalah,30000,3000,Bien,10388,
11446,Female,20,Khenifra,30000,3000,Moyen,8068,
11447,Male,25,Khenifra,30000,3000,Tres Bien,16730,
11448,Male,22,OuedZem,30000,3000,Moyen,14491,
11449,Female,20,Khouribga,30000,3000,Tres Bien,7733,
11450,Male,22,Khenifra,30000,3000,Passable,19225,
11451,Male,19,Khouribga,30000,3000,Moyen,16429,
11452,Male,25,OuedZem,30000,3000,Moyen,5277,
11453,Female,21,FqihBenSalah,30000,3000,Passable,11935,
11454,Male,23,FqihBenSalah,30000,3000,Bien,18409,
11455,Male,25,FqihBenSalah,30000,3000,Moyen,15245,
11456,Female,20,Khenifra,30000,3000,Tres Bien,5372,
11457,Female,19,Khouribga,30000,3000,Tres Bien,16950,
11458,Female,24,Azilal,30000,3000,Tres Bien,5829,
11459,Female,23,OuedZem,30000,3000,Bien,4857,
11460,Male,19,Beni Mellal,30000,3000,Passable,15766,
11461,Female,21,Khenifra,30000,3000,Tres Bien,4646,
11462,Female,19,Khenifra,30000,3000,Passable,11526,
11463,Male,20,FqihBenSalah,30000,3000,Bien,10692,
11464,Female,18,Khouribga,30000,3000,Moyen,9417,
11465,Male,22,Beni Mellal,30000,3000,Moyen,12702,
11466,Female,18,Khouribga,30000,3000,Passable,5928,
11467,Female,23,Beni Mellal,30000,3000,Moyen,7237,
11468,Female,21,FqihBenSalah,30000,3000,Passable,13523,
11469,Male,22,Tadla,30000,3000,Moyen,17865,
11470,Female,25,Beni Mellal,30000,3000,Bien,5961,
11471,Male,24,Khouribga,30000,3000,Passable,12449,
11472,Male,20,Beni Mellal,30000,3000,Passable,19213,
11473,Female,22,Tadla,30000,3000,Moyen,5522,
11474,Male,24,Beni Mellal,30000,3000,Bien,18554,
11475,Female,23,Khouribga,30000,3000,Tres Bien,12938,
11476,Female,19,Beni Mellal,30000,3000,Tres Bien,10442,
11477,Male,21,Azilal,30000,3000,Tres Bien,14493,
11478,Male,22,Azilal,30000,3000,Passable,12550,
11479,Male,24,Khouribga,30000,3000,Tres Bien,15702,
11480,Female,21,OuedZem,30000,3000,Tres Bien,4288,
11481,Male,24,OuedZem,30000,3000,Tres Bien,14579,
11482,Female,22,FqihBenSalah,30000,3000,Passable,8260,
11483,Female,21,Khenifra,30000,3000,Tres Bien,10053,
11484,Female,18,OuedZem,30000,3000,Passable,12594,
11485,Female,25,FqihBenSalah,30000,3000,Tres Bien,16618,
11486,Female,24,Tadla,30000,3000,Tres Bien,11511,
11487,Female,25,Khenifra,30000,3000,Passable,9646,
11488,Male,24,Khouribga,30000,3000,Bien,17183,
11489,Female,22,Azilal,30000,3000,Moyen,16567,
11490,Male,23,Tadla,30000,3000,Bien,16438,
11491,Male,20,Khouribga,30000,3000,Tres Bien,4088,
11492,Female,21,Beni Mellal,30000,3000,Moyen,6380,
11493,Female,25,Beni Mellal,30000,3000,Moyen,14389,
11494,Male,25,FqihBenSalah,30000,3000,Passable,6125,
11495,Female,25,Khenifra,30000,3000,Tres Bien,14942,
11496,Female,24,Tadla,30000,3000,Moyen,18297,
11497,Male,20,Khenifra,30000,3000,Bien,7353,
11498,Female,25,Khenifra,30000,3000,Tres Bien,15907,
11499,Female,20,Beni Mellal,30000,3000,Moyen,18921,
11500,Male,20,OuedZem,30000,3000,Tres Bien,6987,
11501,Male,21,Khouribga,30000,3000,Moyen,13341,
11502,Female,22,Khouribga,30000,3000,Passable,7254,
11503,Female,20,Khouribga,30000,3000,Tres Bien,4233,
11504,Female,25,Khouribga,30000,3000,Moyen,14529,
11505,Male,20,Azilal,30000,3000,Moyen,5000,
11506,Male,18,Tadla,30000,3000,Tres Bien,16098,
11507,Male,22,Azilal,30000,3000,Moyen,19313,
11508,Male,23,Beni Mellal,30000,3000,Passable,5200,
11509,Female,25,OuedZem,30000,3000,Passable,19992,
11510,Male,20,OuedZem,30000,3000,Passable,12285,
11511,Female,18,Tadla,30000,3000,Passable,14329,
11512,Female,18,Khenifra,30000,3000,Moyen,8820,
11513,Male,24,Tadla,30000,3000,Passable,14526,
11514,Male,21,Tadla,30000,3000,Tres Bien,15371,
11515,Female,18,Beni Mellal,30000,3000,Bien,12547,
11516,Female,21,Khenifra,30000,3000,Passable,10724,
11517,Female,25,Khenifra,30000,3000,Moyen,4649,
11518,Male,19,Khouribga,30000,3000,Bien,12504,
11519,Male,20,Beni Mellal,30000,3000,Passable,14711,
11520,Female,20,Beni Mellal,30000,3000,Bien,8123,
11521,Female,19,Beni Mellal,30000,3000,Passable,10108,
11522,Male,21,OuedZem,30000,3000,Bien,16086,
11523,Male,25,Khouribga,30000,3000,Bien,10022,
11524,Female,24,Khenifra,30000,3000,Moyen,12703,
11525,Female,20,Azilal,30000,3000,Tres Bien,14468,
11526,Female,20,OuedZem,30000,3000,Passable,13723,
11527,Male,23,Khouribga,30000,3000,Moyen,8610,
11528,Female,20,Tadla,30000,3000,Moyen,16692,
11529,Male,22,Azilal,30000,3000,Tres Bien,10368,
11530,Female,22,Beni Mellal,30000,3000,Tres Bien,6954,
11531,Male,20,FqihBenSalah,30000,3000,Tres Bien,5064,
11532,Male,24,OuedZem,30000,3000,Moyen,13008,
11533,Male,21,FqihBenSalah,30000,3000,Tres Bien,18467,
11534,Male,20,Azilal,30000,3000,Moyen,14775,
11535,Male,20,Azilal,30000,3000,Moyen,16573,
11536,Female,18,OuedZem,30000,3000,Tres Bien,18396,
11537,Female,22,Tadla,30000,3000,Moyen,19864,
11538,Male,23,Tadla,30000,3000,Passable,4880,
11539,Female,19,Tadla,30000,3000,Passable,4584,
11540,Female,19,Azilal,30000,3000,Passable,6274,
11541,Female,22,Azilal,30000,3000,Tres Bien,18191,
11542,Male,21,Khouribga,30000,3000,Passable,5509,
11543,Male,22,Khenifra,30000,3000,Passable,16298,
11544,Female,21,Azilal,30000,3000,Moyen,12412,
11545,Male,24,Beni Mellal,30000,3000,Tres Bien,9105,
11546,Female,21,Azilal,30000,3000,Passable,13481,
11547,Male,20,Tadla,30000,3000,Bien,15364,
11548,Male,22,Azilal,30000,3000,Passable,18050,
11549,Female,24,Khenifra,30000,3000,Bien,10832,
11550,Male,21,Azilal,30000,3000,Tres Bien,4094,
11551,Female,19,Tadla,30000,3000,Moyen,11557,
11552,Female,25,OuedZem,30000,3000,Moyen,11512,
11553,Male,24,Khouribga,30000,3000,Bien,9251,
11554,Female,23,Beni Mellal,30000,3000,Passable,18628,
11555,Female,21,Beni Mellal,30000,3000,Bien,11703,
11556,Female,25,Khouribga,30000,3000,Bien,5273,
11557,Male,23,Khenifra,30000,3000,Passable,8695,
11558,Male,25,Khouribga,30000,3000,Bien,17108,
11559,Male,22,FqihBenSalah,30000,3000,Passable,18953,
11560,Female,25,Khouribga,30000,3000,Moyen,8852,
11561,Female,24,OuedZem,30000,3000,Passable,16725,
11562,Male,18,OuedZem,30000,3000,Moyen,8242,
11563,Female,20,Khouribga,30000,3000,Bien,9556,
11564,Female,23,Tadla,30000,3000,Bien,15358,
11565,Female,22,Khenifra,30000,3000,Passable,12717,
11566,Female,18,Khenifra,30000,3000,Passable,11609,
11567,Female,18,FqihBenSalah,30000,3000,Moyen,9387,
11568,Male,22,OuedZem,30000,3000,Moyen,9432,
11569,Female,22,FqihBenSalah,30000,3000,Passable,11836,
11570,Male,24,OuedZem,30000,3000,Bien,10508,
11571,Female,21,Khouribga,30000,3000,Tres Bien,19440,
11572,Male,22,Azilal,30000,3000,Passable,10224,
11573,Female,20,Beni Mellal,30000,3000,Moyen,9956,
11574,Female,20,Azilal,30000,3000,Moyen,12600,
11575,Female,22,FqihBenSalah,30000,3000,Tres Bien,11587,
11576,Male,21,Khouribga,30000,3000,Passable,7549,
11577,Female,24,Tadla,30000,3000,Tres Bien,15143,
11578,Male,22,Khouribga,30000,3000,Bien,12803,
11579,Male,20,Khenifra,30000,3000,Bien,16956,
11580,Male,25,OuedZem,30000,3000,Passable,14059,
11581,Male,22,Tadla,30000,3000,Tres Bien,17459,
11582,Female,19,Khenifra,30000,3000,Moyen,7796,
11583,Male,20,Khouribga,30000,3000,Passable,9462,
11584,Female,23,Tadla,30000,3000,Moyen,17136,
11585,Female,20,OuedZem,30000,3000,Tres Bien,9769,
11586,Male,21,Azilal,30000,3000,Passable,16116,
11587,Female,24,Tadla,30000,3000,Passable,4173,
11588,Male,23,Khouribga,30000,3000,Moyen,16891,
11589,Female,20,Beni Mellal,30000,3000,Bien,16468,
11590,Male,19,Khouribga,30000,3000,Passable,17543,
11591,Male,25,FqihBenSalah,30000,3000,Bien,7411,
11592,Female,23,Tadla,30000,3000,Bien,11764,
11593,Female,23,FqihBenSalah,30000,3000,Bien,17588,
11594,Male,21,Azilal,30000,3000,Passable,18561,
11595,Female,25,Beni Mellal,30000,3000,Moyen,8776,
11596,Female,21,Beni Mellal,30000,3000,Bien,7878,
11597,Female,23,Azilal,30000,3000,Bien,13599,
11598,Female,22,Azilal,30000,3000,Moyen,4629,
11599,Female,21,Khouribga,30000,3000,Passable,4659,
11600,Male,25,Beni Mellal,30000,3000,Bien,4192,
11601,Female,24,Beni Mellal,30000,3000,Tres Bien,5770,
11602,Male,22,Khenifra,30000,3000,Passable,15624,
11603,Female,20,Beni Mellal,30000,3000,Passable,11314,
11604,Male,22,OuedZem,30000,3000,Moyen,4990,
11605,Male,23,OuedZem,30000,3000,Moyen,8724,
11606,Female,20,Khenifra,30000,3000,Moyen,7001,
11607,Male,24,Tadla,30000,3000,Tres Bien,13524,
11608,Female,18,Tadla,30000,3000,Tres Bien,6122,
11609,Male,21,Beni Mellal,30000,3000,Tres Bien,13101,
11610,Female,21,Khenifra,30000,3000,Tres Bien,9729,
11611,Male,23,Beni Mellal,30000,3000,Bien,10187,
11612,Male,19,FqihBenSalah,30000,3000,Bien,12325,
11613,Male,20,OuedZem,30000,3000,Passable,10279,
11614,Female,20,Azilal,30000,3000,Moyen,17804,
11615,Male,22,OuedZem,30000,3000,Tres Bien,19947,
11616,Female,24,Khouribga,30000,3000,Tres Bien,7945,
11617,Male,23,Beni Mellal,30000,3000,Moyen,18011,
11618,Female,22,Khenifra,30000,3000,Tres Bien,12347,
11619,Male,21,Khenifra,30000,3000,Passable,17593,
11620,Female,21,OuedZem,30000,3000,Bien,15586,
11621,Female,18,Azilal,30000,3000,Passable,4657,
11622,Female,23,Khouribga,30000,3000,Passable,18516,
11623,Male,20,FqihBenSalah,30000,3000,Moyen,5837,
11624,Female,22,Azilal,30000,3000,Bien,14533,
11625,Female,22,Khouribga,30000,3000,Passable,15643,
11626,Male,21,Khouribga,30000,3000,Passable,18881,
11627,Male,25,Beni Mellal,30000,3000,Tres Bien,15040,
11628,Female,18,FqihBenSalah,30000,3000,Moyen,13364,
11629,Male,24,Khenifra,30000,3000,Tres Bien,6541,
11630,Female,25,Beni Mellal,30000,3000,Bien,13693,
11631,Male,24,Khouribga,30000,3000,Passable,4531,
11632,Male,24,Khenifra,30000,3000,Passable,17540,
11633,Male,21,Khenifra,30000,3000,Bien,17179,
11634,Female,22,Azilal,30000,3000,Passable,11185,
11635,Female,23,Azilal,30000,3000,Moyen,7730,
11636,Female,23,Azilal,30000,3000,Moyen,14877,
11637,Male,21,OuedZem,30000,3000,Tres Bien,17599,
11638,Male,22,Azilal,30000,3000,Passable,5727,
11639,Female,23,OuedZem,30000,3000,Moyen,7484,
11640,Male,19,Azilal,30000,3000,Bien,15055,
11641,Male,24,Azilal,30000,3000,Bien,6443,
11642,Male,23,Tadla,30000,3000,Bien,6497,
11643,Female,23,Beni Mellal,30000,3000,Tres Bien,11126,
11644,Female,21,Tadla,30000,3000,Passable,19178,
11645,Male,19,Khenifra,30000,3000,Bien,8089,
11646,Female,25,Khenifra,30000,3000,Moyen,5586,
11647,Female,23,OuedZem,30000,3000,Tres Bien,9061,
11648,Male,22,OuedZem,30000,3000,Tres Bien,18551,
11649,Female,18,Beni Mellal,30000,3000,Bien,8745,
11650,Female,25,Tadla,30000,3000,Tres Bien,11670,
11651,Male,19,Khenifra,30000,3000,Moyen,4370,
11652,Male,24,Khouribga,30000,3000,Moyen,19980,
11653,Male,23,Beni Mellal,30000,3000,Moyen,12837,
11654,Female,19,Tadla,30000,3000,Bien,7928,
11655,Male,18,FqihBenSalah,30000,3000,Tres Bien,17287,
11656,Female,21,OuedZem,30000,3000,Bien,10344,
11657,Female,23,FqihBenSalah,30000,3000,Passable,4364,
11658,Male,22,Beni Mellal,30000,3000,Passable,19747,
11659,Female,24,OuedZem,30000,3000,Tres Bien,11023,
11660,Female,18,OuedZem,30000,3000,Bien,16541,
11661,Female,18,Azilal,30000,3000,Moyen,12529,
11662,Male,23,Beni Mellal,30000,3000,Bien,19042,
11663,Male,24,OuedZem,30000,3000,Moyen,12712,
11664,Female,21,Khouribga,30000,3000,Tres Bien,13903,
11665,Male,22,Khenifra,30000,3000,Moyen,13328,
11666,Female,20,Khouribga,30000,3000,Bien,6412,
11667,Female,23,Azilal,30000,3000,Passable,11036,
11668,Male,21,OuedZem,30000,3000,Bien,13369,
11669,Male,21,Azilal,30000,3000,Bien,12128,
11670,Female,20,OuedZem,30000,3000,Bien,9116,
11671,Female,18,Khenifra,30000,3000,Bien,12009,
11672,Female,22,Khenifra,30000,3000,Tres Bien,19020,
11673,Female,20,Azilal,30000,3000,Tres Bien,6574,
11674,Male,23,Beni Mellal,30000,3000,Bien,12404,
11675,Female,18,FqihBenSalah,30000,3000,Moyen,14159,
11676,Male,18,Beni Mellal,30000,3000,Bien,4518,
11677,Male,22,Tadla,30000,3000,Passable,16710,
11678,Female,20,Khouribga,30000,3000,Passable,16277,
11679,Male,24,Tadla,30000,3000,Bien,18279,
11680,Female,19,Azilal,30000,3000,Bien,12157,
11681,Female,19,Beni Mellal,30000,3000,Tres Bien,18394,
11682,Female,20,FqihBenSalah,30000,3000,Passable,12530,
11683,Female,25,Khenifra,30000,3000,Moyen,7335,
11684,Male,25,OuedZem,30000,3000,Bien,19164,
11685,Female,24,Beni Mellal,30000,3000,Moyen,15501,
11686,Male,21,Khouribga,30000,3000,Tres Bien,16968,
11687,Female,20,Tadla,30000,3000,Bien,11872,
11688,Female,25,OuedZem,30000,3000,Tres Bien,8809,
11689,Female,18,FqihBenSalah,30000,3000,Passable,4802,
11690,Male,18,OuedZem,30000,3000,Moyen,13677,
11691,Female,20,FqihBenSalah,30000,3000,Moyen,16551,
11692,Female,21,Azilal,30000,3000,Moyen,6461,
11693,Female,24,Azilal,30000,3000,Bien,14098,
11694,Female,22,FqihBenSalah,30000,3000,Moyen,4917,
11695,Male,20,FqihBenSalah,30000,3000,Tres Bien,19961,
11696,Male,22,Beni Mellal,30000,3000,Passable,18157,
11697,Male,18,FqihBenSalah,30000,3000,Passable,6329,
11698,Male,20,FqihBenSalah,30000,3000,Tres Bien,10385,
11699,Female,25,FqihBenSalah,30000,3000,Tres Bien,13980,
11700,Female,18,Beni Mellal,30000,3000,Moyen,10369,
11701,Male,20,Tadla,30000,3000,Tres Bien,15510,
11702,Male,22,Beni Mellal,30000,3000,Bien,11403,
11703,Female,25,Khenifra,30000,3000,Bien,13223,
11704,Female,24,OuedZem,30000,3000,Moyen,13914,
11705,Male,22,Azilal,30000,3000,Bien,4925,
11706,Female,23,Azilal,30000,3000,Bien,13566,
11707,Female,19,Khouribga,30000,3000,Moyen,15465,
11708,Male,24,OuedZem,30000,3000,Tres Bien,19366,
11709,Female,18,Khenifra,30000,3000,Passable,6119,
11710,Male,25,Khouribga,30000,3000,Tres Bien,10327,
11711,Male,24,OuedZem,30000,3000,Passable,14233,
11712,Female,18,Azilal,30000,3000,Passable,17635,
11713,Female,20,Azilal,30000,3000,Tres Bien,7140,
11714,Female,25,Tadla,30000,3000,Passable,11522,
11715,Male,23,FqihBenSalah,30000,3000,Tres Bien,5020,
11716,Female,23,Khouribga,30000,3000,Bien,11807,
11717,Female,19,FqihBenSalah,30000,3000,Tres Bien,4257,
11718,Female,23,FqihBenSalah,30000,3000,Bien,19813,
11719,Male,19,Khenifra,30000,3000,Passable,4199,
11720,Female,20,Tadla,30000,3000,Bien,18992,
11721,Female,19,Beni Mellal,30000,3000,Tres Bien,7428,
11722,Female,24,OuedZem,30000,3000,Passable,12868,
11723,Female,24,Khenifra,30000,3000,Passable,6738,
11724,Male,25,Azilal,30000,3000,Tres Bien,19557,
11725,Male,24,OuedZem,30000,3000,Moyen,9184,
11726,Male,20,Tadla,30000,3000,Bien,16230,
11727,Female,24,Khouribga,30000,3000,Moyen,6383,
11728,Male,20,Azilal,30000,3000,Tres Bien,13354,
11729,Female,21,Khenifra,30000,3000,Moyen,16357,
11730,Male,18,Tadla,30000,3000,Passable,12289,
11731,Female,20,Beni Mellal,30000,3000,Bien,7149,
11732,Female,20,Tadla,30000,3000,Tres Bien,6361,
11733,Male,25,Tadla,30000,3000,Tres Bien,17660,
11734,Male,20,Khouribga,30000,3000,Bien,19861,
11735,Male,18,Khouribga,30000,3000,Passable,9615,
11736,Male,24,Beni Mellal,30000,3000,Passable,10870,
11737,Male,18,FqihBenSalah,30000,3000,Moyen,13680,
11738,Male,19,Khouribga,30000,3000,Passable,11788,
11739,Female,18,Khouribga,30000,3000,Passable,6009,
11740,Male,19,Beni Mellal,30000,3000,Passable,7802,
11741,Male,24,Khouribga,30000,3000,Bien,5570,
11742,Male,20,FqihBenSalah,30000,3000,Moyen,19020,
11743,Female,21,FqihBenSalah,30000,3000,Tres Bien,14351,
11744,Female,21,Tadla,30000,3000,Tres Bien,16215,
11745,Male,25,Khouribga,30000,3000,Tres Bien,16729,
11746,Female,24,Azilal,30000,3000,Moyen,14010,
11747,Female,19,Khenifra,30000,3000,Tres Bien,16967,
11748,Female,22,FqihBenSalah,30000,3000,Bien,7004,
11749,Female,22,Azilal,30000,3000,Passable,16409,
11750,Male,18,Tadla,30000,3000,Bien,8440,
11751,Male,19,Azilal,30000,3000,Moyen,18929,
11752,Female,24,Khouribga,30000,3000,Tres Bien,17795,
11753,Male,21,OuedZem,30000,3000,Bien,8374,
11754,Female,24,Tadla,30000,3000,Passable,8490,
11755,Male,21,Beni Mellal,30000,3000,Bien,4040,
11756,Male,24,Khenifra,30000,3000,Passable,15101,
11757,Female,24,Tadla,30000,3000,Moyen,11644,
11758,Female,25,Tadla,30000,3000,Moyen,16272,
11759,Female,22,Beni Mellal,30000,3000,Tres Bien,16808,
11760,Female,18,Khenifra,30000,3000,Moyen,17424,
11761,Female,19,Beni Mellal,30000,3000,Passable,7115,
11762,Male,25,Tadla,30000,3000,Passable,10907,
11763,Male,25,Beni Mellal,30000,3000,Passable,16514,
11764,Female,20,FqihBenSalah,30000,3000,Bien,18456,
11765,Female,19,FqihBenSalah,30000,3000,Moyen,11849,
11766,Female,18,FqihBenSalah,30000,3000,Bien,19644,
11767,Male,23,FqihBenSalah,30000,3000,Tres Bien,19450,
11768,Male,20,Beni Mellal,30000,3000,Bien,7364,
11769,Female,19,Khouribga,30000,3000,Passable,12815,
11770,Female,21,Khouribga,30000,3000,Passable,5646,
11771,Female,18,Khenifra,30000,3000,Tres Bien,7299,
11772,Female,20,FqihBenSalah,30000,3000,Moyen,5420,
11773,Male,25,Azilal,30000,3000,Tres Bien,7577,
11774,Female,24,OuedZem,30000,3000,Bien,9656,
11775,Male,21,Tadla,30000,3000,Passable,10978,
11776,Male,19,Azilal,30000,3000,Tres Bien,12157,
11777,Male,25,FqihBenSalah,30000,3000,Tres Bien,6896,
11778,Female,21,FqihBenSalah,30000,3000,Moyen,4251,
