Student_id,Gender,Bac_Type,Monthly_Wage_Public,School Tuition,Can_Afford,Scholarship,Can_Afford_Scholarship
646,Male,Literature,9453,30000,1,1,1
647,Female,Literature,6672,30000,1,1,1
648,Male,Literature,8040,30000,1,1,1
649,Male,Literature,8129,30000,1,1,1
650,Female,Scientific,7472,30000,1,1,1
651,Male,Literature,9541,30000,1,1,1
652,Female,Literature,8165,30000,1,1,1
653,Female,Literature,6803,30000,1,1,1
654,Female,Scientific,7340,30000,1,1,1
655,Female,Scientific,8760,30000,1,1,1
656,Female,Literature,7786,30000,1,1,1
657,Male,Scientific,7724,30000,1,1,1
658,Female,Literature,9973,30000,1,1,1
659,Female,Literature,7902,30000,1,1,1
660,Male,Scientific,7538,30000,1,1,1
661,Female,Literature,7657,30000,1,1,1
662,Male,Literature,6515,30000,1,1,1
663,Female,Scientific,6016,30000,1,1,1
664,Female,Scientific,6674,30000,1,1,1
665,Female,Literature,8861,30000,1,1,1
666,Female,Scientific,7775,30000,1,1,1
667,Female,Scientific,7030,30000,1,1,1
668,Male,Scientific,6739,30000,1,1,1
669,Male,Literature,7308,30000,1,1,1
670,Male,Scientific,9712,30000,1,1,1
671,Male,Literature,9515,30000,1,1,1
672,Male,Literature,6074,30000,1,1,1
673,Male,Literature,7440,30000,1,1,1
674,Male,Scientific,7414,30000,1,1,1
675,Female,Literature,8839,30000,1,1,1
676,Male,Literature,9507,30000,1,1,1
677,Female,Scientific,6579,30000,1,1,1
678,Female,Scientific,8894,30000,1,1,1
679,Male,Scientific,6183,30000,1,1,1
680,Male,Literature,6724,30000,1,1,1
681,Female,Scientific,6107,30000,1,1,1
682,Male,Literature,6993,30000,1,1,1
683,Female,Literature,6367,30000,1,1,1
684,Male,Literature,7471,30000,1,1,1
685,Male,Literature,9584,30000,1,1,1
686,Male,Scientific,7403,30000,1,1,1
687,Female,Scientific,7148,30000,1,1,1
688,Male,Literature,9531,30000,1,1,1
689,Female,Literature,6974,30000,1,1,1
690,Male,Literature,8309,30000,1,1,1
691,Male,Literature,9273,30000,1,1,1
692,Female,Literature,9106,30000,1,1,1
693,Female,Scientific,6253,30000,1,1,1
694,Female,Scientific,8506,30000,1,1,1
695,Female,Literature,7649,30000,1,1,1
696,Male,Scientific,8433,30000,1,1,1
697,Male,Literature,7100,30000,1,1,1
698,Male,Literature,8804,30000,1,1,1
699,Male,Scientific,9575,30000,1,1,1
700,Male,Scientific,8394,30000,1,1,1
701,Female,Scientific,8671,30000,1,1,1
702,Male,Scientific,6225,30000,1,1,1
703,Male,Literature,7072,30000,1,1,1
704,Male,Scientific,9244,30000,1,1,1
705,Male,Literature,9202,30000,1,1,1
706,Male,Literature,9076,30000,1,1,1
707,Female,Literature,6891,30000,1,1,1
708,Female,Scientific,9254,30000,1,1,1
709,Female,Literature,8532,30000,1,1,1
710,Male,Scientific,7571,30000,1,1,1
711,Male,Literature,8433,30000,1,1,1
712,Female,Scientific,9597,30000,1,1,1
713,Female,Scientific,6213,30000,1,1,1
714,Male,Scientific,6818,30000,1,1,1
715,Male,Literature,8662,30000,1,1,1
716,Female,Scientific,9554,30000,1,1,1
717,Female,Literature,9196,30000,1,1,1
718,Female,Literature,7149,30000,1,1,1
719,Male,Literature,7277,30000,1,1,1
720,Female,Scientific,8313,30000,1,1,1
721,Female,Literature,8616,30000,1,1,1
722,Male,Scientific,6785,30000,1,1,1
723,Male,Literature,8899,30000,1,1,1
724,Male,Literature,8859,30000,1,1,1
725,Male,Scientific,7968,30000,1,1,1
726,Female,Literature,8277,30000,1,1,1
727,Male,Scientific,7469,30000,1,1,1
728,Female,Scientific,6075,30000,1,1,1
729,Female,Scientific,8583,30000,1,1,1
730,Female,Literature,9784,30000,1,1,1
731,Female,Literature,7619,30000,1,1,1
732,Male,Literature,7768,30000,1,1,1
733,Female,Scientific,9224,30000,1,1,1
734,Male,Scientific,8731,30000,1,1,1
735,Male,Scientific,9580,30000,1,1,1
736,Male,Literature,9251,30000,1,1,1
737,Female,Scientific,8441,30000,1,1,1
738,Female,Literature,7347,30000,1,1,1
739,Male,Scientific,7828,30000,1,1,1
740,Male,Literature,6896,30000,1,1,1
741,Male,Scientific,8111,30000,1,1,1
742,Female,Scientific,8537,30000,1,1,1
743,Male,Literature,7249,30000,1,1,1
744,Female,Scientific,7369,30000,1,1,1
745,Male,Scientific,6548,30000,1,1,1
746,Female,Literature,9424,30000,1,1,1
747,Male,Scientific,8769,30000,1,1,1
748,Male,Scientific,9829,30000,1,1,1
749,Male,Literature,6844,30000,1,1,1
750,Female,Literature,8707,30000,1,1,1
751,Male,Literature,6115,30000,1,1,1
752,Female,Scientific,9748,30000,1,1,1
753,Female,Literature,8188,30000,1,1,1
754,Male,Literature,7550,30000,1,1,1
755,Female,Scientific,9621,30000,1,1,1
756,Female,Literature,8699,30000,1,1,1
757,Male,Scientific,7022,30000,1,1,1
758,Male,Scientific,7523,30000,1,1,1
759,Female,Scientific,6528,30000,1,1,1
760,Male,Scientific,8995,30000,1,1,1
761,Male,Scientific,7391,30000,1,1,1
762,Female,Scientific,7653,30000,1,1,1
763,Female,Literature,6611,30000,1,1,1
764,Female,Scientific,9032,30000,1,1,1
765,Male,Scientific,7350,30000,1,1,1
766,Male,Literature,7908,30000,1,1,1
767,Female,Scientific,9357,30000,1,1,1
768,Female,Literature,7968,30000,1,1,1
769,Female,Scientific,7343,30000,1,1,1
770,Male,Literature,6831,30000,1,1,1
771,Female,Scientific,9955,30000,1,1,1
772,Male,Literature,6605,30000,1,1,1
773,Male,Literature,8690,30000,1,1,1
774,Male,Literature,7557,30000,1,1,1
775,Male,Scientific,8740,30000,1,1,1
776,Male,Literature,8616,30000,1,1,1
777,Female,Scientific,8193,30000,1,1,1
778,Male,Literature,6639,30000,1,1,1
779,Male,Literature,6700,30000,1,1,1
780,Male,Scientific,6102,30000,1,1,1
781,Male,Literature,8079,30000,1,1,1
782,Male,Literature,9047,30000,1,1,1
783,Female,Literature,9837,30000,1,1,1
784,Male,Literature,6350,30000,1,1,1
785,Male,Scientific,7042,30000,1,1,1
786,Female,Scientific,9722,30000,1,1,1
787,Male,Scientific,9405,30000,1,1,1
788,Male,Literature,8928,30000,1,1,1
789,Female,Literature,9814,30000,1,1,1
790,Female,Scientific,6634,30000,1,1,1
791,Female,Literature,9056,30000,1,1,1
792,Male,Scientific,7901,30000,1,1,1
793,Male,Literature,6646,30000,1,1,1
794,Female,Scientific,8056,30000,1,1,1
795,Female,Literature,9260,30000,1,1,1
796,Female,Scientific,9424,30000,1,1,1
797,Male,Literature,6163,30000,1,1,1
798,Female,Scientific,6005,30000,1,1,1
799,Female,Scientific,8153,30000,1,1,1
800,Male,Literature,9482,30000,1,1,1
801,Male,Scientific,9520,30000,1,1,1
802,Female,Scientific,8651,30000,1,1,1
803,Male,Scientific,8398,30000,1,1,1
804,Male,Scientific,6420,30000,1,1,1
805,Female,Literature,9248,30000,1,1,1
806,Male,Scientific,6616,30000,1,1,1
807,Female,Literature,6329,30000,1,1,1
808,Female,Literature,7770,30000,1,1,1
809,Female,Literature,9130,30000,1,1,1
810,Female,Scientific,7526,30000,1,1,1
811,Female,Scientific,8322,30000,1,1,1
812,Female,Literature,9049,30000,1,1,1
813,Female,Scientific,8443,30000,1,1,1
814,Female,Literature,9682,30000,1,1,1
815,Female,Scientific,6931,30000,1,1,1
816,Male,Literature,7166,30000,1,1,1
817,Male,Literature,7896,30000,1,1,1
818,Female,Scientific,7629,30000,1,1,1
819,Female,Literature,9512,30000,1,1,1
820,Female,Literature,6155,30000,1,1,1
821,Male,Scientific,6274,30000,1,1,1
822,Female,Literature,9760,30000,1,1,1
823,Male,Literature,7661,30000,1,1,1
824,Male,Scientific,6072,30000,1,1,1
825,Female,Literature,6343,30000,1,1,1
826,Male,Scientific,7395,30000,1,1,1
827,Female,Literature,7600,30000,1,1,1
828,Female,Literature,6699,30000,1,1,1
829,Female,Scientific,9738,30000,1,1,1
830,Female,Scientific,6733,30000,1,1,1
831,Male,Scientific,9997,30000,1,1,1
832,Female,Scientific,9203,30000,1,1,1
833,Female,Scientific,7475,30000,1,1,1
834,Male,Literature,6306,30000,1,1,1
835,Male,Scientific,7769,30000,1,1,1
836,Male,Scientific,6998,30000,1,1,1
837,Male,Scientific,9954,30000,1,1,1
838,Female,Scientific,8135,30000,1,1,1
839,Female,Scientific,8606,30000,1,1,1
840,Male,Scientific,6048,30000,1,1,1
841,Male,Scientific,9804,30000,1,1,1
842,Female,Scientific,7067,30000,1,1,1
843,Female,Scientific,9278,30000,1,1,1
844,Female,Scientific,9910,30000,1,1,1
845,Male,Scientific,6758,30000,1,1,1
846,Male,Scientific,6844,30000,1,1,1
847,Female,Scientific,9878,30000,1,1,1
848,Female,Scientific,9758,30000,1,1,1
849,Female,Literature,6335,30000,1,1,1
850,Female,Scientific,6746,30000,1,1,1
851,Male,Literature,8815,30000,1,1,1
852,Female,Literature,9108,30000,1,1,1
853,Male,Literature,9637,30000,1,1,1
854,Female,Scientific,9384,30000,1,1,1
855,Female,Scientific,9374,30000,1,1,1
856,Female,Scientific,8511,30000,1,1,1
857,Female,Literature,9622,30000,1,1,1
858,Male,Scientific,9487,30000,1,1,1
859,Female,Scientific,7488,30000,1,1,1
860,Male,Scientific,6020,30000,1,1,1
861,Male,Literature,7683,30000,1,1,1
862,Male,Literature,9467,30000,1,1,1
863,Female,Literature,9395,30000,1,1,1
864,Female,Literature,6095,30000,1,1,1
865,Female,Scientific,8258,30000,1,1,1
866,Female,Scientific,7870,30000,1,1,1
867,Male,Literature,8779,30000,1,1,1
868,Male,Literature,8565,30000,1,1,1
869,Male,Literature,6352,30000,1,1,1
870,Female,Scientific,8758,30000,1,1,1
871,Male,Literature,8867,30000,1,1,1
872,Male,Scientific,6409,30000,1,1,1
873,Female,Literature,8377,30000,1,1,1
874,Male,Literature,6876,30000,1,1,1
875,Male,Scientific,6873,30000,1,1,1
876,Male,Literature,9829,30000,1,1,1
877,Female,Literature,7984,30000,1,1,1
878,Male,Scientific,8789,30000,1,1,1
879,Male,Literature,9273,30000,1,1,1
880,Male,Scientific,9014,30000,1,1,1
881,Female,Scientific,7717,30000,1,1,1
882,Male,Scientific,7610,30000,1,1,1
883,Female,Scientific,8019,30000,1,1,1
884,Female,Literature,8192,30000,1,1,1
885,Male,Scientific,9061,30000,1,1,1
886,Female,Literature,8550,30000,1,1,1
887,Male,Literature,8709,30000,1,1,1
888,Female,Literature,7203,30000,1,1,1
889,Female,Scientific,6461,30000,1,1,1
890,Male,Literature,6778,30000,1,1,1
891,Male,Scientific,9256,30000,1,1,1
892,Male,Literature,9114,30000,1,1,1
893,Male,Literature,7090,30000,1,1,1
894,Male,Scientific,6349,30000,1,1,1
895,Female,Scientific,8168,30000,1,1,1
896,Male,Literature,7519,30000,1,1,1
897,Female,Literature,9814,30000,1,1,1
898,Male,Literature,7047,30000,1,1,1
899,Female,Scientific,8128,30000,1,1,1
900,Female,Literature,6872,30000,1,1,1
901,Female,Scientific,6505,30000,1,1,1
902,Female,Scientific,9254,30000,1,1,1
903,Male,Scientific,8815,30000,1,1,1
904,Female,Literature,9577,30000,1,1,1
905,Male,Scientific,9157,30000,1,1,1
906,Male,Literature,7941,30000,1,1,1
907,Female,Literature,6069,30000,1,1,1
908,Male,Literature,9193,30000,1,1,1
909,Female,Scientific,8584,30000,1,1,1
910,Female,Literature,9055,30000,1,1,1
911,Male,Scientific,6176,30000,1,1,1
912,Female,Scientific,6688,30000,1,1,1
913,Male,Literature,8697,30000,1,1,1
914,Male,Literature,7890,30000,1,1,1
915,Male,Scientific,8233,30000,1,1,1
916,Male,Literature,8202,30000,1,1,1
917,Female,Literature,8536,30000,1,1,1
918,Male,Scientific,9337,30000,1,1,1
919,Male,Literature,7406,30000,1,1,1
920,Male,Scientific,9975,30000,1,1,1
921,Male,Literature,8437,30000,1,1,1
922,Female,Literature,6781,30000,1,1,1
923,Female,Literature,8035,30000,1,1,1
924,Male,Scientific,8660,30000,1,1,1
925,Male,Scientific,6939,30000,1,1,1
926,Female,Literature,8321,30000,1,1,1
927,Female,Scientific,9291,30000,1,1,1
928,Female,Literature,9673,30000,1,1,1
929,Female,Scientific,6109,30000,1,1,1
930,Female,Scientific,6461,30000,1,1,1
931,Female,Scientific,9900,30000,1,1,1
932,Male,Literature,7417,30000,1,1,1
933,Male,Literature,9109,30000,1,1,1
934,Male,Scientific,7904,30000,1,1,1
935,Male,Literature,9979,30000,1,1,1
936,Female,Scientific,6062,30000,1,1,1
937,Female,Scientific,7728,30000,1,1,1
938,Female,Scientific,8790,30000,1,1,1
939,Female,Scientific,7811,30000,1,1,1
940,Female,Scientific,6126,30000,1,1,1
941,Female,Literature,7942,30000,1,1,1
942,Male,Scientific,8071,30000,1,1,1
943,Female,Literature,9493,30000,1,1,1
944,Male,Scientific,7230,30000,1,1,1
945,Female,Literature,9162,30000,1,1,1
946,Female,Scientific,6345,30000,1,1,1
947,Male,Literature,8478,30000,1,1,1
948,Male,Scientific,8961,30000,1,1,1
949,Male,Literature,8510,30000,1,1,1
950,Male,Literature,8372,30000,1,1,1
951,Male,Scientific,9132,30000,1,1,1
952,Female,Literature,7583,30000,1,1,1
953,Male,Literature,9263,30000,1,1,1
954,Male,Literature,9017,30000,1,1,1
955,Female,Scientific,8067,30000,1,1,1
956,Female,Literature,8001,30000,1,1,1
957,Female,Literature,9727,30000,1,1,1
958,Male,Literature,7130,30000,1,1,1
959,Female,Scientific,7566,30000,1,1,1
960,Male,Scientific,9708,30000,1,1,1
961,Male,Literature,7538,30000,1,1,1
962,Female,Literature,7620,30000,1,1,1
963,Male,Scientific,6448,30000,1,1,1
964,Male,Literature,8856,30000,1,1,1
965,Male,Scientific,7712,30000,1,1,1
966,Male,Scientific,6871,30000,1,1,1
967,Male,Scientific,7928,30000,1,1,1
968,Male,Literature,7036,30000,1,1,1
969,Female,Scientific,8191,30000,1,1,1
970,Male,Literature,6472,30000,1,1,1
971,Male,Literature,9093,30000,1,1,1
972,Female,Scientific,6915,30000,1,1,1
973,Male,Scientific,8798,30000,1,1,1
974,Female,Scientific,8103,30000,1,1,1
975,Male,Scientific,6823,30000,1,1,1
976,Female,Literature,6970,30000,1,1,1
977,Male,Literature,8288,30000,1,1,1
978,Male,Literature,9286,30000,1,1,1
979,Female,Scientific,9270,30000,1,1,1
980,Female,Scientific,6428,30000,1,1,1
981,Male,Literature,7526,30000,1,1,1
982,Male,Scientific,7579,30000,1,1,1
983,Male,Scientific,6829,30000,1,1,1
984,Male,Scientific,8892,30000,1,1,1
985,Female,Scientific,7752,30000,1,1,1
986,Female,Scientific,9200,30000,1,1,1
987,Female,Literature,6484,30000,1,1,1
988,Female,Literature,6529,30000,1,1,1
989,Male,Literature,8844,30000,1,1,1
990,Female,Scientific,8630,30000,1,1,1
991,Female,Literature,9010,30000,1,1,1
992,Male,Scientific,8738,30000,1,1,1
993,Male,Scientific,7945,30000,1,1,1
994,Male,Scientific,9038,30000,1,1,1
995,Male,Scientific,9749,30000,1,1,1
996,Female,Literature,8901,30000,1,1,1
997,Male,Scientific,6089,30000,1,1,1
998,Male,Literature,8297,30000,1,1,1
999,Female,Literature,7069,30000,1,1,1
1000,Female,Literature,9977,30000,1,1,1
