wage,yearlywage,thirdyw,tuition,signup,scholarship30,scholarship50,scholarship70,afford1,afford2,reduction,grade,afford3,afford4
19286,597,228,30000,3000,21000,15000,9000,66,983,50,1,966,782
11213,707,141,30000,3000,21000,15000,9000,190,635,50,4,399,573
13076,72,212,30000,3000,21000,15000,9000,710,941,50,1,420,980
4252,565,784,30000,3000,21000,15000,9000,517,181,50,3,559,987
16122,544,630,30000,3000,21000,15000,9000,147,61,50,4,330,897
13113,983,502,30000,3000,21000,15000,9000,845,775,50,1,487,945
7979,464,89,30000,3000,21000,15000,9000,514,339,50,2,426,716
14871,378,753,30000,3000,21000,15000,9000,282,863,50,1,882,348
7303,31,129,30000,3000,21000,15000,9000,188,304,50,2,244,332
10466,660,466,30000,3000,21000,15000,9000,99,928,50,1,190,29
17266,876,710,30000,3000,21000,15000,9000,593,488,50,4,819,986
10697,937,345,30000,3000,21000,15000,9000,365,635,50,1,646,971
17495,733,948,30000,3000,21000,15000,9000,527,135,50,1,909,276
12378,354,15,30000,3000,21000,15000,9000,804,257,50,2,643,198
13864,831,868,30000,3000,21000,15000,9000,872,143,50,3,240,568
15997,754,47,30000,3000,21000,15000,9000,75,65,50,1,691,763
4373,865,740,30000,3000,21000,15000,9000,556,968,50,1,390,157
15423,155,117,30000,3000,21000,15000,9000,377,223,50,3,769,748
6152,194,597,30000,3000,21000,15000,9000,299,117,50,3,744,545
12198,717,156,30000,3000,21000,15000,9000,418,629,50,3,992,786
11505,707,216,30000,3000,21000,15000,9000,731,882,50,4,222,743
13341,691,842,30000,3000,21000,15000,9000,253,396,50,1,64,654
9627,546,635,30000,3000,21000,15000,9000,868,581,50,1,127,574
12686,238,357,30000,3000,21000,15000,9000,619,699,50,4,150,487
16224,249,960,30000,3000,21000,15000,9000,166,721,50,3,242,964
16784,503,679,30000,3000,21000,15000,9000,44,50,50,4,907,107
10237,708,890,30000,3000,21000,15000,9000,720,815,50,4,433,753
14207,142,598,30000,3000,21000,15000,9000,78,933,50,2,881,140
14035,858,102,30000,3000,21000,15000,9000,22,691,50,3,283,607
17131,269,13,30000,3000,21000,15000,9000,325,892,50,1,195,505
19657,521,556,30000,3000,21000,15000,9000,751,347,50,2,410,817
15748,45,60,30000,3000,21000,15000,9000,53,478,50,1,656,703
11747,434,238,30000,3000,21000,15000,9000,683,661,50,4,974,302
7804,724,93,30000,3000,21000,15000,9000,823,888,50,3,828,58
12294,318,419,30000,3000,21000,15000,9000,221,308,50,1,483,909
4772,748,489,30000,3000,21000,15000,9000,556,348,50,2,685,436
5935,555,148,30000,3000,21000,15000,9000,257,238,50,1,479,503
18828,315,659,30000,3000,21000,15000,9000,146,459,50,2,153,426
10997,508,708,30000,3000,21000,15000,9000,541,301,50,3,194,495
12359,228,672,30000,3000,21000,15000,9000,937,337,50,3,507,701
6873,410,55,30000,3000,21000,15000,9000,177,798,50,4,951,407
12415,321,644,30000,3000,21000,15000,9000,359,976,50,3,192,747
15774,316,911,30000,3000,21000,15000,9000,788,543,50,2,597,592
4515,994,791,30000,3000,21000,15000,9000,395,292,50,1,461,363
8415,286,175,30000,3000,21000,15000,9000,46,585,50,2,959,10
9946,134,177,30000,3000,21000,15000,9000,528,533,50,3,723,382
18155,963,267,30000,3000,21000,15000,9000,993,81,50,2,37,759
15588,131,12,30000,3000,21000,15000,9000,885,207,50,1,187,955
15231,291,194,30000,3000,21000,15000,9000,717,44,50,2,59,249
19254,862,997,30000,3000,21000,15000,9000,898,16,50,3,863,580
8613,879,125,30000,3000,21000,15000,9000,744,165,50,2,318,76
11004,650,546,30000,3000,21000,15000,9000,251,1000,50,4,197,115
12050,688,573,30000,3000,21000,15000,9000,41,265,50,2,727,397
10712,41,556,30000,3000,21000,15000,9000,27,193,50,4,814,655
18973,718,849,30000,3000,21000,15000,9000,320,436,50,2,486,123
7085,397,905,30000,3000,21000,15000,9000,310,770,50,4,409,991
11403,612,367,30000,3000,21000,15000,9000,981,418,50,4,281,446
18856,894,202,30000,3000,21000,15000,9000,923,367,50,3,185,672
7552,546,62,30000,3000,21000,15000,9000,506,634,50,1,629,650
16015,214,917,30000,3000,21000,15000,9000,415,84,50,1,192,507
12099,369,574,30000,3000,21000,15000,9000,414,571,50,2,237,650
11068,252,725,30000,3000,21000,15000,9000,26,886,50,2,820,571
4507,325,792,30000,3000,21000,15000,9000,353,933,50,1,155,404
17881,945,389,30000,3000,21000,15000,9000,285,291,50,2,131,354
15041,706,172,30000,3000,21000,15000,9000,87,418,50,1,571,988
19400,210,121,30000,3000,21000,15000,9000,581,821,50,1,32,783
5797,353,18,30000,3000,21000,15000,9000,571,724,50,3,654,281
5823,425,165,30000,3000,21000,15000,9000,427,322,50,1,373,642
18578,160,25,30000,3000,21000,15000,9000,425,437,50,3,943,415
14924,204,792,30000,3000,21000,15000,9000,857,353,50,3,77,904
11524,717,752,30000,3000,21000,15000,9000,693,512,50,1,134,101
10935,310,264,30000,3000,21000,15000,9000,165,997,50,1,551,503
13690,871,551,30000,3000,21000,15000,9000,775,2,50,2,614,60
15217,788,789,30000,3000,21000,15000,9000,138,287,50,2,841,475
19559,487,821,30000,3000,21000,15000,9000,43,573,50,1,321,527
5908,505,184,30000,3000,21000,15000,9000,532,725,50,2,125,868
12509,941,765,30000,3000,21000,15000,9000,715,536,50,3,306,83
7282,376,631,30000,3000,21000,15000,9000,724,294,50,2,85,99
5519,995,441,30000,3000,21000,15000,9000,451,44,50,1,447,218
11665,262,788,30000,3000,21000,15000,9000,349,915,50,2,236,409
8867,768,928,30000,3000,21000,15000,9000,328,687,50,1,456,41
10966,660,656,30000,3000,21000,15000,9000,170,709,50,3,723,433
13597,370,151,30000,3000,21000,15000,9000,527,41,50,4,939,196
8230,521,75,30000,3000,21000,15000,9000,469,399,50,2,376,926
5865,232,289,30000,3000,21000,15000,9000,406,519,50,3,427,751
8743,491,783,30000,3000,21000,15000,9000,224,375,50,4,434,853
4989,816,621,30000,3000,21000,15000,9000,561,334,50,4,916,914
9308,364,744,30000,3000,21000,15000,9000,845,33,50,1,962,511
13780,539,715,30000,3000,21000,15000,9000,216,20,50,4,984,33
17583,217,972,30000,3000,21000,15000,9000,486,714,50,2,883,965
15653,337,307,30000,3000,21000,15000,9000,215,936,50,1,985,156
5467,618,339,30000,3000,21000,15000,9000,595,269,50,4,389,355
13758,937,349,30000,3000,21000,15000,9000,130,453,50,3,35,935
4014,243,224,30000,3000,21000,15000,9000,372,56,50,4,574,197
7614,810,462,30000,3000,21000,15000,9000,530,844,50,4,339,17
8764,245,784,30000,3000,21000,15000,9000,645,227,50,2,121,860
16980,747,390,30000,3000,21000,15000,9000,758,604,50,4,434,336
9717,441,679,30000,3000,21000,15000,9000,750,31,50,1,111,416
19034,229,473,30000,3000,21000,15000,9000,757,42,50,1,382,170
10862,492,672,30000,3000,21000,15000,9000,68,528,50,1,596,640
10555,422,19,30000,3000,21000,15000,9000,665,260,50,1,825,561
8937,124,272,30000,3000,21000,15000,9000,465,886,50,2,242,660
15263,523,520,30000,3000,21000,15000,9000,553,846,50,4,361,637
16731,504,311,30000,3000,21000,15000,9000,171,641,50,2,437,200
17210,146,177,30000,3000,21000,15000,9000,120,16,50,1,498,356
17082,7,980,30000,3000,21000,15000,9000,283,540,50,1,940,461
13872,838,136,30000,3000,21000,15000,9000,213,111,50,1,301,912
8382,579,892,30000,3000,21000,15000,9000,366,188,50,3,269,117
12480,51,228,30000,3000,21000,15000,9000,31,811,50,2,262,477
12599,451,525,30000,3000,21000,15000,9000,812,762,50,4,212,421
10526,527,882,30000,3000,21000,15000,9000,457,233,50,3,934,144
8524,940,772,30000,3000,21000,15000,9000,97,441,50,1,442,527
7149,509,552,30000,3000,21000,15000,9000,593,153,50,2,223,628
11057,480,591,30000,3000,21000,15000,9000,413,351,50,1,685,338
9926,771,284,30000,3000,21000,15000,9000,56,205,50,4,357,478
6215,234,750,30000,3000,21000,15000,9000,682,889,50,4,124,899
4924,685,792,30000,3000,21000,15000,9000,203,905,50,1,506,449
12968,805,625,30000,3000,21000,15000,9000,334,751,50,4,298,762
19525,370,6,30000,3000,21000,15000,9000,604,422,50,2,572,431
10435,778,482,30000,3000,21000,15000,9000,982,317,50,1,227,396
12002,12,848,30000,3000,21000,15000,9000,283,162,50,2,297,65
10846,540,483,30000,3000,21000,15000,9000,784,360,50,3,121,847
14482,884,209,30000,3000,21000,15000,9000,387,129,50,3,467,221
14929,750,431,30000,3000,21000,15000,9000,754,988,50,1,157,318
14914,323,104,30000,3000,21000,15000,9000,580,703,50,4,971,465
16323,191,91,30000,3000,21000,15000,9000,578,963,50,2,953,719
11871,939,382,30000,3000,21000,15000,9000,332,442,50,3,244,243
14217,873,862,30000,3000,21000,15000,9000,461,235,50,2,747,286
5206,674,260,30000,3000,21000,15000,9000,862,946,50,4,684,370
4396,898,242,30000,3000,21000,15000,9000,878,811,50,4,881,450
9276,295,941,30000,3000,21000,15000,9000,451,1,50,1,206,618
13052,703,785,30000,3000,21000,15000,9000,81,626,50,4,792,473
8686,551,453,30000,3000,21000,15000,9000,758,753,50,2,127,332
17389,961,80,30000,3000,21000,15000,9000,713,500,50,2,162,44
9923,289,255,30000,3000,21000,15000,9000,605,302,50,4,931,75
12683,29,223,30000,3000,21000,15000,9000,514,351,50,4,203,940
8743,231,594,30000,3000,21000,15000,9000,120,180,50,3,264,57
9768,15,616,30000,3000,21000,15000,9000,939,462,50,2,726,437
15914,954,914,30000,3000,21000,15000,9000,269,867,50,3,619,187
10495,39,187,30000,3000,21000,15000,9000,502,552,50,3,959,323
10635,859,788,30000,3000,21000,15000,9000,693,394,50,4,224,619
8748,826,644,30000,3000,21000,15000,9000,88,169,50,3,673,496
14103,672,470,30000,3000,21000,15000,9000,189,797,50,3,224,626
12717,357,995,30000,3000,21000,15000,9000,323,883,50,2,63,225
6161,280,496,30000,3000,21000,15000,9000,591,194,50,4,754,328
14091,435,215,30000,3000,21000,15000,9000,938,44,50,3,614,582
16315,606,499,30000,3000,21000,15000,9000,541,90,50,4,642,696
11304,447,405,30000,3000,21000,15000,9000,251,644,50,3,275,403
8084,635,473,30000,3000,21000,15000,9000,96,102,50,3,331,487
6786,893,743,30000,3000,21000,15000,9000,213,970,50,1,315,562
5772,383,471,30000,3000,21000,15000,9000,800,657,50,2,498,391
12803,726,298,30000,3000,21000,15000,9000,288,961,50,2,888,319
19772,303,162,30000,3000,21000,15000,9000,513,213,50,1,501,140
14847,802,917,30000,3000,21000,15000,9000,568,373,50,3,116,36
10414,184,270,30000,3000,21000,15000,9000,177,812,50,2,344,474
10121,263,801,30000,3000,21000,15000,9000,132,722,50,2,259,862
16774,643,173,30000,3000,21000,15000,9000,927,121,50,1,157,455
5301,522,116,30000,3000,21000,15000,9000,894,207,50,3,687,339
7322,578,800,30000,3000,21000,15000,9000,861,648,50,1,297,810
4317,807,684,30000,3000,21000,15000,9000,172,627,50,4,775,657
7435,666,528,30000,3000,21000,15000,9000,537,304,50,4,731,317
19624,767,390,30000,3000,21000,15000,9000,67,726,50,1,642,104
16725,893,127,30000,3000,21000,15000,9000,381,983,50,2,566,681
15075,735,688,30000,3000,21000,15000,9000,952,653,50,1,551,826
7826,566,736,30000,3000,21000,15000,9000,48,498,50,2,756,923
14252,682,187,30000,3000,21000,15000,9000,145,522,50,4,344,412
8496,592,528,30000,3000,21000,15000,9000,727,924,50,1,539,371
13089,988,489,30000,3000,21000,15000,9000,132,514,50,2,261,858
15355,10,445,30000,3000,21000,15000,9000,471,869,50,1,389,826
5600,262,223,30000,3000,21000,15000,9000,145,329,50,4,634,979
12314,936,307,30000,3000,21000,15000,9000,927,850,50,2,256,518
19649,701,355,30000,3000,21000,15000,9000,214,246,50,4,503,895
7150,383,775,30000,3000,21000,15000,9000,32,670,50,1,444,274
17199,250,520,30000,3000,21000,15000,9000,946,627,50,3,230,724
18017,613,828,30000,3000,21000,15000,9000,141,556,50,4,186,859
5522,107,914,30000,3000,21000,15000,9000,771,555,50,1,426,5
4042,961,767,30000,3000,21000,15000,9000,812,537,50,1,117,937
17156,634,619,30000,3000,21000,15000,9000,664,248,50,2,290,833
19341,137,757,30000,3000,21000,15000,9000,442,854,50,3,957,304
13577,407,396,30000,3000,21000,15000,9000,958,152,50,1,454,35
12054,747,330,30000,3000,21000,15000,9000,174,893,50,1,104,109
6643,141,825,30000,3000,21000,15000,9000,88,51,50,2,827,69
6670,272,682,30000,3000,21000,15000,9000,996,106,50,1,650,382
18303,923,591,30000,3000,21000,15000,9000,676,938,50,2,139,32
11788,264,899,30000,3000,21000,15000,9000,579,428,50,4,160,637
19220,291,356,30000,3000,21000,15000,9000,379,318,50,2,858,223
7524,764,38,30000,3000,21000,15000,9000,822,573,50,1,364,557
14404,210,343,30000,3000,21000,15000,9000,595,892,50,4,120,370
11411,759,302,30000,3000,21000,15000,9000,316,213,50,2,827,839
11324,466,793,30000,3000,21000,15000,9000,564,934,50,3,298,907
14562,132,913,30000,3000,21000,15000,9000,365,217,50,2,254,284
8903,537,534,30000,3000,21000,15000,9000,887,25,50,3,762,587
5305,809,304,30000,3000,21000,15000,9000,50,228,50,1,60,235
11497,575,805,30000,3000,21000,15000,9000,639,37,50,4,607,724
11027,429,292,30000,3000,21000,15000,9000,393,428,50,1,956,982
5300,451,505,30000,3000,21000,15000,9000,352,489,50,4,626,660
4705,866,881,30000,3000,21000,15000,9000,901,750,50,1,412,434
9834,387,397,30000,3000,21000,15000,9000,760,434,50,2,147,11
5432,282,570,30000,3000,21000,15000,9000,796,535,50,1,961,31
14713,585,13,30000,3000,21000,15000,9000,577,581,50,3,721,374
8000,213,296,30000,3000,21000,15000,9000,950,311,50,4,279,424
6567,413,704,30000,3000,21000,15000,9000,799,237,50,4,491,662
6515,164,539,30000,3000,21000,15000,9000,752,650,50,4,158,374
13791,231,856,30000,3000,21000,15000,9000,835,457,50,4,809,67
17070,311,239,30000,3000,21000,15000,9000,896,376,50,1,241,189
19995,781,644,30000,3000,21000,15000,9000,359,895,50,2,534,458
6069,995,794,30000,3000,21000,15000,9000,186,118,50,3,185,869
6551,765,999,30000,3000,21000,15000,9000,118,120,50,4,391,41
10522,935,783,30000,3000,21000,15000,9000,181,341,50,2,774,845
4791,497,571,30000,3000,21000,15000,9000,761,198,50,3,698,673
19755,427,995,30000,3000,21000,15000,9000,161,705,50,3,20,474
17671,766,727,30000,3000,21000,15000,9000,542,601,50,4,109,761
19007,367,462,30000,3000,21000,15000,9000,93,391,50,4,964,596
5119,86,751,30000,3000,21000,15000,9000,463,304,50,3,554,715
14242,724,187,30000,3000,21000,15000,9000,381,557,50,4,281,434
8969,555,183,30000,3000,21000,15000,9000,450,589,50,2,838,832
7529,291,526,30000,3000,21000,15000,9000,94,275,50,4,669,966
9061,819,566,30000,3000,21000,15000,9000,572,905,50,2,594,791
18624,351,806,30000,3000,21000,15000,9000,904,347,50,3,49,529
10409,231,14,30000,3000,21000,15000,9000,662,539,50,2,36,125
19471,754,910,30000,3000,21000,15000,9000,743,974,50,3,608,839
4359,679,258,30000,3000,21000,15000,9000,552,322,50,3,36,739
6093,990,25,30000,3000,21000,15000,9000,668,734,50,2,516,406
5281,99,621,30000,3000,21000,15000,9000,219,989,50,4,910,908
11775,986,402,30000,3000,21000,15000,9000,783,392,50,2,102,260
10928,409,269,30000,3000,21000,15000,9000,492,114,50,2,889,494
18748,775,301,30000,3000,21000,15000,9000,323,100,50,1,858,40
11505,826,149,30000,3000,21000,15000,9000,868,822,50,4,647,715
18162,546,176,30000,3000,21000,15000,9000,158,163,50,4,76,886
11309,668,774,30000,3000,21000,15000,9000,254,631,50,2,966,866
5604,164,494,30000,3000,21000,15000,9000,266,221,50,1,523,124
8791,469,638,30000,3000,21000,15000,9000,467,545,50,3,230,817
15314,833,843,30000,3000,21000,15000,9000,619,710,50,1,419,971
13388,650,257,30000,3000,21000,15000,9000,811,242,50,1,731,614
8327,456,808,30000,3000,21000,15000,9000,978,934,50,2,657,228
6511,367,658,30000,3000,21000,15000,9000,30,247,50,1,856,385
13317,990,122,30000,3000,21000,15000,9000,613,232,50,1,598,677
18429,834,958,30000,3000,21000,15000,9000,481,899,50,1,446,173
6740,580,33,30000,3000,21000,15000,9000,342,768,50,1,169,432
5449,308,973,30000,3000,21000,15000,9000,838,196,50,2,187,952
14860,251,27,30000,3000,21000,15000,9000,467,345,50,1,468,513
18759,980,298,30000,3000,21000,15000,9000,404,973,50,2,59,583
17156,19,29,30000,3000,21000,15000,9000,60,571,50,4,691,734
12610,846,16,30000,3000,21000,15000,9000,844,257,50,3,70,512
14364,493,16,30000,3000,21000,15000,9000,999,369,50,3,791,751
9107,544,505,30000,3000,21000,15000,9000,390,100,50,2,690,484
7363,627,513,30000,3000,21000,15000,9000,646,115,50,2,514,176
13112,523,899,30000,3000,21000,15000,9000,878,394,50,4,505,444
19266,813,244,30000,3000,21000,15000,9000,147,788,50,2,152,844
17162,966,601,30000,3000,21000,15000,9000,223,617,50,3,923,555
16448,759,425,30000,3000,21000,15000,9000,503,158,50,1,796,122
10381,186,241,30000,3000,21000,15000,9000,66,131,50,3,880,65
6141,312,671,30000,3000,21000,15000,9000,43,699,50,1,859,833
6516,345,810,30000,3000,21000,15000,9000,865,114,50,2,127,643
14202,199,6,30000,3000,21000,15000,9000,64,60,50,1,126,150
10973,37,238,30000,3000,21000,15000,9000,623,986,50,1,14,226
12279,699,412,30000,3000,21000,15000,9000,65,332,50,2,810,334
13281,606,834,30000,3000,21000,15000,9000,896,118,50,1,514,440
19099,806,472,30000,3000,21000,15000,9000,177,742,50,1,647,884
6997,264,895,30000,3000,21000,15000,9000,575,364,50,1,672,148
4397,560,669,30000,3000,21000,15000,9000,590,562,50,4,499,446
8277,651,441,30000,3000,21000,15000,9000,165,493,50,1,426,619
4290,746,659,30000,3000,21000,15000,9000,123,56,50,3,749,543
8904,676,49,30000,3000,21000,15000,9000,228,745,50,3,100,55
17744,615,914,30000,3000,21000,15000,9000,223,774,50,4,490,734
17866,599,721,30000,3000,21000,15000,9000,502,88,50,2,155,533
11775,239,583,30000,3000,21000,15000,9000,520,507,50,1,674,610
10912,555,388,30000,3000,21000,15000,9000,264,888,50,2,966,949
9473,781,95,30000,3000,21000,15000,9000,683,949,50,2,198,759
17289,113,348,30000,3000,21000,15000,9000,257,245,50,1,941,181
6321,164,526,30000,3000,21000,15000,9000,818,702,50,2,459,367
16744,805,318,30000,3000,21000,15000,9000,632,601,50,3,766,572
6627,784,998,30000,3000,21000,15000,9000,917,673,50,2,198,661
13709,912,393,30000,3000,21000,15000,9000,589,956,50,1,90,855
5696,106,97,30000,3000,21000,15000,9000,209,655,50,2,337,600
9171,934,792,30000,3000,21000,15000,9000,922,832,50,4,171,267
19275,149,35,30000,3000,21000,15000,9000,22,719,50,2,663,877
12128,568,695,30000,3000,21000,15000,9000,956,231,50,2,437,236
19854,47,881,30000,3000,21000,15000,9000,627,64,50,3,595,962
10779,760,76,30000,3000,21000,15000,9000,682,381,50,1,198,793
14356,485,335,30000,3000,21000,15000,9000,153,304,50,4,698,890
9423,162,383,30000,3000,21000,15000,9000,224,942,50,3,630,912
16967,329,426,30000,3000,21000,15000,9000,923,260,50,3,826,780
16721,444,550,30000,3000,21000,15000,9000,939,397,50,3,934,258
8423,854,10,30000,3000,21000,15000,9000,921,118,50,4,618,716
10727,530,381,30000,3000,21000,15000,9000,399,106,50,3,808,124
12909,844,378,30000,3000,21000,15000,9000,210,775,50,3,444,668
19767,62,207,30000,3000,21000,15000,9000,396,594,50,4,301,195
10385,189,807,30000,3000,21000,15000,9000,828,556,50,4,628,766
13558,194,479,30000,3000,21000,15000,9000,930,311,50,4,984,306
12958,8,855,30000,3000,21000,15000,9000,340,39,50,3,454,764
9212,432,252,30000,3000,21000,15000,9000,867,816,50,2,247,495
18889,376,917,30000,3000,21000,15000,9000,950,822,50,4,559,617
4973,766,311,30000,3000,21000,15000,9000,553,566,50,3,565,582
6305,636,334,30000,3000,21000,15000,9000,161,636,50,3,385,928
13679,191,610,30000,3000,21000,15000,9000,213,707,50,3,929,999
18788,715,342,30000,3000,21000,15000,9000,212,741,50,1,974,222
5103,85,996,30000,3000,21000,15000,9000,365,100,50,3,53,642
10774,908,77,30000,3000,21000,15000,9000,166,50,50,1,825,409
7661,930,105,30000,3000,21000,15000,9000,208,14,50,4,293,321
8823,894,350,30000,3000,21000,15000,9000,488,397,50,4,581,738
6535,833,83,30000,3000,21000,15000,9000,832,560,50,1,284,955
5899,609,570,30000,3000,21000,15000,9000,652,47,50,3,703,691
8255,159,590,30000,3000,21000,15000,9000,781,765,50,2,512,496
17463,590,33,30000,3000,21000,15000,9000,822,196,50,2,405,858
9971,157,327,30000,3000,21000,15000,9000,98,917,50,4,758,6
7925,72,439,30000,3000,21000,15000,9000,691,25,50,4,374,180
9764,852,580,30000,3000,21000,15000,9000,780,608,50,4,501,298
10655,796,587,30000,3000,21000,15000,9000,255,170,50,4,982,959
4502,657,699,30000,3000,21000,15000,9000,612,848,50,1,140,230
14823,653,313,30000,3000,21000,15000,9000,119,97,50,2,560,445
8041,888,812,30000,3000,21000,15000,9000,345,362,50,1,270,139
9436,40,856,30000,3000,21000,15000,9000,228,229,50,1,196,562
16183,338,633,30000,3000,21000,15000,9000,327,420,50,4,876,852
6800,499,672,30000,3000,21000,15000,9000,505,305,50,4,598,258
17474,650,427,30000,3000,21000,15000,9000,626,902,50,1,749,252
17650,629,665,30000,3000,21000,15000,9000,418,535,50,4,550,239
8093,658,278,30000,3000,21000,15000,9000,455,398,50,1,169,592
12724,794,606,30000,3000,21000,15000,9000,276,360,50,1,964,794
12133,122,142,30000,3000,21000,15000,9000,606,342,50,2,718,206
16443,858,353,30000,3000,21000,15000,9000,825,640,50,2,741,616
19425,380,43,30000,3000,21000,15000,9000,306,572,50,1,228,98
15780,327,381,30000,3000,21000,15000,9000,482,64,50,4,393,779
11001,227,630,30000,3000,21000,15000,9000,122,706,50,2,116,537
5247,898,381,30000,3000,21000,15000,9000,397,935,50,3,220,892
15056,305,279,30000,3000,21000,15000,9000,370,857,50,4,722,478
9898,931,298,30000,3000,21000,15000,9000,80,60,50,4,677,755
8885,111,744,30000,3000,21000,15000,9000,687,415,50,1,887,444
7976,737,306,30000,3000,21000,15000,9000,572,807,50,3,435,434
17855,528,938,30000,3000,21000,15000,9000,638,803,50,3,834,555
4568,277,599,30000,3000,21000,15000,9000,127,734,50,1,255,444
10571,333,994,30000,3000,21000,15000,9000,463,890,50,1,688,97
13791,547,47,30000,3000,21000,15000,9000,225,134,50,3,739,322
19036,380,579,30000,3000,21000,15000,9000,726,708,50,2,444,728
16544,907,316,30000,3000,21000,15000,9000,871,437,50,4,628,472
11557,390,330,30000,3000,21000,15000,9000,31,983,50,2,94,840
16469,436,561,30000,3000,21000,15000,9000,329,582,50,4,540,524
16194,13,243,30000,3000,21000,15000,9000,896,542,50,4,902,906
7459,777,653,30000,3000,21000,15000,9000,530,384,50,3,151,566
18967,361,311,30000,3000,21000,15000,9000,530,429,50,3,42,298
11545,487,718,30000,3000,21000,15000,9000,221,518,50,4,864,532
19854,323,60,30000,3000,21000,15000,9000,768,578,50,3,884,397
8175,444,249,30000,3000,21000,15000,9000,744,965,50,4,363,652
15651,108,834,30000,3000,21000,15000,9000,817,405,50,3,57,68
19184,281,959,30000,3000,21000,15000,9000,102,626,50,1,363,350
7490,202,647,30000,3000,21000,15000,9000,685,376,50,1,453,474
11416,868,348,30000,3000,21000,15000,9000,744,820,50,2,108,809
5325,535,513,30000,3000,21000,15000,9000,806,466,50,2,314,47
14590,474,288,30000,3000,21000,15000,9000,111,814,50,3,8,545
17491,398,202,30000,3000,21000,15000,9000,816,265,50,1,874,453
10531,855,108,30000,3000,21000,15000,9000,581,679,50,2,19,326
14296,273,830,30000,3000,21000,15000,9000,649,744,50,4,993,910
7087,563,244,30000,3000,21000,15000,9000,959,682,50,3,702,477
19454,38,226,30000,3000,21000,15000,9000,159,212,50,3,849,142
9831,773,224,30000,3000,21000,15000,9000,808,987,50,2,520,824
9528,147,629,30000,3000,21000,15000,9000,702,770,50,2,45,598
6916,585,538,30000,3000,21000,15000,9000,101,151,50,1,333,18
17242,582,653,30000,3000,21000,15000,9000,371,733,50,3,169,939
11641,442,293,30000,3000,21000,15000,9000,990,998,50,2,166,230
14073,742,698,30000,3000,21000,15000,9000,166,326,50,3,491,191
9822,180,433,30000,3000,21000,15000,9000,193,48,50,2,389,566
19988,537,299,30000,3000,21000,15000,9000,362,392,50,2,797,985
17096,470,240,30000,3000,21000,15000,9000,564,24,50,4,902,140
6310,153,506,30000,3000,21000,15000,9000,983,685,50,1,391,734
10800,394,481,30000,3000,21000,15000,9000,298,590,50,1,885,283
7351,970,223,30000,3000,21000,15000,9000,172,71,50,4,347,556
14269,709,846,30000,3000,21000,15000,9000,939,175,50,4,6,138
19140,161,767,30000,3000,21000,15000,9000,440,607,50,4,190,21
8684,386,758,30000,3000,21000,15000,9000,486,838,50,3,674,805
10723,79,283,30000,3000,21000,15000,9000,73,430,50,2,236,671
18149,321,782,30000,3000,21000,15000,9000,173,718,50,1,63,259
12423,638,103,30000,3000,21000,15000,9000,620,378,50,4,869,338
12228,423,581,30000,3000,21000,15000,9000,528,625,50,2,826,439
10778,686,493,30000,3000,21000,15000,9000,539,668,50,3,349,287
5896,237,962,30000,3000,21000,15000,9000,935,743,50,1,547,943
9769,306,38,30000,3000,21000,15000,9000,914,215,50,2,806,426
15638,350,448,30000,3000,21000,15000,9000,397,515,50,3,51,572
16025,695,249,30000,3000,21000,15000,9000,640,320,50,4,948,405
10712,834,600,30000,3000,21000,15000,9000,117,828,50,4,327,896
16755,681,603,30000,3000,21000,15000,9000,151,114,50,1,407,732
13892,249,672,30000,3000,21000,15000,9000,192,908,50,3,210,301
17491,258,722,30000,3000,21000,15000,9000,159,380,50,4,794,479
16568,642,254,30000,3000,21000,15000,9000,196,753,50,4,602,60
19680,774,798,30000,3000,21000,15000,9000,839,150,50,1,629,823
16893,642,641,30000,3000,21000,15000,9000,245,260,50,1,509,427
14773,685,779,30000,3000,21000,15000,9000,299,571,50,1,862,546
17974,521,173,30000,3000,21000,15000,9000,658,402,50,2,35,814
17657,256,57,30000,3000,21000,15000,9000,574,846,50,3,716,453
16434,147,525,30000,3000,21000,15000,9000,696,777,50,4,453,735
11369,196,31,30000,3000,21000,15000,9000,319,463,50,4,13,757
11577,952,698,30000,3000,21000,15000,9000,221,223,50,3,760,88
13296,62,955,30000,3000,21000,15000,9000,854,396,50,4,818,999
6091,772,973,30000,3000,21000,15000,9000,385,121,50,4,17,817
10251,381,975,30000,3000,21000,15000,9000,863,289,50,4,314,63
8387,505,860,30000,3000,21000,15000,9000,764,930,50,3,780,1000
8644,671,456,30000,3000,21000,15000,9000,679,388,50,1,291,647
10915,565,123,30000,3000,21000,15000,9000,859,67,50,2,672,686
5308,968,416,30000,3000,21000,15000,9000,206,755,50,1,730,370
4666,379,405,30000,3000,21000,15000,9000,675,630,50,1,96,630
11569,217,786,30000,3000,21000,15000,9000,554,102,50,4,156,233
10458,75,514,30000,3000,21000,15000,9000,240,771,50,1,410,940
8136,441,817,30000,3000,21000,15000,9000,839,861,50,4,574,88
19480,599,498,30000,3000,21000,15000,9000,656,708,50,1,368,672
11872,807,487,30000,3000,21000,15000,9000,162,850,50,3,884,164
6770,392,805,30000,3000,21000,15000,9000,485,458,50,3,430,337
11492,249,191,30000,3000,21000,15000,9000,663,913,50,1,807,371
14811,1000,762,30000,3000,21000,15000,9000,251,837,50,1,297,925
11516,165,402,30000,3000,21000,15000,9000,90,531,50,3,686,453
14329,585,418,30000,3000,21000,15000,9000,853,617,50,3,650,732
