gender,age,city,institution,userexperience
16,24,7,23,789
19,24,2,51,755
2,18,10,4,979
12,26,15,35,196
10,23,17,30,501
5,23,13,58,840
12,18,17,17,262
14,22,19,33,92
8,26,5,52,853
14,20,9,39,328
7,19,15,36,297
20,22,1,10,609
12,24,20,34,611
10,19,10,18,294
8,18,11,40,220
6,26,12,50,125
11,25,9,53,144
20,26,10,33,486
10,25,18,12,323
15,23,16,35,70
9,26,2,52,84
19,24,5,46,985
1,22,5,31,294
9,23,19,55,572
15,18,17,23,657
12,19,15,18,342
16,25,8,45,465
16,22,5,24,78
3,22,3,30,99
5,20,14,41,496
4,20,15,4,396
3,18,13,38,218
12,20,6,33,253
11,23,17,4,210
10,21,16,13,290
1,22,1,56,221
1,24,12,60,193
18,24,18,24,732
16,20,10,54,831
5,24,5,24,887
18,19,5,29,726
11,26,9,24,296
8,26,20,20,401
2,20,3,44,397
6,24,16,59,212
12,24,9,28,495
9,22,20,28,453
11,25,16,11,562
7,21,20,10,517
3,21,18,35,838
17,18,8,59,991
19,22,20,38,323
15,19,17,56,662
14,22,13,49,965
18,20,14,32,56
8,20,13,4,274
19,23,14,21,528
20,20,10,21,106
2,18,10,1,81
18,23,14,31,578
11,22,4,48,934
12,25,8,5,690
14,18,15,45,702
8,21,4,36,82
16,18,20,31,748
20,23,19,51,570
18,20,3,28,16
11,22,6,9,295
9,26,6,60,692
8,19,15,47,565
19,26,11,24,704
8,26,2,21,223
18,19,12,57,370
20,18,16,17,852
9,20,17,9,379
7,18,2,26,152
12,23,14,37,221
5,26,15,27,150
16,20,8,22,580
4,26,4,40,414
7,23,2,34,242
11,19,12,58,337
17,21,10,37,401
9,20,15,43,338
5,21,4,56,702
16,24,12,47,313
4,23,3,34,842
11,20,19,10,478
19,21,4,55,420
4,21,13,28,350
17,24,6,20,262
18,22,6,46,596
19,25,3,36,216
20,22,13,34,327
12,25,1,13,49
8,19,7,33,520
10,23,6,9,130
15,22,14,56,63
4,26,8,56,557
14,19,1,53,147
16,21,5,9,329
5,24,18,57,814
6,19,17,29,657
13,18,4,60,599
16,18,15,9,607
3,19,2,3,235
12,23,6,18,254
6,19,8,25,199
13,21,10,16,260
2,25,2,60,462
17,22,18,58,437
12,23,6,11,117
10,18,5,39,293
16,21,18,25,938
13,25,8,28,672
20,25,4,57,655
4,22,4,47,139
4,23,15,24,115
10,18,12,17,491
1,26,9,38,410
5,25,20,40,629
8,23,17,33,631
9,22,12,41,167
9,25,4,29,329
16,23,12,48,404
14,18,13,25,98
20,22,19,48,833
13,25,17,46,109
6,24,4,30,474
3,18,2,50,767
1,22,4,12,475
14,22,1,20,29
4,21,18,10,318
12,21,20,44,859
12,22,19,54,917
7,21,1,23,291
7,23,17,50,624
3,18,12,2,339
11,24,15,10,77
6,25,8,48,626
13,19,19,43,692
18,18,2,6,402
12,22,5,40,849
20,20,13,56,336
13,24,15,40,365
8,26,6,32,874
7,24,3,20,910
8,20,6,50,964
18,18,3,36,79
10,24,13,9,52
4,20,15,43,160
16,19,5,55,933
4,23,8,5,209
4,18,14,8,673
8,20,1,21,731
20,21,18,28,203
9,18,8,37,938
12,21,20,28,434
5,22,13,42,718
10,22,10,30,749
13,25,1,39,542
16,19,16,24,963
2,19,5,41,172
5,18,17,50,593
6,18,5,49,304
7,23,7,38,489
12,20,11,56,11
11,26,2,48,41
13,25,9,14,361
10,23,15,41,244
3,23,6,58,764
15,23,15,19,32
10,21,2,16,323
9,19,17,20,483
3,20,5,40,250
9,26,17,17,329
14,19,16,51,840
7,23,15,2,577
8,20,8,20,326
16,26,12,37,29
10,18,7,36,38
12,22,8,35,826
19,24,3,11,626
11,23,15,15,821
17,18,1,37,388
4,22,5,48,674
9,22,13,39,772
15,23,3,29,530
9,23,6,2,474
4,22,11,55,552
19,19,8,2,648
16,22,12,27,366
15,22,20,19,411
2,21,20,41,49
18,21,15,31,539
10,24,11,25,386
1,20,10,37,1000
19,25,19,22,674
2,25,19,10,667
3,25,11,54,224
14,21,19,11,268
19,18,1,38,838
18,21,17,18,230
19,18,19,40,927
12,23,14,25,721
13,24,16,58,124
3,22,20,28,315
19,25,11,8,382
11,21,18,1,347
11,18,10,3,812
12,22,3,38,156
15,22,20,53,830
7,25,14,15,258
7,18,2,26,753
1,20,16,59,863
5,21,14,36,615
12,23,15,37,765
15,22,5,49,427
10,23,8,55,289
17,25,18,30,795
18,22,9,23,276
5,21,7,57,45
11,18,15,18,471
8,22,8,7,437
7,24,13,40,815
8,21,16,5,888
3,18,10,10,473
12,24,3,59,60
10,26,18,9,771
6,21,18,29,608
11,26,3,13,960
5,20,5,22,383
7,21,6,19,265
1,23,15,32,387
5,22,16,37,224
3,26,2,17,216
18,24,15,23,641
15,26,16,39,289
3,21,10,12,789
20,19,5,32,231
20,21,14,44,388
5,25,9,5,847
5,19,12,56,666
5,23,2,59,617
18,22,9,44,503
9,23,3,60,813
4,22,13,51,458
19,24,2,14,25
16,19,13,48,801
2,26,7,3,403
1,24,16,11,908
20,19,10,22,286
12,26,19,27,84
18,19,18,24,743
2,19,12,29,416
3,24,18,38,268
19,21,11,3,502
16,20,4,47,634
7,21,19,18,587
12,24,7,43,664
2,24,10,51,333
2,20,16,10,677
17,26,8,10,371
17,18,19,54,136
13,23,7,58,753
1,18,9,19,774
20,21,6,27,13
10,22,16,38,299
20,18,14,6,86
14,20,2,9,655
19,19,4,44,430
17,18,12,26,787
16,25,2,24,158
7,24,1,27,498
16,21,12,38,829
13,19,5,53,3
9,25,11,13,88
18,23,8,44,58
17,19,4,12,613
4,24,8,59,421
12,24,3,38,726
9,24,3,34,993
5,23,18,34,772
18,22,15,2,8
7,22,16,36,47
14,24,15,59,34
12,18,12,14,863
8,19,14,56,686
9,22,10,39,520
15,22,11,8,387
16,24,9,57,602
9,22,2,55,17
3,26,10,44,959
10,18,13,46,990
3,18,15,40,957
14,26,17,17,486
8,24,2,16,1
18,20,7,5,125
6,23,18,10,470
7,23,17,55,141
8,21,8,9,20
17,23,1,29,247
13,19,13,43,734
12,19,15,36,328
3,18,14,47,41
6,20,20,33,551
14,24,19,40,970
7,23,2,3,717
5,22,18,39,721
17,22,4,48,496
6,21,10,35,829
3,25,13,31,918
3,19,10,22,719
12,23,5,12,43
6,25,6,5,80
18,18,7,41,295
11,22,5,14,589
3,21,18,25,564
11,24,9,57,541
11,23,8,45,884
8,20,15,2,764
1,24,14,38,525
4,25,12,47,138
1,22,15,16,232
12,22,12,31,414
17,20,18,22,443
14,21,4,5,865
9,26,13,50,842
16,20,9,4,366
18,19,2,56,115
17,18,2,19,93
14,23,9,34,110
4,19,17,57,867
16,18,19,59,457
2,22,14,48,677
16,24,20,32,303
9,25,16,52,701
15,26,1,23,701
2,22,15,31,193
19,20,7,40,10
10,26,20,54,47
6,24,18,1,678
13,18,14,60,33
9,24,13,21,69
19,26,12,34,821
10,22,3,24,373
13,19,3,54,615
2,25,15,3,470
1,25,12,52,76
12,25,18,29,183
14,18,2,38,324
13,22,17,50,877
8,23,18,36,930
7,26,5,49,759
4,22,15,7,1000
5,18,14,23,633
13,20,7,40,82
12,19,3,24,271
3,20,6,37,811
4,20,14,28,279
17,26,12,56,669
13,18,1,25,896
15,26,12,27,107
17,18,12,12,330
3,26,15,38,591
11,25,11,50,128
14,19,17,2,827
15,19,2,56,275
2,23,17,39,814
6,25,7,13,35
10,22,2,39,98
18,24,3,38,110
2,20,4,32,734
19,22,19,52,966
9,18,9,8,944
1,19,9,51,589
19,26,1,29,93
14,19,18,31,581
19,22,10,45,331
1,25,15,1,382
1,20,8,7,748
19,20,9,50,762
4,18,14,4,901
11,26,14,7,305
9,20,10,24,768
7,25,17,26,464
18,22,6,22,432
8,23,14,4,246
4,18,5,12,808
14,22,20,32,56
4,25,14,37,281
1,20,17,8,406
8,23,3,58,341
12,22,17,50,577
4,21,8,48,567
6,21,10,13,366
10,22,4,28,250
18,25,1,60,252
11,18,8,40,167
16,18,12,6,906
9,19,11,36,784
2,20,18,17,165
5,23,2,3,483
2,18,11,14,602
18,26,6,4,752
20,25,17,52,876
13,18,9,7,478
11,18,13,10,433
16,26,14,26,484
7,18,11,41,888
8,19,7,9,859
17,21,16,33,611
15,18,9,17,554
16,24,6,37,404
7,21,3,46,922
5,23,18,27,502
20,20,14,34,962
2,22,12,7,751
4,18,18,17,526
5,19,6,49,693
4,22,15,24,19
12,19,19,22,608
7,21,1,9,629
20,25,16,40,350
4,24,17,51,896
16,22,1,41,933
2,24,4,6,605
16,21,14,6,468
3,23,11,13,459
18,19,18,30,380
14,25,16,33,472
4,20,7,39,365
2,21,20,9,317
13,19,9,47,6
10,22,20,5,855
10,24,20,3,11
17,22,19,39,815
9,20,19,42,811
2,25,7,16,455
17,23,12,6,274
3,18,14,49,48
12,26,3,42,897
8,26,15,12,938
8,19,7,28,734
5,20,6,19,296
19,18,20,46,303
9,23,15,30,857
1,23,1,13,694
10,19,4,10,256
16,19,1,1,207
2,20,18,14,41
5,23,17,51,538
14,25,18,30,307
11,22,8,34,856
13,21,17,10,1000
4,18,19,39,254
8,25,10,24,311
17,19,15,31,382
13,19,7,9,603
11,25,9,16,113
4,24,6,9,653
9,20,4,60,782
20,18,20,36,774
5,23,11,29,380
3,18,7,37,297
14,22,8,13,249
13,26,4,12,692
15,22,17,8,447
8,21,20,6,830
15,23,11,6,264
10,26,17,19,483
11,26,4,57,322
3,26,15,17,22
20,24,7,43,74
14,26,2,11,267
18,18,14,30,933
9,25,3,18,918
2,25,17,5,705
11,21,13,42,381
18,24,18,52,407
11,24,20,57,830
7,26,16,10,5
11,20,5,56,392
14,18,6,16,922
12,22,2,35,744
14,24,12,24,992
9,20,19,1,62
18,22,6,1,179
16,19,15,44,240
5,20,16,23,265
12,18,4,45,170
3,21,13,38,292
3,22,7,1,79
8,24,11,37,614
10,23,5,58,298
2,26,7,22,402
5,26,14,39,951
2,25,20,50,518
6,20,9,13,286
1,22,16,11,302
19,23,15,26,24
1,18,17,18,203
11,24,13,28,633
13,20,18,43,544
5,26,18,30,584
14,18,10,22,525
19,22,10,46,127
5,21,8,49,949
3,18,11,39,265
15,26,16,58,264
20,23,20,10,68
9,25,13,57,487
18,24,8,29,526
2,18,6,59,555
20,21,3,26,860
19,20,5,28,352
16,22,7,5,663
20,19,9,36,523
1,20,19,30,832
9,23,3,49,605
17,25,6,29,254
15,18,15,1,148
3,21,16,13,77
19,18,13,26,691
4,23,16,41,197
14,26,6,23,74
18,19,19,57,977
18,23,13,26,845
1,23,10,42,686
13,20,13,34,789
15,23,11,2,259
11,24,5,58,799
13,20,11,5,982
2,22,18,27,384
13,22,10,17,180
15,22,6,5,964
10,24,1,3,297
5,26,7,47,967
10,23,2,3,791
13,22,10,25,712
5,21,10,21,550
18,21,5,12,765
8,23,2,37,613
12,20,12,14,649
20,20,16,18,896
6,18,4,1,459
18,24,14,33,447
15,26,15,43,793
3,24,14,27,213
6,18,11,2,85
10,20,16,5,467
18,18,4,53,684
14,24,9,49,292
10,26,3,12,639
12,18,5,41,979
20,22,8,58,796
10,25,7,4,990
1,24,9,54,730
9,21,18,14,839
18,25,2,5,781
3,19,15,38,878
1,21,3,33,278
2,26,9,37,108
4,19,13,7,453
13,18,8,44,105
11,18,12,47,637
17,23,17,44,494
6,23,19,25,509
17,18,3,6,883
9,25,18,44,48
11,20,9,56,156
5,24,11,55,259
8,18,1,50,857
10,23,10,38,775
2,20,9,48,779
9,18,5,2,765
10,24,8,9,280
11,26,11,35,147
17,21,19,34,704
4,19,19,22,27
6,22,6,32,444
12,24,7,57,14
8,26,13,49,496
11,25,19,17,273
12,21,4,24,699
2,26,13,31,657
4,26,12,38,503
1,21,14,5,587
10,23,16,30,63
19,18,14,3,416
7,26,7,57,140
19,18,14,36,697
3,25,9,6,399
10,23,17,1,802
3,22,2,51,196
20,20,16,50,602
19,24,13,24,216
1,22,4,43,218
18,19,12,7,751
10,21,19,26,677
4,25,5,59,360
6,25,14,55,645
3,25,13,14,293
2,18,19,40,718
3,26,1,22,126
5,24,18,23,318
15,21,10,1,322
16,20,1,39,93
11,26,7,20,267
17,21,7,17,679
6,18,15,16,492
3,19,9,11,477
1,26,8,22,807
6,23,6,21,20
20,26,16,5,241
8,18,8,28,721
4,18,11,39,650
13,21,4,47,674
16,25,19,37,941
20,25,8,10,737
9,21,3,54,134
13,26,17,35,822
1,21,15,42,611
14,25,16,33,578
17,20,18,37,660
5,20,12,18,400
14,22,20,2,804
19,20,18,8,484
2,19,10,59,76
8,18,8,56,439
1,20,6,20,722
10,21,20,58,973
10,19,5,26,992
14,23,3,53,171
5,18,18,2,36
20,18,3,41,174
14,24,4,45,93
8,23,19,42,780
18,25,8,40,156
7,20,18,3,302
11,23,14,4,249
9,26,3,30,31
7,21,14,14,248
11,18,12,55,43
5,18,6,41,459
16,24,8,49,972
5,22,18,24,151
11,18,12,2,462
2,23,5,43,625
1,24,15,26,683
13,20,8,37,979
6,20,3,4,405
12,18,14,37,668
6,21,12,3,714
6,20,7,17,470
8,25,16,58,352
18,26,20,48,819
3,18,1,23,720
11,20,16,31,784
14,21,9,4,679
8,23,13,40,883
13,24,8,28,611
15,25,20,47,823
15,23,9,60,233
9,24,19,7,712
1,22,12,27,166
15,18,4,4,464
19,20,10,5,250
3,18,5,29,792
12,26,11,7,916
14,26,1,14,964
4,21,10,20,282
20,21,15,18,800
16,18,5,4,421
17,24,6,53,214
5,23,20,54,450
20,26,20,38,503
12,24,4,58,670
4,23,4,38,77
1,25,6,8,167
10,20,16,22,448
11,22,6,27,373
15,19,2,37,195
16,24,1,7,135
2,23,5,30,589
1,18,7,8,815
4,20,5,1,744
2,26,7,44,346
11,24,18,44,932
4,21,3,19,250
14,20,19,27,792
5,19,6,35,68
13,21,12,7,965
12,24,10,55,420
18,26,13,18,672
8,19,9,4,271
18,20,3,47,53
2,21,20,50,688
6,21,13,19,5
20,18,18,59,315
17,23,18,25,121
12,20,18,13,505
20,24,19,27,880
6,25,15,54,562
18,26,14,31,142
7,21,18,11,989
17,22,20,25,615
9,24,8,28,79
16,19,1,36,972
1,18,19,16,971
10,25,8,25,494
7,23,9,35,879
8,20,4,43,546
8,21,12,23,259
4,22,17,3,949
4,19,2,3,562
19,24,6,20,155
1,23,8,2,785
2,20,8,18,511
10,20,1,30,524
16,26,19,11,625
6,25,14,58,232
10,23,8,1,36
5,24,6,56,349
4,18,15,23,77
7,25,19,12,620
8,23,3,17,845
7,25,2,56,184
8,26,20,41,979
1,21,10,39,73
4,19,16,21,580
19,18,8,6,784
9,26,2,29,63
8,21,18,8,191
16,22,20,56,120
8,24,9,16,483
17,25,5,15,499
8,24,1,35,125
7,25,3,40,436
8,20,3,17,441
11,21,9,1,809
1,18,14,8,30
18,25,11,34,539
18,25,20,3,385
11,26,6,32,6
4,20,10,13,183
13,26,16,40,182
10,24,20,2,219
10,24,20,2,688
1,26,9,52,275
12,20,20,47,337
1,26,10,20,692
9,21,15,9,333
18,21,16,9,713
12,19,1,18,280
8,26,8,23,370
17,24,3,13,351
7,21,16,7,729
16,23,7,50,446
5,21,5,46,614
17,25,19,58,664
2,20,12,22,955
19,18,8,20,637
19,26,2,27,991
7,26,13,2,221
15,21,6,28,928
20,24,5,4,104
17,23,13,7,602
18,26,5,28,992
7,18,1,45,895
12,22,8,13,50
13,23,18,26,313
19,26,5,21,995
16,19,5,32,489
3,22,9,2,663
16,20,15,16,579
3,23,6,60,616
20,24,19,28,565
12,20,12,60,385
16,23,16,7,698
2,18,17,8,840
17,21,10,46,440
7,20,6,40,801
12,26,18,3,554
8,21,1,53,971
10,20,2,10,718
11,24,14,6,54
10,20,20,48,518
10,18,1,20,254
10,23,4,3,523
18,19,3,28,443
12,23,5,47,917
7,21,5,35,810
16,21,3,59,828
3,26,14,1,967
3,20,20,57,574
20,18,18,60,612
17,26,11,12,208
11,20,19,44,879
20,26,20,60,960
16,23,9,26,840
15,19,15,41,740
11,21,20,20,916
17,26,17,49,462
5,18,6,59,550
14,22,7,45,159
10,23,15,39,385
9,19,12,12,923
2,23,19,60,510
1,24,5,2,596
3,22,8,31,512
18,26,19,25,561
2,21,13,20,553
6,25,9,19,499
19,19,17,49,607
15,21,17,52,979
3,19,4,60,531
12,25,13,31,724
7,23,15,44,374
10,18,5,36,752
15,25,18,10,372
7,25,18,26,389
7,23,11,28,781
18,23,4,29,177
8,25,7,30,845
11,20,1,4,30
19,20,6,59,9
19,26,13,4,130
14,23,1,2,212
3,18,3,3,309
13,18,18,8,651
20,24,8,53,986
18,20,19,37,975
15,23,3,32,162
6,19,6,58,972
2,18,11,37,390
6,21,17,34,302
10,19,13,20,163
3,24,6,48,724
18,19,10,46,871
3,22,11,8,506
8,26,14,29,614
10,20,19,33,838
10,18,1,60,330
8,21,15,5,226
9,24,20,57,565
14,21,14,25,679
7,18,20,35,222
15,24,3,1,216
19,21,7,59,73
4,20,14,49,776
17,22,12,54,304
5,24,9,5,118
19,25,13,59,635
14,26,9,17,486
3,21,5,4,121
9,18,12,54,260
11,22,11,46,871
4,18,15,29,787
19,26,11,22,432
13,22,8,23,42
10,19,2,56,17
9,23,8,13,935
11,25,9,21,920
11,22,20,27,279
8,22,17,28,125
4,22,14,12,192
11,18,11,28,385
4,23,7,53,146
8,26,7,15,405
17,24,18,25,812
9,19,17,13,92
9,24,4,58,794
13,18,2,42,772
15,24,11,46,690
16,20,9,56,696
12,18,6,45,889
9,20,17,3,878
9,22,20,35,120
7,24,6,23,67
7,24,12,28,90
10,22,15,4,97
10,25,5,14,376
5,21,13,6,181
2,23,3,46,584
7,23,19,22,335
8,24,3,57,797
20,24,10,18,117
6,20,14,10,436
12,24,11,24,801
14,22,1,7,497
9,24,1,51,24
15,18,11,59,111
15,25,17,56,517
3,18,19,51,491
18,23,7,22,56
2,24,17,17,262
3,26,12,27,898
20,19,11,28,692
3,26,11,60,788
12,20,11,18,527
9,18,9,29,491
1,22,18,6,31
18,19,14,8,440
13,18,4,46,586
16,24,5,50,626
20,23,5,41,657
10,26,12,17,938
20,23,12,56,340
10,21,11,48,681
6,23,8,5,141
12,21,15,50,30
20,20,9,43,186
17,18,19,48,512
20,24,19,20,937
13,18,13,55,266
20,23,12,15,317
2,21,11,55,363
10,19,11,35,561
19,21,4,58,327
6,25,14,5,521
9,26,17,20,619
8,22,14,12,741
11,18,20,24,114
15,23,15,2,180
4,20,16,13,659
18,26,20,16,583
17,21,8,49,560
14,20,4,41,963
5,20,8,57,229
6,23,11,38,95
16,20,5,31,381
14,18,3,18,956
4,20,1,57,731
18,20,15,37,985
11,22,18,53,974
2,26,1,16,123
6,21,16,8,144
5,21,5,34,698
5,25,15,14,542
4,23,19,23,664
16,20,12,49,559
11,21,17,52,231
19,23,13,3,929
12,18,18,44,999
13,22,1,52,909
1,18,8,3,904
10,20,17,3,582
17,18,9,17,151
2,21,3,50,92
1,20,14,47,200
1,18,17,26,840
12,18,8,27,208
6,18,9,19,750
1,19,8,22,29
18,18,7,1,220
3,18,9,21,744
4,24,1,56,445
10,21,19,45,313
14,24,6,4,573
16,21,7,26,212
1,22,14,44,329
11,26,14,22,490
5,22,1,23,431
3,18,7,7,742
17,19,10,24,746
8,26,13,57,92
14,26,15,55,82
1,23,12,33,771
16,22,16,56,881
2,20,1,18,732
11,25,10,23,390
11,20,13,2,681
4,25,18,3,237
7,20,7,52,675
15,19,12,42,409
8,23,14,26,924
8,23,10,7,583
19,24,17,37,153
8,23,6,22,790
4,23,7,49,134
3,20,13,39,249
6,19,20,35,178
17,21,3,17,400
16,23,7,37,342
5,22,20,39,957
13,23,17,56,311
4,22,13,58,850
14,18,8,5,598
15,20,12,26,969
1,20,18,22,950
14,20,13,11,256
17,20,14,22,907
19,25,7,18,368
17,25,19,3,909
20,19,6,47,527
15,23,16,2,112
5,24,18,31,351
15,21,15,2,664
4,24,5,49,450
3,26,1,26,618
13,19,6,44,509
4,18,19,55,538
7,25,5,11,88
8,24,17,29,512
3,20,1,21,946
6,20,10,38,99
7,18,11,8,901
20,26,12,5,408
10,25,8,54,806
2,22,9,49,526
5,24,6,2,244
12,24,15,27,903
14,19,12,59,962
20,22,17,7,187
1,25,7,36,519
14,19,19,2,97
5,25,2,6,677
3,23,6,25,469
10,21,13,51,946
9,20,10,43,427
4,26,18,19,130
15,20,13,56,19
2,26,13,58,14
1,25,6,6,727
4,20,4,21,999
13,25,13,9,996
8,18,12,14,158
14,25,9,31,628
9,26,1,23,75
13,21,11,10,634
1,18,11,45,358
4,25,2,14,903
8,22,4,29,722
18,22,10,33,182
12,19,14,4,155
2,25,4,11,500
3,21,7,31,921
13,20,19,21,425
15,22,8,33,330
16,18,1,24,277
2,20,16,17,989
16,25,5,20,514
1,20,11,54,641
11,22,2,56,117
9,26,3,29,594
15,19,14,8,379
2,21,2,8,278
17,25,18,8,64
17,25,4,11,100
9,26,10,23,76
12,21,6,41,186
18,24,13,52,849
18,20,11,24,204
7,22,20,33,420
16,18,17,55,195
9,24,10,32,595
11,23,1,11,169
16,18,4,10,569
6,24,7,50,694
5,22,11,13,137
20,24,10,34,464
20,23,14,45,939
1,24,19,1,406
6,26,3,17,446
6,18,19,39,605
12,22,9,6,627
10,20,1,12,199
7,22,6,45,577
16,23,1,21,851
6,23,8,11,809
1,20,13,50,379
9,21,15,46,846
10,18,14,43,869
4,25,10,49,107
7,22,19,30,870
1,26,6,58,826
9,20,13,35,550
8,22,1,3,35
16,22,3,52,713
14,25,2,54,243
11,19,13,27,136
7,24,19,55,7
12,26,2,34,166
15,18,13,12,667
12,18,17,37,192
12,19,17,14,321
1,22,10,33,102
15,23,16,24,868
11,18,13,11,273
2,22,15,55,749
18,24,5,3,17
10,23,4,18,507
19,19,17,18,85
17,23,13,60,554
20,22,3,53,918
19,22,20,47,534
2,18,14,3,952
1,19,14,37,956
20,26,7,28,845
16,25,10,54,264
7,19,14,50,673
14,18,20,44,4
2,26,7,52,766
1,24,4,4,760
11,24,2,21,727
14,25,6,34,726
6,24,5,36,469
17,19,5,14,872
2,18,14,37,186
2,22,4,36,957
4,21,3,11,501
13,26,1,21,333
16,24,7,53,932
17,24,14,26,976
4,23,5,16,651
13,26,4,38,768
6,22,10,43,83
6,26,3,47,511
6,20,18,9,210
19,22,3,23,504
9,22,16,54,352
3,18,8,44,552
2,20,16,47,712
17,22,18,25,182
20,19,11,38,452
4,18,19,29,839
8,26,15,57,218
19,25,11,54,794
8,18,12,24,260
1,20,17,56,825
20,21,7,18,275
17,18,15,23,217
20,20,18,20,659
14,22,12,53,573
12,25,5,26,561
16,21,17,25,578
13,22,9,8,983
5,19,1,53,334
2,23,17,41,2
16,22,19,2,75
14,23,6,4,10
8,21,15,47,132
13,23,20,5,515
4,24,16,47,936
4,25,9,50,85
18,23,19,18,910
6,22,19,40,747
5,20,9,9,424
9,22,9,19,257
9,23,8,29,727
4,24,14,51,804
15,21,17,18,966
16,23,12,32,804
8,24,14,51,246
20,26,8,35,758
14,21,9,58,22
2,23,7,10,634
2,26,8,15,797
13,20,5,22,449
3,20,4,28,803
10,25,14,16,848
15,26,3,33,633
17,22,1,24,775
15,19,4,34,703
20,19,4,16,773
8,26,16,12,277
17,22,10,15,704
5,25,9,38,846
14,18,3,42,434
13,25,17,13,225
12,23,13,41,400
2,25,17,35,404
17,25,10,30,688
18,23,4,18,952
19,25,19,56,878
2,26,1,45,58
20,19,5,34,254
19,22,18,60,181
9,26,20,39,524
11,26,11,33,654
7,21,1,23,912
3,20,5,54,968
4,26,14,37,445
10,26,13,24,899
11,20,11,55,500
2,18,13,36,704
3,26,4,19,884
17,22,13,47,433
12,22,1,44,939
4,24,19,5,880
17,20,2,40,995
1,19,9,28,891
1,24,14,5,620
17,20,18,53,844
13,21,11,3,8
19,23,3,37,796
14,23,11,44,834
7,19,7,16,616
15,22,18,48,325
10,20,20,30,725
19,20,4,28,560
20,18,2,2,980
13,21,11,8,14
12,23,18,23,753
14,20,11,40,401
4,26,14,19,354
17,26,15,27,516
4,20,12,5,259
10,22,7,29,562
1,23,11,14,238
8,19,14,2,331
12,20,6,55,304
18,24,4,28,554
2,18,11,43,998
15,21,19,58,578
18,22,5,40,715
14,19,13,41,976
7,21,6,24,82
1,21,12,55,42
5,26,18,8,914
10,26,16,5,717
6,23,2,16,582
13,18,14,11,929
19,24,11,60,159
12,24,14,58,580
8,24,20,51,724
11,19,15,23,410
16,20,3,15,441
2,25,16,25,456
9,23,2,26,57
11,25,11,45,278
12,21,3,28,450
18,20,5,32,475
11,18,8,14,600
12,22,12,36,562
7,25,7,10,468
3,26,11,42,679
14,19,4,1,876
12,24,16,9,813
12,23,7,34,95
9,24,3,39,659
2,24,1,57,577
6,26,4,58,111
13,19,12,7,262
16,20,1,53,333
9,25,1,48,461
2,24,15,18,793
8,24,3,44,843
13,25,12,58,66
13,19,16,39,486
3,18,7,52,612
9,25,7,32,148
12,22,12,32,335
15,21,1,56,899
16,22,17,47,953
12,22,4,15,804
17,21,14,22,35
12,20,1,1,709
8,19,18,32,42
2,20,2,45,633
10,19,7,34,719
2,19,1,21,771
16,19,6,57,102
9,26,4,42,748
3,20,5,1,390
4,22,9,28,428
14,26,16,33,478
10,18,13,51,663
15,22,2,40,234
10,24,19,22,519
19,23,4,15,242
5,22,4,15,122
15,18,12,47,648
17,22,16,24,175
19,22,16,38,987
13,26,9,53,828
20,18,19,48,975
17,22,20,33,285
2,24,1,35,784
6,21,1,49,748
7,25,11,26,827
14,23,11,14,711
6,20,17,16,852
14,18,18,60,912
17,25,5,9,467
6,20,6,9,900
13,25,10,26,239
20,26,20,12,475
11,20,11,49,117
20,19,16,53,380
18,23,12,60,951
4,24,13,21,682
9,26,1,24,60
7,24,14,28,673
5,25,16,30,314
4,26,15,41,489
4,23,5,58,26
7,22,12,31,99
5,22,19,2,379
14,18,20,49,725
15,22,17,22,125
3,26,1,9,211
8,20,1,22,160
4,26,6,34,296
3,19,16,53,153
1,19,7,25,639
18,23,13,6,629
3,22,14,11,228
11,25,8,36,810
15,20,13,12,394
3,20,11,22,385
4,25,17,48,890
5,26,17,20,401
4,19,4,23,589
11,23,7,30,467
20,21,11,54,912
9,18,18,13,368
17,21,9,26,609
18,20,8,31,93
1,19,7,12,81
19,18,10,43,526
14,25,3,16,605
20,21,3,20,99
9,18,7,1,921
19,22,10,33,892
6,26,19,23,453
14,20,1,59,790
1,26,16,51,871
10,21,10,45,673
12,22,13,24,229
18,24,14,12,383
15,24,7,47,213
5,25,20,43,921
12,25,19,20,828
8,21,16,54,127
15,23,9,20,418
14,20,5,19,417
6,20,20,37,100
4,22,9,8,683
12,21,16,9,608
18,23,17,1,351
14,23,3,47,415
18,23,20,16,827
12,23,5,45,293
10,23,3,34,144
14,22,3,1,380
18,20,13,1,274
15,20,9,42,526
19,19,5,56,810
18,18,5,11,974
3,20,16,12,631
13,21,1,56,89
18,23,14,34,254
1,20,11,3,978
7,19,2,29,493
7,18,12,32,140
13,26,5,8,340
16,24,20,59,11
17,18,11,58,734
3,24,7,36,746
3,25,9,7,39
11,20,7,36,913
6,18,7,38,621
7,20,8,15,967
5,22,5,50,251
12,26,8,15,624
10,19,13,4,269
14,20,9,32,731
3,24,6,47,606
20,24,20,42,505
19,21,8,7,194
14,23,17,5,334
15,24,11,58,463
15,25,19,38,890
9,18,10,39,355
9,24,8,31,842
1,26,5,5,169
15,19,19,19,987
7,24,16,5,364
18,23,14,40,742
20,26,3,36,47
11,23,10,12,42
5,25,2,2,166
19,20,19,34,715
12,20,17,10,192
16,20,19,26,5
11,21,8,55,9
20,24,19,29,974
9,26,9,21,445
15,26,11,24,103
1,26,19,10,114
11,23,20,38,901
16,24,6,21,809
1,25,16,55,687
2,24,13,22,563
16,19,17,19,444
16,24,10,14,681
