wage,costliving,gender,age,bactype,branch,userexperience
9448,2012,2,20,1,2,36
9078,1601,1,26,1,1,89
13449,1663,1,22,1,1,52
9042,1918,2,25,1,2,65
7899,2210,1,26,1,1,48
6445,1745,2,17,1,1,4
12779,1747,2,18,1,1,45
14228,1727,1,18,1,1,76
9878,1911,2,25,1,1,16
6574,1400,2,25,1,2,9
3979,2037,2,26,1,2,36
9172,2147,2,18,1,1,100
6103,2258,2,18,1,1,11
10051,2263,2,26,1,1,66
11191,2111,2,19,1,1,56
4639,1900,1,25,1,1,58
13721,1941,1,24,1,2,46
14981,1544,1,24,1,1,90
8909,1490,2,24,1,1,33
7368,1874,2,22,1,1,67
7279,2250,2,22,1,1,14
10177,2090,1,26,1,2,93
14376,1514,1,23,1,1,47
12561,1798,1,23,1,2,29
9964,1554,1,26,1,1,88
6748,1457,1,23,1,1,99
11975,2014,2,19,1,2,97
13879,1766,1,18,1,2,37
6324,1886,1,19,1,1,31
6543,1500,2,25,1,1,11
6868,1934,1,25,1,2,5
6244,1919,2,19,1,2,89
11853,1504,2,22,1,1,32
14268,1436,1,23,1,2,94
12019,2496,2,19,1,1,100
11894,2291,2,25,1,2,62
7831,1882,1,26,1,2,78
9443,1733,2,26,1,2,54
10334,1736,1,21,1,1,38
3874,2123,2,23,1,2,12
6413,2455,1,18,1,2,26
14779,2150,1,25,1,2,2
10911,1627,1,26,1,2,96
12784,1523,2,19,1,1,74
13110,2058,2,26,1,1,16
3551,1831,1,18,1,2,73
6892,2297,2,23,1,2,5
8263,1535,1,21,1,2,56
12067,1737,2,18,1,1,85
3971,1454,1,24,1,1,94
11828,1852,1,20,1,1,54
13298,1814,1,22,1,2,76
6991,1710,2,23,1,2,70
10186,1601,1,20,1,2,8
4376,2269,1,24,1,2,12
14309,1839,1,25,1,1,1
8049,1852,2,23,1,2,90
6537,1518,2,24,1,1,63
7216,2196,1,21,1,2,13
11806,2045,1,23,1,2,22
7912,2344,1,26,1,1,99
11600,1961,2,22,1,2,87
5497,1765,2,20,1,1,17
14082,1712,2,20,1,2,34
6492,1678,1,26,1,1,74
7939,1576,2,22,1,2,60
9126,2420,2,23,1,2,67
4522,2256,2,24,1,2,56
8833,1623,1,21,1,1,61
13662,2227,2,23,1,1,27
5717,2149,1,19,1,2,72
11752,1859,1,18,1,2,22
3324,1873,2,21,1,2,73
11991,2060,2,26,1,1,89
14529,1611,2,21,1,1,4
6234,1642,1,18,1,2,46
10826,1559,1,26,1,1,43
3477,1694,2,20,1,1,49
13179,2197,1,19,1,2,52
10471,2153,2,22,1,2,10
14918,1896,1,17,1,1,82
12893,2297,1,25,1,2,91
13193,1819,1,25,1,1,42
5391,2489,2,26,1,2,8
3693,1880,2,17,1,1,48
3275,1649,1,20,1,2,72
9263,2406,1,17,1,1,17
11864,2070,1,24,1,1,4
13504,2407,2,26,1,1,32
13992,1860,1,17,1,1,88
5262,1631,1,20,1,1,58
14328,2451,2,26,1,1,86
10848,1598,1,22,1,2,73
14464,2080,1,17,1,2,31
12348,2102,1,26,1,1,43
11161,1762,1,19,1,1,42
13938,1865,2,21,1,2,34
3379,2054,1,25,1,1,8
3731,2494,1,25,1,1,14
4769,1647,1,25,1,2,20
3805,2135,2,17,1,1,69
10629,1488,2,22,1,1,38
5687,2293,2,18,1,2,76
3605,1938,1,26,1,1,14
12033,1567,2,18,1,1,23
12762,1667,1,26,1,2,87
4847,1922,2,25,1,2,87
9463,2290,1,22,1,2,34
5553,2297,1,25,1,1,2
12762,2150,1,21,1,2,76
10240,1679,2,22,1,2,7
12566,2119,2,25,1,2,62
8441,1605,2,17,1,1,49
4519,2441,2,17,1,2,67
6372,1423,1,24,1,2,38
10786,1681,1,23,1,1,43
9976,1857,1,22,1,2,91
6340,2391,1,25,1,2,98
4579,1721,2,19,1,1,88
11345,2330,2,19,1,1,58
6385,2220,2,23,1,1,61
11603,2368,1,17,1,2,4
12515,1662,1,20,1,1,95
8370,1636,1,18,1,2,41
3018,1697,1,18,1,2,85
9432,1505,2,26,1,1,36
4065,1894,2,22,1,2,31
12033,2170,1,21,1,1,86
8695,1953,1,26,1,1,82
14693,1500,2,22,1,1,4
11068,1779,2,20,1,1,1
4601,1835,1,24,1,1,78
14620,1424,2,19,1,2,52
9773,2176,2,23,1,2,10
5688,2087,2,19,1,2,60
6947,1576,2,24,1,1,88
13904,2491,2,22,1,2,33
14133,2379,1,17,1,1,98
12380,2473,2,18,1,2,26
13316,2220,2,23,1,2,44
9521,1835,2,20,1,2,27
13183,1404,2,22,1,2,4
3046,1909,2,22,1,1,28
11020,1827,2,25,1,1,80
9659,1500,2,17,1,1,13
9183,1862,1,18,1,1,99
4883,1441,2,22,1,2,60
13453,1639,2,18,1,2,37
11807,2181,1,18,1,2,54
12961,1409,2,26,1,1,11
3568,2469,1,24,1,2,53
10718,1548,1,25,1,2,76
4227,1685,2,20,1,1,32
5293,1740,1,26,1,2,63
9979,1639,1,20,1,1,32
14061,2144,2,19,1,1,14
8060,1789,1,25,1,1,89
4638,1760,1,22,1,2,90
8042,1402,2,23,1,2,68
8345,1757,2,24,1,2,22
14239,2164,1,17,1,1,42
10643,2297,2,25,1,1,48
3969,2500,2,25,1,2,49
14343,2479,1,19,1,2,26
14039,2189,2,19,1,2,70
4111,1853,2,25,1,2,37
11476,2343,2,19,1,2,13
5861,1864,2,23,1,1,34
7820,2116,2,21,1,2,63
10645,1962,2,23,1,1,26
14911,1482,1,20,1,2,33
3446,2106,2,26,1,1,65
5849,2308,2,22,1,1,55
4877,2233,1,25,1,2,14
8017,2172,2,23,1,1,57
4232,2050,1,22,1,2,12
13421,1929,2,24,1,1,11
4908,2370,2,26,1,1,11
5299,1445,1,25,1,1,90
3454,1724,2,20,1,1,88
14830,1622,1,17,1,1,44
3163,2433,1,21,1,2,55
13021,1914,2,18,1,2,42
6895,2021,2,20,1,1,8
10522,1961,1,26,1,2,38
12087,2480,1,19,1,1,52
6687,1730,1,19,1,2,27
6605,1631,1,26,1,1,82
3055,2002,2,19,1,1,22
5910,1538,1,26,1,1,32
7893,1591,1,22,1,1,44
11894,2140,1,20,1,2,5
7041,2056,1,18,1,2,46
8198,1892,2,22,1,2,53
7740,1405,2,20,1,1,13
10708,2459,1,22,1,1,62
4465,1888,1,20,1,1,13
10280,1702,2,23,1,1,25
12417,1785,1,22,1,2,56
8192,1413,1,22,1,2,86
13434,1948,2,17,1,1,44
4932,2036,2,23,1,1,61
4549,2465,2,21,1,2,87
3135,1706,2,19,1,2,96
5895,2375,2,19,1,2,1
14536,1495,2,23,1,2,56
13798,1717,1,24,1,2,11
7509,2035,2,21,1,2,16
4773,2294,1,24,1,2,8
5864,2073,2,24,1,2,98
9013,2362,2,17,1,1,91
10507,1595,1,23,1,1,95
6844,1828,2,18,1,2,89
13921,1978,2,20,1,2,77
3971,1868,1,22,1,2,8
12373,2445,2,18,1,1,98
9563,2106,1,23,1,2,66
14417,1429,1,17,1,2,93
7189,2144,1,21,1,1,64
6531,2310,2,24,1,2,67
3509,1678,2,20,1,2,52
13067,1515,2,26,1,2,89
11330,1563,1,26,1,1,2
13952,1601,2,20,1,2,91
6617,2135,1,21,1,1,53
5225,2005,1,23,1,1,60
9775,1610,1,20,1,1,100
4877,1761,1,24,1,1,65
8093,1874,2,26,1,1,47
3128,1650,2,19,1,2,10
7033,1655,2,24,1,2,75
6549,1804,1,26,1,2,32
3398,1897,2,22,1,2,18
3459,1795,1,21,1,1,33
11978,2162,2,20,1,1,30
10733,1997,1,26,1,2,46
3165,2122,2,17,1,2,11
10464,2406,1,19,1,2,98
12287,2408,1,19,1,1,59
3400,2355,1,22,1,2,19
11814,1828,1,19,1,1,1
10216,1626,1,19,1,1,22
11086,1700,1,20,1,2,35
12688,1732,2,17,1,2,33
5776,2280,1,18,1,1,62
3837,1646,1,17,1,1,19
12724,2171,2,19,1,1,7
9986,2455,2,21,1,2,7
12996,2421,2,24,1,1,59
11330,1768,1,22,1,1,22
13239,1569,2,19,1,2,54
14913,2215,1,21,1,2,43
10902,1745,2,21,1,2,90
5773,1576,1,20,1,1,82
9908,1621,1,21,1,2,67
10136,1751,1,18,1,1,65
10802,2127,1,21,1,2,33
3614,1531,1,25,1,1,4
11774,1583,1,22,1,1,41
4466,1989,1,18,1,2,21
14086,1909,1,20,1,1,58
8196,2238,1,23,1,1,13
3703,1689,1,21,1,1,2
10246,2499,1,18,1,2,27
4478,1446,1,21,1,1,99
4945,1680,2,23,1,1,36
14751,1541,1,20,1,2,62
14296,1979,2,19,1,1,75
11453,1420,2,20,1,1,90
10500,1542,1,26,1,2,42
3984,1464,2,17,1,2,8
11463,2201,2,17,1,1,49
5130,1657,1,20,1,2,90
7898,2305,1,24,1,1,79
9268,2397,2,22,1,2,83
4592,2319,2,26,1,2,11
11363,1487,1,18,1,1,98
9734,1553,1,18,1,2,38
11149,2229,2,23,1,1,45
10066,1950,2,23,1,2,15
8923,2257,2,25,1,1,4
11726,2049,2,19,1,2,73
11648,1590,2,19,1,1,21
8475,2094,2,25,1,1,94
8361,1557,2,21,1,1,26
11002,1614,1,20,1,1,72
5640,1810,1,22,1,1,33
14460,2083,1,19,1,2,77
3514,2213,1,21,1,2,13
14632,1533,2,24,1,1,39
9851,2097,2,22,1,1,72
12217,2093,1,18,1,1,56
5234,1529,1,18,1,2,82
12681,2407,2,17,1,2,3
9385,2315,2,23,1,2,24
6193,1745,1,18,1,2,24
9098,1562,1,26,1,1,26
9058,1522,1,20,1,1,17
13398,2297,2,26,1,2,18
3659,1486,2,20,1,2,66
8393,2062,2,25,1,1,77
5749,1721,2,25,1,2,44
11314,2072,2,17,1,2,85
8661,1792,2,18,1,2,66
5704,2091,1,25,1,2,49
8427,1913,1,21,1,2,3
14290,2281,2,26,1,2,33
3220,2281,1,18,1,1,56
14415,1424,1,17,1,1,53
6580,2391,2,20,1,1,45
12251,2186,2,25,1,2,31
9554,2079,1,21,1,2,94
4540,2305,2,24,1,1,14
14293,1595,1,22,1,1,88
14172,2466,1,20,1,2,85
13044,2426,2,26,1,2,40
6177,2152,1,23,1,2,93
7872,2354,1,24,1,1,49
3440,2391,1,17,1,1,2
6199,2310,1,25,1,2,59
10020,2061,2,21,1,2,46
14798,2422,1,24,1,2,41
4290,1538,1,22,1,1,1
7113,1616,2,26,1,1,74
12190,1456,1,19,1,1,79
10893,1878,1,25,1,2,56
10067,2254,1,20,1,1,9
4666,1438,1,25,1,2,47
14335,1965,2,26,1,2,6
12577,2123,2,24,1,1,15
9850,1993,1,26,1,1,14
6389,2200,1,18,1,1,94
4441,1697,2,18,1,2,5
6877,2076,2,18,1,1,11
9984,1988,2,23,1,2,92
7376,2363,2,18,1,1,2
14935,2290,2,19,1,1,12
13062,2370,1,20,1,1,28
6426,2032,1,23,1,2,78
3965,2317,1,22,1,1,35
5027,1536,1,20,1,1,14
7518,2104,1,21,1,2,65
9802,1842,2,26,1,1,84
7281,1697,1,25,1,2,36
4501,1889,1,24,1,1,82
6372,1736,1,17,1,1,95
6100,1794,2,18,1,2,31
3551,1630,1,17,1,2,23
12514,1659,1,17,1,1,77
10967,2205,2,24,1,1,32
8205,1729,2,26,1,2,41
13488,2323,2,26,1,2,11
5679,2126,2,23,1,1,51
12259,2230,2,26,1,2,32
11702,1422,1,17,1,1,50
9276,2116,2,17,1,1,83
10617,1690,1,26,1,2,79
8249,1565,2,21,1,2,58
3298,1657,2,22,1,1,58
3089,2112,1,20,1,1,51
13390,1694,2,26,1,1,31
10993,1631,2,21,1,1,24
3390,2354,1,23,1,2,80
11600,1964,2,22,1,2,59
4284,2367,1,19,1,1,63
4044,2161,2,23,1,2,79
7701,1935,2,21,1,1,57
11721,2347,1,25,1,1,79
10538,2197,1,17,1,1,14
7049,2021,2,17,1,1,74
10842,2109,2,24,1,1,81
8861,1449,2,17,1,2,100
6946,2243,2,21,1,2,47
8600,2342,1,18,1,1,33
7609,1669,2,24,1,1,56
9192,1564,2,22,1,2,24
12287,1938,2,22,1,2,9
12667,1893,1,23,1,2,81
11973,1620,1,18,1,1,96
10552,1510,2,21,1,2,72
11127,1917,1,24,1,2,40
11978,1442,1,26,1,1,62
5791,2383,1,20,1,2,25
7486,1679,2,25,1,2,89
11775,1809,2,23,1,2,2
9050,2008,2,19,1,1,67
8133,1859,2,24,1,1,87
9882,2227,1,25,1,2,65
8984,1818,2,23,1,2,88
7707,1971,2,17,1,2,83
10058,2141,2,22,1,2,86
3376,2293,2,24,1,1,24
6671,1508,2,26,1,1,47
13437,2323,1,24,1,1,95
9695,2082,1,18,1,1,90
3146,2042,1,26,1,2,86
13090,1633,2,19,1,1,38
3330,1991,1,18,1,1,93
14135,2485,1,25,1,1,94
3278,1494,2,19,1,2,21
10123,2117,2,25,1,1,36
4587,1513,2,20,1,2,47
13944,2026,2,25,1,2,100
3296,1765,1,18,1,1,44
5651,2270,2,23,1,2,25
9979,2372,2,20,1,2,57
6421,1718,2,18,1,2,77
8605,1462,1,25,1,1,21
12412,1755,1,18,1,1,16
12594,2196,2,26,1,2,89
14450,2367,1,23,1,2,54
12212,2460,1,25,1,1,33
11027,2149,2,21,1,2,31
13641,2260,1,25,1,1,75
5542,2101,1,22,1,2,13
13322,2109,1,18,1,2,63
6490,1757,1,21,1,2,73
9673,1856,2,26,1,2,50
14225,2267,1,22,1,1,84
5489,1720,2,23,1,1,51
5296,2222,2,18,1,2,82
3111,1842,2,22,1,1,96
3884,1622,1,17,1,1,26
11565,1638,2,22,1,2,45
8785,2052,1,23,1,2,51
3830,2407,2,23,1,2,37
12131,2397,1,23,1,1,82
11668,1639,1,21,1,1,42
8171,2442,2,25,1,1,88
10372,2408,2,18,1,1,42
6691,2456,1,24,1,1,30
12252,1795,2,24,1,1,87
9701,1885,2,25,1,1,9
9494,1516,2,17,1,2,47
6601,1451,1,20,1,1,10
3513,1864,2,23,1,1,57
3649,1403,1,21,1,2,79
7186,1482,2,26,1,1,67
7944,1730,1,24,1,1,89
4290,1704,2,23,1,1,6
10670,2230,2,23,1,1,91
12288,2020,1,25,1,1,81
7069,1804,2,26,1,1,62
11286,1808,1,24,1,2,35
3115,2493,2,21,1,1,11
6885,2049,1,23,1,2,22
9824,2312,1,24,1,1,67
12255,1544,2,25,1,1,48
12860,1737,1,26,1,1,67
11582,1591,1,24,1,1,80
5634,1610,2,26,1,2,26
8641,1402,1,26,1,1,27
3807,2174,2,24,1,2,56
14514,2307,1,25,1,2,96
8912,2342,1,24,1,2,56
7775,2070,2,22,1,2,2
9816,2311,2,23,1,2,72
9705,1676,1,23,1,2,13
8886,1508,1,23,1,2,14
6886,1568,1,19,1,1,81
7241,2338,1,17,1,2,50
11473,1643,2,24,1,2,34
12250,1873,2,18,1,1,25
8166,1645,1,18,1,2,1
11242,2275,1,23,1,2,76
8501,1533,1,21,1,2,73
13139,1649,2,18,1,2,28
11899,2362,1,24,1,1,65
13114,1866,1,21,1,1,39
14416,1816,2,17,1,1,60
13627,1428,2,26,1,2,87
4834,2361,2,19,1,1,16
12489,1633,2,23,1,2,26
4739,1562,1,21,1,2,44
7376,1583,1,23,1,1,5
4316,2258,1,23,1,1,96
6976,2197,1,24,1,2,31
10639,2404,1,23,1,2,52
3519,1816,1,26,1,2,56
11628,1985,1,26,1,1,54
13703,1764,1,20,1,1,87
11728,1831,1,21,1,2,43
3725,2074,1,23,1,1,100
10986,2042,1,21,1,1,70
14178,2150,2,18,1,1,10
9861,1770,2,21,1,2,27
5697,2174,1,18,1,1,82
3475,2402,1,26,1,1,69
6156,1745,2,18,1,2,54
5993,1692,2,20,1,2,55
12298,2127,2,17,1,2,16
13442,1864,1,24,1,1,74
7945,1685,1,17,1,2,55
9845,1601,2,21,1,1,98
8407,1985,1,23,1,1,94
9774,2087,2,25,1,2,53
3397,1982,1,22,1,2,99
8933,1727,1,20,1,2,17
14106,2110,1,24,1,2,41
4341,1534,2,19,1,2,97
11102,1513,2,17,1,1,96
11997,2087,1,22,1,2,34
5638,1926,2,24,1,2,7
7582,2309,2,19,1,1,48
7761,2289,1,19,1,2,49
14848,1545,1,19,1,1,94
11614,1662,1,21,1,2,44
11190,1737,2,21,1,2,81
12783,1924,1,17,1,2,68
9888,2290,2,24,1,2,90
9038,2243,2,21,1,2,48
5128,2411,2,25,1,1,49
6970,1513,1,22,1,1,12
12560,2475,1,26,1,1,81
14349,1830,1,18,1,2,72
9274,2331,2,23,1,1,95
6105,2208,1,19,1,1,51
12395,1929,1,18,1,2,38
6437,1536,1,17,1,1,38
14742,2127,1,21,1,2,81
14095,2455,2,19,1,1,56
5539,2140,2,21,1,2,98
13702,1908,2,25,1,1,64
7403,1490,1,25,1,1,39
5627,1400,1,22,1,1,27
4230,2392,1,22,1,1,26
4444,2045,2,17,1,2,61
5717,1404,1,17,1,2,31
6621,1437,2,17,1,2,66
14832,2386,1,18,1,1,93
7584,1553,2,18,1,1,39
12602,2364,2,20,1,2,88
14066,2153,1,22,1,1,21
12506,2042,1,22,1,1,60
4296,2126,2,17,1,1,27
6363,1956,1,24,1,2,2
14801,1717,1,23,1,2,70
4033,1812,1,20,1,1,74
8543,1475,1,25,1,1,90
13574,1903,1,21,1,1,70
10902,1868,2,25,1,2,35
10359,1515,2,20,1,1,74
8524,1719,2,23,1,1,99
9168,1817,2,25,1,2,48
6347,1867,1,23,1,2,81
10501,1438,2,24,1,2,27
9639,1484,1,25,1,2,97
8570,1472,1,21,1,1,82
3692,1705,1,17,1,1,70
6791,1536,2,24,1,1,23
4465,2177,2,18,1,1,63
9705,2252,2,25,1,2,72
5324,2157,2,23,1,2,32
6762,1527,1,25,1,2,62
12471,1868,2,21,1,1,87
6672,1991,2,25,1,2,1
13487,2323,2,20,1,1,85
10104,1657,1,22,1,1,32
3797,1975,1,21,1,1,3
11059,2449,2,19,1,1,79
11599,1974,1,21,1,1,30
8817,1712,2,24,1,2,100
13385,1783,1,20,1,2,8
10245,1862,2,21,1,2,26
10774,1733,1,20,1,1,55
5379,1938,2,26,1,1,86
13166,1879,2,20,1,2,7
7633,1982,2,19,1,2,35
11758,2197,1,18,1,2,73
6485,2194,2,26,1,1,56
12934,2415,2,23,1,1,1
11838,2060,1,26,1,2,61
9593,1432,2,22,1,2,69
12977,1915,2,20,1,2,13
11588,1789,2,20,1,2,52
4721,2469,1,18,1,2,43
14434,2380,1,24,1,2,37
14325,1948,1,20,1,1,90
14052,2479,2,20,1,1,4
4818,2121,1,17,1,2,89
12974,1772,2,24,1,1,34
3396,2182,2,20,1,1,6
13992,1846,1,21,1,2,45
13540,2222,2,17,1,2,7
5830,1876,1,23,1,1,62
14313,2224,1,19,1,2,84
8892,1676,1,24,1,2,96
7367,1792,2,25,1,1,71
7203,2131,2,18,1,2,17
7105,2460,2,22,1,1,74
4836,1823,2,19,1,2,11
10164,1956,2,23,1,1,51
12829,2232,2,21,1,2,32
3836,2046,1,24,1,1,85
14452,2296,2,21,1,2,74
10728,1546,1,20,1,2,20
9815,2399,1,23,1,1,89
13754,1856,2,25,1,2,6
4404,2015,1,26,1,2,65
11600,2491,1,25,1,1,70
9266,1544,2,22,1,2,92
7753,1797,1,17,1,1,73
9302,1579,2,17,1,1,84
4923,1558,2,25,1,1,10
8104,1417,2,21,1,2,94
9099,2025,2,26,1,1,43
3855,2256,1,24,1,1,3
12912,2091,2,20,1,1,12
10147,2201,2,24,1,1,25
6118,2099,2,21,1,2,73
7283,2189,1,22,1,1,33
8900,1568,1,25,1,2,97
11257,1921,2,23,1,1,27
4308,2430,1,19,1,1,62
13761,2236,2,26,1,1,21
3751,1607,1,25,1,2,53
6462,1915,2,22,1,1,22
14282,2254,1,25,1,2,60
4235,2333,2,21,1,1,10
6890,1850,1,26,1,1,42
11135,1654,1,20,1,2,47
5978,1519,1,25,1,2,58
4331,2346,2,20,1,2,29
5332,1840,1,20,1,1,60
8039,2073,2,22,1,2,91
14611,1494,1,25,1,1,92
3745,1979,2,22,1,2,99
9412,1528,2,25,1,1,79
8009,1672,2,17,1,1,42
11288,1729,1,20,1,2,5
13795,1735,2,22,1,2,82
8662,2446,1,20,1,2,50
6610,1573,2,21,1,2,38
14166,2378,2,21,1,1,81
4972,1593,1,22,1,2,37
4050,1896,1,20,1,1,30
3522,2282,1,21,1,1,83
3885,1404,2,17,1,1,91
6937,1628,2,19,1,1,50
6030,1443,2,17,1,2,26
13316,1406,1,24,1,2,11
7530,2438,2,17,1,2,15
14536,1809,2,22,1,2,6
8549,1949,1,25,1,2,65
5532,2271,2,20,1,1,17
7800,1694,1,17,1,1,6
7047,1672,1,25,1,2,65
12486,2450,1,21,1,1,75
8480,1934,1,19,1,2,87
7748,2498,1,21,1,1,23
12040,2223,2,24,1,1,57
8829,1987,2,22,1,1,84
4332,2326,1,22,1,2,53
10525,1642,1,23,1,1,71
12421,1559,1,23,1,2,93
4221,1930,1,18,1,1,55
14853,1635,1,21,1,2,11
10516,1718,1,19,1,1,30
3832,2249,1,19,1,2,98
6665,1862,2,21,1,1,41
14457,1556,1,23,1,1,5
3767,2499,2,23,1,1,41
5472,1629,2,19,1,2,24
12456,1981,1,20,1,2,42
10706,2166,2,25,1,1,19
3897,1581,2,25,1,2,37
8565,1522,1,26,1,2,72
5387,1679,1,18,1,2,62
9801,1721,1,22,1,1,71
11937,1596,1,20,1,1,93
14612,1620,1,22,1,1,14
11181,2068,1,26,1,2,75
3471,1505,2,19,1,2,3
4836,2108,2,17,1,1,45
6797,2054,2,17,1,2,85
10032,1807,1,26,1,1,4
7588,1812,1,25,1,1,40
3451,2223,1,26,1,1,23
3404,2328,1,23,1,2,7
13376,1895,2,21,1,1,96
12094,2351,1,19,1,1,1
8329,1815,1,26,1,1,35
5361,2418,1,19,1,2,26
12555,2498,2,22,1,2,21
4789,1569,2,20,1,1,91
15000,2027,1,19,1,2,55
3440,1589,2,21,1,2,53
13050,1610,2,24,1,2,61
5061,1766,2,25,1,2,73
4525,1931,1,23,1,2,95
14447,2350,2,20,1,2,37
3480,1483,2,25,1,1,89
12647,1868,2,19,1,2,89
13348,2227,1,26,1,1,45
7205,1592,1,21,1,2,4
10519,1812,1,24,1,2,49
3771,2246,1,20,1,2,92
3168,1814,2,20,1,2,100
5067,1786,1,26,1,2,99
13490,2237,2,22,1,1,82
9484,1573,2,26,1,1,77
11328,2355,1,20,1,2,18
10834,1728,1,21,1,2,61
9140,1661,1,19,1,1,67
7417,2031,1,22,1,2,5
7134,1652,1,22,1,2,58
9172,1911,1,25,1,1,10
8169,1464,2,17,1,1,45
14540,2473,1,21,1,2,63
10208,2160,2,22,1,1,92
11694,1769,2,18,1,2,35
9608,2291,2,21,1,1,90
13609,2232,1,26,1,2,37
13486,2123,1,17,1,2,55
4813,1644,1,20,1,2,17
11781,1888,1,21,1,1,50
14397,2202,2,25,1,1,66
12231,1631,2,20,1,1,11
6035,2447,1,18,1,2,35
8633,1984,1,24,1,1,31
7326,2360,2,26,1,1,72
9818,1961,1,17,1,2,38
11292,2307,1,21,1,2,30
7782,1407,1,23,1,2,58
9293,2327,1,23,1,1,71
6283,1671,2,21,1,1,95
10013,1830,2,24,1,1,61
9224,1632,1,22,1,2,59
13812,1642,1,22,1,2,1
9502,2323,1,19,1,1,18
4666,1802,2,22,1,2,40
11005,2390,1,17,1,2,7
8394,2401,1,24,1,2,63
3054,1752,2,19,1,1,88
11839,1751,1,25,1,1,38
6556,1463,1,19,1,1,6
10715,2365,2,23,1,1,98
4627,1730,1,21,1,1,25
7129,2451,1,23,1,2,2
3378,1993,2,17,1,1,13
8735,1701,2,26,1,2,83
8563,2443,2,21,1,1,14
3930,2268,1,25,1,1,40
14963,2373,2,22,1,2,61
10463,2282,1,19,1,2,81
9365,2025,2,26,1,1,71
4354,1788,1,22,1,2,89
5523,2209,2,21,1,2,71
13388,2082,1,26,1,2,56
8675,1889,1,18,1,1,98
8054,1531,1,21,1,2,67
6117,2043,1,18,1,1,10
4486,1982,2,26,1,1,67
8733,1669,2,20,1,2,54
5170,1782,2,20,1,2,92
6247,2418,2,19,1,2,81
9660,1951,1,18,1,2,53
10777,1421,2,17,1,1,46
3086,1516,1,24,1,2,49
3953,1576,2,23,1,1,100
6432,2016,2,24,1,1,53
8040,2166,1,21,1,1,44
6869,2480,2,19,1,1,57
10980,1440,2,22,1,1,90
6647,2397,1,24,1,1,39
10374,2137,2,25,1,2,35
3137,1633,1,23,1,2,63
6794,2114,2,17,1,2,80
8257,1828,2,17,1,1,95
3355,2275,2,24,1,2,75
10832,2068,2,26,1,2,95
3480,1846,1,22,1,2,95
6858,2158,2,26,1,1,24
9771,2115,2,23,1,1,40
10015,1993,2,20,1,1,30
11531,1788,1,23,1,1,21
9599,2048,1,18,1,1,14
7900,2348,2,18,1,1,70
5773,1842,2,25,1,1,7
8033,2424,2,24,1,2,6
14388,1651,2,24,1,2,60
9237,1853,2,22,1,2,62
9998,2082,2,23,1,1,61
8533,1870,1,18,1,2,52
14743,2363,2,23,1,1,33
14525,1657,1,25,1,2,50
8411,1631,2,22,1,1,32
9257,2023,2,20,1,1,66
9298,2300,1,19,1,1,56
10154,1516,1,18,1,1,7
13751,1712,2,19,1,2,72
10081,1844,1,18,1,1,60
12663,1551,1,20,1,2,55
9664,2168,1,18,1,1,66
12796,1778,1,20,1,2,13
11979,1783,2,19,1,2,88
11579,1476,2,19,1,1,33
5666,1508,2,22,1,2,16
4700,1419,1,19,1,2,4
3503,1481,1,26,1,2,43
14795,2058,2,21,1,1,95
5979,1480,1,17,1,2,19
9805,1627,1,21,1,2,89
14169,2383,2,20,1,2,91
11016,2163,1,24,1,2,68
7535,1638,2,23,1,1,76
13981,2174,1,22,1,2,31
14639,1832,2,24,1,1,30
6881,1819,2,21,1,2,92
11711,1743,1,23,1,2,17
5547,1499,1,18,1,1,96
14627,2322,2,19,1,1,45
14235,1534,1,24,1,2,19
9666,1795,2,17,1,2,41
11980,2487,2,21,1,2,94
13862,2198,1,23,1,1,56
12309,1739,1,19,1,2,44
3886,1407,2,19,1,2,8
9560,2014,2,19,1,2,62
4914,1525,1,17,1,2,68
11358,1633,2,24,1,1,24
12694,1824,2,19,1,2,9
8627,1525,1,17,1,2,22
6067,2163,1,17,1,1,86
6110,2416,2,24,1,2,92
12531,1891,1,17,1,1,33
4441,1489,2,22,1,1,94
4124,1872,1,17,1,1,74
14077,1989,2,23,1,1,88
11828,2055,1,21,1,2,10
11311,1645,2,23,1,2,58
14454,2351,1,25,1,2,34
3852,1710,2,22,1,1,82
6283,2323,1,22,1,2,41
12563,2032,2,26,1,1,77
3693,2373,1,21,1,1,12
14121,1636,2,17,1,1,4
6924,2278,2,25,1,1,12
6754,1737,2,18,1,2,16
9094,2353,2,19,1,2,75
14778,2283,1,20,1,1,15
13009,2449,1,21,1,1,82
10736,1540,1,22,1,1,76
13560,2353,1,25,1,2,32
8102,2423,1,21,1,1,90
12723,1885,1,20,1,1,31
9907,2354,2,23,1,1,55
4307,1986,2,25,1,1,63
8432,2097,2,18,1,1,98
7520,1598,1,26,1,2,12
11567,2304,1,25,1,2,100
13214,2164,1,26,1,1,95
13200,2323,1,18,1,2,39
5566,1549,1,25,1,1,54
5951,1960,1,22,1,2,81
8116,2274,1,17,1,1,13
4805,1499,2,21,1,1,17
9968,1628,2,25,1,1,8
8527,1786,2,18,1,2,96
9730,1581,2,17,1,2,74
12263,1806,2,26,1,2,51
12819,2425,2,17,1,1,13
12604,1901,1,23,1,2,33
4704,2120,2,23,1,2,20
11419,1815,2,26,1,1,73
8602,1843,1,23,1,1,89
14537,2142,2,18,1,1,93
14964,1665,1,25,1,2,38
13639,2194,1,17,1,2,84
3886,2429,1,20,1,2,62
4524,1845,1,17,1,2,75
11327,2035,2,19,1,1,89
8869,1876,1,22,1,2,34
