wage,costliving,gender,age,branch,userexperience
13147,604,1,21,1,4
14386,2023,1,20,2,9
5789,1389,2,21,2,51
13552,2040,2,17,2,11
14443,1837,1,18,2,80
8225,1316,1,18,2,15
14549,2013,2,19,2,47
12651,1513,2,21,2,90
9218,1992,1,19,2,61
10139,1740,2,19,2,59
12471,691,2,19,2,71
14216,996,1,20,2,75
3313,1727,1,20,2,87
10151,1955,1,20,2,80
7752,1836,2,19,1,14
14457,725,2,19,2,6
3772,1675,2,20,2,81
13860,644,2,21,2,34
14452,1075,1,21,1,11
7664,1769,2,20,1,82
4813,972,1,17,1,50
10183,1557,2,18,1,4
7292,1046,1,21,2,40
8722,1274,1,17,2,71
11071,1287,1,18,1,47
10330,748,2,19,1,94
14987,1591,1,21,2,57
13803,919,2,21,1,58
12793,629,1,17,2,86
12907,1991,2,20,2,20
13546,1793,2,19,1,75
5023,1864,1,19,1,73
11393,806,2,21,1,18
3648,1252,2,17,1,43
3354,1574,2,19,2,76
14380,1937,1,19,2,56
12478,1945,1,21,2,10
14784,1425,2,18,1,71
12720,1576,1,17,1,92
13443,2077,1,20,1,93
9577,1380,1,17,1,23
14468,1944,2,20,2,77
13590,1841,2,21,2,25
11039,1351,2,19,2,80
10619,1725,1,21,1,81
6746,706,1,21,2,80
3034,1210,1,19,1,30
12136,2009,2,20,2,41
6632,1221,2,21,1,23
9790,1699,1,19,2,53
11328,1036,1,21,2,82
11226,810,1,19,1,68
13019,2050,1,20,2,100
12019,1075,1,20,2,12
4717,1650,1,21,2,70
3447,1988,2,20,2,47
10385,1455,2,21,1,73
5300,1695,1,20,1,65
12100,1207,1,18,2,18
3591,935,2,19,1,24
13770,902,1,20,1,35
10954,1614,2,19,1,8
7426,1933,2,19,2,33
12451,667,2,17,1,79
8931,1627,2,18,1,59
14292,1581,2,21,1,62
13059,1244,1,19,1,13
13036,1768,1,19,2,56
10019,721,1,21,1,63
5689,607,1,20,2,12
13499,1189,2,20,2,54
7319,668,1,20,2,80
6300,792,2,17,2,7
4929,999,2,21,2,33
7308,1200,1,19,2,52
8614,1338,1,17,2,87
4557,1142,1,17,2,82
12661,773,1,21,2,15
13158,967,2,21,2,29
5147,1327,1,20,1,80
3858,1105,2,19,1,82
12501,697,1,17,2,35
4970,1834,1,21,1,99
8121,1976,2,20,2,11
10883,1574,2,20,2,7
13152,1586,1,17,1,14
3901,808,2,17,2,79
12250,810,1,21,2,59
12137,1835,2,20,2,39
9828,623,1,21,1,24
5589,627,2,17,1,27
10873,1525,2,18,1,72
6804,840,2,19,2,62
3293,1704,1,18,1,85
9823,911,2,19,2,2
8935,1188,1,17,2,13
6695,1910,1,19,1,16
14164,1546,2,19,1,72
9237,675,1,18,2,65
6599,1693,2,19,1,11
11516,1835,2,21,1,98
6973,1631,2,20,1,99
10804,1930,1,19,2,73
5682,1664,2,19,1,29
3211,680,1,18,1,52
14167,1576,1,20,2,90
6184,1392,1,17,1,16
13045,863,1,17,1,65
6382,1715,2,17,1,33
13188,650,1,18,2,13
14512,1860,1,18,2,51
9782,1086,1,20,2,26
7395,1629,1,20,1,6
8079,1290,1,19,2,44
3566,2060,2,21,1,61
5486,1382,1,17,1,22
3489,777,1,18,2,89
13511,1608,2,17,2,54
7060,1359,2,19,2,97
13009,1417,2,17,2,69
4193,1611,2,17,1,53
10315,1112,1,17,1,52
5136,1762,2,19,1,54
13055,1662,1,21,2,4
10878,1979,2,21,1,66
14619,1338,1,21,1,63
5960,900,1,19,2,41
6250,897,2,17,2,2
5058,1277,1,20,1,56
13396,756,2,20,1,60
13687,1739,2,21,1,49
4785,1055,2,19,1,8
13609,1636,2,19,2,33
5290,755,2,17,1,2
6230,1748,2,21,1,51
3013,1418,1,21,2,97
5640,1563,1,20,2,93
9423,723,1,19,1,21
12063,1943,2,20,1,98
9343,1100,2,21,2,4
14685,1661,1,19,2,100
12854,1842,2,19,2,67
5929,1320,2,17,1,42
8852,607,1,21,2,93
14114,1929,1,17,2,17
13277,907,2,20,1,4
7675,2054,2,19,1,82
10739,1732,2,19,1,80
14048,965,1,18,1,42
10535,1403,2,20,1,89
12559,1730,2,18,1,60
12781,2075,1,17,2,63
6824,1288,2,21,2,57
7306,1341,1,17,2,25
14770,1162,2,20,2,96
3151,1898,2,18,2,88
3986,1425,1,19,1,86
11765,1395,2,17,1,54
5220,922,1,17,1,10
10417,982,2,21,2,54
6350,1312,1,19,2,25
11468,1923,2,20,2,85
12308,2003,2,20,1,44
10655,2074,2,18,1,24
14260,1862,1,17,1,98
6475,895,1,20,1,8
8293,2035,1,21,2,97
8431,1524,1,17,2,66
14508,682,2,19,1,46
4604,1879,2,20,2,30
3667,749,1,21,2,93
6515,963,2,21,1,11
3172,933,2,18,2,98
3091,980,2,19,2,61
13542,694,1,20,1,60
3502,707,2,21,2,96
9829,828,2,18,1,35
7116,911,2,21,1,33
14859,1613,2,21,1,67
14261,1940,1,21,2,13
10361,727,2,17,2,50
8670,1850,2,19,1,36
10543,701,2,18,2,16
7533,720,2,17,1,80
4797,1456,2,17,1,71
11428,1563,1,20,2,7
9597,1450,2,18,2,93
11103,1855,2,20,1,2
7417,1511,1,18,2,93
6095,1721,1,20,2,60
3035,1419,1,21,1,68
5580,631,1,21,2,18
12755,1194,2,20,1,40
9439,990,2,19,2,31
9746,715,2,17,1,96
3632,1762,2,19,1,10
12868,1948,2,19,2,70
11969,1952,2,19,1,34
11875,907,1,18,2,59
8849,728,1,20,2,70
5978,1951,1,17,1,18
9205,977,1,18,2,10
11358,734,2,20,2,88
3981,1629,2,17,2,97
8965,1595,1,17,1,13
8947,1879,1,21,1,72
12792,1971,1,21,1,95
7625,1984,1,20,1,39
8432,1351,2,20,1,71
4437,1877,1,17,2,8
9766,1066,1,17,2,70
8377,2090,2,18,2,100
6437,2013,2,18,1,34
12634,815,1,18,1,31
14418,793,1,21,2,76
8227,1692,1,19,1,70
9515,1143,1,18,1,16
3916,1319,1,20,1,25
9277,1522,2,21,2,87
6395,869,2,17,1,66
12804,1214,2,18,1,20
13282,1948,1,18,1,15
14629,1137,2,19,1,62
3628,840,2,19,2,93
7396,1442,1,20,2,83
12834,1927,2,19,1,49
14899,2040,2,19,2,41
8133,1470,1,18,2,76
10317,1032,1,17,2,2
9832,1451,1,18,1,72
12395,1434,1,17,2,55
5771,1715,1,17,1,1
6670,1625,1,19,1,64
11736,715,1,21,2,75
10158,1801,2,19,1,85
12256,1658,2,21,2,18
4633,1068,1,20,1,24
11222,1049,2,17,2,34
8561,1297,1,17,1,79
6733,1427,1,18,1,22
10383,1461,1,21,2,30
10448,1756,2,17,2,59
3671,1219,2,18,2,86
5407,842,1,20,2,54
9175,810,1,19,2,87
7610,1103,2,20,2,96
6755,1362,2,19,1,3
6434,1337,2,17,1,10
3176,2022,1,17,1,24
13486,1644,1,21,2,13
5455,1900,1,18,2,99
4244,1981,1,19,1,66
4847,2022,2,17,1,46
10067,629,2,18,1,12
5035,1368,1,17,2,30
8138,1152,1,19,1,16
8562,969,2,21,1,87
7636,1557,2,18,2,91
8457,1280,1,17,1,83
4041,1783,1,19,2,37
13920,1223,1,19,1,55
8861,768,2,21,2,96
7945,1005,1,18,2,32
13029,1960,1,18,1,34
8915,1089,2,19,1,67
13311,1483,1,21,2,53
8701,909,2,17,1,67
3200,1760,1,17,2,69
5519,1350,1,18,1,94
3532,1415,1,17,2,89
5769,1912,1,21,2,20
7008,810,1,17,2,61
3511,2042,1,21,1,76
8026,961,1,19,1,14
14995,1679,1,20,2,92
12852,866,1,20,2,98
7913,1939,2,18,2,79
14362,808,1,18,1,80
8925,1630,1,17,1,27
10265,2030,1,19,2,69
9378,1224,2,21,1,35
12839,897,2,17,2,71
4007,2032,1,20,1,18
10291,1327,1,19,2,69
4884,1134,1,19,2,23
13552,1965,2,18,1,83
10459,2083,1,21,1,11
4262,1009,1,18,2,72
12913,1090,2,18,2,56
9087,656,1,19,2,68
11106,643,2,17,1,36
5809,1073,1,17,1,55
10886,811,1,21,1,8
6814,1673,2,18,2,65
7052,837,1,19,2,7
14792,1479,2,20,2,49
9750,746,2,21,1,75
3518,864,1,17,2,58
4656,1572,1,19,1,33
11803,2042,1,20,1,28
12759,1536,2,19,1,64
14200,779,2,17,2,90
11827,1902,2,19,1,13
9936,1708,1,19,1,5
6826,704,2,18,2,14
10707,1882,1,17,1,77
13602,831,1,20,1,48
4611,770,1,19,2,34
8685,622,2,19,1,45
7908,1784,1,21,1,41
11492,799,2,21,1,27
12292,1650,1,20,2,87
7029,1937,1,20,2,71
3625,820,1,19,2,48
8464,1674,2,21,2,100
10375,1698,2,21,1,48
7771,1106,2,20,2,83
11208,925,2,20,2,43
10770,810,1,17,1,31
9933,1674,2,18,1,29
7042,1578,2,19,1,44
4117,1558,2,18,1,78
7615,1868,2,21,1,63
12524,2022,2,21,2,87
7079,644,1,17,1,84
9723,1488,1,21,1,21
11956,848,2,20,1,29
6787,1852,2,19,1,17
3199,1570,2,17,2,11
11989,1680,2,17,1,56
8158,1822,1,19,2,59
4839,926,1,20,2,81
8520,1122,2,18,2,64
8770,1947,2,21,2,60
13778,626,1,17,1,97
8264,2028,1,20,1,84
10710,2099,2,21,1,60
14201,1728,2,21,2,67
6554,1561,1,21,2,15
3190,1140,2,17,1,26
4744,1363,1,20,1,41
13970,1351,1,20,2,82
9467,714,2,20,1,4
11957,953,1,17,1,27
14249,1730,1,20,1,55
3999,1551,2,21,2,29
3306,1857,2,17,2,23
11569,2099,1,20,1,97
3554,1605,2,18,1,97
3713,1316,1,18,1,76
11538,912,1,18,1,20
14302,830,1,21,2,29
4457,2013,2,20,2,19
5016,714,1,20,2,46
12546,1219,1,17,1,58
13320,815,2,21,1,52
14366,1269,1,19,1,60
9489,944,1,18,1,55
12700,1455,1,19,1,86
6671,1248,2,17,2,34
6690,1379,2,17,2,100
12272,821,1,17,2,100
13899,1774,2,17,1,68
7012,1860,2,17,1,61
5618,1229,1,17,2,25
6426,1973,1,21,2,88
9928,1793,1,19,2,34
14810,1118,2,20,2,32
12000,1563,2,18,2,92
12550,1152,2,17,1,66
3876,1937,2,18,2,11
11202,1873,1,21,2,82
5116,1450,1,17,1,95
3153,1546,1,21,1,36
5777,1598,2,19,1,51
7832,816,2,18,1,66
10210,1469,1,21,1,52
11963,1337,1,17,2,40
3778,803,1,19,2,62
9639,1408,1,20,2,16
11382,1968,2,19,2,66
9022,1418,2,18,2,63
14145,1737,1,17,1,57
9288,1176,2,19,2,75
6566,629,2,17,2,88
12801,1722,1,17,1,74
10424,644,1,19,1,54
9012,2062,1,18,2,28
14371,1498,2,19,1,2
12316,636,2,17,2,65
12179,1263,1,20,2,1
5470,2097,1,18,1,71
9694,1349,1,18,2,31
4723,1967,2,17,1,10
14948,1217,1,19,1,50
10638,783,2,20,2,91
14573,640,1,19,1,62
8193,1859,1,17,2,88
4436,1892,1,17,1,17
10502,802,1,19,1,60
9766,1195,1,17,2,71
10850,1575,1,21,2,31
9417,1864,1,18,2,72
11850,1204,2,17,2,91
6859,1933,1,18,1,10
4189,788,2,20,2,24
8849,807,1,17,1,5
4225,1423,2,20,2,37
7342,1493,1,18,1,1
12712,2024,2,21,1,3
13823,1089,2,18,1,64
7040,2035,2,19,1,37
10723,1401,2,20,2,10
5818,747,1,21,1,68
14656,967,1,20,1,95
13923,1768,2,19,1,33
10182,766,2,21,1,91
6927,1406,1,18,2,7
11542,1279,2,21,1,3
3893,1927,1,20,2,72
5983,653,2,17,1,23
9914,1996,1,21,1,62
9643,1218,2,17,1,63
5431,990,1,18,1,58
9163,1028,1,21,2,41
13809,1498,2,21,1,53
9381,1050,1,19,1,77
14651,1865,1,21,1,13
7432,1082,2,20,2,92
13198,645,2,20,2,26
6937,1821,2,21,2,35
4143,602,2,20,1,56
7598,1946,1,21,2,92
14818,1532,2,18,1,13
3095,2063,1,21,2,29
4814,1377,1,20,2,75
13003,946,2,21,2,5
10949,1237,1,18,2,13
6451,933,1,19,2,19
13496,660,1,20,1,53
14013,1149,2,17,2,86
11558,1946,2,20,2,16
12011,770,2,18,1,68
8322,760,1,17,1,85
10539,685,2,21,2,80
11029,1685,2,19,1,55
10196,1799,1,20,2,68
10678,756,2,18,2,72
12808,1871,2,17,2,96
13544,1038,1,17,2,86
7993,2002,1,17,2,20
7570,820,2,17,1,30
6080,815,1,18,2,40
10137,1094,2,19,1,52
3438,1771,2,20,1,96
5371,1438,1,17,1,15
11914,1725,2,18,1,92
7017,1163,1,20,2,10
6567,1674,1,19,2,69
5525,1402,1,17,1,84
10388,1830,1,20,1,10
9279,758,2,20,2,58
10510,1101,1,19,1,70
12186,910,2,19,1,10
6862,646,1,21,2,53
3324,1401,2,17,1,73
9891,1862,1,18,1,6
12678,906,1,17,1,67
12622,716,2,19,1,98
9931,1803,2,18,1,45
7819,858,1,18,2,71
6810,1830,2,19,1,83
10956,1344,1,19,1,51
13091,1610,2,21,1,75
3818,1562,2,21,2,68
10530,1236,2,21,1,61
7652,1861,2,19,1,92
5306,1703,2,19,1,3
4383,1224,1,21,1,60
5216,758,2,19,1,79
3165,1662,1,17,1,54
12496,702,1,17,2,66
8940,1838,2,17,1,3
6284,1601,1,17,2,52
5304,1951,2,20,2,94
9894,1391,1,17,1,33
4257,1506,2,17,1,91
12171,1860,1,17,2,22
14336,1994,2,19,2,25
5753,1038,1,19,1,16
6693,1794,2,21,2,66
11786,808,2,17,2,52
10576,1901,2,17,2,50
6260,1746,1,18,2,90
10709,938,2,20,1,24
12094,1416,1,18,1,37
12651,1689,2,20,1,21
10433,1565,1,17,1,78
6585,2005,2,19,2,11
13784,2052,2,19,2,58
3525,1888,2,20,2,18
12000,1312,2,18,1,42
10547,2041,1,19,1,74
13089,690,2,20,2,31
9375,1600,2,18,1,51
14976,855,1,19,1,30
7065,937,2,20,1,97
14174,841,2,20,2,54
10314,946,2,20,1,71
6398,1693,2,18,1,54
3397,1025,1,20,2,4
12021,1960,2,21,1,4
6984,1332,2,18,2,41
3446,1700,2,20,2,70
10817,1745,1,20,2,99
11215,1323,2,20,2,28
9537,1194,1,20,1,29
8293,1861,2,20,2,3
3967,1241,1,17,2,84
5038,616,1,21,1,60
7123,1269,2,18,2,8
6324,1172,1,19,1,22
12376,1825,1,19,1,38
8329,1504,1,21,2,20
3342,1855,2,17,2,10
10635,1205,2,17,1,65
8951,691,2,18,1,6
11121,1151,1,19,2,28
9555,1311,1,18,2,65
7580,1613,2,19,2,41
14677,1396,1,20,1,62
5133,1852,2,20,1,54
4523,764,2,20,1,54
5849,1933,1,17,1,56
14122,853,1,19,1,18
11192,1495,1,19,1,80
4152,1334,1,17,2,24
5583,1178,1,19,2,72
13344,621,2,19,2,84
7247,1995,2,21,1,55
10017,739,2,20,2,29
12031,1859,2,21,1,82
10086,1900,2,20,2,82
9182,2034,1,17,1,58
6729,1835,2,20,2,45
3636,1157,2,21,2,91
12803,1406,2,20,1,11
12989,1373,2,21,1,14
12637,679,1,19,2,36
13406,1715,2,17,1,75
7583,1850,2,18,2,76
9779,1709,2,19,1,76
6300,884,2,20,2,49
12925,1859,1,21,2,30
4674,1219,2,18,1,86
14029,815,2,17,1,34
14406,1633,2,19,2,56
11520,1462,1,21,1,55
11743,1983,1,19,2,64
14789,1058,1,18,1,13
9895,1807,1,18,2,98
11142,1356,1,19,2,93
10388,1066,2,17,2,81
14504,1149,2,18,2,9
9008,955,1,17,2,51
10419,1996,1,19,1,13
12891,1228,2,21,2,45
13172,919,2,21,2,85
8163,618,2,19,1,57
7940,1939,2,19,2,31
4020,1643,2,18,1,22
8831,849,2,20,1,49
8709,1211,2,19,2,79
14898,1287,1,20,1,6
8933,1076,2,20,2,27
11081,2050,2,17,2,22
5670,1243,1,20,1,35
9561,1091,1,18,1,100
12177,1346,2,17,1,31
14895,972,1,21,2,100
14364,1556,1,17,2,69
10310,2062,1,19,2,5
14554,1988,1,17,2,41
9281,1805,2,21,1,34
11476,1114,1,21,1,3
3791,859,2,21,2,79
8720,1278,2,17,2,36
3804,1014,1,17,1,87
10727,968,1,17,1,2
12208,611,2,21,1,69
8653,1302,2,20,1,13
4707,2068,1,19,1,43
7552,1205,1,17,2,46
7190,2031,1,20,2,55
13215,1917,2,17,2,98
3856,969,1,17,2,27
7545,1045,1,21,1,73
13468,2015,2,17,1,38
10098,1195,1,20,1,92
4136,1676,2,20,2,64
8139,1029,2,19,1,5
13363,1612,2,19,2,88
8292,1606,1,18,1,17
4546,2009,1,17,2,38
13601,1656,2,19,2,96
5693,1312,1,18,1,82
7053,639,1,20,1,7
12912,1753,1,20,2,62
12984,922,2,18,2,58
3241,1585,2,18,1,51
7323,1049,1,20,1,63
3095,715,1,18,2,84
6159,1569,1,18,1,4
12318,1383,1,19,1,66
5256,2017,1,17,2,10
7512,1331,2,20,2,32
13761,765,1,20,2,39
13543,955,2,19,2,75
12264,725,2,21,2,75
14638,1893,1,20,1,78
12964,1621,1,21,2,16
14587,1789,2,21,2,69
6724,947,1,21,2,78
6780,2005,2,18,1,5
12354,1839,2,19,2,98
14859,1913,1,20,2,47
5063,1958,2,19,1,74
4846,2030,1,20,2,65
14500,1595,2,21,2,15
6573,1321,2,19,1,90
5118,1134,1,21,1,43
7975,1330,1,19,1,38
6930,1943,1,18,2,44
11081,908,2,21,1,99
10837,2017,2,18,1,20
8218,1845,1,17,1,31
6135,688,2,21,1,43
14833,934,1,20,2,78
11448,1931,2,21,1,86
7744,1213,1,21,2,77
4952,1288,1,17,1,90
5551,1417,1,17,2,3
9026,1109,2,18,2,18
3984,1767,1,20,1,70
3905,753,2,21,2,80
7562,1775,1,21,1,23
4421,1447,1,20,2,74
13375,1583,1,20,2,100
12336,702,1,20,2,64
9502,754,1,19,2,53
14288,1677,1,20,2,65
7046,1114,2,20,2,90
14515,1973,2,17,1,67
3631,1851,1,20,1,41
14632,1091,1,17,2,95
13561,2024,1,21,2,13
12862,1963,2,18,2,1
9486,1106,2,21,2,1
7434,925,2,18,2,6
11138,694,1,19,1,66
11832,1758,2,21,2,82
13530,1107,2,19,1,88
3014,657,1,17,1,99
6927,1424,2,21,1,69
8952,1291,1,17,2,5
5652,2016,1,21,2,42
8366,792,1,21,1,14
11081,1541,1,20,2,4
11505,1108,1,20,1,2
4292,1844,1,18,2,85
4965,1580,1,17,2,69
8024,2023,2,18,1,29
6755,1875,1,19,1,33
6053,631,1,21,2,77
10193,762,1,20,1,77
3603,1395,1,19,1,2
6511,1027,2,21,2,65
13664,1756,1,19,1,12
6925,1894,1,19,2,16
6399,812,2,21,1,47
4436,1821,2,20,1,74
3503,820,2,21,1,52
13466,745,1,19,1,86
10888,1835,2,19,1,58
7911,1812,1,18,2,12
8353,1542,1,21,2,69
6286,1634,1,20,1,98
11909,2014,1,18,1,89
6386,1292,1,19,1,93
10212,1396,1,21,1,75
7330,1566,1,18,2,51
9863,1395,1,18,2,36
14916,1286,1,17,1,66
10905,1368,1,17,2,48
13725,1436,1,18,1,96
9070,659,1,17,1,23
13873,2090,2,19,1,67
14126,1567,2,19,1,50
14639,2083,1,17,2,63
12132,1731,1,20,1,96
6734,1584,2,19,2,95
3267,1854,2,20,2,84
9180,866,1,18,1,92
3271,905,1,18,2,66
9767,1880,2,18,1,31
4683,959,1,19,1,40
13475,716,1,19,1,38
6311,1249,1,21,2,13
10189,788,1,18,2,45
12567,1409,1,17,1,36
13387,1493,2,20,2,76
6701,1216,1,20,1,72
10460,1090,1,20,1,94
5362,636,1,20,2,77
3177,1478,1,20,1,51
8335,1236,1,20,1,12
10130,1303,2,21,1,29
10342,1596,1,21,2,85
7175,1949,1,20,2,30
3022,668,2,17,1,31
7097,1276,1,18,1,49
9763,1575,2,19,1,78
3471,1718,2,19,2,97
11591,1205,1,18,1,96
4359,1397,2,18,2,33
6244,1700,1,20,1,89
6322,2020,1,17,1,31
13070,676,1,21,2,54
7330,1300,2,21,1,100
7635,723,2,20,1,18
7027,1597,1,19,2,32
14799,2038,1,17,1,76
3374,771,2,19,1,52
9441,1694,1,17,1,79
11417,1834,2,18,1,94
11879,1406,2,17,2,29
10593,848,1,19,1,75
8317,1753,2,19,2,2
13293,1583,2,18,2,83
3989,672,2,17,1,7
6117,973,2,21,1,45
3024,1016,2,21,2,63
9786,1349,2,20,1,73
6217,1156,1,21,1,60
13948,1275,2,17,2,37
14501,926,2,21,1,43
7881,1481,1,18,1,60
13003,1232,1,17,2,56
13253,1544,1,17,2,94
13327,1893,2,19,2,26
8630,1111,1,18,2,63
14985,1549,1,20,1,56
10449,1807,2,20,2,39
7794,1838,1,20,2,2
11623,1795,1,17,2,86
4843,1236,2,18,2,28
11355,1169,1,19,1,14
10894,1614,2,18,1,39
4353,1122,1,19,2,95
4648,1343,1,21,2,7
8771,1409,2,21,2,56
10658,700,2,17,2,77
7917,1854,1,17,1,28
5999,2021,2,21,1,73
14962,1250,2,18,2,80
10139,780,1,17,1,45
8654,1237,2,21,2,50
5058,1693,2,18,2,73
12774,2088,1,21,2,94
10969,982,2,19,2,18
5214,1402,2,21,1,56
10867,1752,2,21,1,89
3503,1958,1,19,2,46
4877,1857,2,19,2,92
7541,1123,1,21,1,49
13655,1099,1,17,2,29
12543,2040,1,21,2,31
10818,1393,1,19,1,10
10924,1084,1,21,2,67
3358,1225,1,19,1,56
13684,913,2,17,1,72
13398,890,2,17,1,6
13508,1610,2,20,1,59
5110,1628,2,18,1,1
13299,1651,1,18,2,16
13593,1432,2,19,2,18
12958,1800,1,21,2,48
7976,1621,2,20,2,31
12607,1747,1,19,2,43
3722,1030,2,20,1,63
6023,1313,2,17,2,2
10915,1898,2,19,2,27
9980,763,2,21,1,14
6465,1628,2,17,1,41
13348,1607,1,19,2,44
6779,685,1,18,2,33
5568,755,2,19,1,30
11829,1547,1,18,2,42
3212,1917,1,18,1,87
6622,703,2,19,2,4
8402,1388,2,17,1,39
4555,1183,1,21,2,44
13175,1699,2,21,1,81
11710,1196,2,17,1,65
12027,1606,2,21,1,81
9608,1139,2,20,1,24
9208,1641,1,19,2,38
12876,847,1,21,1,40
4629,1457,1,20,1,85
14487,941,2,17,1,72
14647,924,1,20,2,11
10834,708,1,20,2,57
6602,2014,1,19,2,98
7368,1309,2,17,1,38
9348,1727,2,19,1,63
8740,691,2,20,2,43
8824,1311,1,19,2,68
12143,1532,1,20,1,66
13372,600,2,17,2,63
12742,706,1,18,2,7
4034,1979,2,17,2,44
6755,2058,1,20,1,5
7007,1634,1,20,2,26
12884,1142,1,21,2,67
11036,1190,2,20,2,46
7199,1643,2,19,1,100
5350,1893,2,17,1,94
3879,1180,1,18,1,10
14170,824,1,20,1,50
5524,788,2,19,2,43
13875,870,2,20,2,46
6125,2025,1,18,1,62
10839,1824,1,18,2,73
5671,1628,2,17,1,42
3286,863,2,20,1,6
12797,1613,1,20,1,78
4859,960,2,19,2,48
12720,1812,2,18,1,22
11853,1792,2,18,2,17
9538,940,2,18,2,63
6893,1831,2,18,2,89
14255,1091,2,17,1,82
3535,677,1,18,2,52
7702,763,1,21,2,62
5468,1122,1,19,1,58
4791,981,1,21,2,65
11643,702,2,18,1,21
6744,729,2,18,2,42
14872,856,1,20,1,11
6626,1367,1,21,2,58
6304,1307,1,17,1,52
14661,1322,2,19,1,18
8843,1940,1,19,1,79
14237,1364,2,21,1,17
6815,1959,1,19,1,25
14105,735,2,19,1,30
11565,1156,1,18,1,50
13957,1072,2,20,1,2
3360,1952,2,21,2,82
14640,709,1,17,2,91
13388,1420,2,17,1,30
8943,788,2,17,2,73
6281,1991,2,19,2,16
11037,1449,2,17,2,37
9361,1442,1,19,1,37
13879,1560,2,17,1,38
4470,731,2,19,2,87
10763,856,2,17,2,24
7675,681,1,19,2,88
12552,1457,2,17,2,51
6310,1380,1,21,2,41
5725,2064,1,19,2,64
14291,1390,1,20,2,4
8483,1246,1,17,1,12
10228,1343,1,21,1,75
5951,846,2,20,1,93
5750,1281,2,18,1,66
8720,1027,2,18,2,30
9889,970,1,20,2,10
12617,859,2,21,1,22
3303,950,2,18,2,29
14523,1341,2,19,1,52
4230,1022,2,21,1,8
8802,1904,2,18,2,94
7155,606,1,17,2,54
9345,792,1,20,2,63
4262,642,1,21,1,12
6939,670,1,19,2,75
9951,1999,2,17,2,83
6347,704,1,21,1,24
5834,2070,2,17,2,36
11275,1106,2,18,2,98
3380,1140,1,17,1,93
3959,1950,2,19,2,53
11453,1014,1,17,1,23
8035,1217,2,17,2,79
3189,1202,2,17,2,9
7552,1049,2,17,1,31
14508,1547,1,19,1,38
5402,1422,2,20,2,22
7736,1419,1,20,2,74
14293,1029,2,18,1,45
11070,1213,2,18,2,6
4248,1312,2,18,2,81
11432,716,2,19,1,8
13101,1818,1,17,1,17
3457,1051,2,18,1,69
13784,1877,2,19,1,21
14911,1480,2,17,1,78
7815,1266,2,20,2,43
11367,2042,1,21,2,67
4108,1915,1,18,2,17
6011,1081,2,17,1,11
10700,1366,2,18,1,32
11080,971,2,17,1,40
14621,1012,2,17,2,39
14116,1001,2,19,2,96
8969,621,2,17,2,21
9291,1577,1,17,1,20
8097,971,1,20,2,5
5547,1311,1,21,1,1
9870,2075,1,20,2,77
10565,1918,1,20,1,12
10312,1885,2,19,2,96
3951,1400,2,21,1,11
11424,1074,1,19,2,76
10601,1584,1,20,1,32
13648,1708,1,19,1,65
4527,2084,2,19,2,22
12332,1443,1,21,1,22
6895,1429,2,20,1,89
8570,1950,2,18,2,57
9447,1768,1,21,1,85
11763,1647,1,21,2,70
14672,1533,2,21,2,57
7209,944,2,20,2,63
12775,1871,2,21,1,17
8408,676,2,17,2,50
7594,1214,2,20,2,16
7230,992,2,21,2,20
8639,2029,1,18,1,88
5328,1881,1,20,2,90
8960,1984,2,19,2,69
4530,912,1,17,2,92
13212,1367,1,18,2,89
7598,1257,1,17,2,48
12419,679,1,19,1,83
12931,970,1,20,2,80
5723,1779,1,17,1,69
4521,1729,1,19,1,23
5869,761,2,20,1,51
9483,1639,2,20,2,79
11795,1923,2,21,2,91
7326,766,2,20,1,35
10429,869,1,21,1,22
5318,1989,1,21,2,3
5904,1101,1,20,2,15
8201,1801,1,19,1,34
14036,973,2,19,1,38
13320,735,1,19,1,67
8056,1226,1,19,2,44
4892,1228,2,19,2,84
13745,1986,2,18,2,55
3485,1040,2,17,2,90
12058,917,1,18,2,57
13488,1831,2,19,2,73
3981,1824,1,21,2,93
4572,642,2,21,1,92
11996,1273,1,19,1,97
4658,1215,1,21,1,12
3210,1103,2,20,1,61
4870,1889,1,19,1,26
13094,1458,2,18,1,65
4065,2014,1,17,2,86
7440,809,2,17,2,99
10035,1837,2,17,2,70
11788,1607,1,17,2,78
7911,938,2,18,2,49
14768,646,2,20,2,13
8651,699,1,20,1,37
10011,1941,2,17,2,24
9499,1845,1,19,1,88
4501,2067,2,19,2,5
14804,1530,2,20,1,70
6142,1367,2,18,1,92
14442,1663,2,21,1,61
5960,1793,2,17,1,41
10591,2019,1,21,1,5
4679,1395,1,21,1,36
10504,1804,1,20,1,15
8464,1709,1,20,1,35
14670,784,2,18,2,22
7500,1943,1,18,2,92
8744,1439,2,18,1,96
13199,1041,1,20,2,99
9560,1916,1,21,1,40
3920,859,2,19,1,68
3792,1839,1,20,2,60
8576,1000,2,19,2,75
12684,1337,1,18,2,68
5228,1386,1,19,1,1
14505,1733,2,17,2,95
7247,1117,2,21,2,55
6462,805,1,20,1,30
13067,1597,2,17,2,4
11930,1259,1,20,1,97
6416,1820,2,20,2,25
13784,939,2,18,2,8
7568,817,2,19,2,86
3305,1804,2,18,1,27
11260,693,2,17,1,11
11173,1097,1,20,1,54
7414,1654,2,17,2,97
14594,1287,2,18,1,96
8977,1869,2,19,1,50
6794,1215,1,18,2,97
8624,1226,2,21,2,66
5381,1281,1,17,2,45
