wage,costliving,gender,age,branch,city,merite,afford1,afford2,afford3
7901,702,2,17,1,5,2,0,0,0
6069,1152,1,20,1,2,2,0,0,0
13604,819,1,21,1,6,3,1,1,1
11775,1502,1,21,1,4,3,0,0,1
12237,1999,1,17,1,5,2,0,0,0
10103,1718,1,19,1,6,3,0,0,0
9221,1465,1,18,1,1,3,0,0,0
13754,1838,1,18,1,6,4,0,1,1
8924,688,2,17,1,6,2,0,0,0
11596,768,1,17,1,3,4,0,1,1
4660,1854,2,20,1,2,1,0,0,0
12325,1937,2,17,1,1,3,0,0,1
6609,1534,2,20,1,3,3,0,0,0
7716,1284,1,17,1,6,2,0,0,0
14400,2010,1,18,1,2,1,0,0,0
11063,880,1,18,1,1,2,0,0,0
8399,638,2,18,1,4,4,0,1,1
12254,1599,2,20,1,3,3,0,0,1
10651,762,2,18,1,1,4,0,1,1
8235,865,1,19,1,1,1,0,0,0
12940,1860,2,17,1,4,2,0,0,0
12469,861,2,17,1,6,1,0,0,0
11410,951,1,19,1,1,1,0,0,0
5893,865,1,17,1,1,3,0,0,0
12069,893,2,21,1,1,1,0,0,0
5450,1751,2,21,1,5,4,0,0,0
11907,1353,1,17,1,1,2,0,0,0
4021,1678,1,21,1,4,3,0,0,0
13172,1879,1,18,1,2,4,0,1,1
11312,1673,2,18,1,5,2,0,0,0
11933,690,2,21,1,2,1,0,0,0
11684,2071,2,18,1,1,2,0,0,0
4503,1721,1,20,1,2,1,0,0,0
8216,806,1,17,1,3,1,0,0,0
10149,1538,1,18,1,3,3,0,0,1
11530,1438,1,18,1,6,3,0,0,1
10940,779,1,21,1,2,1,0,0,0
12284,910,2,20,1,2,3,0,1,1
11827,910,2,17,1,2,1,0,0,0
8491,1242,2,19,1,5,2,0,0,0
4249,1304,2,19,1,5,4,0,0,0
10469,1612,2,17,1,3,2,0,0,0
14494,1318,2,17,1,5,1,1,1,1
7415,1475,1,21,1,4,1,0,0,0
6912,1822,2,21,1,3,3,0,0,0
8467,1770,2,17,1,5,1,0,0,0
8245,826,2,17,1,5,3,0,0,1
6730,1589,2,19,1,6,4,0,0,0
14511,1630,2,19,1,4,2,0,0,0
6915,914,1,20,1,5,4,0,0,1
14477,1424,2,21,1,3,4,0,1,1
9695,1191,1,20,1,2,1,0,0,0
9532,994,1,18,1,1,2,0,0,0
10070,2088,2,18,1,6,3,0,0,0
11756,1378,1,20,1,3,3,0,1,1
8468,1697,1,20,1,4,1,0,0,0
6090,980,2,19,1,4,1,0,0,0
12860,1139,1,20,1,5,1,0,0,0
14655,1779,1,19,1,5,3,0,1,1
13542,1774,1,19,1,3,1,0,0,0
13471,1628,2,18,1,1,2,0,0,0
13778,878,1,18,1,4,3,1,1,1
8960,892,2,17,1,1,1,0,0,0
10926,1744,1,17,1,2,3,0,0,1
12404,1839,1,20,1,6,1,0,0,0
11004,844,2,19,1,1,3,0,1,1
11757,853,1,19,1,6,1,0,0,0
7770,1519,2,17,1,3,4,0,0,0
5390,930,2,19,1,2,4,0,0,0
7086,1358,1,17,1,2,1,0,0,0
12618,1231,2,17,1,1,2,0,0,0
8646,1035,1,21,1,6,4,0,1,1
11422,954,1,20,1,6,4,0,1,1
13697,658,1,20,1,4,3,1,1,1
6778,2075,2,18,1,6,1,0,0,0
8452,893,1,20,1,5,2,0,0,0
8355,678,1,21,1,5,3,0,0,1
13832,1983,1,21,1,6,4,0,1,1
14563,1827,1,21,1,1,1,0,0,0
13641,1181,2,21,1,3,3,0,1,1
8814,669,1,17,1,4,3,0,0,1
10839,1404,1,20,1,4,4,0,1,1
10192,1672,2,17,1,4,1,0,0,0
8156,1940,2,17,1,1,3,0,0,0
4907,1899,2,20,1,6,4,0,0,0
6761,1867,2,19,1,4,4,0,0,0
9525,789,1,21,1,6,3,0,0,1
7510,1680,2,18,1,5,4,0,0,0
4268,1072,2,20,1,6,2,0,0,0
10723,714,2,21,1,4,2,0,0,0
6696,1180,2,21,1,6,4,0,0,0
11605,1710,1,18,1,2,3,0,0,1
6344,1364,1,18,1,6,1,0,0,0
6698,1545,1,17,1,1,4,0,0,0
4173,1151,1,18,1,4,4,0,0,0
4152,1885,2,21,1,4,3,0,0,0
10932,1895,1,17,1,2,1,0,0,0
14733,1716,1,17,1,4,2,0,0,0
6707,1756,2,19,1,6,1,0,0,0
10959,1408,1,18,1,3,4,0,1,1
4589,1587,1,20,1,6,2,0,0,0
14302,794,2,19,1,2,3,1,1,1
11635,1984,2,17,1,5,4,0,1,1
11639,1477,1,18,1,6,1,0,0,0
4607,1302,1,18,1,6,4,0,0,0
7567,1314,1,18,1,4,3,0,0,0
9176,1543,2,21,1,3,1,0,0,0
10416,1668,1,20,1,4,1,0,0,0
8459,1605,1,17,1,5,3,0,0,0
9033,1596,2,20,1,1,2,0,0,0
9838,1228,1,21,1,6,1,0,0,0
9167,1127,1,18,1,2,3,0,0,1
7021,1357,1,18,1,1,3,0,0,0
11860,680,2,21,1,2,4,0,1,1
4247,1208,2,18,1,1,4,0,0,0
10700,662,2,19,1,4,3,0,1,1
5290,938,1,20,1,1,4,0,0,0
10410,1535,2,17,1,5,2,0,0,0
9948,1722,2,18,1,6,3,0,0,0
5393,1473,1,21,1,4,4,0,0,0
11153,1425,2,18,1,3,4,0,1,1
13830,701,2,19,1,2,1,1,1,1
5335,730,2,18,1,2,4,0,0,0
4719,1147,2,21,1,2,1,0,0,0
6556,904,2,17,1,6,2,0,0,0
5861,727,1,18,1,1,3,0,0,0
9182,1585,1,19,1,1,4,0,0,1
7914,1122,1,17,1,3,3,0,0,0
12709,1268,1,20,1,3,1,0,0,0
12600,1715,2,19,1,1,4,0,1,1
9474,1891,1,18,1,5,3,0,0,0
5099,1584,1,17,1,4,2,0,0,0
9630,785,1,19,1,2,3,0,1,1
4112,1748,1,20,1,5,4,0,0,0
14358,1005,2,18,1,5,1,1,1,1
10154,2077,1,20,1,1,2,0,0,0
14998,600,2,17,1,2,1,1,1,1
7715,1467,1,18,1,2,1,0,0,0
9423,774,2,21,1,3,3,0,0,1
4714,1186,2,20,1,6,4,0,0,0
7622,1019,1,21,1,5,1,0,0,0
4639,614,1,18,1,4,1,0,0,0
6569,1396,2,17,1,6,4,0,0,0
4030,1248,2,19,1,1,3,0,0,0
5857,1904,1,18,1,1,1,0,0,0
4293,814,1,18,1,3,2,0,0,0
11492,1612,2,19,1,1,3,0,0,1
13635,1963,1,17,1,4,3,0,1,1
8651,1814,1,19,1,2,2,0,0,0
11531,641,2,21,1,5,2,0,0,0
6136,638,1,21,1,6,3,0,0,0
10790,1739,1,18,1,1,4,0,0,1
7238,1632,1,17,1,6,2,0,0,0
10350,1686,1,19,1,5,3,0,0,0
9834,1742,1,18,1,5,2,0,0,0
13373,1770,2,18,1,6,2,0,0,0
11367,1223,1,17,1,4,2,0,0,0
4025,1639,1,20,1,6,1,0,0,0
13179,996,1,18,1,1,1,0,0,0
11172,1986,1,21,1,3,2,0,0,0
13568,620,1,19,1,6,1,1,1,1
5649,1816,2,21,1,1,1,0,0,0
14182,1438,2,21,1,1,1,0,0,0
9099,1268,1,17,1,3,2,0,0,0
11864,883,2,17,1,4,4,0,1,1
12498,662,1,17,1,2,2,1,1,1
5628,1333,2,21,1,4,4,0,0,0
6557,2017,1,20,1,1,1,0,0,0
12036,1329,1,19,1,2,2,0,0,0
7903,903,1,18,1,6,4,0,0,1
4090,1767,2,19,1,1,2,0,0,0
8850,1560,2,17,1,6,2,0,0,0
10508,1218,2,17,1,6,3,0,0,1
9524,1860,1,20,1,2,4,0,0,1
5715,1352,1,21,1,4,1,0,0,0
11512,954,2,18,1,4,3,0,1,1
14132,2040,2,21,1,1,4,0,1,1
14166,1365,1,18,1,2,1,0,0,0
12871,2079,1,20,1,3,4,0,1,1
8333,1467,2,21,1,4,1,0,0,0
6196,824,2,17,1,2,3,0,0,0
5622,867,1,21,1,6,3,0,0,0
6523,1227,2,18,1,4,1,0,0,0
7304,984,1,17,1,3,1,0,0,0
9359,1768,2,21,1,6,2,0,0,0
6905,2050,2,20,1,2,2,0,0,0
13069,1852,2,19,1,2,1,0,0,0
9846,1091,2,20,1,1,4,0,1,1
12704,837,1,21,1,3,1,0,0,0
12826,849,1,21,1,3,1,0,0,0
9761,939,1,21,1,1,1,0,0,0
6912,771,1,17,1,3,4,0,0,1
7826,1592,1,20,1,5,2,0,0,0
8238,1389,1,17,1,2,2,0,0,0
5371,1226,2,17,1,1,4,0,0,0
7358,1084,2,17,1,6,4,0,0,1
11648,1765,1,21,1,5,1,0,0,0
12309,989,2,18,1,1,1,0,0,0
13994,2068,2,19,1,2,2,0,0,0
12680,1016,1,20,1,3,1,0,0,0
10586,1732,2,18,1,3,3,0,0,0
11464,1492,1,21,1,1,4,0,1,1
7439,1011,1,18,1,4,3,0,0,0
11758,783,2,17,1,4,4,0,1,1
11699,2097,2,19,1,3,4,0,0,1
6845,2070,1,20,1,3,4,0,0,0
6205,900,2,19,1,6,2,0,0,0
8747,1525,1,20,1,6,2,0,0,0
9033,1190,2,18,1,6,2,0,0,0
9257,1897,2,17,1,6,1,0,0,0
6296,1407,1,20,1,2,1,0,0,0
11325,1137,2,18,1,6,4,0,1,1
4987,1643,2,21,1,3,2,0,0,0
5818,1531,2,18,1,4,2,0,0,0
9367,1851,2,21,1,6,2,0,0,0
9649,953,2,21,1,5,2,0,0,0
14663,1499,1,18,1,2,4,0,1,1
9360,1941,1,21,1,3,3,0,0,0
11629,2048,1,18,1,1,3,0,0,0
12879,1218,1,21,1,4,3,0,1,1
4096,896,1,21,1,4,4,0,0,0
12756,943,1,18,1,4,2,0,0,0
8162,613,2,17,1,4,3,0,0,1
12041,758,1,19,1,4,3,0,1,1
4524,1454,1,18,1,2,2,0,0,0
5672,800,2,17,1,2,2,0,0,0
13793,1606,2,19,1,2,2,0,0,0
5774,1792,1,19,1,6,2,0,0,0
5438,1120,1,18,1,6,2,0,0,0
9485,1459,2,18,1,4,2,0,0,0
10262,1111,2,18,1,6,4,0,1,1
6043,1449,2,19,1,3,2,0,0,0
7632,2086,2,18,1,4,2,0,0,0
7458,1518,2,20,1,4,2,0,0,0
6161,1153,1,19,1,3,3,0,0,0
12830,630,1,20,1,2,3,1,1,1
13072,1073,2,21,1,6,1,0,0,0
10199,1306,1,17,1,6,3,0,0,1
9174,1319,2,20,1,2,2,0,0,0
9655,1261,1,19,1,1,4,0,1,1
6615,1446,2,20,1,5,4,0,0,0
6194,1120,2,20,1,6,1,0,0,0
14990,1446,2,19,1,2,1,1,1,1
13988,842,2,21,1,3,1,1,1,1
5185,1409,1,19,1,1,3,0,0,0
4399,896,1,17,1,1,2,0,0,0
5394,1582,2,20,1,1,2,0,0,0
13834,1177,2,17,1,6,2,0,0,0
13938,1281,2,19,1,5,1,0,0,0
9958,2072,1,21,1,3,4,0,0,1
11809,706,1,19,1,6,1,0,0,0
5898,659,2,19,1,4,1,0,0,0
4172,1281,1,19,1,5,2,0,0,0
13624,2004,2,19,1,2,4,0,1,1
14891,1158,2,17,1,2,3,1,1,1
12926,1405,1,21,1,3,1,0,0,0
9678,1038,2,19,1,6,2,0,0,0
6340,831,2,21,1,2,4,0,0,1
9569,859,1,19,1,3,4,0,1,1
4532,1129,2,20,1,6,4,0,0,0
7212,651,2,17,1,3,3,0,0,1
10921,1602,1,21,1,4,4,0,1,1
14319,1358,1,17,1,1,3,0,1,1
6794,1600,1,20,1,6,1,0,0,0
6285,878,1,19,1,5,2,0,0,0
5104,1408,2,19,1,6,3,0,0,0
8455,1005,1,18,1,2,3,0,0,1
6790,1867,2,21,1,3,4,0,0,0
7205,2030,1,20,1,5,2,0,0,0
5539,1429,1,20,1,1,1,0,0,0
12340,911,1,18,1,5,3,0,1,1
8891,645,1,21,1,5,4,0,1,1
8795,2011,1,20,1,6,3,0,0,0
14733,1996,1,18,1,4,1,0,0,0
14553,954,2,20,1,3,4,1,1,1
12422,1764,2,21,1,2,3,0,0,1
9272,630,1,18,1,4,1,0,0,0
5622,896,1,20,1,5,4,0,0,0
8847,1397,2,18,1,4,3,0,0,0
10651,1983,2,21,1,2,3,0,0,0
8828,731,2,17,1,3,4,0,1,1
14789,1383,1,18,1,5,3,1,1,1
7319,1415,2,20,1,3,4,0,0,0
5860,1143,1,17,1,3,1,0,0,0
14421,912,2,20,1,5,1,1,1,1
9752,1302,2,19,1,3,3,0,0,1
4142,1502,2,18,1,1,3,0,0,0
10980,1990,2,17,1,5,4,0,0,1
6605,1471,1,17,1,4,3,0,0,0
6671,2031,1,20,1,5,4,0,0,0
7507,650,2,17,1,1,2,0,0,0
14727,1274,1,21,1,3,4,1,1,1
6555,1513,2,20,1,1,4,0,0,0
4445,1295,2,21,1,6,1,0,0,0
7857,1446,2,17,1,3,4,0,0,1
9692,2100,1,20,1,4,4,0,0,0
6670,1446,2,20,1,4,1,0,0,0
12026,1792,1,20,1,5,3,0,0,1
8516,1836,2,17,1,6,4,0,0,0
11062,1446,2,19,1,2,4,0,1,1
12094,710,1,20,1,6,3,0,1,1
12343,1887,2,21,1,1,3,0,0,1
7048,1589,2,21,1,6,3,0,0,0
9367,1695,1,20,1,3,3,0,0,0
8736,1055,1,17,1,2,1,0,0,0
11178,1902,1,17,1,3,4,0,0,1
13944,1883,2,18,1,5,4,0,1,1
9426,1064,1,17,1,6,4,0,1,1
5891,1968,1,21,1,3,2,0,0,0
6027,1322,2,20,1,3,4,0,0,0
6213,1553,1,17,1,4,2,0,0,0
12175,1637,1,19,1,1,1,0,0,0
11862,1338,1,19,1,3,2,0,0,0
10071,2055,2,21,1,3,2,0,0,0
5180,1523,1,18,1,6,4,0,0,0
6722,1404,1,18,1,5,4,0,0,0
8712,661,1,20,1,3,1,0,0,0
4277,1627,2,21,1,5,4,0,0,0
13191,1207,2,19,1,4,3,0,1,1
13592,1061,2,18,1,4,2,1,1,1
7221,1715,1,19,1,6,2,0,0,0
13136,925,2,20,1,6,1,1,1,1
4191,836,1,17,1,1,2,0,0,0
13800,1645,1,17,1,2,4,0,1,1
11697,902,1,17,1,2,1,0,0,0
13756,1759,1,19,1,6,2,0,0,0
7453,1335,1,20,1,6,1,0,0,0
4041,1893,1,20,1,6,4,0,0,0
7066,1839,2,21,1,3,4,0,0,0
5450,1437,2,17,1,5,3,0,0,0
8133,1355,1,19,1,4,4,0,0,1
9640,1549,2,17,1,4,1,0,0,0
10109,1158,1,21,1,3,2,0,0,0
11193,1763,2,21,1,6,1,0,0,0
5339,1152,1,21,1,6,2,0,0,0
9643,1904,1,21,1,2,3,0,0,0
7771,1291,2,18,1,1,2,0,0,0
10639,1015,1,18,1,5,4,0,1,1
14060,1936,1,19,1,1,1,0,0,0
11907,1139,1,19,1,6,2,0,0,0
7877,1476,2,20,1,3,4,0,0,0
4103,1347,1,21,1,5,1,0,0,0
6907,1229,2,18,1,6,2,0,0,0
12215,687,1,20,1,2,4,0,1,1
10543,1804,2,21,1,3,2,0,0,0
9680,1341,2,18,1,2,4,0,1,1
9538,641,2,18,1,3,2,0,0,0
4727,898,1,17,1,5,3,0,0,0
6959,1205,1,20,1,1,2,0,0,0
6161,1253,1,17,1,1,4,0,0,0
11630,1007,2,19,1,4,4,0,1,1
12183,1038,1,19,1,3,2,0,0,0
13536,826,1,21,1,5,1,1,1,1
14675,625,2,18,1,4,1,1,1,1
7454,1289,2,21,1,4,2,0,0,0
8227,1931,1,18,1,4,2,0,0,0
8442,1941,2,17,1,5,2,0,0,0
7839,1371,1,19,1,1,3,0,0,0
7832,1349,2,21,1,1,4,0,0,1
12256,1534,2,20,1,5,4,0,1,1
9932,1735,1,18,1,6,3,0,0,0
4056,843,2,18,1,2,3,0,0,0
14454,1840,1,20,1,6,4,0,1,1
4097,1728,2,21,1,4,4,0,0,0
12915,1609,1,17,1,5,2,0,0,0
7752,1625,1,20,1,6,2,0,0,0
10709,1967,2,19,1,2,3,0,0,0
5317,2037,2,21,1,6,3,0,0,0
11307,693,2,19,1,1,2,0,0,0
9505,724,1,17,1,2,3,0,1,1
14871,794,1,21,1,6,4,1,1,1
8927,697,2,18,1,1,2,0,0,0
7162,1875,1,19,1,6,1,0,0,0
6925,1703,1,19,1,3,4,0,0,0
7037,1009,1,17,1,6,1,0,0,0
14107,1738,2,19,1,2,2,0,0,0
6156,1448,1,19,1,3,3,0,0,0
7894,2097,2,20,1,3,2,0,0,0
10788,1258,2,17,1,4,2,0,0,0
7750,1978,2,20,1,6,1,0,0,0
9457,1111,2,20,1,2,2,0,0,0
5027,807,2,18,1,4,2,0,0,0
7833,1242,2,21,1,4,1,0,0,0
13658,1167,2,20,1,6,3,0,1,1
9679,902,2,19,1,4,3,0,0,1
14878,1975,1,20,1,5,1,0,0,0
7578,1761,1,17,1,2,4,0,0,0
5413,1453,1,20,1,4,1,0,0,0
11141,1730,1,19,1,5,1,0,0,0
14272,1311,1,18,1,5,2,0,0,0
6351,2090,2,17,1,4,2,0,0,0
5015,861,2,17,1,3,3,0,0,0
10990,1907,2,17,1,4,4,0,0,1
5657,1576,1,20,1,4,3,0,0,0
10451,2097,2,21,1,1,2,0,0,0
7587,1767,1,17,1,2,2,0,0,0
13935,1400,1,18,1,4,1,0,0,0
10752,1187,2,19,1,3,4,0,1,1
7866,1417,2,20,1,1,1,0,0,0
10844,1620,2,19,1,6,3,0,0,1
11695,1056,2,19,1,3,4,0,1,1
5486,1170,1,17,1,5,4,0,0,0
14916,900,1,21,1,6,3,1,1,1
5522,1433,1,18,1,3,4,0,0,0
4363,1607,1,19,1,6,2,0,0,0
7804,771,1,18,1,5,1,0,0,0
12661,1310,1,19,1,4,4,0,1,1
8012,2053,2,17,1,6,1,0,0,0
12532,1166,1,20,1,4,2,0,0,0
11453,1441,2,19,1,6,3,0,0,1
10673,940,2,20,1,2,1,0,0,0
5722,712,2,19,1,6,1,0,0,0
12278,1005,2,17,1,6,2,0,0,0
6134,1148,1,20,1,6,2,0,0,0
6949,1666,1,17,1,3,2,0,0,0
12470,781,2,19,1,5,1,0,0,0
11179,1492,1,19,1,3,3,0,0,1
14893,752,1,18,1,5,1,1,1,1
11077,1135,1,21,1,4,3,0,1,1
10642,1819,2,18,1,6,3,0,0,0
4822,602,2,18,1,6,1,0,0,0
12613,1742,1,19,1,6,2,0,0,0
10505,1075,1,17,1,3,1,0,0,0
8874,1348,1,20,1,4,2,0,0,0
6382,1579,2,17,1,6,4,0,0,0
10027,1386,2,19,1,4,1,0,0,0
7847,2018,2,18,1,3,1,0,0,0
12371,643,2,21,1,5,1,1,1,1
4042,1169,2,21,1,2,1,0,0,0
8233,1772,2,21,1,1,3,0,0,0
12346,1050,2,19,1,5,2,0,0,0
4501,1301,2,18,1,3,2,0,0,0
9734,1206,1,20,1,1,4,0,1,1
11529,747,2,21,1,1,2,0,0,0
14209,675,2,20,1,4,1,1,1,1
10768,1866,2,17,1,6,1,0,0,0
8449,1434,1,18,1,6,3,0,0,0
6909,673,2,21,1,4,2,0,0,0
13758,1719,1,19,1,5,2,0,0,0
12637,743,2,19,1,4,3,1,1,1
9606,1439,1,21,1,4,1,0,0,0
6372,1896,2,18,1,2,4,0,0,0
4110,743,2,18,1,5,1,0,0,0
7630,1354,2,20,1,3,3,0,0,0
13654,1094,1,17,1,5,1,1,1,1
5896,2049,2,19,1,6,4,0,0,0
11047,1391,2,21,1,2,1,0,0,0
14048,2100,2,19,1,6,3,0,1,1
10266,1863,1,21,1,3,2,0,0,0
4939,1070,2,20,1,5,2,0,0,0
14672,1838,2,18,1,2,4,0,1,1
14564,839,2,21,1,2,1,1,1,1
11112,2080,1,20,1,6,4,0,0,1
9589,803,2,19,1,4,4,0,1,1
11391,1899,2,18,1,4,4,0,1,1
10798,1010,1,17,1,1,2,0,0,0
7603,2083,1,20,1,3,3,0,0,0
10901,1516,1,18,1,6,2,0,0,0
5409,1175,2,21,1,1,4,0,0,0
14416,1791,2,20,1,4,4,0,1,1
4387,1026,1,17,1,1,1,0,0,0
7766,2018,2,17,1,6,4,0,0,0
6693,1273,2,18,1,1,3,0,0,0
10921,1040,2,19,1,6,4,0,1,1
11509,665,2,20,1,5,2,0,0,0
8231,1687,2,17,1,1,1,0,0,0
4878,813,1,17,1,6,3,0,0,0
6014,860,2,17,1,4,1,0,0,0
6752,1281,2,21,1,6,3,0,0,0
7446,1732,2,20,1,5,2,0,0,0
13305,823,2,20,1,1,2,1,1,1
5037,1865,2,21,1,5,1,0,0,0
5388,1826,2,21,1,2,1,0,0,0
4041,2022,2,18,1,6,4,0,0,0
8752,1880,2,18,1,1,3,0,0,0
12896,1499,1,19,1,3,3,0,1,1
10081,1637,2,20,1,1,4,0,0,1
5635,1407,1,17,1,2,2,0,0,0
7411,1302,1,17,1,2,4,0,0,1
4207,1627,2,19,1,5,1,0,0,0
4728,653,1,20,1,5,4,0,0,0
13838,1034,1,18,1,6,1,1,1,1
8142,2086,1,21,1,1,1,0,0,0
12737,1281,1,21,1,4,4,0,1,1
14847,1723,2,17,1,6,4,0,1,1
11218,893,1,18,1,4,3,0,1,1
13473,1561,1,20,1,2,4,0,1,1
5238,1164,1,21,1,6,4,0,0,0
8845,1479,2,19,1,4,1,0,0,0
14449,1808,2,21,1,6,3,0,1,1
10117,1175,2,19,1,6,4,0,1,1
7790,955,2,19,1,2,1,0,0,0
12525,1757,2,18,1,4,1,0,0,0
14010,1244,1,20,1,4,4,0,1,1
6674,1111,1,17,1,6,1,0,0,0
13870,1266,2,18,1,6,2,0,0,0
12675,737,1,18,1,1,2,1,1,1
8967,1991,2,17,1,1,3,0,0,0
4772,1740,1,19,1,2,3,0,0,0
11869,1934,2,20,1,4,3,0,0,1
8985,2033,1,17,1,2,1,0,0,0
12863,1375,1,17,1,5,1,0,0,0
13286,1422,2,19,1,3,2,0,0,0
10070,1604,1,17,1,1,1,0,0,0
5576,1302,1,17,1,1,4,0,0,0
6107,1005,1,18,1,4,1,0,0,0
11030,1519,2,19,1,6,1,0,0,0
9508,990,1,18,1,3,2,0,0,0
9154,1344,2,21,1,3,1,0,0,0
8828,715,1,18,1,3,3,0,0,1
4881,1511,2,20,1,4,2,0,0,0
9751,1255,1,17,1,1,1,0,0,0
5787,1279,2,19,1,4,4,0,0,0
10805,1005,2,21,1,2,3,0,1,1
9931,1569,2,19,1,6,2,0,0,0
5946,949,2,19,1,6,4,0,0,0
5556,1909,1,19,1,2,2,0,0,0
7950,867,2,21,1,5,2,0,0,0
10428,2027,1,20,1,2,2,0,0,0
11471,1374,2,18,1,3,3,0,0,1
13852,1714,2,20,1,3,4,0,1,1
13682,906,2,20,1,2,3,1,1,1
5997,1407,1,18,1,1,3,0,0,0
13379,1332,2,19,1,3,3,0,1,1
10771,1683,1,20,1,3,1,0,0,0
6696,1625,2,17,1,4,1,0,0,0
12893,1674,1,20,1,6,3,0,1,1
6326,1925,2,21,1,6,2,0,0,0
8939,1087,1,18,1,4,3,0,0,1
11497,1697,2,17,1,4,3,0,0,1
4482,1619,2,21,1,4,4,0,0,0
13863,1337,1,18,1,1,3,0,1,1
5252,1094,1,19,1,2,1,0,0,0
11437,882,1,17,1,6,4,0,1,1
12579,1236,1,20,1,3,3,0,1,1
14236,1671,2,18,1,1,2,0,0,0
11067,1536,1,21,1,2,3,0,0,1
8028,1197,2,17,1,3,3,0,0,0
4867,1307,1,19,1,4,3,0,0,0
9321,731,1,20,1,6,1,0,0,0
14664,1082,1,18,1,2,1,1,1,1
9208,703,2,20,1,3,2,0,0,0
9774,1589,2,21,1,4,1,0,0,0
6214,1080,2,21,1,3,4,0,0,0
5757,1704,1,19,1,2,4,0,0,0
11005,1207,2,19,1,5,3,0,0,1
8369,1557,2,17,1,3,3,0,0,0
5813,1307,2,19,1,4,4,0,0,0
5229,1168,2,18,1,3,3,0,0,0
4946,2074,2,18,1,1,4,0,0,0
10262,1606,1,19,1,3,1,0,0,0
8141,1966,1,18,1,6,4,0,0,0
10774,1862,1,18,1,1,3,0,0,0
11687,1333,2,17,1,4,3,0,1,1
4665,1561,2,21,1,2,3,0,0,0
12848,1884,2,18,1,5,3,0,0,1
6460,729,1,20,1,1,3,0,0,0
13744,809,2,20,1,3,4,1,1,1
4844,1521,1,19,1,1,3,0,0,0
5532,1545,2,17,1,4,1,0,0,0
13915,1344,1,17,1,5,4,0,1,1
4703,1915,1,20,1,2,2,0,0,0
8296,1740,2,18,1,3,4,0,0,0
14125,1502,2,17,1,2,1,0,0,0
13474,1851,1,21,1,6,2,0,0,0
8851,985,2,20,1,3,1,0,0,0
7646,669,1,17,1,6,1,0,0,0
13913,954,2,19,1,5,1,1,1,1
7777,1856,2,17,1,2,2,0,0,0
6927,1532,1,21,1,3,3,0,0,0
10216,1149,2,20,1,4,1,0,0,0
13573,1334,2,19,1,1,3,0,1,1
6712,1046,1,20,1,2,2,0,0,0
10089,1650,2,19,1,6,2,0,0,0
13772,1008,2,17,1,3,4,1,1,1
12641,1967,1,19,1,6,4,0,1,1
11191,1016,1,21,1,4,1,0,0,0
8305,1694,1,19,1,2,2,0,0,0
7648,2024,1,21,1,1,2,0,0,0
9114,1105,1,17,1,1,4,0,1,1
14122,1647,1,20,1,1,4,0,1,1
14358,974,2,17,1,5,3,1,1,1
10589,1246,2,17,1,5,2,0,0,0
6690,2030,2,19,1,4,4,0,0,0
8254,1824,1,19,1,1,4,0,0,0
5022,2037,1,19,1,2,3,0,0,0
10542,1728,2,17,1,5,4,0,0,1
4525,688,2,20,1,2,2,0,0,0
12261,1597,2,18,1,3,1,0,0,0
13479,2050,1,21,1,6,2,0,0,0
10363,1282,1,19,1,4,3,0,0,1
5295,1457,1,17,1,5,4,0,0,0
13652,1224,1,17,1,2,1,0,0,0
5995,1738,2,19,1,1,2,0,0,0
5699,1708,1,21,1,5,4,0,0,0
9929,1225,2,17,1,5,4,0,1,1
5191,1984,2,18,1,2,3,0,0,0
9461,902,1,18,1,6,4,0,1,1
6201,780,1,18,1,5,4,0,0,1
6607,2032,2,17,1,4,1,0,0,0
4550,1716,1,17,1,4,4,0,0,0
5565,2077,1,17,1,6,2,0,0,0
12110,927,2,17,1,5,4,0,1,1
6165,1084,1,19,1,3,1,0,0,0
14832,843,2,18,1,3,2,1,1,1
9630,903,2,19,1,1,1,0,0,0
12766,811,2,19,1,1,3,1,1,1
12043,1046,2,21,1,3,2,0,0,0
4128,956,2,19,1,1,4,0,0,0
12809,1800,1,19,1,5,4,0,1,1
8127,1683,1,17,1,5,3,0,0,0
4673,1219,2,21,1,4,1,0,0,0
11247,1091,1,20,1,3,1,0,0,0
10175,1643,2,18,1,3,3,0,0,0
5631,1291,1,18,1,2,1,0,0,0
10892,1329,1,21,1,6,4,0,1,1
11735,1389,2,20,1,1,1,0,0,0
12468,1940,2,17,1,5,2,0,0,0
5571,1608,1,18,1,5,2,0,0,0
4680,669,2,19,1,3,1,0,0,0
4257,747,2,21,1,6,3,0,0,0
12679,830,2,18,1,4,2,0,0,0
6773,988,1,19,1,1,1,0,0,0
8264,1545,1,18,1,6,4,0,0,1
4510,1599,1,18,1,2,3,0,0,0
14504,1065,2,21,1,3,3,1,1,1
7096,620,1,20,1,5,4,0,1,1
10359,1839,1,19,1,5,4,0,0,1
4852,1664,2,21,1,3,3,0,0,0
12275,1638,1,18,1,6,2,0,0,0
9122,814,2,20,1,3,1,0,0,0
8210,1057,2,20,1,3,4,0,0,1
12628,1483,1,21,1,5,2,0,0,0
12100,1340,2,17,1,3,2,0,0,0
11034,871,2,18,1,3,3,0,1,1
7570,972,2,19,1,5,1,0,0,0
5303,1521,1,17,1,1,1,0,0,0
12867,1130,2,17,1,5,2,0,0,0
6299,1093,2,17,1,4,1,0,0,0
6009,864,2,20,1,1,3,0,0,0
13146,1412,2,21,1,5,3,0,1,1
4260,986,1,20,1,4,4,0,0,0
