wage,costliving,gender,age,branch,userexperience,city,competence,merite,afford1,afford2,afford3
12822,1249,2,18,1,45,6,3,3,0,1,1
9864,770,1,17,2,10,1,2,4,0,1,1
8041,1860,2,19,1,70,4,4,4,0,0,0
10600,1645,2,17,1,50,5,3,1,0,0,0
4697,2039,2,19,1,54,1,1,1,0,0,0
11948,810,1,19,1,1,4,2,3,0,1,1
8054,1455,2,19,2,19,6,1,4,0,0,1
5957,1745,2,19,2,100,3,2,1,0,0,0
13688,639,1,19,2,49,3,4,3,1,1,1
13661,1579,1,18,1,44,3,2,3,0,1,1
9255,871,2,19,2,26,4,2,1,0,0,0
7573,2056,1,21,1,73,1,4,4,0,0,0
4567,1042,2,18,1,89,2,1,2,0,0,0
12412,1708,2,19,2,15,6,3,4,0,1,1
8840,1911,2,18,1,32,6,3,2,0,0,0
6088,1684,2,21,2,77,5,2,3,0,0,0
13019,891,1,17,1,30,5,1,3,1,1,1
4461,1294,2,20,2,61,2,2,2,0,0,0
10424,1112,2,21,2,13,6,2,3,0,0,1
7422,1893,1,17,2,75,3,4,2,0,0,0
9455,1112,2,21,1,84,1,3,3,0,0,1
11013,2034,1,21,1,86,4,1,4,0,0,1
9356,2004,2,20,1,70,6,1,3,0,0,0
11471,1920,2,19,1,30,4,3,2,0,0,0
4687,1437,1,19,2,71,5,1,2,0,0,0
11001,1843,2,18,1,92,5,1,3,0,0,0
4627,691,2,17,1,40,5,3,4,0,0,0
8315,1743,2,21,2,71,5,4,4,0,0,0
5013,1463,1,17,1,92,4,1,2,0,0,0
7287,1101,1,17,1,64,5,3,1,0,0,0
8229,1083,1,19,2,23,6,1,2,0,0,0
14974,1571,2,17,2,5,2,4,1,0,0,0
11925,1949,2,21,2,59,5,2,3,0,0,1
12524,1491,1,19,2,43,1,2,1,0,0,0
11291,1504,2,19,2,68,6,2,3,0,0,1
11749,1486,2,17,1,5,5,4,4,0,1,1
6730,650,1,17,1,11,3,1,2,0,0,0
13818,1925,2,21,2,23,3,1,1,0,0,0
6376,1775,2,19,2,32,1,3,2,0,0,0
6440,1591,2,19,2,20,6,3,4,0,0,0
5301,1622,2,20,1,17,3,3,2,0,0,0
6108,1813,1,18,1,15,1,4,3,0,0,0
13044,1805,2,19,1,1,6,1,4,0,1,1
9555,1826,2,17,1,61,4,4,2,0,0,0
10432,1421,1,21,1,32,6,4,4,0,1,1
10660,1769,1,19,2,5,1,1,1,0,0,0
14146,1529,2,19,1,21,4,1,3,0,1,1
7722,1084,2,19,2,19,1,1,3,0,0,0
5089,1465,1,17,2,29,6,3,3,0,0,0
8494,1225,1,19,2,40,4,3,4,0,0,1
13536,1894,1,19,1,91,4,2,4,0,1,1
5731,767,1,19,2,14,5,4,4,0,0,1
11290,1259,1,20,1,10,1,3,2,0,0,0
7956,697,2,20,2,58,4,3,2,0,0,0
10848,1844,1,17,1,61,4,1,3,0,0,0
10683,1208,2,20,2,63,4,2,4,0,1,1
13981,1156,1,17,2,45,4,4,4,1,1,1
13282,1374,1,18,1,60,5,4,1,0,0,0
5588,1804,1,18,1,72,3,2,1,0,0,0
4704,2068,1,20,1,98,4,1,1,0,0,0
12215,1687,2,21,1,27,3,4,4,0,1,1
9963,1994,2,21,1,30,5,2,4,0,0,1
8025,787,2,17,1,5,4,4,4,0,1,1
5192,705,1,18,1,71,4,1,4,0,0,0
12893,1649,1,19,2,75,1,2,1,0,0,0
4978,964,1,21,2,20,1,4,4,0,0,0
14497,1797,1,18,2,53,6,2,2,0,0,0
5493,1293,2,20,2,13,4,3,1,0,0,0
5242,1632,1,17,1,6,3,1,3,0,0,0
5310,1945,1,21,1,29,6,1,3,0,0,0
9039,1562,2,19,1,44,6,1,3,0,0,0
11173,680,2,20,2,84,6,4,4,0,1,1
9496,1492,2,19,2,24,5,1,3,0,0,0
8950,1120,1,21,1,52,5,1,2,0,0,0
4144,1944,2,21,2,99,4,3,3,0,0,0
14733,1151,2,21,1,2,6,1,3,1,1,1
6856,719,2,18,1,63,3,2,1,0,0,0
6389,1807,2,18,1,78,1,2,4,0,0,0
11828,895,2,17,2,39,4,1,3,0,1,1
7547,1965,2,18,1,4,3,2,1,0,0,0
9914,2051,2,21,1,31,5,2,1,0,0,0
4951,1624,2,20,1,94,2,1,3,0,0,0
5948,610,2,18,2,43,3,1,3,0,0,0
13748,1919,2,19,2,15,3,2,4,0,1,1
6060,904,1,19,2,49,5,4,2,0,0,0
12588,705,1,20,1,84,1,2,4,1,1,1
7291,751,2,20,2,14,5,2,4,0,0,1
14107,1479,2,21,2,1,4,2,2,0,0,0
7658,990,1,20,1,12,4,2,1,0,0,0
4819,718,1,17,2,33,2,3,4,0,0,0
11887,1358,1,19,1,14,6,4,2,0,0,0
4087,1970,1,19,1,44,6,4,2,0,0,0
6875,2092,1,18,1,61,3,3,3,0,0,0
6804,1168,1,17,2,45,6,4,1,0,0,0
9087,1473,2,18,2,43,2,4,2,0,0,0
8841,2073,2,19,1,22,6,4,3,0,0,0
4640,1128,2,20,1,73,1,1,2,0,0,0
10105,2060,1,21,2,81,6,4,4,0,0,1
9987,1450,1,18,1,88,1,2,4,0,1,1
11440,1006,2,17,1,61,3,2,4,0,1,1
13222,1081,1,17,2,25,2,2,1,0,0,0
5993,657,2,21,2,7,2,3,4,0,0,1
12330,938,2,17,2,30,2,3,1,0,0,0
9921,868,2,20,2,21,4,3,2,0,0,0
5176,1994,1,21,1,23,2,4,4,0,0,0
10950,1922,1,21,1,38,3,4,2,0,0,0
10821,1025,2,18,1,94,3,4,1,0,0,0
8669,1797,2,21,2,46,3,3,3,0,0,0
12691,774,2,21,2,52,6,2,4,1,1,1
11798,603,1,21,2,16,6,2,2,0,0,0
5487,750,2,17,2,50,1,3,4,0,0,0
8462,1788,2,17,2,20,2,4,4,0,0,0
14242,1050,1,18,1,88,5,1,4,1,1,1
7066,1361,2,17,2,81,1,2,3,0,0,0
6414,955,1,20,2,20,5,4,4,0,0,1
8804,1493,1,18,1,74,6,1,3,0,0,0
10027,639,2,17,2,98,4,1,3,0,1,1
15000,731,1,20,1,34,5,4,4,1,1,1
5524,1271,2,21,1,34,2,3,2,0,0,0
14550,1848,2,18,2,3,6,4,4,0,1,1
13982,1536,2,21,2,24,1,1,4,0,1,1
5426,1408,1,21,2,66,1,2,3,0,0,0
4822,1877,1,19,2,48,2,4,1,0,0,0
6226,1568,2,19,1,68,3,2,2,0,0,0
10497,622,2,17,2,3,4,3,4,0,1,1
11579,768,1,20,1,94,3,1,4,0,1,1
14114,694,1,21,2,33,4,4,4,1,1,1
4408,1395,2,20,1,18,1,3,3,0,0,0
10634,1136,2,21,2,45,5,2,3,0,0,1
8628,1461,1,20,1,49,3,2,1,0,0,0
5381,1369,1,19,2,95,4,1,2,0,0,0
6068,1937,2,19,2,84,4,1,3,0,0,0
4941,1102,2,17,2,76,4,2,1,0,0,0
14180,1369,1,19,2,55,4,4,2,0,0,0
9632,1080,2,17,1,12,6,3,4,0,1,1
6827,2075,1,19,2,20,4,4,4,0,0,0
6432,665,2,18,2,30,2,1,4,0,0,1
8894,2076,1,17,1,25,2,4,1,0,0,0
6621,1133,1,17,1,83,5,1,3,0,0,0
9183,1332,1,17,2,18,1,1,4,0,0,1
9199,1156,1,17,2,96,5,2,1,0,0,0
9664,1913,2,21,2,2,6,4,2,0,0,0
9403,1897,1,20,1,12,2,1,2,0,0,0
12623,2028,2,17,2,59,2,3,2,0,0,0
6018,1102,1,17,2,6,6,2,4,0,0,0
13482,608,2,21,2,52,4,4,3,1,1,1
9345,1621,2,18,2,83,5,2,3,0,0,0
4585,1922,1,19,2,91,1,3,4,0,0,0
11390,1869,1,21,1,49,1,4,3,0,0,1
14301,2053,1,18,2,18,3,4,4,0,1,1
14822,1112,2,21,1,77,3,1,2,1,1,1
9854,1925,1,19,1,49,5,2,4,0,0,1
4449,834,1,18,2,46,2,1,3,0,0,0
14024,1017,2,18,2,28,2,1,2,1,1,1
7493,2044,2,20,1,73,2,2,3,0,0,0
9041,868,2,20,2,37,1,2,2,0,0,0
11691,2035,2,17,2,31,5,4,4,0,0,1
8086,1186,2,17,2,96,5,3,1,0,0,0
9729,1660,1,18,2,17,6,4,1,0,0,0
14448,886,1,18,2,50,6,2,4,1,1,1
11301,1330,1,17,1,61,1,4,2,0,0,0
11583,677,1,17,1,95,4,4,4,0,1,1
5325,1391,1,21,1,100,3,4,3,0,0,0
9495,1298,2,19,2,33,1,1,3,0,0,1
5730,2053,2,21,2,85,4,1,1,0,0,0
4912,1795,1,17,2,24,6,1,1,0,0,0
5479,1351,1,21,1,76,1,1,3,0,0,0
5995,1278,2,17,1,74,2,4,1,0,0,0
10176,1868,2,17,1,70,6,3,2,0,0,0
12994,1509,2,17,1,69,4,4,1,0,0,0
6743,1546,2,20,2,62,3,3,3,0,0,0
12438,2007,1,20,2,4,6,4,3,0,0,1
11694,804,2,18,1,22,6,4,4,0,1,1
14526,1378,1,19,1,10,2,2,2,0,0,0
12376,1588,1,21,1,54,4,2,4,0,1,1
7487,1935,2,18,1,44,4,2,2,0,0,0
13201,1564,1,17,2,17,6,1,3,0,1,1
5872,1753,1,17,2,53,3,4,2,0,0,0
8421,636,1,21,2,18,6,2,2,0,0,0
10080,1215,2,18,1,40,5,4,1,0,0,0
13443,2064,2,21,2,27,1,4,3,0,0,1
9266,1510,1,19,2,17,4,1,3,0,0,0
5755,1424,1,17,2,99,4,3,1,0,0,0
9897,1402,1,19,2,30,6,1,3,0,0,1
4932,1709,1,21,1,23,2,1,3,0,0,0
4539,2066,1,21,1,19,5,4,4,0,0,0
14731,898,1,19,1,80,1,2,2,1,1,1
6731,2011,1,21,2,18,1,2,1,0,0,0
6798,1471,2,17,1,94,1,1,3,0,0,0
4025,1167,1,21,2,29,5,4,3,0,0,0
6228,1675,2,20,1,15,3,1,3,0,0,0
8907,1817,2,21,2,79,4,4,2,0,0,0
7290,888,1,20,2,82,2,4,3,0,0,0
8172,1788,1,19,2,20,4,1,1,0,0,0
4117,940,2,17,1,66,1,3,3,0,0,0
9265,1877,2,19,1,84,2,1,4,0,0,1
11965,1163,2,19,1,12,2,4,3,0,1,1
9371,697,2,17,2,89,6,2,1,0,0,0
9895,1115,1,20,2,66,4,1,3,0,0,1
6261,1700,1,17,1,35,3,4,4,0,0,0
11948,1207,1,17,2,14,3,4,4,0,1,1
12637,1837,1,21,2,96,6,3,2,0,0,0
14781,715,1,19,2,22,6,1,2,1,1,1
7985,1095,2,19,2,93,3,2,1,0,0,0
13322,1176,1,21,1,31,3,3,4,0,1,1
5431,1489,2,19,1,37,6,4,3,0,0,0
10346,1958,2,18,1,41,4,1,4,0,0,1
5827,1212,2,17,2,47,4,1,2,0,0,0
13597,1596,2,21,1,34,3,1,2,0,0,0
4469,1982,1,19,1,85,1,1,3,0,0,0
6230,2033,1,18,1,84,1,1,3,0,0,0
4241,1367,2,19,1,47,5,4,2,0,0,0
10984,1047,2,21,2,48,4,2,1,0,0,0
9549,1571,2,19,1,16,5,1,1,0,0,0
5432,1738,2,18,2,54,1,2,2,0,0,0
4811,1195,1,21,1,59,2,1,1,0,0,0
11071,898,1,20,1,30,6,4,2,0,0,0
6914,1175,1,20,1,57,6,1,1,0,0,0
4217,2063,1,21,2,48,1,4,1,0,0,0
14872,1763,2,19,2,64,1,4,2,0,0,0
13686,821,2,20,2,36,4,1,1,1,1,1
5082,1143,1,17,1,53,2,3,2,0,0,0
14961,1029,1,18,1,18,4,4,2,1,1,1
7967,1882,1,18,2,42,3,1,1,0,0,0
10839,1994,2,18,2,57,1,2,1,0,0,0
7447,1677,2,20,1,79,2,2,2,0,0,0
6585,1159,2,20,2,86,5,2,1,0,0,0
14504,2060,1,21,2,23,2,1,4,0,1,1
6483,1579,1,17,2,20,2,2,1,0,0,0
13016,1067,2,17,1,79,3,4,1,0,0,0
9835,674,1,18,1,17,6,4,4,0,1,1
14314,1310,2,20,1,96,6,4,4,0,1,1
7510,696,2,18,2,14,3,3,4,0,1,1
4336,1921,1,17,2,71,4,2,4,0,0,0
9764,1353,2,18,1,25,4,2,3,0,0,1
11621,1796,1,20,1,55,6,3,4,0,1,1
12624,1587,1,18,2,99,6,3,1,0,0,0
7580,1298,1,20,2,70,2,1,4,0,0,1
13112,1828,2,21,1,60,4,1,4,0,1,1
14221,2004,1,21,1,60,5,3,1,0,0,0
14166,637,2,17,2,38,3,1,4,1,1,1
8863,1265,1,20,2,54,2,1,2,0,0,0
4246,765,2,21,1,15,5,3,2,0,0,0
13403,1662,2,18,1,79,3,3,4,0,1,1
6534,1778,2,18,2,68,4,3,2,0,0,0
5562,1610,2,21,2,17,3,3,2,0,0,0
5808,942,2,20,1,87,2,1,2,0,0,0
6590,1527,1,19,2,59,2,3,2,0,0,0
7218,1964,1,18,2,26,5,3,4,0,0,0
8450,621,2,18,1,88,5,3,2,0,0,0
8266,741,1,20,2,56,4,3,1,0,0,0
7764,1578,2,18,2,96,6,3,3,0,0,0
10622,1926,2,17,1,25,5,2,4,0,0,1
11696,1333,1,19,1,56,5,1,1,0,0,0
8506,781,1,19,1,98,4,2,4,0,1,1
12595,808,2,20,2,37,5,3,3,0,1,1
9455,1176,2,20,1,100,1,4,3,0,0,1
13906,1889,1,19,1,43,1,3,4,0,1,1
14757,1355,2,21,1,13,3,2,2,1,1,1
8669,1844,1,19,1,87,4,2,3,0,0,0
14166,1339,2,19,2,84,4,1,2,0,0,0
13463,944,1,17,2,77,1,1,4,1,1,1
12179,1811,2,19,1,39,5,3,1,0,0,0
5160,1160,1,20,1,25,4,4,4,0,0,0
11937,1801,1,17,2,77,5,4,3,0,0,1
13282,980,2,21,2,36,2,4,2,1,1,1
10945,721,2,17,1,7,4,3,1,0,0,0
10370,1217,2,21,1,91,6,1,2,0,0,0
9596,1757,2,19,1,52,2,3,4,0,0,1
14788,1034,2,18,2,19,5,1,2,1,1,1
5478,1055,2,19,1,49,6,3,1,0,0,0
14521,1390,1,18,1,62,3,3,1,0,0,0
8442,1698,1,20,1,88,4,4,3,0,0,0
6511,2073,1,20,2,74,2,1,3,0,0,0
13187,2061,1,19,1,70,3,3,4,0,1,1
6903,1862,2,19,1,25,5,2,3,0,0,0
13123,1381,1,17,2,32,3,3,4,0,1,1
10595,663,1,19,1,63,5,2,2,0,0,0
7110,733,2,20,1,9,2,1,3,0,0,0
14746,884,2,21,2,53,3,2,2,1,1,1
4311,1395,2,18,1,54,2,3,1,0,0,0
13945,621,1,19,1,30,5,2,4,1,1,1
14001,1988,1,17,2,71,3,3,2,0,0,0
5717,731,1,18,1,99,3,4,1,0,0,0
10759,1774,2,21,2,42,3,4,4,0,0,1
6118,1099,1,20,1,93,1,2,3,0,0,0
11228,1554,2,21,1,63,2,4,3,0,0,1
5751,1930,2,19,1,86,1,1,2,0,0,0
14453,1638,2,18,1,66,6,2,2,0,0,0
4231,1465,2,17,2,36,1,1,2,0,0,0
4358,819,1,20,1,54,2,1,3,0,0,0
9781,747,1,21,2,98,5,2,4,0,1,1
9450,1110,1,18,1,84,5,4,2,0,0,0
9993,1827,2,18,2,71,5,2,2,0,0,0
11658,1336,1,21,2,64,6,2,3,0,1,1
9980,1370,1,19,1,34,1,3,3,0,0,1
5805,1454,1,21,2,7,6,2,3,0,0,0
5896,1444,1,20,1,99,4,2,2,0,0,0
5006,1053,1,17,2,77,6,2,2,0,0,0
14285,2042,2,19,1,8,3,3,1,0,0,0
11683,1840,2,18,1,58,3,2,1,0,0,0
14663,1167,1,20,1,19,6,2,2,1,1,1
14999,1466,2,18,2,72,1,3,4,1,1,1
8545,1561,1,21,2,74,1,3,2,0,0,0
6649,1177,2,20,2,74,6,3,3,0,0,0
6092,1707,1,18,1,29,3,4,4,0,0,0
9132,1064,2,21,2,18,3,2,3,0,0,1
5330,1335,2,18,1,75,3,3,4,0,0,0
12056,958,1,21,2,5,5,2,2,0,0,0
8546,703,2,17,1,21,5,4,4,0,1,1
4340,1477,1,18,2,68,6,3,1,0,0,0
11907,1724,1,18,1,43,5,1,2,0,0,0
11731,1349,2,17,2,50,4,2,1,0,0,0
8636,1315,1,21,1,6,1,2,4,0,0,1
10072,1282,1,17,2,54,3,4,3,0,0,1
9442,725,2,18,2,86,1,1,2,0,0,0
7314,950,2,17,2,90,3,1,1,0,0,0
4595,1074,2,18,2,14,2,1,3,0,0,0
6711,1427,1,20,2,39,2,4,2,0,0,0
7720,1572,1,21,1,22,4,2,4,0,0,0
12655,982,2,17,1,69,3,1,1,0,0,0
12888,623,2,19,1,30,1,4,3,1,1,1
14569,956,2,20,2,88,2,4,3,1,1,1
8532,781,1,21,1,74,2,3,2,0,0,0
6279,1846,1,20,1,30,2,1,2,0,0,0
13276,1206,1,17,1,11,5,4,4,0,1,1
9408,837,1,17,2,25,3,2,1,0,0,0
14342,2074,1,19,1,84,1,2,2,0,0,0
5982,671,2,20,2,40,2,3,2,0,0,0
13361,1274,2,20,1,12,5,1,3,0,1,1
9316,2078,2,18,1,66,3,2,2,0,0,0
14478,650,1,20,2,45,6,1,1,1,1,1
14038,1309,1,21,1,1,1,3,1,0,0,0
7839,1802,2,20,2,35,2,2,3,0,0,0
11538,2052,1,20,2,6,5,3,1,0,0,0
13339,1946,1,17,2,70,4,3,4,0,1,1
6549,645,1,17,2,28,4,2,4,0,0,1
8219,1536,2,17,2,51,5,2,2,0,0,0
9702,1572,2,18,1,28,6,2,4,0,0,1
5304,1429,2,19,2,43,2,2,2,0,0,0
14034,1438,2,18,2,13,5,2,3,0,1,1
4782,1294,1,17,2,3,6,4,1,0,0,0
10364,1870,1,19,2,65,2,1,3,0,0,0
13760,987,2,21,1,76,3,2,2,1,1,1
10485,1895,1,20,2,43,5,2,4,0,0,1
13969,1634,2,17,2,65,5,4,1,0,0,0
10982,997,2,17,1,29,4,3,2,0,0,0
14097,872,1,18,1,2,3,2,3,1,1,1
5730,1776,1,21,1,66,1,4,3,0,0,0
10718,716,2,19,2,69,4,2,1,0,0,0
11660,1262,1,21,2,48,1,3,2,0,0,0
7143,1402,2,18,1,100,2,3,3,0,0,0
7642,1817,2,20,1,80,2,2,4,0,0,0
5008,792,2,18,2,54,2,2,4,0,0,0
5752,2081,1,17,1,49,2,2,1,0,0,0
6688,977,2,18,1,85,4,2,3,0,0,0
5817,1175,1,21,1,2,5,3,2,0,0,0
14820,1829,1,19,1,46,6,4,3,0,1,1
8461,1118,2,17,2,45,6,3,1,0,0,0
12689,1634,2,17,1,56,4,1,1,0,0,0
6359,1649,2,17,2,24,5,4,1,0,0,0
13149,718,1,19,2,50,6,2,2,1,1,1
13101,839,1,21,2,3,1,3,1,1,1,1
4438,1716,1,19,1,85,1,4,4,0,0,0
8424,1202,2,21,1,90,2,3,3,0,0,0
11475,789,1,18,2,11,5,2,4,0,1,1
13642,1417,2,20,2,57,1,1,3,0,1,1
13582,642,1,19,2,15,5,4,1,1,1,1
4646,1338,2,19,1,94,6,4,4,0,0,0
11877,1084,1,17,2,1,2,1,2,0,0,0
12746,1298,1,21,1,54,2,2,1,0,0,0
13882,974,1,17,1,44,1,4,4,1,1,1
12294,1644,2,21,1,94,6,1,2,0,0,0
14038,1088,1,17,2,61,4,4,1,1,1,1
8922,1406,2,19,2,8,1,3,2,0,0,0
7042,1478,1,21,1,46,2,4,3,0,0,0
4356,1137,2,21,2,60,4,1,2,0,0,0
14727,2058,2,20,2,53,6,2,4,0,1,1
12084,1949,2,19,2,33,1,3,2,0,0,0
13536,1579,1,20,2,20,6,2,4,0,1,1
14333,982,1,21,1,29,2,4,4,1,1,1
6481,887,1,21,2,89,6,3,3,0,0,0
10093,1470,2,18,2,82,5,2,1,0,0,0
10796,1217,1,21,2,44,2,1,4,0,1,1
4100,1134,1,20,1,20,4,3,2,0,0,0
6887,1774,1,18,1,71,3,1,1,0,0,0
11936,2010,2,18,1,61,4,1,1,0,0,0
13848,869,2,21,1,56,3,2,2,1,1,1
9100,1765,2,18,2,36,1,4,3,0,0,0
8176,1095,1,21,1,73,2,2,2,0,0,0
12542,1622,2,21,2,70,3,2,1,0,0,0
14188,1451,1,18,1,37,4,3,1,0,0,0
10273,864,2,19,1,11,6,3,4,0,1,1
5843,1969,2,20,2,65,3,4,2,0,0,0
6224,1689,2,21,1,33,4,1,3,0,0,0
11345,1792,2,19,1,3,3,1,3,0,0,1
4711,816,2,20,1,50,3,1,4,0,0,0
10398,2003,1,18,1,75,4,1,2,0,0,0
5699,1099,1,19,1,58,2,2,1,0,0,0
11534,1182,1,18,2,50,5,4,1,0,0,0
7250,1801,2,18,2,42,3,2,3,0,0,0
12042,816,1,18,2,35,5,4,2,0,0,0
12681,1237,1,20,2,30,4,2,3,0,1,1
7002,1016,2,19,1,100,6,4,2,0,0,0
14952,1425,1,18,1,82,3,3,2,1,1,1
14926,925,1,20,2,99,2,3,1,1,1,1
4168,723,2,17,2,32,4,4,3,0,0,0
10663,2009,2,17,2,88,6,2,4,0,0,1
7303,1315,2,19,1,12,6,2,4,0,0,0
12647,1522,2,19,2,75,6,1,2,0,0,0
11139,864,2,20,2,42,3,1,1,0,0,0
12478,600,2,20,2,38,2,3,3,1,1,1
7193,1213,1,18,1,38,3,4,4,0,0,1
8048,1594,2,19,2,79,3,1,1,0,0,0
8018,1650,1,18,1,27,2,1,2,0,0,0
6246,780,2,21,2,31,4,2,4,0,0,1
13906,1995,2,18,2,57,4,2,3,0,1,1
11992,1642,2,17,1,73,3,3,1,0,0,0
11460,1319,1,18,2,26,6,4,1,0,0,0
10680,1088,2,17,2,62,3,2,2,0,0,0
4416,1317,1,17,1,17,4,2,3,0,0,0
8245,1767,1,21,2,27,5,3,3,0,0,0
12604,1133,1,18,2,40,5,1,4,0,1,1
12324,1000,2,19,2,10,6,1,1,0,0,0
5371,1365,1,18,2,46,1,3,2,0,0,0
10907,1173,2,20,2,52,3,1,4,0,1,1
9957,605,1,17,1,96,1,3,3,0,1,1
12110,1487,1,18,2,39,2,1,1,0,0,0
9021,1360,1,21,1,88,5,4,3,0,0,0
10971,845,1,18,1,50,3,4,1,0,0,0
5189,1290,1,21,1,100,3,1,3,0,0,0
11759,1994,2,19,1,70,6,3,2,0,0,0
12225,1009,1,19,1,5,1,1,3,0,1,1
4965,1600,2,17,1,82,3,3,3,0,0,0
5997,952,2,21,1,92,4,3,2,0,0,0
13807,1764,2,17,1,50,5,3,4,0,1,1
10324,1735,2,21,1,35,3,1,4,0,0,1
8340,920,2,20,2,53,4,1,3,0,0,1
9670,714,2,19,1,31,1,4,4,0,1,1
10510,1475,1,20,1,42,3,1,3,0,0,1
8909,1860,2,18,2,65,5,3,3,0,0,0
8243,1652,1,17,1,80,4,3,4,0,0,0
13034,1781,1,20,2,28,6,3,4,0,1,1
8912,2048,1,21,1,90,3,1,3,0,0,0
6565,975,2,21,2,3,4,1,2,0,0,0
5323,1365,1,19,2,22,2,1,3,0,0,0
8701,1635,1,19,2,68,6,2,2,0,0,0
14008,757,2,20,2,29,5,2,4,1,1,1
4857,1142,1,21,1,39,6,3,4,0,0,0
14284,864,2,19,1,69,5,3,3,1,1,1
12058,1402,1,18,1,94,5,4,1,0,0,0
6127,1586,2,19,1,36,6,3,2,0,0,0
9811,1109,1,18,2,80,6,2,1,0,0,0
6116,783,1,19,1,74,4,2,4,0,0,1
11208,1923,2,17,2,49,4,1,2,0,0,0
7244,658,2,17,1,53,6,4,4,0,1,1
7052,1240,2,21,1,72,5,3,4,0,0,0
14702,1987,1,17,1,26,2,2,2,0,0,0
14036,1614,1,21,2,98,5,4,1,0,0,0
7904,1841,2,21,2,9,5,1,4,0,0,0
6149,1222,1,18,1,34,2,4,1,0,0,0
4821,2035,1,20,2,93,1,3,3,0,0,0
6977,1079,2,18,1,19,4,4,4,0,0,1
5944,1192,2,17,2,50,6,2,1,0,0,0
6616,1663,2,20,1,11,6,2,4,0,0,0
14189,1909,1,20,2,64,4,4,1,0,0,0
14077,668,1,20,1,43,5,4,1,1,1,1
13523,1319,1,21,1,11,1,1,1,0,0,0
5007,954,1,18,1,42,2,4,3,0,0,0
14446,703,1,17,2,88,3,2,3,1,1,1
12855,802,2,17,1,84,4,3,2,1,1,1
7450,1402,1,17,1,94,4,4,4,0,0,0
8256,992,2,17,1,44,3,3,2,0,0,0
9419,1306,2,17,2,49,5,2,1,0,0,0
12150,719,1,21,2,36,6,3,3,0,1,1
12179,1094,2,18,1,31,6,2,2,0,0,0
4546,1981,2,17,2,69,2,1,1,0,0,0
11070,1622,2,18,1,10,6,3,2,0,0,0
4979,668,1,20,2,48,3,1,1,0,0,0
9725,1164,1,19,2,77,3,3,4,0,1,1
7968,1210,1,18,2,53,1,3,3,0,0,0
9482,608,2,20,2,8,2,3,1,0,0,0
9238,810,2,17,2,48,5,4,1,0,0,0
7920,1225,2,19,2,86,5,4,3,0,0,0
7011,1387,1,20,1,14,1,3,2,0,0,0
10674,1445,2,21,2,9,3,1,4,0,1,1
12716,1913,1,19,1,8,5,3,2,0,0,0
6314,1994,1,20,2,18,1,3,2,0,0,0
9279,2015,1,20,1,39,3,2,3,0,0,0
5777,1182,2,21,2,19,2,2,2,0,0,0
9695,1045,2,21,2,95,3,1,3,0,0,1
9888,1939,1,21,1,5,6,2,2,0,0,0
10137,1939,2,18,2,22,1,4,3,0,0,0
4669,1356,1,17,2,59,5,4,3,0,0,0
4193,835,1,18,2,95,4,4,3,0,0,0
11268,1783,2,19,1,22,2,1,3,0,0,1
6362,880,2,19,1,80,2,1,1,0,0,0
4354,1050,1,19,1,88,2,1,3,0,0,0
7678,1132,1,18,1,38,2,4,4,0,0,1
9505,1547,2,20,1,73,3,3,2,0,0,0
9680,958,1,17,2,44,6,4,4,0,1,1
7185,1810,2,21,1,22,3,3,2,0,0,0
9697,1692,2,21,2,5,5,4,1,0,0,0
9116,1024,1,19,1,98,2,2,3,0,0,1
4989,1496,2,19,2,13,2,2,4,0,0,0
5423,715,2,17,2,90,5,4,2,0,0,0
7822,1806,2,21,2,6,6,4,3,0,0,0
4974,1683,1,17,2,18,2,2,3,0,0,0
14637,1101,2,17,2,37,3,2,4,1,1,1
8634,981,1,18,2,66,2,2,1,0,0,0
11226,1281,1,20,1,9,3,1,3,0,0,1
14008,1817,1,18,2,65,3,4,2,0,0,0
9162,1105,2,17,1,23,3,2,3,0,0,1
13226,1836,2,17,2,71,2,3,4,0,1,1
14312,948,2,21,2,55,4,1,3,1,1,1
12552,1157,2,19,1,87,5,4,3,0,1,1
6997,1740,1,18,2,46,3,2,3,0,0,0
5032,1525,1,21,2,90,5,2,4,0,0,0
14320,1834,1,19,1,38,4,3,2,0,0,0
10934,948,2,21,1,25,5,4,3,0,1,1
8291,1089,1,19,2,25,4,4,3,0,0,0
7879,1592,2,19,1,22,6,2,4,0,0,0
8294,1929,1,21,2,37,5,4,2,0,0,0
6147,1336,1,17,1,39,5,2,3,0,0,0
13886,1669,2,18,1,70,1,3,2,0,0,0
13511,1119,2,17,1,2,6,3,4,0,1,1
6101,640,1,18,1,70,4,4,1,0,0,0
7770,1199,1,18,1,97,3,1,2,0,0,0
9834,1568,2,20,2,92,2,1,3,0,0,0
5777,619,1,17,2,88,1,4,4,0,0,1
11690,1611,2,21,1,16,4,1,3,0,0,1
11526,1473,2,21,1,53,1,3,3,0,0,1
13397,1710,1,21,2,94,5,1,4,0,1,1
5118,1296,1,19,1,75,6,4,3,0,0,0
4630,1233,1,20,1,65,3,2,2,0,0,0
6994,1376,2,20,1,13,5,2,4,0,0,0
8262,1466,2,20,1,12,6,4,3,0,0,0
14331,1917,1,19,2,31,4,2,1,0,0,0
5748,1339,1,21,2,83,5,1,3,0,0,0
7829,1801,2,21,2,60,1,2,2,0,0,0
13335,879,2,18,1,32,2,1,2,1,1,1
